row_kind	application_stage	card_status	joint_tuple_id_or_record	surface_family	occurrences	event_ids	statement_ids	record_ids	pages	selected_decomposition	atomic_contribution_de	concrete_default_de	substitution_group	substitution_rule_de	event_contexts_de	complete_statements_de	complete_record_de	workshop_prediction_de	strongest_rival_de	contradiction_or_limit_de
TYPE	01_PREPARATION	COMPOSITIONAL_CARD	b9d7b6d68209a9019e7a	chochor	1	E074	H5-S001	H5	f56r	CHO_PLANT+OR_PREPARATION	CHO=PFLANZENSTOFF; OR=ZUBEREITUNG	Pflanzenzubereitung	PREPARATION_DECK	Materialauswahl innerhalb des Zubereitungsslots.	E074=Pflanzenzubereitung	H5-S001=chochor · cho · chodaly · daiin · sho · kchol · otchor · choky · dal :: Pflanzenzubereitung; Pflanze; Blütebeginn; vorgeschriebenes Maß; Pflanze; auflegen; die nächste Zubereitung; den laufenden Posten einsetzen; Zielstelle		Mit AIN/AIIN und AL ergibt sich eine portionierte Pflanzenanwendung.	den vollständigen lokalen Satz als Wortwert speichern	Ein Ereignis; CHO ist nur in dieser Karte Pflanzenstoff.
TYPE	01_PREPARATION	COMPOSITIONAL_CARD	dec401773c1f0347793d	cholor|olor	2	E028|E113	H2-S002|B1-S002	H2|B1	f10r|f81v	OL_CONTINUE+OR_PREPARATION	OL=VORIGE; OR=ZUBEREITUNG	vorige Zubereitung	PREPARATION_DECK	Wählt den vorigen statt eines neuen Ansatzes.	E028,E113=Mit der vorigen Zubereitung	H2-S002=qotchor · chor · otol · chol · cholor · chol · daiin · dar :: Die nächste Zubereitung; Zubereitung; danach weiter; mit Vorigem weiter; mit der vorigen Zubereitung; mit Vorigem weiter; vorgeschriebenes Maß; aus demselben Vorrat | B1-S002=okaiin · kair · okal · sar · ol · kain · olkain · al · ol · rol · dl · olor · ol · sheckhal · daiin · qokeedal · daiin · chckhy · schedy :: Auf das vorgeschriebene Maß einstellen; laufende Beckenflüssigkeit; an der Zielstelle einsetzen; aus demselben Vorrat; mit Vorigem weiter; eine Portion; eine weitere Portion zugeben; Zielstelle; mit Vorigem weiter; vor dem Abkühlen; Badezusatz; mit der vorigen Zubereitung; mit Vorigem weiter; mäßige Menge; vorgeschriebenes Maß; an der Zielstelle länger einwirken lassen; vorgeschriebenes Maß; durch den Durchlauf führen; Arbeitsbewegung abschließen		Vor AL/OKAL: vorige Zubereitung an der Stelle anwenden.	den vollständigen lokalen Satz als Wortwert speichern	OL bleibt Fortsetzung, nicht Öl.
TYPE	01_PREPARATION	COMPOSITIONAL_CORE	7a4bb8136330ee4e6e56	chor|or|shor|sor	7	E017|E025|E033|E034|E071|E254|E348	H2-S001|H2-S002|H2-S003|H4-S004|B3-S012|B4-S014	H2|H4|B3|B4	f10r|f55v|f83r	OR_PREPARATION	OR=ZUBEREITUNG	Zubereitung	PREPARATION_DECK	Grundkarte; OL/OT/CHO und AIN wählen Relation, Material oder Portion.	E017,E025,E033,E034,E071,E254,E348=Zubereitung	H2-S001=ycheor · cthy · chor · cthaiin · qoctholy · dy · chy · taiin · shy :: Pflanzenspitzen; gebrauchsfertig; Zubereitung; Kraut zerstoßen; abpressen; dieser Arbeitsposten; dieser Arbeitsposten; vorgeschriebenes Maß; dieser Arbeitsposten | H2-S002=qotchor · chor · otol · chol · cholor · chol · daiin · dar :: Die nächste Zubereitung; Zubereitung; danach weiter; mit Vorigem weiter; mit der vorigen Zubereitung; mit Vorigem weiter; vorgeschriebenes Maß; aus demselben Vorrat | H2-S003=oykchor · shor · chor · chy · kaiiin · dy · chodaiin :: Glasiertes Gefäß; Zubereitung; Zubereitung; dieser Arbeitsposten; weiche Sollstufe; dieser Arbeitsposten; Geschwür | H4-S004=aiin · okal · oltchy · or · y · orain :: Vorgeschriebenes Maß; an der Zielstelle einsetzen; gelind erwärmen; Zubereitung; dieser Arbeitsposten; eine Portion der Zubereitung | B3-S012=sor · shedy :: Zubereitung; ruhen oder absetzen; Schluss | B4-S014=or · chey · qockhey · dairydy :: Zubereitung; dieser Arbeitsposten; über der Stelle; den Flüssigkeitslauf abschließen		Vor einer Zielkarte liefert OR den anzuwendenden Ansatz.	den vollständigen lokalen Satz als Wortwert speichern	Nur die exakte OR-Familie, nicht jeder sichtbare or-Substring.
TYPE	01_PREPARATION	COMPOSITIONAL_CARD	6afeb5c9ab9f6cbdea0d	orain	1	E073	H4-S004	H4	f55v	OR_PREPARATION+AIN_PORTION	OR=ZUBEREITUNG; AIN=PORTION	Portion der Zubereitung	PREPARATION_DECK	Portioniert den Ansatz; bedeutet nicht warm auflegen.	E073=Eine Portion der Zubereitung	H4-S004=aiin · okal · oltchy · or · y · orain :: Vorgeschriebenes Maß; an der Zielstelle einsetzen; gelind erwärmen; Zubereitung; dieser Arbeitsposten; eine Portion der Zubereitung		Vor OKAL: eine Portion der Zubereitung an der Stelle einsetzen.	den vollständigen lokalen Satz als Wortwert speichern	Ein Ereignis, aber beide Beiträge sind anderweitig wiederholt.
TYPE	01_PREPARATION	COMPOSITIONAL_CARD	10488b911aae52b3b334	otchor|qotchor	2	E024|E080	H2-S002|H5-S001	H2|H5	f10r|f56r	OT_NEXT+OR_PREPARATION	OT=NÄCHSTE; OR=ZUBEREITUNG	nächste Zubereitung	PREPARATION_DECK	Wählt den nächsten Ansatz.	E024,E080=Die nächste Zubereitung	H2-S002=qotchor · chor · otol · chol · cholor · chol · daiin · dar :: Die nächste Zubereitung; Zubereitung; danach weiter; mit Vorigem weiter; mit der vorigen Zubereitung; mit Vorigem weiter; vorgeschriebenes Maß; aus demselben Vorrat | H5-S001=chochor · cho · chodaly · daiin · sho · kchol · otchor · choky · dal :: Pflanzenzubereitung; Pflanze; Blütebeginn; vorgeschriebenes Maß; Pflanze; auflegen; die nächste Zubereitung; den laufenden Posten einsetzen; Zielstelle		Vor AL/OKAL: nächste Zubereitung an die Zielstelle bringen.	den vollständigen lokalen Satz als Wortwert speichern	OT heißt danach/nächster, nicht automatisch wiederholen.
TYPE	02_QUANTITY	COMPOSITIONAL_CORE	2f1c5e56e8f0ff459065	aiin|chaiin|daiin|saiin|taiin	20	E009|E022|E030|E051|E057|E061|E068|E077|E100|E116|E118|E207|E217|E233|E274|E299|E332|E338|E369|E377	H1-S001|H2-S001|H2-S002|H3-S003|H4-S001|H4-S002|H4-S004|H5-S001|H5-S006|B1-S002|B2-S012|B2-S016|B3-S003|B3-S021|B3-S030|B4-S008|B4-S011|B5-S003|B6-S001	H1|H2|H3|H4|H5|B1|B2|B3|B4|B5|B6	f10r|f11r|f55v|f56r|f81v|f82r|f83r	AIIN_MEASURE	AIIN=MASS	vorgeschriebenes Maß	QUANTITY_DECK	Nennt die Vorschrift, nicht die körperliche Portion.	E009,E022,E030,E051,E057,E061,E068,E077,E100,E116,E118,E207,E217,E233,E274,E299,E332,E338,E369,E377=Vorgeschriebenes Maß	H1-S001=dchey · cthoor · char · chty · os · chair · otytchol · oky · daiin · etyd :: Wurzelteil; säubern; aus demselben Vorrat; zerkleinern; Gefäß; Flüssigkeitszulauf; auffangen; den laufenden Posten einsetzen; vorgeschriebenes Maß; Wurzelteil | H2-S001=ycheor · cthy · chor · cthaiin · qoctholy · dy · chy · taiin · shy :: Pflanzenspitzen; gebrauchsfertig; Zubereitung; Kraut zerstoßen; abpressen; dieser Arbeitsposten; dieser Arbeitsposten; vorgeschriebenes Maß; dieser Arbeitsposten | H2-S002=qotchor · chor · otol · chol · cholor · chol · daiin · dar :: Die nächste Zubereitung; Zubereitung; danach weiter; mit Vorigem weiter; mit der vorigen Zubereitung; mit Vorigem weiter; vorgeschriebenes Maß; aus demselben Vorrat | H3-S003=dchol · chy · kchy · dy · daiin :: Vom vorigen Posten nehmen; dieser Arbeitsposten; als Trank geben; dieser Arbeitsposten; vorgeschriebenes Maß | H4-S001=qokaiin · chaiin · ykain · ykan · ody :: Auf das vorgeschriebene Maß einstellen; vorgeschriebenes Maß; eine Portion des laufenden Postens; diese Portion; kühl lagern; Ende | H4-S002=daiin · chedy · talam :: Vorgeschriebenes Maß; den laufenden Posten umsetzen oder durcharbeiten; verwahren | H4-S004=aiin · okal · oltchy · or · y · orain :: Vorgeschriebenes Maß; an der Zielstelle einsetzen; gelind erwärmen; Zubereitung; dieser Arbeitsposten; eine Portion der Zubereitung | H5-S001=chochor · cho · chodaly · daiin · sho · kchol · otchor · choky · dal :: Pflanzenzubereitung; Pflanze; Blütebeginn; vorgeschriebenes Maß; Pflanze; auflegen; die nächste Zubereitung; den laufenden Posten einsetzen; Zielstelle | H5-S006=otchey · keol · daiin :: Den nächsten Posten wählen; je Gabe; vorgeschriebenes Maß | B1-S002=okaiin · kair · okal · sar · ol · kain · olkain · al · ol · rol · dl · olor · ol · sheckhal · daiin · qokeedal · daiin · chckhy · schedy :: Auf das vorgeschriebene Maß einstellen; laufende Beckenflüssigkeit; an der Zielstelle einsetzen; aus demselben Vorrat; mit Vorigem weiter; eine Portion; eine weitere Portion zugeben; Zielstelle; mit Vorigem weiter; vor dem Abkühlen; Badezusatz; mit der vorigen Zubereitung; mit Vorigem weiter; mäßige Menge; vorgeschriebenes Maß; an der Zielstelle länger einwirken lassen; vorgeschriebenes Maß; durch den Durchlauf führen; Arbeitsbewegung abschließen | B2-S012=lchy · cheey · qcthey · qokeey · lcheey · daiin · chey · qokeeedy :: Den flüssigen Anteil des laufenden Postens abziehen; Klarauszug; den laufenden Posten gebrauchsfertig halten; den laufenden Posten länger einwirken lassen; benetzte Körperstelle; vorgeschriebenes Maß; dieser Arbeitsposten; vollständig durchtränken; Schluss | B2-S016=cheal · lchedar · ches · aiin · oteey · qokaiin · okey · pchedy :: Zielstelle; aus der Quelle hinausführen; gleiche Anteile; vorgeschriebenes Maß; den nächsten Posten länger einwirken lassen; auf das vorgeschriebene Maß einstellen; den laufenden Posten kurz anlegen; hineinführen; Schluss | B3-S003=chey · daiin · chey · lchedy :: Dieser Arbeitsposten; vorgeschriebenes Maß; dieser Arbeitsposten; hinausführen; Schluss | B3-S021=qokaiin · shcthy · dal · sy · saiin · shedal · shecthy · chey · tal · shcthy · dalchdy :: Auf das vorgeschriebene Maß einstellen; gebrauchsfertig; Zielstelle; dieser Arbeitsposten; vorgeschriebenes Maß; Ruhe- oder Absetzstelle; warmes Wasser; dieser Arbeitsposten; Zielstelle; gebrauchsfertig; lokal umsetzen; Schluss | B3-S030=qoky · saiin · schedair · otchedy :: Den laufenden Posten einsetzen; vorgeschriebenes Maß; fließende Flüssigkeit durch den Lauf führen; danach oder erneut umsetzen; Schluss | B4-S008=saiin · cheeky · sheey · qokedy :: Vorgeschriebenes Maß; länger warm halten; erste Öffnung; kurz benetzen; Schluss | B4-S011=saiin · cheky · okeeol · okain · chdy · sol · lkedy :: Vorgeschriebenes Maß; kurz oder mild erwärmen; länger mit dem Vorigen fortführen; eine Portion zugeben; den laufenden Posten umsetzen oder durcharbeiten; mit Vorigem weiter; zweimal waschen; Ende | B5-S003=shedal · dal · cheol · lol · chdal · aiin · sol · daiiin · chedy :: Ruhe- oder Absetzstelle; Zielstelle; mit Vorigem weiter; bis warm; an der Zielstelle umsetzen; vorgeschriebenes Maß; mit Vorigem weiter; zweite Öffnungsstufe; den laufenden Posten umsetzen oder durcharbeiten | B6-S001=solkeey · qekey · raly · ol · daiin · ol · dain · chey · ldalor :: Länger auffangen; ungekocht; erste Öffnung; mit Vorigem weiter; vorgeschriebenes Maß; mit Vorigem weiter; Tuch; dieser Arbeitsposten; bezeichnete Zielstelle		Vor einer Gradanwendung legt AIIN die Einsatzmenge fest.	den vollständigen lokalen Satz als Wortwert speichern	DAIN=Tuch und IIN=Stufe bleiben exakte andere Karten.
TYPE	02_QUANTITY	COMPOSITIONAL_CORE	9da1b6ac2c929daea697	chkain|kain	3	E107|E257|E354	B1-S002|B3-S013|B4-S015	B1|B3|B4	f81v|f83r	AIN_PORTION	AIN=PORTION	eine Portion	QUANTITY_DECK	Nennt den abgeteilten Teil, nicht das Maßrezept.	E107,E257,E354=Eine Portion	B1-S002=okaiin · kair · okal · sar · ol · kain · olkain · al · ol · rol · dl · olor · ol · sheckhal · daiin · qokeedal · daiin · chckhy · schedy :: Auf das vorgeschriebene Maß einstellen; laufende Beckenflüssigkeit; an der Zielstelle einsetzen; aus demselben Vorrat; mit Vorigem weiter; eine Portion; eine weitere Portion zugeben; Zielstelle; mit Vorigem weiter; vor dem Abkühlen; Badezusatz; mit der vorigen Zubereitung; mit Vorigem weiter; mäßige Menge; vorgeschriebenes Maß; an der Zielstelle länger einwirken lassen; vorgeschriebenes Maß; durch den Durchlauf führen; Arbeitsbewegung abschließen | B3-S013=qokaiin · chkain · shcthey · qokedy :: Auf das vorgeschriebene Maß einstellen; eine Portion; den laufenden Posten gebrauchsfertig halten; kurz benetzen; Schluss | B4-S015=qokain · shey · kain · chckhal · solkey · lchedy :: Eine Portion zugeben; Klarauszug; eine Portion; Dauer; kurz auffangen; hinausführen; Schluss		Kann zwischen OR und AL stehen: Portion des Ansatzes an die Stelle.	den vollständigen lokalen Satz als Wortwert speichern	KAIN ist hier lizenzierte Hülle; nicht jede K-Schreibung trägt AIN.
TYPE	02_QUANTITY	COMPOSITIONAL_CARD	b5fcea1eaed06b2f2291	okaiin|qokaiin	9	E056|E102|E180|E181|E219|E236|E243|E256|E270	H4-S001|B1-S002|B2-S005|B2-S016|B3-S004|B3-S007|B3-S013|B3-S021	H4|B1|B2|B3	f55v|f81v|f82r|f83r	OK_SET+AIIN_MEASURE	OK=EINSTELLEN; AIIN=MASS	auf Maß einstellen	QUANTITY_DECK	Maßeinstellung vor Handlung oder Ziel.	E056,E102,E180,E181,E219,E236,E243,E256,E270=Auf das vorgeschriebene Maß einstellen	H4-S001=qokaiin · chaiin · ykain · ykan · ody :: Auf das vorgeschriebene Maß einstellen; vorgeschriebenes Maß; eine Portion des laufenden Postens; diese Portion; kühl lagern; Ende | B1-S002=okaiin · kair · okal · sar · ol · kain · olkain · al · ol · rol · dl · olor · ol · sheckhal · daiin · qokeedal · daiin · chckhy · schedy :: Auf das vorgeschriebene Maß einstellen; laufende Beckenflüssigkeit; an der Zielstelle einsetzen; aus demselben Vorrat; mit Vorigem weiter; eine Portion; eine weitere Portion zugeben; Zielstelle; mit Vorigem weiter; vor dem Abkühlen; Badezusatz; mit der vorigen Zubereitung; mit Vorigem weiter; mäßige Menge; vorgeschriebenes Maß; an der Zielstelle länger einwirken lassen; vorgeschriebenes Maß; durch den Durchlauf führen; Arbeitsbewegung abschließen | B2-S005=qokaly · solkaiin · chckhy · qokaiin · qokaiin · octheol · chkeey · ldy :: Den laufenden Posten an der Zielstelle einsetzen; Seihtuch; durch den Durchlauf führen; auf das vorgeschriebene Maß einstellen; auf das vorgeschriebene Maß einstellen; gleiche Einstellung; den laufenden Posten länger warm halten; abziehen; Ende | B2-S016=cheal · lchedar · ches · aiin · oteey · qokaiin · okey · pchedy :: Zielstelle; aus der Quelle hinausführen; gleiche Anteile; vorgeschriebenes Maß; den nächsten Posten länger einwirken lassen; auf das vorgeschriebene Maß einstellen; den laufenden Posten kurz anlegen; hineinführen; Schluss | B3-S004=qokaiin · qotal · dar :: Auf das vorgeschriebene Maß einstellen; danach zur Zielstelle; aus demselben Vorrat | B3-S007=qokaiin · chedy · qokeedy :: Auf das vorgeschriebene Maß einstellen; den laufenden Posten umsetzen oder durcharbeiten; länger einweichen; Schluss | B3-S013=qokaiin · chkain · shcthey · qokedy :: Auf das vorgeschriebene Maß einstellen; eine Portion; den laufenden Posten gebrauchsfertig halten; kurz benetzen; Schluss | B3-S021=qokaiin · shcthy · dal · sy · saiin · shedal · shecthy · chey · tal · shcthy · dalchdy :: Auf das vorgeschriebene Maß einstellen; gebrauchsfertig; Zielstelle; dieser Arbeitsposten; vorgeschriebenes Maß; Ruhe- oder Absetzstelle; warmes Wasser; dieser Arbeitsposten; Zielstelle; gebrauchsfertig; lokal umsetzen; Schluss		Mit OKEEDAL: auf Maß einstellen und länger an der Stelle einwirken.	den vollständigen lokalen Satz als Wortwert speichern	Kein räumliches Hineingeben ohne eigene Zielkarte.
TYPE	02_QUANTITY	COMPOSITIONAL_CARD	1645e612504fcef59ced	okain|qokain	7	E127|E169|E198|E200|E288|E341|E352	B1-S006|B2-S003|B2-S011|B3-S026|B4-S011|B4-S015	B1|B2|B3|B4	f81v|f82r|f83r	OK_APPLY+AIN_PORTION	OK=EINSETZEN; AIN=PORTION	eine Portion zugeben	QUANTITY_DECK	Ausgeführte Portion, kein bloßer Mengenname.	E127,E169,E198,E200,E288,E341,E352=Eine Portion zugeben	B1-S006=qokain · shckhy · dl · ral :: Eine Portion zugeben; durch den Durchlauf führen; Badezusatz; abkühlen | B2-S003=qokain · dy · qokeedy :: Eine Portion zugeben; dieser Arbeitsposten; länger einweichen; Schluss | B2-S011=okain · char · okain · qokeedy :: Eine Portion zugeben; aus demselben Vorrat; eine Portion zugeben; länger einweichen; Schluss | B3-S026=cheedar · chldaiin · chedy · qokain · checthy · chealror · solkeedy :: Beckenstation; bis zum vorgeschriebenen Stand absetzen lassen; den laufenden Posten umsetzen oder durcharbeiten; eine Portion zugeben; gebrauchsfertig; bis klar; länger auffangen; Schluss | B4-S011=saiin · cheky · okeeol · okain · chdy · sol · lkedy :: Vorgeschriebenes Maß; kurz oder mild erwärmen; länger mit dem Vorigen fortführen; eine Portion zugeben; den laufenden Posten umsetzen oder durcharbeiten; mit Vorigem weiter; zweimal waschen; Ende | B4-S015=qokain · shey · kain · chckhal · solkey · lchedy :: Eine Portion zugeben; Klarauszug; eine Portion; Dauer; kurz auffangen; hinausführen; Schluss		Vor OKAL: Portion zugeben und an der Zielstelle einsetzen.	den vollständigen lokalen Satz als Wortwert speichern	Der Empfänger kommt aus AL oder dem lokalen Besitzer.
TYPE	02_QUANTITY	COMPOSITIONAL_CARD	54d0e228ca346110af05	otaiin|sotaiin	3	E190|E306|E312	B2-S008|B3-S032|B3-S034	B2|B3	f82r|f83r	OT_NEXT+AIIN_MEASURE	OT=NÄCHSTE; AIIN=MASS	nächstes Maß	QUANTITY_DECK	Wechselt die Maßvorgabe.	E190,E306,E312=Das nächste Maß	B2-S008=sotaiin · qokar · shedy :: Das nächste Maß; daraus in den Arbeitsgang nehmen; ruhen oder absetzen; Schluss | B3-S032=chedain · chedy · qotedaiin · otaiin · otedy :: Eine Portion umsetzen; den laufenden Posten umsetzen oder durcharbeiten; breites Gefäß; das nächste Maß; danach kurz einwirken lassen; Schluss | B3-S034=soiiin · checthy · chety · otaiin · olsaly · shedy :: Sollstufe; gebrauchsfertig; zerkleinern; das nächste Maß; untere Zielstelle; ruhen oder absetzen; Schluss		Ein folgendes OTAL kann dazu die nächste Zielstelle wählen.	den vollständigen lokalen Satz als Wortwert speichern	Nicht voriges Maß wiederholen.
