dimension	value	count	component_ids	note	status
TOPOLOGY	ACTION_STATE_FORK_WITH_DOWNSTREAM_ACTION_CHAIN	1	M009	current exact component topology	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
TOPOLOGY	ACTION_WRITTEN_FINISHED_PORTION_PAIR	1	M012	current exact component topology	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
TOPOLOGY	ACTION_WRITTEN_FINISHED_PREPARATION_PAIR	1	M010	current exact component topology	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
TOPOLOGY	ACTION_WRITTEN_PROCESSED_MATERIAL_PAIR	1	M011	current exact component topology	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
TOPOLOGY	INPUT_ACTION_WRITTEN_RESULT_CHAIN	1	M002	current exact component topology	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
TOPOLOGY	ORDERED_REPEATED_COMMON_DESTINATION_FANOUT	1	M006	current exact component topology	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
TOPOLOGY	SERIAL_ACTION_OUTPUT_CHAIN_WITH_DELAYED_RESULT	1	M007	current exact component topology	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
TOPOLOGY	SINGLE_EDGE	4	M001|M003|M004|M005	current exact component topology	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
TOPOLOGY	SINGLE_EDGE_WITH_UNBOUND_QUANTITY_HULL	1	M008	current exact component topology	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
SUPPORT_PROFILE	A_MINUS_PLUS_B_PLUS_B	1	M007	local working tiers are not portable defaults	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
SUPPORT_PROFILE	A_ONLY	3	M003|M004|M005	local working tiers are not portable defaults	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
SUPPORT_PROFILE	A_PLUS_B	2	M002|M006	local working tiers are not portable defaults	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
SUPPORT_PROFILE	B_LOW_ONLY	2	M010|M012	local working tiers are not portable defaults	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
SUPPORT_PROFILE	B_ONLY	4	M001|M008|M009|M011	local working tiers are not portable defaults	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
ACTION_DISPOSITION	DELAYED_NOMINAL_WINDOW	42	NONE	complete 83-action accounting	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
ACTION_DISPOSITION	END_OF_LINE	8	NONE	complete 83-action accounting	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
ACTION_DISPOSITION	IMMEDIATE_RESULT_ALREADY_BOUND	5	NONE	complete 83-action accounting	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
ACTION_DISPOSITION	NEXT_ACTION_BOUNDARY	15	NONE	complete 83-action accounting	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
ACTION_DISPOSITION	SINGLE_NOMINAL_ITEM_NO_DELAY	13	NONE	complete 83-action accounting	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
DELAYED_UNIVERSE	SEMANTIC_PAIR	161	NONE	all semantic later items from 42 result-unwritten nominal windows	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
DELAYED_UNIVERSE	PUNCTUATION_CONTROL	2	NONE	A043#6 and A047#10 excluded as periods	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
BOUNDED_DECISION	ADMIT_RESULT_BUNDLE	1	M007	D026/A077 only	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
BOUNDED_DECISION	HOLD	10	NONE	concrete but incomplete delayed readings	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
BOUNDED_DECISION	STOP	17	NONE	visible material operation state or earlier-result blocker	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
POSITION_CLASS	EDGE_NODE	33	M001|M002|M003|M004|M005|M006|M007|M008|M009|M010|M011|M012	unique occurrence nodes	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
POSITION_CLASS	HULL_ONLY_NOT_NODE	3	M007|M008|M009	f86v6.25#6, f86v5.24#2 and f26r.2#7	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
POSITION_CLASS	RENDER_ONLY_STRUCTURAL	0	NONE	none	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
STRUCTURAL_ROLE	CLAUSE_CLOSURE_NONNODE	1	M009	f26r.2#7 remains the only structural closure	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
GRAPH_COUNT	EDGE_INCIDENCE	39	M001|M002|M003|M004|M005|M006|M007|M008|M009|M010|M011|M012	sum of edge-node incidences	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
GRAPH_COUNT	MINIMAL_HULL_POSITION	36	M001|M002|M003|M004|M005|M006|M007|M008|M009|M010|M011|M012	sum of component hull sizes	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
GRAPH_COUNT	RENDER_POSITION	36	M001|M002|M003|M004|M005|M006|M007|M008|M009|M010|M011|M012	sum of render-window sizes	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
