joint_tuple_id	surface_examples	formal_formula	selected_anchor	minimal_source_phrase_German	herbal_count	biological_count	herbal_pages	biological_pages	herbal_local_expansion	biological_local_expansion	historical_abbreviation_mechanism	strongest_cross_register_contradiction	decision	confidence
2f1c5e56e8f0ff459065	aiin|chaiin|daiin|saiin|taiin	UNKNOWN_HOST[AIIN]	AIIN=MASS?	nach Maß	9	11	f10r,f11r,f55v,f56r	f81v,f82r,f83r	vorgeschriebene Menge eines Pflanzenteils oder Auszugs	vorgeschriebene Menge einer Bad- oder Arbeitsportion	Rezept- und Badanweisungen können secundum mensuram oder ad mensuram als wiederkehrende Kurzform führen.	Die Karte steht auch feldinitial und feldfinal; Maß kann ebenso Standard, Dauer oder Index sein und hat kein sichtbares Zahlenobjekt.	KEEP	0.62
dcda95c81a5460feb191	cheol|chol|ol|qol|sol|tol	FRAME_O(LINK)	L=VERKNÜPFEN	mit dem Vorigen	3	16	f10r	f81v,f83r	mit der vorigen Zubereitung oder dem schon bearbeiteten Material	mit dem vorhandenen Arbeitsstand oder der angeschlossenen Station	Cum praedicto, cum eadem confectione und gleichartige elliptische Rückverweise sparen in Rezepten und Badregimina das wiederholte Objekt.	Der Link kann eine rein formale Stationsbeziehung sein; die Ergänzung voriges ist lokal erschlossen und nicht im Atom enthalten.	KEEP	0.58
b921a237be883a820352	chey|chy|dy|shy|sy|y	UNKNOWN_HOST[Y]	UNKNOWN	UNKNOWN	9	9	f10r,f11r,f55v	f81v,f82r,f83r	lokaler Anteil, Gegenstand oder Fortsetzungsbaustein im Herbal-Artikel	lokales Element, Arbeitsobjekt oder Zustandsbaustein im Bio-Formular	Keine Quellenphrase ist durch V50/V51 lizenziert.	Perfekt ausgeglichene Registerzahlen liefern trotzdem keinen gemeinsamen Wert; Y wurde ausdrücklich nicht als Atom aktiviert.	WITHDRAW	0.10
6f7ff8287eddf4da9fdb	chdy|chedy	VARIANT_D(UNKNOWN_HOST[Y])	UNKNOWN	UNKNOWN	1	10	f55v	f81v,f83r	Bearbeitungs- oder Mischkontext der zweiten Herbal-Bereitung	wiederkehrender Prozess- oder Schlusskontext in kurzen Bio-Zellen	Keine Quellenphrase ist durch V50/V51 lizenziert; D-Variation erhält keinen Sprachwert.	Der Herbal-Singleton und zehn Bio-Ereignisse könnten nur durch die alte lokale Prosa künstlich gleichgemacht werden.	WITHDRAW	0.10
276a7c2d74d1143446f4	choky|oky|qoky	UNKNOWN_HOST[OKY]	OKY=VERWENDEN?	verwenden	3	7	f10r,f56r	f81v,f82r,f83r	eine Portion, Bereitung oder Arznei gebrauchen	eine Arbeitsportion am gezeigten Bad- oder Apparateort gebrauchen	Utere, appone oder ein kurzes gebrauchen kann in Rezept und äußerer Badanwendung dasselbe ausgelassene Objekt übernehmen.	Das Objekt wechselt von Pflanzenauszug zu Arbeitsportion oder Station; die Karte könnte auch nur die aktive Auswahl auslösen.	KEEP	0.55
dd0ecaf5e27d81befffc	al|chal|cheal|dal|sal|tal	UNKNOWN_HOST[AL]	AL=AN?	an	1	9	f56r	f81v,f82r,f83r	an den bezeichneten Teil oder an die Anwendung	an die gezeichnete Zielstelle, Station oder Öffnung	Ad locum und ad partem sind gewöhnliche knappe Zielergänzungen in Anwendungen, Waschungen und Auflagen.	Nur ein Herbal-Beleg steht neun Bio-Belegen gegenüber; Ziel und Richtung werden vollständig aus Bild und Record ergänzt.	KEEP	0.42
b5fcea1eaed06b2f2291	okaiin|qokaiin	SET(<ARG_AIIN>)	OK=SETZEN	setzen	1	8	f55v	f81v,f82r,f83r	einen neuen Bestandteil oder Arbeitsposten in die Bereitung setzen	eine Portion oder einen Arbeitsstand in Gefäß, Bad oder Station setzen	Pone und mitte können in knappen Rezept- und Geräteanweisungen mit ausgelassenem, zuvor genanntem Objekt stehen.	V52 verbietet, dem ARG_AIIN still MASS zu geben; die Karte kann ebenso ein formaler Eintragskopf statt eines Verbs sein.	KEEP	0.48
7a4bb8136330ee4e6e56	chor|or|shor|sor	UNKNOWN_HOST[OR]	OR=BEREITUNG?	Bereitung	5	2	f10r,f55v	f83r	bereiteter Auszug, Sud oder Arzneiansatz	bereiteter Arbeitsbestand oder Flüssigkeitsposten	Praeparatio, confectio und das rückverweisende praeparatum sind in kompakten Rezeptfolgen gewöhnliche Quellklassen.	Herbal verlangt eher Produkt oder Arznei, Bio eher Medium oder Charge; ein gemeinsames Substantiv ist plausibel, aber nicht erzwungen.	KEEP	0.55
e0b630cb1b5df5e7105b	checthy|cthy|shcthy	UNKNOWN_HOST[CTHY]	CTHY=BEREIT?	wenn bereit	3	4	f10r,f11r	f83r	wenn Auszug, Auflage oder Zubereitung bereit ist	wenn Arbeitsportion, Station oder Flüssigkeit gebrauchsfertig ist	Quando paratum oder factum kann in Rezepten wie in Bade- und Spülanweisungen einen nächsten Schritt freigeben.	Kein Bild besitzt unabhängig den Zustand bereit; die Karte könnte eine allgemeine Bedingungs- oder Statusstelle sein.	KEEP	0.52
308e8ea2d5d190c498e8	okal|qokal	SET(<ARG_AL>)	OK=SETZEN	setzen	1	5	f55v	f81v,f82r,f83r	die zweite Bereitung oder ihren Bestandteil ansetzen	eine Portion an einer Station einsetzen oder einstellen	Pone ad oder mitte in zeigt den historischen Mechanismus einer knappen Setzformel mit kontextuellem Ziel.	ARG_AL erbt nicht AL=AN?; dieselbe formale Setzung kann Mischen, Eintragen oder Positionieren statt eines einzigen Quellverbs bezeichnen.	KEEP	0.50
