event_id	record_unit_id	page	locus	statement_id	microcycle	owner	surface	joint_tuple_id	atomic_value_de	slot_code	visible_role	source_position_id	source_position_contribution	incoming_line_decision
E001	H1	f10r	f10r.2	H1-S001	1	Wurzel und übrige Teile der abgebildeten Pflanze	dchey	65f320e75510b2f38182	Wurzelteil	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S001	1	SAME_LINE_OR_RECORD_START
E002	H1	f10r	f10r.2	H1-S001	1	Wurzel und übrige Teile der abgebildeten Pflanze	cthoor	dedc383b600397a301ee	Bereitansatz	S6_BEREIT_ABSCHLUSS	ORDINARY_VISIBLE_CARD	S002	1	SAME_LINE_OR_RECORD_START
E003	H1	f10r	f10r.2	H1-S001	2	Wurzel und übrige Teile der abgebildeten Pflanze	char	4d4559019a961b834aa1	Quelle	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S003	1	SAME_LINE_OR_RECORD_START
E004	H1	f10r	f10r.2	H1-S001	2	Wurzel und übrige Teile der abgebildeten Pflanze	chty	80ebbbbf238eee9f0aef	Zerkleinern	S2_MATERIAL_MASS	ORDINARY_VISIBLE_CARD	S004	1	SAME_LINE_OR_RECORD_START
E005	H1	f10r	f10r.2	H1-S001	3	Wurzel und übrige Teile der abgebildeten Pflanze	os	df1098831679a8ad1b39	Gefäß	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S005	1	SAME_LINE_OR_RECORD_START
E006	H1	f10r	f10r.2	H1-S001	3	Wurzel und übrige Teile der abgebildeten Pflanze	chair	12efe866f335461823a6	Wasserzulauf	S3_PROZESS_TRANSFER	ORDINARY_VISIBLE_CARD	S006	1	SAME_LINE_OR_RECORD_START
E007	H1	f10r	f10r.2	H1-S001	4	Wurzel und übrige Teile der abgebildeten Pflanze	otytchol	62ff059766b21c7de083	Folgeteilfortsetzung	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S007	1	SAME_LINE_OR_RECORD_START
E008	H1	f10r	f10r.2	H1-S001	4	Wurzel und übrige Teile der abgebildeten Pflanze	oky	276a7c2d74d1143446f4	Einsetzen	S5_ZIEL_ANWENDUNG	ORDINARY_VISIBLE_CARD	S008	1	SAME_LINE_OR_RECORD_START
E009	H1	f10r	f10r.2	H1-S001	5	Wurzel und übrige Teile der abgebildeten Pflanze	daiin	2f1c5e56e8f0ff459065	Sollmaß	S2_MATERIAL_MASS	ORDINARY_VISIBLE_CARD	S009	1	SAME_LINE_OR_RECORD_START
E010	H1	f10r	f10r.2	H1-S001	5	Wurzel und übrige Teile der abgebildeten Pflanze	etyd	a6939862e33ece5a0483	Kurzrest	S6_BEREIT_ABSCHLUSS	ORDINARY_VISIBLE_CARD	S010	1	SAME_LINE_OR_RECORD_START
E011	H1	f10r	f10r.5	H1-S002	1	Wurzel und übrige Teile der abgebildeten Pflanze	qokchy	9ad66e67803a12e745de	Einsetzen	S5_ZIEL_ANWENDUNG	ORDINARY_VISIBLE_CARD	S011	1	REAL_CYCLE_OR_OWNER_RESET
E012	H1	f10r	f10r.5	H1-S002	2	Wurzel und übrige Teile der abgebildeten Pflanze	qotchol	e8a6105b5c3a6220b440	Folgefortsetzung	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S012	1	SAME_LINE_OR_RECORD_START
E013	H1	f10r	f10r.5	H1-S002	2	Wurzel und übrige Teile der abgebildeten Pflanze	chol	dcda95c81a5460feb191	Fortsetzung	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S013	1	SAME_LINE_OR_RECORD_START
E014	H1	f10r	f10r.5	H1-S002	2	Wurzel und übrige Teile der abgebildeten Pflanze	cthy	e0b630cb1b5df5e7105b	Bereit	S6_BEREIT_ABSCHLUSS	ORDINARY_VISIBLE_CARD	S014	1	SAME_LINE_OR_RECORD_START
E015	H2	f10r	f10r.6	H2-S001	1	zweiter Arbeitsartikel unter demselben Pflanzenbild	ycheor	7249edc4df3419c26999	Auszugsansatz	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S015	1	SAME_LINE_OR_RECORD_START
E016	H2	f10r	f10r.6	H2-S001	1	zweiter Arbeitsartikel unter demselben Pflanzenbild	cthy	e0b630cb1b5df5e7105b	Bereit	S6_BEREIT_ABSCHLUSS	ORDINARY_VISIBLE_CARD	S016	1	SAME_LINE_OR_RECORD_START
E017	H2	f10r	f10r.6	H2-S001	2	zweiter Arbeitsartikel unter demselben Pflanzenbild	chor	7a4bb8136330ee4e6e56	Ansatz	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S017	1	SAME_LINE_OR_RECORD_START
E018	H2	f10r	f10r.6	H2-S001	2	zweiter Arbeitsartikel unter demselben Pflanzenbild	cthaiin	f3c23f42baf625639e1e	Bereitsollmaß	S2_MATERIAL_MASS	ORDINARY_VISIBLE_CARD	S018	1	SAME_LINE_OR_RECORD_START
E019	H2	f10r	f10r.6	H2-S001	3	zweiter Arbeitsartikel unter demselben Pflanzenbild	qoctholy	af816c04e65874a0f2fa	Folgefortsetzungsposten	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S019	1	SAME_LINE_OR_RECORD_START
E020	H2	f10r	f10r.6	H2-S001	3	zweiter Arbeitsartikel unter demselben Pflanzenbild	dy	b921a237be883a820352	Diesposten	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S020	1	SAME_LINE_OR_RECORD_START
E021	H2	f10r	f10r.6	H2-S001	3	zweiter Arbeitsartikel unter demselben Pflanzenbild	chy	b921a237be883a820352	Diesposten	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S021	1	SAME_LINE_OR_RECORD_START
E022	H2	f10r	f10r.6	H2-S001	3	zweiter Arbeitsartikel unter demselben Pflanzenbild	taiin	2f1c5e56e8f0ff459065	Sollmaß	S2_MATERIAL_MASS	ORDINARY_VISIBLE_CARD	S022	1	SAME_LINE_OR_RECORD_START
E023	H2	f10r	f10r.6	H2-S001	4	zweiter Arbeitsartikel unter demselben Pflanzenbild	shy	b921a237be883a820352	Diesposten	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S023	1	SAME_LINE_OR_RECORD_START
E024	H2	f10r	f10r.8	H2-S002	1	zweiter Arbeitsartikel unter demselben Pflanzenbild	qotchor	10488b911aae52b3b334	Folgeansatz	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S024	1	REAL_CYCLE_OR_OWNER_RESET
E025	H2	f10r	f10r.8	H2-S002	1	zweiter Arbeitsartikel unter demselben Pflanzenbild	chor	7a4bb8136330ee4e6e56	Ansatz	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S025	1	SAME_LINE_OR_RECORD_START
E026	H2	f10r	f10r.8	H2-S002	1	zweiter Arbeitsartikel unter demselben Pflanzenbild	otol	497cbd9c7401810ff56b	Folgefortsetzung	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S026	1	SAME_LINE_OR_RECORD_START
E027	H2	f10r	f10r.8	H2-S002	1	zweiter Arbeitsartikel unter demselben Pflanzenbild	chol	dcda95c81a5460feb191	Fortsetzung	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S027	1	SAME_LINE_OR_RECORD_START
E028	H2	f10r	f10r.8	H2-S002	1	zweiter Arbeitsartikel unter demselben Pflanzenbild	cholor	dec401773c1f0347793d	Fortsetzungsansatz	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S028	1	SAME_LINE_OR_RECORD_START
E029	H2	f10r	f10r.8	H2-S002	1	zweiter Arbeitsartikel unter demselben Pflanzenbild	chol	dcda95c81a5460feb191	Fortsetzung	S1_BEZUG_FOLGE	ORDINARY_VISIBLE_CARD	S029	1	SAME_LINE_OR_RECORD_START
