model	atom_sequence	atom_count	canonical_anchor	alias_rank	surface_alias	alias_source	support	support_share	alias_penalty
FOLD_0_TRAIN	AIIN	1	aiin	1	aiin	CANONICAL_AND_LEARNED	285	0.993031	0.000000000
FOLD_0_TRAIN	AIIN	1	aiin	2	haiin	LEARNED_RENDERER_ALIAS	11	1.000000	0.250000000
FOLD_0_TRAIN	AIIN	1	aiin	3	daiin	LEARNED_RENDERER_ALIAS	113	0.837037	0.267788696
FOLD_0_TRAIN	AIN	1	ain	1	ain	CANONICAL_AND_LEARNED	203	0.995098	0.000000000
FOLD_0_TRAIN	AIN	1	ain	2	dain	LEARNED_RENDERER_ALIAS	48	0.774194	0.275593337
FOLD_0_TRAIN	AIR	1	air	1	air	CANONICAL_AND_LEARNED	31	0.885714	0.000000000
FOLD_0_TRAIN	AL	1	al	1	al	CANONICAL_AND_LEARNED	348	0.896907	0.000000000
FOLD_0_TRAIN	AL	1	al	2	hal	LEARNED_RENDERER_ALIAS	21	0.913043	0.259097178
FOLD_0_TRAIN	AL	1	al	3	la	LEARNED_RENDERER_ALIAS	13	1.000000	0.500000000
FOLD_0_TRAIN	AM_ADDR	1	am	1	am	CANONICAL_AND_LEARNED	54	0.947368	0.000000000
FOLD_0_TRAIN	AM_ADDR	1	am	2	m	LEARNED_RENDERER_ALIAS	74	0.948718	0.505264373
FOLD_0_TRAIN	AN	1	an	1	an	CANONICAL_AND_LEARNED	32	1.000000	0.000000000
FOLD_0_TRAIN	AR	1	ar	1	ar	CANONICAL_AND_LEARNED	431	0.977324	0.000000000
FOLD_0_TRAIN	AR	1	ar	2	har	LEARNED_RENDERER_ALIAS	13	0.928571	0.257410797
FOLD_0_TRAIN	A_ADDR	1	a	1	a	CANONICAL_AND_LEARNED	96	0.969697	0.000000000
FOLD_0_TRAIN	CARRIER_Q	1	q	1	q	CANONICAL_AND_LEARNED	117	0.983193	0.000000000
FOLD_0_TRAIN	CH	1	ch	1	ch	CANONICAL_AND_LEARNED	874	0.968958	0.000000000
