surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt518_rank	gdt518_top1	gdt519_rank	gdt519_top1	gdt519_top5	truth_base_score	truth_anchor_cost	truth_selected_score	truth_alignment_trace	top1_base_score	top1_anchor_cost	top1_selected_score	top1_alignment_trace	decision_change_class	working_policy
aiicthy	1	f31r	A_ADDR+LOCAL_CHAR_I+LOCAL_CHAR_I+CH+T+Y	48	14	AIIN+CH+T+Y	8	AIIN+CH+T+Y	AIIN+CH+T+Y | IIN+CH+T+Y | AIIN+LOCAL_C+T+Y | A_ADDR+LOCAL_CHAR_I+CH+T+Y | A_ADDR+IIN+CH+T+Y	7.259543068	0.501307208	7.760850276	a=>a~A_ADDR@edit0+alias0.000 | i=>i~LOCAL_CHAR_I@edit0+alias0.000 | i=>i~LOCAL_CHAR_I@edit0+alias0.000 | cthy=>cthy~CH+T+Y@edit0+alias0.501	0.764149776	2.501307208	3.265456984	aii=>aiin~AIIN@edit2+alias0.000 | cthy=>cthy~CH+T+Y@edit0+alias0.501	GDT518_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
akar	1	f66r	A_ADDR+K+AR	11	1	A_ADDR+K+AR	1	A_ADDR+K+AR	A_ADDR+K+AR | K+A_ADDR+AR | A_ADDR+K+R | A_ADDR+K+A_ADDR+R | A_ADDR+A_ADDR+K+AR	1.707791498	0.000000000	1.707791498	a=>a~A_ADDR@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	1.707791498	0.000000000	1.707791498	a=>a~A_ADDR@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
alkey	1	f66r	AL+K+E+Y	6	1	AL+K+E+Y	1	AL+K+E+Y	AL+K+E+Y | A_ADDR+L+K+E+Y | A_ADDR+AL+K+E+Y | AL+CH+Y+K+E | A_ADDR+L+CH+Y+K+E	1.606693218	0.000000000	1.606693218	al=>al~AL@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.606693218	0.000000000	1.606693218	al=>al~AL@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
axor	1	f66r	A_ADDR+LOCAL_X+OR	3	1	A_ADDR+LOCAL_X+OR	1	A_ADDR+LOCAL_X+OR	A_ADDR+LOCAL_X+OR | A_ADDR+LOCAL_X+O+R | A_ADDR+LOCAL_X+O+AR	0.835947731	0.000000000	0.835947731	a=>a~A_ADDR@edit0+alias0.000 | x=>x~LOCAL_X@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	0.835947731	0.000000000	0.835947731	a=>a~A_ADDR@edit0+alias0.000 | x=>x~LOCAL_X@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
c	1	f66r	LOCAL_C	2	1	LOCAL_C	1	LOCAL_C	LOCAL_C | CH	0.274242139	0.000000000	0.274242139	c=>c~LOCAL_C@edit0+alias0.000	0.274242139	0.000000000	0.274242139	c=>c~LOCAL_C@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chady	1	f66r	CH+A_ADDR+DY	23	5	CH+DY	4	CH+DY	CH+DY | CH+A_ADDR+Y | CH+D_ADDR+Y | CH+A_ADDR+DY | CH+Y	3.896411699	0.000000000	3.896411699	ch=>ch~CH@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	2.184939829	0.268232156	2.453171985	cha=>cha~CH@edit0+alias0.268 | dy=>dy~DY@edit0+alias0.000	GDT518_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chap	1	f66r	CH+A_ADDR+P	5	2	CH+P	2	CH+P	CH+P | CH+A_ADDR+P | LOCAL_C+A_ADDR+P | LOCAL_C+SH+A_ADDR+P | CH+SH+A_ADDR+P	2.442550023	0.000000000	2.442550023	ch=>ch~CH@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | p=>p~P@edit0+alias0.000	1.455323977	0.268232156	1.723556133	cha=>cha~CH@edit0+alias0.268 | p=>p~P@edit0+alias0.000	GDT518_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chckhedy	1	f66r	CH+CH+K+E+DY	100	1	CH+CH+K+E+DY	1	CH+CH+K+E+DY	CH+CH+K+E+DY | CH+K+E+DY | LOCAL_C+CH+K+E+DY | CH+LOCAL_C+K+E+DY | CH+CH+K+E+Y	1.690352990	0.513815034	2.204168024	ch=>ch~CH@edit0+alias0.000 | ckhe=>ckhe~CH+K+E@edit0+alias0.514 | dy=>dy~DY@edit0+alias0.000	1.690352990	0.513815034	2.204168024	ch=>ch~CH@edit0+alias0.000 | ckhe=>ckhe~CH+K+E@edit0+alias0.514 | dy=>dy~DY@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chcpheor	1	f66r	CH+CH+P+E+OR	90	1	CH+CH+P+E+OR	1	CH+CH+P+E+OR	CH+CH+P+E+OR | CH+CH+P+E+O+R | LOCAL_C+CH+P+E+OR | LOCAL_C+CH+CH+P+E+OR | CH+P+E+OR	1.917587951	0.500000000	2.417587951	chcph=>chcph~CH+CH+P@edit0+alias0.500 | e=>e~E@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	1.917587951	0.500000000	2.417587951	chcph=>chcph~CH+CH+P@edit0+alias0.500 | e=>e~E@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chctho	1	f66r	CH+CH+T+O	31	1	CH+CH+T+O	1	CH+CH+T+O	CH+CH+T+O | CH+T+O | LOCAL_C+CH+T+O | CH+LOCAL_C+T+O | CH+CH+T+SH+O	1.228019118	0.507232066	1.735251184	chcth=>chcth~CH+CH+T@edit0+alias0.507 | o=>o~O@edit0+alias0.000	1.228019118	0.507232066	1.735251184	chcth=>chcth~CH+CH+T@edit0+alias0.507 | o=>o~O@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
