edition	representation	metric	analysis_role	direct_score	best_score	best_reflected	best_rotation	null_worlds	inclusive_p	passes_0_05
ZL3b	DIPLOMATIC_SURFACE	EDIT	PREDECLARED	0.373484555435	0.440160730075	0	6	40320	0.219444444444	0
ZL3b	DIPLOMATIC_SURFACE	TRIGRAM_JACCARD	PREDECLARED	0.024631410256	0.064096989967	1	7	40320	0.487698412698	0
ZL3b	PRIMARY_STA_FAMILY	EDIT	PREDECLARED	0.452500800327	0.518177836656	0	1	40320	0.758730158730	0
ZL3b	PRIMARY_STA_FAMILY	TRIGRAM_JACCARD	PREDECLARED	0.068032296651	0.105727554180	1	7	40320	0.868650793651	0
IT2a	DIPLOMATIC_SURFACE	EDIT	PREDECLARED	0.382129556267	0.433650112865	0	6	40320	0.440873015873	0
IT2a	DIPLOMATIC_SURFACE	TRIGRAM_JACCARD	PREDECLARED	0.030950003097	0.065276648515	1	7	40320	0.556349206349	0
IT2a	PRIMARY_STA_FAMILY	EDIT	PREDECLARED	0.447221558635	0.545954584127	1	4	40320	0.528968253968	0
IT2a	PRIMARY_STA_FAMILY	TRIGRAM_JACCARD	PREDECLARED	0.071641604010	0.122077896281	0	3	40320	0.711111111111	0
RF1b	DIPLOMATIC_SURFACE	EDIT	PREDECLARED	0.398617181430	0.437154540861	0	6	40320	0.401190476190	0
RF1b	DIPLOMATIC_SURFACE	TRIGRAM_JACCARD	PREDECLARED	0.030048076923	0.064096989967	1	7	40320	0.537301587302	0
RF1b	PRIMARY_STA_FAMILY	EDIT	PREDECLARED	0.461105872791	0.516254759733	0	1	40320	0.881746031746	0
RF1b	PRIMARY_STA_FAMILY	TRIGRAM_JACCARD	PREDECLARED	0.068032296651	0.105727554180	1	7	40320	0.929365079365	0
ZL3b	DIPLOMATIC_TITLE_LENGTH	PEARSON	POSTHOC_SENSITIVITY	0.560296250697	0.617762532820	1	5	40320	0.514285714286	0
