page	panel_id	record_id	locus	position	word	model	reading	candidate_ids	status
f77r	F77_TOP_ARCH	F77_P1	f77r.9	1	poldarais	N1	⟦poldarais⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	2	ol	N1	⟦ol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	3	qokol	N1	⟦qokol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	4	chey	N1	⟦chey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	5	qopchedy	N1	⟦qopchedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	6	qopchedy	N1	⟦qopchedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	7	dylches	N1	⟦dylches⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	8	olkedy	N1	⟦olkedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	9	loly	N1	⟦loly⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	1	tolchd	N1	⟦tolchd⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	2	ar	N1	⟦ar⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	3	shey	N1	⟦shey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	4	qotaiin	N1	⟦qotaiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	5	qotedy	N1	⟦qotedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	6	qokol	N1	⟦qokol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	7	chdy	N1	⟦chdy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	8	qokain	N1	⟦qokain⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	9	chetey	N1	⟦chetey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	10	sal	N1	⟦sal⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	1	qoteedy	N1	⟦qoteedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	2	qokaiin	N1	⟦qokaiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	3	shedy	N1	⟦shedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	4	chol	N1	⟦chol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	5	shedy	N1	⟦shedy⟧	NA	OPEN
