page	locus	label_surface	panel_id	component_id	owner_class	local_position	attachment_relation
f77r	f77r.1	darchdar	F77_TOP_ARCH	LEFT_ENDPOINT_FIGURE_PORT	FIGURE_OR_PORT_ZONE	linke Endstelle am Bogen bei der Frau	PROXIMITY_AMBIGUOUS
f77r	f77r.2	olkchs	F77_TOP_ARCH	INNER_PORT_1	APPARATUS_PORT	erste innere Öffnung von links	NEAR_OR_ATTACHED
f77r	f77r.3	otedy	F77_TOP_ARCH	INNER_PORT_2	APPARATUS_PORT	zweite innere Öffnung von links	NEAR_OR_ATTACHED
f77r	f77r.4	otork	F77_TOP_ARCH	INNER_PORT_3	APPARATUS_PORT	dritte innere Öffnung von links	NEAR_OR_ATTACHED
f77r	f77r.5	otol	F77_TOP_ARCH	INNER_PORT_4	APPARATUS_PORT	vierte innere Öffnung von links	NEAR_OR_ATTACHED
f77r	f77r.6	dchdy	F77_TOP_ARCH	INNER_PORT_5	APPARATUS_PORT	fünfte innere Öffnung von links	NEAR_OR_ATTACHED
f77r	f77r.7	soral	F77_TOP_ARCH	INNER_PORT_6	APPARATUS_PORT	sechste innere Öffnung von links	NEAR_OR_ATTACHED
f77r	f77r.8	dotedy	F77_TOP_ARCH	RIGHT_ENDPOINT_FIGURE_PORT	FIGURE_OR_PORT_ZONE	rechte Endstelle am Bogen bei der Frau	PROXIMITY_AMBIGUOUS
f77r	f77r.49	otchdy	F77_MIDDLE_BODY	MIDDLE_WEST_FIGURE_ZONE	FIGURE_ZONE	oberhalb der Frau am westlichen Seitenrand	PROXIMITY_ONLY
f77r	f77r.50	otolaiin o	F77_LOWER_VESSEL	LOWER_SOUTHWEST_FIGURE_ZONE	FIGURE_OR_OUTLET_ZONE	unterhalb der Frau in der südwestlichen Ecke	PROXIMITY_ONLY
f82r	f82r.10	oroldair	F82_MIDDLE_TRANSFER	LEFT_CROSS_TUBE	APPARATUS_COMPONENT	auf dem kreuzförmigen Rohr zwischen oberem und mittlerem Textfeld	EXPLICIT_ATTACHMENT
f82r	f82r.34	okor	F82_BOTTOM_COMMUNAL	TOP_FIGURE_1	FIGURE_ZONE	obere Figurenreihe Position 1	PROXIMITY_ONLY
f82r	f82r.35	darol	F82_BOTTOM_COMMUNAL	LEFT_VERTICAL_INFLOW	CONNECTOR_OR_INFLOW	linke vertikale Zufluss-/Wasserfallform	NEAR_OR_ATTACHED
f82r	f82r.36	okal	F82_BOTTOM_COMMUNAL	TOP_FIGURE_2	FIGURE_OR_INFLOW_ZONE	obere Reihe zwischen Figur 2 und vertikaler Form	PROXIMITY_AMBIGUOUS
f82r	f82r.37	okaldy	F82_BOTTOM_COMMUNAL	TOP_FIGURE_3	FIGURE_ZONE	obere Figurenreihe Position 3	PROXIMITY_ONLY
f82r	f82r.38	darary	F82_BOTTOM_COMMUNAL	RIGHT_VERTICAL_INFLOW	CONNECTOR_OR_INFLOW	rechte vertikale Zufluss-/Wasserfallform	NEAR_OR_ATTACHED
f82r	f82r.39	okairady	F82_BOTTOM_COMMUNAL	TOP_FIGURE_4	FIGURE_ZONE	obere Figurenreihe Position 4	PROXIMITY_ONLY
f82r	f82r.40	sororl	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURE_1	FIGURE_ZONE	untere Figurenreihe Position 1	PROXIMITY_ONLY
f82r	f82r.41	olkoky	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURE_2	FIGURE_ZONE	untere Figurenreihe Position 2	PROXIMITY_ONLY
f82r	f82r.42	sokoly	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURES_3_4	FIGURE_GROUP_ZONE	untere Reihe bei den Figuren 3 und 4	PROXIMITY_AMBIGUOUS
f82r	f82r.43	dolol	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURE_5	FIGURE_ZONE	untere Figurenreihe Position 5	PROXIMITY_ONLY
f82r	f82r.44	olaiin	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURE_6	FIGURE_ZONE	untere Figurenreihe Position 6	PROXIMITY_ONLY
f82r	f82r.45	okeear	F82_BOTTOM_COMMUNAL	BOTTOM_FIGURE_7	FIGURE_ZONE	untere Figurenreihe Position 7	PROXIMITY_ONLY
