page	panel_id	record_id	locus	position	word	model	reading	candidate_ids	status
f77r	F77_TOP_ARCH	F77_P1	f77r.9	1	poldarais	N0	⟦poldarais⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	2	ol	N0	⟦ol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	3	qokol	N0	⟦qokol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	4	chey	N0	⟦chey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	5	qopchedy	N0	⟦qopchedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	6	qopchedy	N0	⟦qopchedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	7	dylches	N0	⟦dylches⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	8	olkedy	N0	⟦olkedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	9	loly	N0	⟦loly⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	1	tolchd	N0	⟦tolchd⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	2	ar	N0	⟦ar⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	3	shey	N0	⟦shey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	4	qotaiin	N0	⟦qotaiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	5	qotedy	N0	⟦qotedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	6	qokol	N0	⟦qokol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	7	chdy	N0	⟦chdy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	8	qokain	N0	⟦qokain⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	9	chetey	N0	⟦chetey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	10	sal	N0	⟦sal⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	1	qoteedy	N0	⟦qoteedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	2	qokaiin	N0	⟦qokaiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	3	shedy	N0	⟦shedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	4	chol	N0	⟦chol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	5	shedy	N0	⟦shedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	6	shcthey	N0	⟦shcthey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	7	qokeedy	N0	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	8	oteedy	N0	⟦oteedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	9	cham	N0	⟦cham⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.12	1	solteedy	N0	⟦solteedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.12	2	qoteedy	N0	⟦qoteedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.12	3	qodeedy	N0	⟦qodeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.12	4	chedaiin	N0	⟦chedaiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.12	5	chedy	N0	⟦chedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.12	6	shedaiin	N0	⟦shedaiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.12	7	shealol	N0	⟦shealol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.12	8	ched	N0	⟦ched⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	1	qokeedy	N0	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	2	qol	N0	⟦qol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	3	sheedy	N0	⟦sheedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	4	shol	N0	⟦shol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	5	tedy	N0	⟦tedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	6	chedy	N0	⟦chedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	7	lsheedy	N0	⟦lsheedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	8	qokedy	N0	⟦qokedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	9	qolal	N0	⟦qolal⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	10	chedy	N0	⟦chedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.14	1	sokcheey	N0	⟦sokcheey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.14	2	sain	N0	⟦sain⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.14	3	sheeol	N0	⟦sheeol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.14	4	qoteedy	N0	⟦qoteedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.14	5	qokaiin	N0	⟦qokaiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.14	6	shedy	N0	⟦shedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.14	7	qokeedy	N0	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.14	8	qotedy	N0	⟦qotedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	1	qokeedy	N0	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	2	shedy	N0	⟦shedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	3	qotol	N0	⟦qotol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	4	shedy	N0	⟦shedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	5	qokaiin	N0	⟦qokaiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	6	sheety	N0	⟦sheety⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	7	qokeed	N0	⟦qokeed⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	8	y	N0	⟦y⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	9	lchedy	N0	⟦lchedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	10	lol	N0	⟦lol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	1	sshedy	N0	⟦sshedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	2	qotaiin	N0	⟦qotaiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	3	chedy	N0	⟦chedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	4	qokaiin	N0	⟦qokaiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	5	shedy	N0	⟦shedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	6	qolcheedy	N0	⟦qolcheedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	7	qokeedy	N0	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	8	lol	N0	⟦lol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	1	qoteedy	N0	⟦qoteedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	2	qoteedy	N0	⟦qoteedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	3	qokedy	N0	⟦qokedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	4	sheed	N0	⟦sheed⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	5	qeey	N0	⟦qeey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	6	saiin	N0	⟦saiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	7	sheety	N0	⟦sheety⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	8	qokeedy	N0	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	9	lol	N0	⟦lol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	1	daiin	N0	⟦daiin⟧	NA	OPEN
