path	sha256	role
experiments/yolo/gdt798_qokaldy_complete_whole_paragraph_discriminator/PREREGISTRATION.md	e8971feb081b8d0ffdf2d370df1408b6d221df42d5257d4e0d0d983fbdef323a	fixed target and decision order
experiments/yolo/gdt798_qokaldy_complete_whole_paragraph_discriminator/METHOD.md	7a5ef01321cd506bf8e948a42e91a29600906c04fadb79a941e578d9949c7bb3	whole-form paragraph and control method
experiments/yolo/gdt798_qokaldy_complete_whole_paragraph_discriminator/src/TARGET_LOCUS_SPECS.tsv	7e1e2f592575c4a20390e34af4726debfdeca554996962630fa77aac25f64572	ten fixed inherited-cache loci
experiments/yolo/gdt798_qokaldy_complete_whole_paragraph_discriminator/src/CANDIDATE_SPECS.tsv	0833a05655c513a003a81f5f9f4e9ec3479c97709416f9b8ddcbe4fa43295a56	five fixed complete-whole candidates
experiments/yolo/gdt734_v99r7_recurrent_unknown_family_dispatch/artifacts/V99R7_4128_INTEGRATED_LINE_READER.tsv	d88e11748377467cc6beafe279fa812909a8449499cbdb7f37fb80944fce582b	inherited exact-line census and previous unknown values
experiments/yolo/gdt735_historical_semantic_bridge_atlas/artifacts/HISTORICAL_ENTRY_ATLAS.tsv	06a32f617a5dc92751c08bacf994907b66ec0497950734c9831ab48a83224d5d	historical learned-headword and cross-reference architecture prior
experiments/yolo/gdt791_thirty_page_visual_owner_spine/artifacts/GDT791_5866_OCCURRENCE_SPINE.tsv	4075ffca8e7a8b9cefda62c9ec6997fb6c518dba8f86790f5309bfe2a8574707	released occurrence and visual-owner spine
experiments/yolo/gdt791_thirty_page_visual_owner_spine/artifacts/GDT791_1007_LINE_OWNER_ATLAS.tsv	5ef9ef2a3ddf294aa9b57a459f0669e1aab7f38c4546f3914bd28e6fbac3378f	released full lines and paragraph boundaries
experiments/yolo/gdt795_source_native_family_kluge_transfer/artifacts/GDT795_101_KLUGE_SOURCE_FAMILY_ATLAS.tsv	079208404e6e4cc77c397b1bca4ed9201b6dbae3227836fa7423a4b74948a754	source loci and DAQABBA correction control
experiments/yolo/gdt797_aqabba_surface_host_domain_discriminator/artifacts/GDT797_71_SOURCE_SURFACE_HOST_PROFILES.tsv	6fc644bbcb2d49c909af6c6cb6d4f06a35cb41fbaa2949a2b1f4032beafc5351	seventy-one source surfaces for complete qS controls
experiments/yolo/gdt797_aqabba_surface_host_domain_discriminator/artifacts/GDT797_2_TARGET_SURFACE_HOST_PROFILES.tsv	46c982bfb785e28c0481512fbdd4cbfdaab03ecceea41a29d912682c6895e4b4	okaldy and otaldy target profiles
transcription/voynich_cross_transcription_lines.tsv	ff3a4559004a29764c60102326de154b29fbba06a2a206bdd76d7feda432e16c	mixed alternate-reader source accessed only by ten-locus guard
experiments/yolo/gdt798_qokaldy_complete_whole_paragraph_discriminator/src/run.py	3c0617333c1e82d0c3484db0f0dd9c5084c5140f5c0f60b7d6da7cfacebbae1c	deterministic builder
experiments/yolo/gdt798_qokaldy_complete_whole_paragraph_discriminator/src/validate.py	6d5442c686399d2ec5507f7f0fe5950166684b0a57286398b208eb4d3ba4ebc2	independent validator and two-replay audit
