panel,form,A,B,required_pairs
RAW_EXACT,[o:a]por,0,1,0
RAW_EXACT,aiin,3,4,3
RAW_EXACT,aiinal,1,0,0
RAW_EXACT,ain,1,0,0
RAW_EXACT,al,4,1,1
RAW_EXACT,char,0,1,0
RAW_EXACT,chchky,0,1,0
RAW_EXACT,che[o:?]m,1,0,0
RAW_EXACT,cheal,1,0,0
RAW_EXACT,checkhed,1,0,0
RAW_EXACT,chedy,3,3,3
RAW_EXACT,cheedy,0,1,0
RAW_EXACT,cheeo,1,0,0
RAW_EXACT,chees,0,1,0
RAW_EXACT,cheey,2,1,1
RAW_EXACT,chey,5,3,3
RAW_EXACT,chody,1,0,0
RAW_EXACT,daiin,1,2,1
RAW_EXACT,dal,1,1,1
RAW_EXACT,dchedy,0,1,0
RAW_EXACT,dedy,0,1,0
RAW_EXACT,dkshey,0,1,0
RAW_EXACT,dl,0,1,0
RAW_EXACT,dy,1,0,0
RAW_EXACT,iir,1,0,0
RAW_EXACT,kain,0,1,0
RAW_EXACT,kedy,1,0,0
RAW_EXACT,keedy,0,1,0
RAW_EXACT,keeedal,1,0,0
RAW_EXACT,keeey,1,0,0
RAW_EXACT,keey,1,0,0
RAW_EXACT,lchedy,0,1,0
RAW_EXACT,lkar,2,0,0
RAW_EXACT,lkeedain,1,0,0
RAW_EXACT,lkeedy,2,0,0
RAW_EXACT,lkeeey,1,0,0
RAW_EXACT,lkeey,3,0,0
RAW_EXACT,lol,0,1,0
RAW_EXACT,lshedy,0,2,0
RAW_EXACT,lteeal,1,0,0
RAW_EXACT,oain,1,0,0
RAW_EXACT,odain,1,0,0
RAW_EXACT,oekey,1,0,0
RAW_EXACT,oiiin,0,1,0
RAW_EXACT,okaiin,0,1,0
RAW_EXACT,okain,1,0,0
RAW_EXACT,okal,0,2,0
RAW_EXACT,okeam,1,0,0
RAW_EXACT,okechdy,1,0,0
RAW_EXACT,okedy,0,1,0
RAW_EXACT,okeeo,1,0,0
RAW_EXACT,okeeolkcheey,1,0,0
RAW_EXACT,okeeshey,1,0,0
RAW_EXACT,okeey,3,0,0
RAW_EXACT,okeoteey,1,0,0
RAW_EXACT,ol,0,5,0
RAW_EXACT,olchal,1,0,0
RAW_EXACT,olor,0,1,0
RAW_EXACT,olpo{ikh}y,0,1,0
RAW_EXACT,oltydy,0,1,0
RAW_EXACT,or,1,1,1
RAW_EXACT,otain,1,0,0
RAW_EXACT,otam,0,1,0
RAW_EXACT,oteed,1,0,0
RAW_EXACT,oteedy,1,0,0
RAW_EXACT,oteeol,1,0,0
RAW_EXACT,oteey,2,0,0
RAW_EXACT,oty,1,0,0
RAW_EXACT,pchedar,1,0,0
