mode	record	line	locus	word	target	target_source	axis	predicted	asserted	prior_source	status	row_status
CARRY	f29v	f29v.1	f29v.1:8	shy	B1	f29v.1:7	moisture	WET	WET	f29v.1:6	CONSISTENT	recorded
CARRY	f29v	f29v.1	f29v.1:10	shy	B1	f29v.1:7	moisture	WET	WET	f29v.1:6	CONSISTENT	recorded
CARRY	f29v	f29v.2	f29v.2:3	chol	B1	f29v.1:7	moisture	WET	DRY	f29v.1:6	CONFLICT	recorded
CARRY	f29v	f29v.2	f29v.2:4	chol	B1	f29v.1:7	moisture	WET	DRY	f29v.1:6	CONFLICT	recorded
CARRY	f29v	f29v.3	f29v.3:1	chol	B1	f29v.2:5	moisture	WET	DRY	f29v.1:6	CONFLICT	recorded
CARRY	f29v	f29v.3	f29v.3:2	chol	B1	f29v.2:5	moisture	WET	DRY	f29v.1:6	CONFLICT	recorded
CARRY	f29v	f29v.4	f29v.4:5	oltchy	B1	f29v.4:4	temperature	UNKNOWN	COLD	NA	INITIAL_CONSTRAINT	recorded
CARRY	f29v	f29v.4	f29v.4:5	oltchy	B1	f29v.4:4	moisture	WET	DRY	f29v.1:6	CONFLICT	recorded
CARRY	f32v	f32v.10	f32v.10:4	chol	C1	f32v.10:3	moisture	UNKNOWN	DRY	NA	INITIAL_CONSTRAINT	recorded
CARRY	f17r	f17r.4	f17r.4:2	shol	NA	NA	moisture	UNKNOWN	WET	NA	MISSING_TARGET	recorded
CARRY	f21r	f21r.11	f21r.11:1	shol	B1	f21r.9:8	moisture	UNKNOWN	WET	NA	INITIAL_CONSTRAINT	recorded
CARRY	f21r	f21r.11	f21r.11:2	chol	B1	f21r.9:8	moisture	WET	DRY	f21r.11:1	CONFLICT	recorded
CARRY	f21r	f21r.11	f21r.11:3	shol	B1	f21r.9:8	moisture	WET	WET	f21r.11:1	CONSISTENT	recorded
CARRY	f21r	f21r.12	f21r.12:6	chol	C1	f21r.12:5	moisture	UNKNOWN	DRY	NA	INITIAL_CONSTRAINT	recorded
NEW	f29v	f29v.1	f29v.1:8	shy	B1	f29v.1:7	moisture	WET	WET	f29v.1:6	CONSISTENT	recorded
NEW	f29v	f29v.1	f29v.1:10	shy	B1	f29v.1:7	moisture	WET	WET	f29v.1:6	CONSISTENT	recorded
NEW	f29v	f29v.2	f29v.2:3	chol	B1	f29v.1:7	moisture	WET	DRY	f29v.1:6	CONFLICT	recorded
NEW	f29v	f29v.2	f29v.2:4	chol	B1	f29v.1:7	moisture	WET	DRY	f29v.1:6	CONFLICT	recorded
NEW	f29v	f29v.3	f29v.3:1	chol	B1	f29v.2:5	moisture	WET	DRY	f29v.1:6	CONFLICT	recorded
NEW	f29v	f29v.3	f29v.3:2	chol	B1	f29v.2:5	moisture	WET	DRY	f29v.1:6	CONFLICT	recorded
NEW	f29v	f29v.4	f29v.4:5	oltchy	B1	f29v.4:4	temperature	UNKNOWN	COLD	NA	INITIAL_CONSTRAINT	recorded
NEW	f29v	f29v.4	f29v.4:5	oltchy	B1	f29v.4:4	moisture	WET	DRY	f29v.1:6	CONFLICT	recorded
NEW	f32v	f32v.10	f32v.10:4	chol	C1	f32v.10:3	moisture	UNKNOWN	DRY	NA	INITIAL_CONSTRAINT	recorded
NEW	f17r	f17r.4	f17r.4:2	shol	NA	NA	moisture	UNKNOWN	WET	NA	MISSING_TARGET	recorded
NEW	f21r	f21r.11	f21r.11:1	shol	B1	f21r.9:8	moisture	UNKNOWN	WET	NA	INITIAL_CONSTRAINT	recorded
NEW	f21r	f21r.11	f21r.11:2	chol	B1	f21r.9:8	moisture	WET	DRY	f21r.11:1	CONFLICT	recorded
NEW	f21r	f21r.11	f21r.11:3	shol	B1	f21r.9:8	moisture	WET	WET	f21r.11:1	CONSISTENT	recorded
NEW	f21r	f21r.12	f21r.12:6	chol	C1	f21r.12:5	moisture	UNKNOWN	DRY	NA	INITIAL_CONSTRAINT	recorded
