mode	record	line	locus	word	kind	rendering	row_status
NEW	f29v	f29v.1	f29v.1:1	kooiin	OPEN	⟦kooiin⟧	recorded
NEW	f29v	f29v.1	f29v.1:2	shor	OPEN	⟦shor⟧	recorded
NEW	f29v	f29v.1	f29v.1:3	chetchy	OPEN	⟦chetchy⟧	recorded
NEW	f29v	f29v.1	f29v.1:4	ol	OPEN	⟦ol⟧	recorded
NEW	f29v	f29v.1	f29v.1:5	ls	OPEN	⟦ls⟧	recorded
NEW	f29v	f29v.1	f29v.1:6	shytchy	ACTION	benetze(Zielnennung=f29v.1:7;Vollzug erst dort)	recorded
NEW	f29v	f29v.1	f29v.1:7	cthy	NOUN	Kraut[B1;neue Instanz;moisture=WET;temperature=UNKNOWN;texture=UNKNOWN]	recorded
NEW	f29v	f29v.1	f29v.1:8	shy	STATE	B1:moisture=WET[CONSISTENT;vorher=WET;Quelle=f29v.1:6]	recorded
NEW	f29v	f29v.1	f29v.1:9	cho	OPEN	⟦cho⟧	recorded
NEW	f29v	f29v.1	f29v.1:10	shy	STATE	B1:moisture=WET[CONSISTENT;vorher=WET;Quelle=f29v.1:6]	recorded
NEW	f29v	f29v.1	f29v.1:11	daiin	OPEN	⟦daiin⟧	recorded
NEW	f29v	f29v.2	f29v.2:1	qotcheaiin	OPEN	⟦qotcheaiin⟧	recorded
NEW	f29v	f29v.2	f29v.2:2	s	OPEN	⟦s⟧	recorded
NEW	f29v	f29v.2	f29v.2:3	chol	STATE	B1:moisture=DRY[CONFLICT;vorher=WET;Quelle=f29v.1:6]	recorded
NEW	f29v	f29v.2	f29v.2:4	chol	STATE	B1:moisture=DRY[CONFLICT;vorher=WET;Quelle=f29v.1:6]	recorded
NEW	f29v	f29v.2	f29v.2:5	cthy	NOUN	Kraut[B1;wiederaufgenommen;moisture=WET;temperature=UNKNOWN;texture=UNKNOWN]	recorded
NEW	f29v	f29v.2	f29v.2:6	chey	OPEN	⟦chey⟧	recorded
NEW	f29v	f29v.2	f29v.2:7	cthold	OPEN	⟦cthold⟧	recorded
NEW	f29v	f29v.2	f29v.2:8	ytchor	OPEN	⟦ytchor⟧	recorded
NEW	f29v	f29v.2	f29v.2:9	dary	OPEN	⟦dary⟧	recorded
NEW	f29v	f29v.3	f29v.3:1	chol	STATE	B1:moisture=DRY[CONFLICT;vorher=WET;Quelle=f29v.1:6]	recorded
NEW	f29v	f29v.3	f29v.3:2	chol	STATE	B1:moisture=DRY[CONFLICT;vorher=WET;Quelle=f29v.1:6]	recorded
NEW	f29v	f29v.3	f29v.3:3	kor	OPEN	⟦kor⟧	recorded
NEW	f29v	f29v.3	f29v.3:4	shey	OPEN	⟦shey⟧	recorded
NEW	f29v	f29v.3	f29v.3:5	odaiin	OPEN	⟦odaiin⟧	recorded
NEW	f29v	f29v.3	f29v.3:6	qotchy	ACTION	zerkleinere(B1;Quelle=f29v.2:5)	recorded
NEW	f29v	f29v.3	f29v.3:7	taiin	OPEN	⟦taiin⟧	recorded
NEW	f29v	f29v.3	f29v.3:8	s	OPEN	⟦s⟧	recorded
NEW	f29v	f29v.3	f29v.3:9	she	OPEN	⟦she⟧	recorded
NEW	f29v	f29v.3	f29v.3:10	otey	OPEN	⟦otey⟧	recorded
NEW	f29v	f29v.3	f29v.3:11	sy	OPEN	⟦sy⟧	recorded
NEW	f29v	f29v.4	f29v.4:1	ysho	OPEN	⟦ysho⟧	recorded
NEW	f29v	f29v.4	f29v.4:2	otshy	ACTION	kühle(Zielnennung=f29v.4:3;Vollzug erst dort)	recorded
NEW	f29v	f29v.4	f29v.4:3	okaiin	NOUN	Ansatz[A1;neue Instanz;moisture=UNKNOWN;temperature=COLD;texture=UNKNOWN]	recorded
NEW	f29v	f29v.4	f29v.4:4	cthy	NOUN	Kraut[B1;wiederaufgenommen;moisture=WET;temperature=UNKNOWN;texture=GROUND]	recorded
