candidate	case	status	violations	mechanical_scope	display_from_water	index_from_water	month_from_water	day_owners	parent_context	full_parent_compatible	literal_values	meaning_capacity
MAIN	BASE_MANUAL_VARIABLE	COMPATIBLE_IN_HYPOTHETICAL_WORLD	[]	NORMAL_EPISODE	DERIVED	NOT_DERIVED	NOT_DERIVED	A->A,B->B	[]	1	33	0
MAIN	BASE_AUTO_VARIABLE	COMPATIBLE_IN_HYPOTHETICAL_WORLD	[]	NORMAL_EPISODE	DERIVED	NOT_DERIVED	NOT_DERIVED	A->A,B->B	[]	1	33	0
MAIN	BASE_MANUAL_EQUAL	COMPATIBLE_IN_HYPOTHETICAL_WORLD	[]	NORMAL_EPISODE	DERIVED	NOT_DERIVED	NOT_DERIVED	A->A,B->B	PARENT_CONTEXT_VARIES_HOUR_LENGTHS	0	33	0
MAIN	BASE_AUTO_EQUAL	COMPATIBLE_IN_HYPOTHETICAL_WORLD	[]	NORMAL_EPISODE	DERIVED	NOT_DERIVED	NOT_DERIVED	A->A,B->B	PARENT_CONTEXT_VARIES_HOUR_LENGTHS	0	33	0
MAIN	WEIGHT_UP	CONTRADICTED_IN_HYPOTHETICAL_WORLD	PREDICTED_EVENT_FALSE:DOWN:C	NORMAL_EPISODE	DERIVED	NOT_DERIVED	NOT_DERIVED	A->A,B->B	[]	0	33	0
MAIN	AXIS_STOPPED	CONTRADICTED_IN_HYPOTHETICAL_WORLD	PREDICTED_EVENT_FALSE:TURN:X	NORMAL_EPISODE	DERIVED	NOT_DERIVED	NOT_DERIVED	A->A,B->B	[]	0	33	0
MAIN	DRIVE_WHEEL_STOPPED	CONTRADICTED_IN_HYPOTHETICAL_WORLD	PREDICTED_EVENT_FALSE:TURN:W	NORMAL_EPISODE	DERIVED	NOT_DERIVED	NOT_DERIVED	A->A,B->B	[]	0	33	0
MAIN	PART_STILL	CONTRADICTED_IN_HYPOTHETICAL_WORLD	PREDICTED_EVENT_FALSE:MOVE:A	NORMAL_EPISODE	DERIVED	NOT_DERIVED	NOT_DERIVED	A->A,B->B	[]	0	33	0
MAIN	CONSTANT_ARC	CONTRADICTED_IN_HYPOTHETICAL_WORLD	NONCONSTANT_ARC_REQUIRED	NORMAL_EPISODE	DERIVED	NOT_DERIVED	NOT_DERIVED	A->A,B->B	[]	0	33	0
MAIN	ADJUSTMENT_ABSENT	CONTRADICTED_IN_HYPOTHETICAL_WORLD	PREDICTED_EVENT_FALSE:ADAPT:Hh	NORMAL_EPISODE	DERIVED	NOT_DERIVED	NOT_DERIVED	A->A,B->B	[]	0	33	0
MAIN	OTHER_DISPLAY_WHEEL	CONTRADICTED_IN_HYPOTHETICAL_WORLD	DISPLAY_WHEEL_IDENTITY	NORMAL_EPISODE	DERIVED	NOT_DERIVED	NOT_DERIVED	A->A,B->B	[]	0	33	0
MAIN	HOLE_DAY_MISMATCH	CONTRADICTED_IN_HYPOTHETICAL_WORLD	HOLES_DAYS:A	NORMAL_EPISODE	DERIVED	NOT_DERIVED	NOT_DERIVED	A->A,B->B	[]	0	33	0
MAIN	EQUAL_MONTH_SIZES	COMPATIBLE_IN_HYPOTHETICAL_WORLD	[]	NORMAL_EPISODE	DERIVED	NOT_DERIVED	NOT_DERIVED	A->A,B->B	[]	1	33	0
MAIN	CROSS_MONTH_SIZES	CONTRADICTED_IN_HYPOTHETICAL_WORLD	HOLES_DAYS:A|HOLES_DAYS:B	NORMAL_EPISODE	DERIVED	NOT_DERIVED	NOT_DERIVED	A->A,B->B	[]	0	33	0
