chunk_id	count	weight	units	unit_names
0	394	19.849433241279	1	y
1	372	19.287301521986	22	E
2	245	15.652475842499	2,11	C k
3	195	13.964240043769	20,95	e h
4	189	13.747727084868	92,27,11	j p k
5	152	12.328828005938	15	Ce
6	148	12.165525060596	5,27,5	s p s
7	141	11.874342087038	12	al
8	140	11.832159566199	10	ot
9	139	11.789826122552	3	ar
10	119	10.908712114636	2,9,91	C ok b
11	113	10.630145812735	2,7	C d
12	111	10.535653752853	42,89,89,42	r I I r
13	102	10.099504938362	5,42,91	s r b
14	94	9.695359714833	2	C
15	90	9.486832980505	42,89,9	r I ok
16	84	9.165151389912	2,86	C n
17	82	9.055385138137	92,2,96	j C z
18	78	8.831760866328	20,2,42,89,2,49	e C r I C a
19	77	8.774964387392	42,27	r p
20	71	8.426149773176	92,2,42	j C r
21	68	8.246211251235	89,56	I N
22	66	8.124038404636	11,42	k r
23	62	7.874007874012	89,56,7,56	I N d N
24	56	7.483314773548	42,27,49,46	r p a T
25	50	7.071067811865	2,93,9	C u ok
26	50	7.071067811865	42,56,93,87	r N u g
27	49	7.000000000000	85,71	P q
28	48	6.928203230276	5,42	s r
29	48	6.928203230276	42,27,87	r p g
30	47	6.855654600401	20,2,89,9,49,56,87	e C I ok a N g
31	47	6.855654600401	71,2,9	q C ok
32	44	6.633249580711	42,2	r C
33	43	6.557438524302	42,46	r T
34	41	6.403124237433	20,2,89,9,49,2	e C I ok a C
35	41	6.403124237433	56,11	N k
36	40	6.324555320337	20,2,93,89,2	e C u I C
37	40	6.324555320337	27,96,5,56,7,93,87	p z s N d u g
38	40	6.324555320337	56,56,87	N N g
39	40	6.324555320337	93,9,56	u ok N
40	39	6.244997998398	27,96,5,42,87	p z s r g
41	39	6.244997998398	89,42,89,42	I r I r
42	39	6.244997998398	92,27	j p
43	37	6.082762530298	49,27,96,2,5,56	a p z C s N
44	37	6.082762530298	89,42,11	I r k
45	36	6.000000000000	42,9,56,2,96	r ok N C z
46	36	6.000000000000	49,42,7,93,87	a r d u g
47	35	5.916079783100	85,49,27,85,9,71	P a p P ok q
48	34	5.830951894845	89,93,56,87	I u N g
49	33	5.744562646538	7,42,94,94,46	d r c c T
50	33	5.744562646538	89,93,5,9	I u s ok
51	33	5.744562646538	92,56,7,93,87	j N d u g
52	33	5.744562646538	93,7,56	u d N
53	32	5.656854249492	42,89,89,42,9	r I I r ok
54	32	5.656854249492	71,2,5,9	q C s ok
55	31	5.567764362830	85,27,85,93,94,56	P p P u c N
56	30	5.477225575052	56,5,9,71	N s ok q
57	30	5.477225575052	85,27,89,89,6	P p I I aN
58	30	5.477225575052	96,56,94,56,2	z N c N C
59	29	5.385164807135	92,27,87	j p g
60	29	5.385164807135	92,56,11	j N k
61	28	5.291502622129	20,2,42,89,2,49,42,96	e C r I C a r z
62	28	5.291502622129	85,2,49,9,42,96	P C a ok r z
63	28	5.291502622129	85,27,89,89,42	P p I I r
64	28	5.291502622129	85,49,27	P a p
65	28	5.291502622129	89,93,27,87	I u p g
66	27	5.196152422707	5,27,89,9,49,56	s p I ok a N
67	27	5.196152422707	49,42	a r
68	27	5.196152422707	56,85,89,42	N P I r
69	27	5.196152422707	85,49,27,42,94,56,27	P a p r c N p
70	27	5.196152422707	90,2,94,94,56,2,42	x C c c N C r
71	27	5.196152422707	94,27,86,27	c p n p
72	26	5.099019513593	94,27,86,46	c p n T
73	25	5.000000000000	5,27,89,9,49,27,87	s p I ok a p g
74	25	5.000000000000	85,2,49,9,42	P C a ok r
75	24	4.898979485566	49,42,87	a r g
76	24	4.898979485566	56,9,2	N ok C
77	24	4.898979485566	89,93,2	I u C
78	24	4.898979485566	90,2,94,94,56,2	x C c c N C
