language	seed	top_token	top_token_fraction	mapping_level	mapping_id	mapping_role_or_type	in_real_reference_lexicon	in_candidate_categories
latin	1101	has	0.193240850059	primitive	23	connector	1	connector,override_whole,whole
latin	1102	germanos	0.151834518238	primitive	9	wholeform_logogram	1	override_whole,whole
latin	1103	germanos	0.232908017520	primitive	23	wholeform_logogram	1	override_whole,whole
latin	1104	vix	0.203454200199	primitive	32	connector	1	connector
latin	1105	auxilio	0.235380914194	primitive	23	wholeform_logogram	1	override_whole,whole
latin	1106	has	0.239000136221	primitive	23	connector	1	connector,override_whole,whole
old_italian	2101	lume	0.241316931983	primitive	32	wholeform_logogram	1	override_whole,whole
old_italian	2102	padre	0.184433418534	primitive	23	wholeform_logogram	1	override_whole,whole
old_italian	2103	dicendo	0.240380017216	primitive	23	wholeform_logogram	1	override_whole,whole
old_italian	2104	lume	0.253651543915	primitive	23	wholeform_logogram	1	override_whole,whole
old_italian	2105	dicendo	0.235647698233	primitive	23	wholeform_logogram	1	override_whole,whole
old_italian	2106	lume	0.230396783062	primitive	23	wholeform_logogram	1	override_whole,whole
middle_high_german	3101	doz	0.210680298354	primitive	23	connector	1	connector
middle_high_german	3102	doz	0.157897409853	primitive	0	connector	1	connector
middle_high_german	3103	disiu	0.213977210072	primitive	9	wholeform_logogram	1	override_whole,whole
middle_high_german	3104	disiu	0.294953393832	primitive	23	wholeform_logogram	1	override_whole,whole
middle_high_german	3105	gedahte	0.211785556048	primitive	23	wholeform_logogram	1	override_whole,whole
middle_high_german	3106	doz	0.259215267055	primitive	23	connector	1	connector
