language	carrier_level	carrier_id	carrier	modal_role	role_support_of_6	modal_output	output_support_of_6	modal_exact_pair	exact_pair_support_of_6
latin	primitive	0	C	literal_carrier	4	z	1	literal_carrier:z	1
latin	primitive	1	E	null_layout	4	<EMPTY>	4	null_layout:<EMPTY>	4
latin	primitive	2	F	literal_carrier	5	o	2	literal_carrier:o	2
latin	primitive	3	I	literal_carrier	2	d	2	literal_carrier:d	2
latin	primitive	4	K	literal_carrier	4	a	1	literal_carrier:a	1
latin	primitive	5	N	literal_carrier	3	d	1	literal_carrier:d	1
latin	primitive	6	P	prefix_operator	4	s	2	prefix_operator:s	2
latin	primitive	7	S	literal_carrier	6	p	2	literal_carrier:p	2
latin	primitive	8	T	literal_carrier	4	o	2	literal_carrier:o	2
latin	primitive	9	a	literal_carrier	2	fac	2	syllabic_carrier:fac	2
latin	primitive	10	b	literal_carrier	3	unt	2	syllabic_carrier:unt	2
latin	primitive	11	c	suffix_operator	4	tam	1	suffix_operator:tam	1
latin	primitive	12	d	connector	5	has	3	connector:has	3
latin	primitive	13	e	literal_carrier	6	y	3	literal_carrier:y	3
latin	primitive	14	f	suffix_operator	2	o	1	literal_carrier:o	1
latin	primitive	15	g	syllabic_carrier	4	us	2	syllabic_carrier:us	2
latin	primitive	16	h	literal_carrier	4	h	2	literal_carrier:h	2
latin	primitive	17	i	context_abbreviation_mark	3	ga	1	syllabic_carrier:ga	1
latin	primitive	18	j	literal_carrier	5	v	2	literal_carrier:v	2
latin	primitive	19	k	literal_carrier	6	l	2	literal_carrier:l	2
latin	primitive	20	l	literal_carrier	4	x	3	literal_carrier:x	3
latin	primitive	21	m	literal_carrier	4	m	3	literal_carrier:m	3
latin	primitive	22	n	suffix_operator	3	em	2	literal_carrier:q	1
latin	primitive	23	o	connector	3	has	3	connector:has	3
latin	primitive	24	p	literal_carrier	5	a	2	literal_carrier:a	2
latin	primitive	25	q	literal_carrier	4	l	2	literal_carrier:b	1
latin	primitive	26	r	literal_carrier	4	e	2	literal_carrier:e	2
latin	primitive	27	s	literal_carrier	3	us	1	suffix_operator:us	1
latin	primitive	28	t	literal_carrier	2	z	2	literal_carrier:z	2
latin	primitive	29	u	literal_carrier	4	que	1	context_abbreviation_mark:que	1
latin	primitive	30	v	literal_carrier	5	v	3	literal_carrier:b	2
latin	primitive	31	x	literal_carrier	5	x	2	literal_carrier:x	2
latin	primitive	32	y	connector	3	vix	3	connector:vix	3
latin	primitive	33	z	literal_carrier	4	f	2	literal_carrier:f	2
latin	unit	0	ol			has py	1		1
latin	unit	1	y			vix	3		3
latin	unit	2	C			z	1		1
latin	unit	3	ar			rhenum	2		2
latin	unit	4	or			has i	2		2
latin	unit	5	s			us	1		1
latin	unit	6	aN			influit	2		2
latin	unit	7	d			has	3		3
latin	unit	8	o			has	3		3
latin	unit	9	ok			has i	1		1
latin	unit	10	ot			has i	1		1
latin	unit	11	k			l	2		2
latin	unit	12	al			vix py	1		1
latin	unit	13	S			p	2		2
latin	unit	14	t			z	2		2
latin	unit	15	Ce			nihil	2		2
latin	unit	16	qok			b has i	1		1
latin	unit	17	daN			has influit	2		2
latin	unit	18	Cedy			nihil us videbat	1		1
latin	unit	19	qot			b has i	1		1
latin	unit	20	e			y	3		3
latin	unit	21	Cy			z videbat	1		1
latin	unit	22	E			<EMPTY>	4		4
latin	unit	23	l			x	3		3
latin	unit	24	ody			has vix py	2		2
latin	unit	25	dy			has vix	3		3
latin	unit	26	aI			y	2		2
latin	unit	27	p			a	2		2
latin	unit	28	Se			py	2		2
latin	unit	29	Col			z has py	1		1
latin	unit	30	Cey			nihil videbat	1		1
latin	unit	31	Ey			vix	2		2
latin	unit	32	ey			y vix	2		2
latin	unit	33	Edy			has vix	2		2
latin	unit	34	edy			y has vix	2		2
latin	unit	35	od			has vix	2		2
latin	unit	36	Sedy			helvetii us videbat	1		1
latin	unit	37	am			vix m	1		1
latin	unit	38	olk			has pyi	1		1
latin	unit	39	yk			videbat i	1		1
latin	unit	40	Cor			z has e	1		1
latin	unit	41	yt			bello	1		1
latin	unit	42	r			e	2		2
latin	unit	43	qo			b has	1		1
latin	unit	44	Co			z has	1		1
latin	unit	45	dal			us vix py	1		1
latin	unit	46	T			o	2		2
latin	unit	47	dar			us rhenum	1		1
latin	unit	48	Cdy			zus videbat	1		1
latin	unit	49	a			fac	2		2
latin	unit	50	Ky			a videbat	1		1
latin	unit	51	ai			vix ga	1		1
latin	unit	52	air			vix gae	1		1
latin	unit	53	Ty			tra videbat	1		1
latin	unit	54	K			a	1		1
latin	unit	55	Sey			helvetii videbat	1		1
latin	unit	56	N			d	1		1
latin	unit	57	f			o	1		1
latin	unit	58	ky			i videbat	1		1
latin	unit	59	So			s has	1		1
latin	unit	60	qokaI			b has i vix dc	1		1
latin	unit	61	i			ga	1		1
latin	unit	62	op			has l	1		1
latin	unit	63	Sol			s has py	1		1
latin	unit	64	qokaN			b has i vix d	1		1
latin	unit	65	qokEdy			b has ius videbat	1		1
latin	unit	66	qokal			b has i vix py	1		1
latin	unit	67	qokedy			b has itus videbat	1		1
latin	unit	68	CE			py	2		2
latin	unit	69	Sy			s videbat	1		1
latin	unit	70	eol			t has py	1		1
latin	unit	71	q			l	2		2
latin	unit	72	CEy			py vix	2		2
latin	unit	73	Ceol			nihil has py	1		1
latin	unit	74	daI			has y	2		2
latin	unit	75	os			has us	1		1
latin	unit	76	qol			b has py	1		1
latin	unit	77	lk			pyi	1		1
latin	unit	78	qokEy			b has i videbat	1		1
latin	unit	79	okaN			has i vix d	1		1
latin	unit	80	okal			has i vix py	1		1
latin	unit	81	m			m	3		3
latin	unit	82	otal			has i vix py	1		1
latin	unit	83	oky			has i videbat	1		1
latin	unit	84	oty			has i videbat	1		1
latin	unit	85	P			s	2		2
latin	unit	86	n			em	2		2
latin	unit	87	g			us	2		2
latin	unit	88	F			o	2		2
latin	unit	89	I			d	2		2
latin	unit	90	x			x	2		2
latin	unit	91	b			unt	2		2
latin	unit	92	j			v	2		2
latin	unit	93	u			que	1		1
latin	unit	94	c			tam	1		1
latin	unit	95	h			h	2		2
latin	unit	96	z			f	2		2
latin	unit	97	v			v	3		3
old_italian	primitive	0	C	literal_carrier	4	ve	2	syllabic_carrier:ve	2
old_italian	primitive	1	E	suffix_operator	2	x	3	prefix_operator:x	2
old_italian	primitive	2	F	literal_carrier	5	n	1	literal_carrier:n	1
old_italian	primitive	3	I	literal_carrier	4	o	2	literal_carrier:o	2
old_italian	primitive	4	K	syllabic_carrier	4	de	1	syllabic_carrier:de	1
old_italian	primitive	5	N	literal_carrier	5	u	2	literal_carrier:u	2
old_italian	primitive	6	P	literal_carrier	2	ave	2	context_abbreviation_mark:ave	2
old_italian	primitive	7	S	suffix_operator	2	ve	2	prefix_operator:e	1
old_italian	primitive	8	T	syllabic_carrier	4	ne	1	syllabic_carrier:ne	1
old_italian	primitive	9	a	literal_carrier	3	bue	1	connector:bue	1
old_italian	primitive	10	b	literal_carrier	5	v	2	literal_carrier:v	2
old_italian	primitive	11	c	literal_carrier	5	d	3	literal_carrier:d	3
old_italian	primitive	12	d	literal_carrier	2	ve	2	context_abbreviation_mark:ve	2
old_italian	primitive	13	e	literal_carrier	3	x	3	prefix_operator:x	1
old_italian	primitive	14	f	literal_carrier	3	y	1	literal_carrier:y	1
old_italian	primitive	15	g	literal_carrier	4	i	2	literal_carrier:i	2
old_italian	primitive	16	h	literal_carrier	6	b	2	literal_carrier:b	2
old_italian	primitive	17	i	literal_carrier	2	<EMPTY>	2	null_layout:<EMPTY>	2
old_italian	primitive	18	j	literal_carrier	6	o	2	literal_carrier:o	2
old_italian	primitive	19	k	literal_carrier	3	ve	2	context_abbreviation_mark:ve	1
old_italian	primitive	20	l	connector	3	p	2	connector:p	2
old_italian	primitive	21	m	literal_carrier	4	v	2	literal_carrier:v	2
old_italian	primitive	22	n	literal_carrier	3	i	1	literal_carrier:i	1
old_italian	primitive	23	o	wholeform_logogram	5	dicendo	2	wholeform_logogram:dicendo	2
old_italian	primitive	24	p	null_layout	3	<EMPTY>	3	null_layout:<EMPTY>	3
old_italian	primitive	25	q	literal_carrier	4	n	2	literal_carrier:n	2
old_italian	primitive	26	r	literal_carrier	4	a	1	literal_carrier:a	1
old_italian	primitive	27	s	suffix_operator	2	e	3	suffix_operator:e	2
old_italian	primitive	28	t	connector	3	p	3	connector:p	3
old_italian	primitive	29	u	literal_carrier	4	d	2	literal_carrier:d	2
old_italian	primitive	30	v	literal_carrier	6	p	3	literal_carrier:p	3
old_italian	primitive	31	x	literal_carrier	4	l	2	literal_carrier:l	2
old_italian	primitive	32	y	literal_carrier	3	x	2	wholeform_logogram:lume	1
old_italian	primitive	33	z	literal_carrier	6	f	3	literal_carrier:f	3
old_italian	unit	0	ol			x p	1		1
old_italian	unit	1	y			x	2		2
old_italian	unit	2	C			ve	2		2
old_italian	unit	3	ar			x	2		2
old_italian	unit	4	or			xa	1		1
old_italian	unit	5	s			e	3		3
old_italian	unit	6	aN			bue u	1		1
old_italian	unit	7	d			ve	2		2
old_italian	unit	8	o			dicendo	2		2
old_italian	unit	9	ok			xve	1		1
old_italian	unit	10	ot			xe	1		1
old_italian	unit	11	k			ve	2		2
old_italian	unit	12	al			lume	1		1
old_italian	unit	13	S			ve	2		2
old_italian	unit	14	t			p	3		3
old_italian	unit	15	Ce			vex	2		2
old_italian	unit	16	qok			vexve	1		1
old_italian	unit	17	daN			buona	1		1
old_italian	unit	18	Cedy			vexe lume	1		1
old_italian	unit	19	qot			vexe	1		1
old_italian	unit	20	e			x	3		3
old_italian	unit	21	Cy			ve lume	1		1
old_italian	unit	22	E			x	3		3
old_italian	unit	23	l			p	2		2
old_italian	unit	24	ody			xe lume	1		1
old_italian	unit	25	dy			segno	2		2
old_italian	unit	26	aI			bue p	1		1
old_italian	unit	27	p			<EMPTY>	3		3
old_italian	unit	28	Se			vex	2		2
old_italian	unit	29	Col			vex p	1		1
old_italian	unit	30	Cey			vex lume	1		1
old_italian	unit	31	Ey			xx	2		2
old_italian	unit	32	ey			xx	2		2
old_italian	unit	33	Edy			xe lume	1		1
old_italian	unit	34	edy			xe lume	1		1
old_italian	unit	35	od			xe	1		1
old_italian	unit	36	Sedy			exe lume	1		1
old_italian	unit	37	am			bue v	1		1
old_italian	unit	38	olk			x p ve	1		1
old_italian	unit	39	yk			lume ve	1		1
old_italian	unit	40	Cor			vexa	1		1
old_italian	unit	41	yt			x p	2		2
old_italian	unit	42	r			a	1		1
old_italian	unit	43	qo			n dicendo	2		2
old_italian	unit	44	Co			vex	1		1
old_italian	unit	45	dal			e lume	1		1
old_italian	unit	46	T			ne	1		1
old_italian	unit	47	dar			ex	1		1
old_italian	unit	48	Cdy			male	1		1
old_italian	unit	49	a			bue	1		1
old_italian	unit	50	Ky			de lume	1		1
old_italian	unit	51	ai			rispuose	2		2
old_italian	unit	52	air			dicendo a	1		1
old_italian	unit	53	Ty			ne lume	1		1
old_italian	unit	54	K			de	1		1
old_italian	unit	55	Sey			vexx	2		2
old_italian	unit	56	N			u	2		2
old_italian	unit	57	f			y	1		1
old_italian	unit	58	ky			ex	2		2
old_italian	unit	59	So			ex	1		1
old_italian	unit	60	qokaI			vexve bue p	1		1
old_italian	unit	61	i			<EMPTY>	2		2
old_italian	unit	62	op			e	1		1
old_italian	unit	63	Sol			ex p	1		1
old_italian	unit	64	qokaN			vexve bue u	1		1
old_italian	unit	65	qokEdy			vexvexe lume	1		1
old_italian	unit	66	qokal			vexve lume	1		1
old_italian	unit	67	qokedy			vexvexe lume	1		1
old_italian	unit	68	CE			vex	2		2
old_italian	unit	69	Sy			vex	2		2
old_italian	unit	70	eol			xx p	1		1
old_italian	unit	71	q			n	2		2
old_italian	unit	72	CEy			vex lume	1		1
old_italian	unit	73	Ceol			vexx p	1		1
old_italian	unit	74	daI			e bue p	1		1
old_italian	unit	75	os			dicendo x	2		2
old_italian	unit	76	qol			vex p	1		1
old_italian	unit	77	lk			p ve	2		2
old_italian	unit	78	qokEy			vexvex lume	1		1
old_italian	unit	79	okaN			xve bue u	1		1
old_italian	unit	80	okal			xve lume	1		1
old_italian	unit	81	m			v	2		2
old_italian	unit	82	otal			xe lume	1		1
old_italian	unit	83	oky			xve lume	1		1
old_italian	unit	84	oty			xe lume	1		1
old_italian	unit	85	P			ave	2		2
old_italian	unit	86	n			i	1		1
old_italian	unit	87	g			i	2		2
old_italian	unit	88	F			n	1		1
old_italian	unit	89	I			o	2		2
old_italian	unit	90	x			l	2		2
old_italian	unit	91	b			v	2		2
old_italian	unit	92	j			o	2		2
old_italian	unit	93	u			d	2		2
old_italian	unit	94	c			d	3		3
old_italian	unit	95	h			b	2		2
old_italian	unit	96	z			f	3		3
old_italian	unit	97	v			p	3		3
middle_high_german	primitive	0	C	literal_carrier	3	e	2	literal_carrier:e	2
middle_high_german	primitive	1	E	null_layout	4	<EMPTY>	4	null_layout:<EMPTY>	4
middle_high_german	primitive	2	F	literal_carrier	6	c	3	literal_carrier:c	3
middle_high_german	primitive	3	I	literal_carrier	5	e	1	literal_carrier:e	1
middle_high_german	primitive	4	K	literal_carrier	3	d	3	literal_carrier:d	3
middle_high_german	primitive	5	N	literal_carrier	5	p	3	literal_carrier:p	3
middle_high_german	primitive	6	P	syllabic_carrier	2	ro	2	suffix_operator:le	1
middle_high_german	primitive	7	S	prefix_operator	2	de	1	prefix_operator:de	1
middle_high_german	primitive	8	T	literal_carrier	3	r	2	prefix_operator:r	2
middle_high_german	primitive	9	a	wholeform_logogram	2	geschach	1	wholeform_logogram:geschach	1
middle_high_german	primitive	10	b	syllabic_carrier	3	ant	1	context_abbreviation_mark:ant	1
middle_high_german	primitive	11	c	syllabic_carrier	2	ben	2	syllabic_carrier:ben	2
middle_high_german	primitive	12	d	literal_carrier	6	r	3	literal_carrier:r	3
middle_high_german	primitive	13	e	literal_carrier	5	x	3	literal_carrier:x	3
middle_high_german	primitive	14	f	literal_carrier	6	l	1	literal_carrier:l	1
middle_high_german	primitive	15	g	literal_carrier	4	z	2	literal_carrier:z	2
middle_high_german	primitive	16	h	literal_carrier	4	i	2	literal_carrier:i	2
middle_high_german	primitive	17	i	context_abbreviation_mark	2	q	3	prefix_operator:q	2
middle_high_german	primitive	18	j	literal_carrier	4	m	2	literal_carrier:m	2
