language	carrier_level	carrier_id	carrier	modal_role	role_support_of_6	modal_output	output_support_of_6	modal_exact_pair	exact_pair_support_of_6
latin	primitive	7	S	literal_carrier	6	p	2	literal_carrier:p	2
latin	primitive	13	e	literal_carrier	6	y	3	literal_carrier:y	3
latin	primitive	19	k	literal_carrier	6	l	2	literal_carrier:l	2
old_italian	primitive	16	h	literal_carrier	6	b	2	literal_carrier:b	2
old_italian	primitive	18	j	literal_carrier	6	o	2	literal_carrier:o	2
old_italian	primitive	30	v	literal_carrier	6	p	3	literal_carrier:p	3
old_italian	primitive	33	z	literal_carrier	6	f	3	literal_carrier:f	3
middle_high_german	primitive	2	F	literal_carrier	6	c	3	literal_carrier:c	3
middle_high_german	primitive	12	d	literal_carrier	6	r	3	literal_carrier:r	3
middle_high_german	primitive	14	f	literal_carrier	6	l	1	literal_carrier:l	1
middle_high_german	primitive	22	n	literal_carrier	6	h	2	literal_carrier:h	2
middle_high_german	primitive	32	y	suffix_operator	6	oy	3	suffix_operator:oy	3
