domain	local_class	type_count	token_count	token_fraction	cross_domain_alignment	semantic_state
COREMA	0	1975	2106	0.077004644	0	UNASSIGNED
COREMA	1	318	513	0.018757541	0	UNASSIGNED
COREMA	2	1254	1342	0.049069436	0	UNASSIGNED
COREMA	3	520	825	0.030165637	0	UNASSIGNED
COREMA	4	267	9837	0.359684084	0	UNASSIGNED
COREMA	5	160	837	0.030604410	0	UNASSIGNED
COREMA	6	2069	2135	0.078065012	0	UNASSIGNED
COREMA	7	2092	2193	0.080185747	0	UNASSIGNED
COREMA	8	2003	2082	0.076127098	0	UNASSIGNED
COREMA	9	1443	1586	0.057991151	0	UNASSIGNED
COREMA	10	1108	3733	0.136494936	0	UNASSIGNED
COREMA	11	109	160	0.005850305	0	UNASSIGNED
CURIOUS_CURES	0	413	502	0.023009580	0	UNASSIGNED
CURIOUS_CURES	1	231	11312	0.518494752	0	UNASSIGNED
CURIOUS_CURES	2	391	585	0.026813952	0	UNASSIGNED
CURIOUS_CURES	3	10	10	0.000458358	0	UNASSIGNED
CURIOUS_CURES	4	17	17	0.000779209	0	UNASSIGNED
CURIOUS_CURES	5	447	596	0.027318146	0	UNASSIGNED
CURIOUS_CURES	6	2	2	0.000091672	0	UNASSIGNED
CURIOUS_CURES	7	383	467	0.021405326	0	UNASSIGNED
CURIOUS_CURES	8	9	13	0.000595866	0	UNASSIGNED
CURIOUS_CURES	9	33	4476	0.205161113	0	UNASSIGNED
CURIOUS_CURES	10	379	440	0.020167759	0	UNASSIGNED
CURIOUS_CURES	11	716	3397	0.155704267	0	UNASSIGNED
HARLEIAN_COOKERY	0	123	170	0.004164013	0	UNASSIGNED
HARLEIAN_COOKERY	1	630	1136	0.027825405	0	UNASSIGNED
HARLEIAN_COOKERY	2	195	289	0.007078822	0	UNASSIGNED
HARLEIAN_COOKERY	3	656	951	0.023293979	0	UNASSIGNED
HARLEIAN_COOKERY	4	46	78	0.001910547	0	UNASSIGNED
HARLEIAN_COOKERY	5	39	76	0.001861559	0	UNASSIGNED
HARLEIAN_COOKERY	6	45	5209	0.127590261	0	UNASSIGNED
HARLEIAN_COOKERY	7	798	30418	0.745064420	0	UNASSIGNED
HARLEIAN_COOKERY	8	5	5	0.000122471	0	UNASSIGNED
HARLEIAN_COOKERY	9	44	56	0.001371675	0	UNASSIGNED
HARLEIAN_COOKERY	10	477	717	0.017562338	0	UNASSIGNED
HARLEIAN_COOKERY	11	1083	1721	0.042154509	0	UNASSIGNED
PCEEC2	0	250	6398	0.232502362	0	UNASSIGNED
PCEEC2	1	1130	4119	0.149683843	0	UNASSIGNED
PCEEC2	2	140	260	0.009448361	0	UNASSIGNED
PCEEC2	3	718	750	0.027254888	0	UNASSIGNED
PCEEC2	4	52	61	0.002216731	0	UNASSIGNED
PCEEC2	5	685	782	0.028417763	0	UNASSIGNED
PCEEC2	6	184	793	0.028817501	0	UNASSIGNED
PCEEC2	7	416	464	0.016861691	0	UNASSIGNED
PCEEC2	8	333	362	0.013155026	0	UNASSIGNED
PCEEC2	9	54	76	0.002761829	0	UNASSIGNED
PCEEC2	10	380	419	0.015226397	0	UNASSIGNED
PCEEC2	11	145	198	0.007195290	0	UNASSIGNED
PCEEC2	12	13	53	0.001926012	0	UNASSIGNED
PCEEC2	13	696	758	0.027545607	0	UNASSIGNED
PCEEC2	14	37	11249	0.408786976	0	UNASSIGNED
PCEEC2	15	709	776	0.028199724	0	UNASSIGNED
QUINTE_ESSENCE	0	645	836	0.053340139	0	UNASSIGNED
QUINTE_ESSENCE	1	361	524	0.033433293	0	UNASSIGNED
QUINTE_ESSENCE	2	24	1763	0.112486442	0	UNASSIGNED
QUINTE_ESSENCE	3	631	10592	0.675811906	0	UNASSIGNED
QUINTE_ESSENCE	4	134	189	0.012058955	0	UNASSIGNED
QUINTE_ESSENCE	5	42	64	0.004083456	0	UNASSIGNED
QUINTE_ESSENCE	6	40	53	0.003381612	0	UNASSIGNED
QUINTE_ESSENCE	7	83	133	0.008485931	0	UNASSIGNED
QUINTE_ESSENCE	8	361	503	0.032093409	0	UNASSIGNED
QUINTE_ESSENCE	9	75	83	0.005295732	0	UNASSIGNED
QUINTE_ESSENCE	10	335	457	0.029158425	0	UNASSIGNED
QUINTE_ESSENCE	11	325	476	0.030370701	0	UNASSIGNED
