model_block	feature_ordinal	feature	class_label_invariant	exact_identity_value_used	semantic_state
NUISANCE	1	INTERCEPT	1	0	UNASSIGNED
NUISANCE	2	LOG_RECORD_LENGTH	1	0	UNASSIGNED
NUISANCE	3	RELATIVE_POSITION	1	0	UNASSIGNED
NUISANCE	4	RELATIVE_POSITION_SQ	1	0	UNASSIGNED
NUISANCE	5	BOUNDARY_BEFORE	1	0	UNASSIGNED
NUISANCE	6	BOUNDARY_AFTER	1	0	UNASSIGNED
NUISANCE	7	LOG_WITHIN_RECORD_RECURRENCE	1	0	UNASSIGNED
NUISANCE	8	IS_RECORD_START	1	0	UNASSIGNED
NUISANCE	9	IS_RECORD_END	1	0	UNASSIGNED
TRIVIAL_MOTIF_BASELINE	1	PREV_EQUALS_NEXT	1	0	UNASSIGNED
TRIVIAL_MOTIF_BASELINE	2	PREV_CLASS_CHANGE	1	0	UNASSIGNED
TRIVIAL_MOTIF_BASELINE	3	NEXT_CLASS_CHANGE	1	0	UNASSIGNED
TRIVIAL_MOTIF_BASELINE	4	LOG_CURRENT_CLASS_SIZE	1	0	UNASSIGNED
TRIVIAL_MOTIF_BASELINE	5	CURRENT_CLASS_SIZE_RANK	1	0	UNASSIGNED
TRIVIAL_MOTIF_BASELINE	6	LOG_PREV_OUTDEGREE	1	0	UNASSIGNED
TRIVIAL_MOTIF_BASELINE	7	LOG_NEXT_INDEGREE	1	0	UNASSIGNED
TRIVIAL_MOTIF_BASELINE	8	LOG_PREV_CURRENT_EDGE	1	0	UNASSIGNED
TRIVIAL_MOTIF_BASELINE	9	LOG_CURRENT_NEXT_EDGE	1	0	UNASSIGNED
FULL_RELATIONAL_TOPOLOGY	1	ALT_TWO_EDGE_MIDDLE_COUNT	1	0	UNASSIGNED
FULL_RELATIONAL_TOPOLOGY	2	ALT_TWO_EDGE_MIDDLE_LOG	1	0	UNASSIGNED
FULL_RELATIONAL_TOPOLOGY	3	DELETE_BRIDGE_LOG_SUPPORT	1	0	UNASSIGNED
FULL_RELATIONAL_TOPOLOGY	4	CHAIN_A_C_A_C	1	0	UNASSIGNED
FULL_RELATIONAL_TOPOLOGY	5	CHAIN_C_A_C_A	1	0	UNASSIGNED
FULL_RELATIONAL_TOPOLOGY	6	H1_CLASS_SET_JACCARD	1	0	UNASSIGNED
FULL_RELATIONAL_TOPOLOGY	7	H1_CLASS_JS_DIVERGENCE	1	0	UNASSIGNED
FULL_RELATIONAL_TOPOLOGY	8	H1_RECONVERGENCE	1	0	UNASSIGNED
FULL_RELATIONAL_TOPOLOGY	9	H1_CURRENT_RETURN_LEFT	1	0	UNASSIGNED
FULL_RELATIONAL_TOPOLOGY	10	H1_CURRENT_RETURN_RIGHT	1	0	UNASSIGNED
FULL_RELATIONAL_TOPOLOGY	11	H1_PREVIOUS_CLASS_RESUME	1	0	UNASSIGNED
FULL_RELATIONAL_TOPOLOGY	12	H1_PERSISTENT_PRE_EXIT	1	0	UNASSIGNED
FULL_RELATIONAL_TOPOLOGY	13	H1_POST_NOVELTY	1	0	UNASSIGNED
