handoff_word_id	joint_tuple_id	surface	semantic_formula	atomic_card_value_de	surface_wrapper_value	reverse_card_unique_within_shared_deck
HW01	2f1c5e56e8f0ff459065	aiin	AIIN	Sollmaß	NONE	YES
HW01	2f1c5e56e8f0ff459065	chaiin	AIIN	Sollmaß	NONE	YES
HW01	2f1c5e56e8f0ff459065	daiin	AIIN	Sollmaß	NONE	YES
HW01	2f1c5e56e8f0ff459065	saiin	AIIN	Sollmaß	NONE	YES
HW01	2f1c5e56e8f0ff459065	taiin	AIIN	Sollmaß	NONE	YES
HW02	dcda95c81a5460feb191	cheol	OL	Fortsetzung	NONE	YES
HW02	dcda95c81a5460feb191	chol	OL	Fortsetzung	NONE	YES
HW02	dcda95c81a5460feb191	ol	OL	Fortsetzung	NONE	YES
HW02	dcda95c81a5460feb191	qol	OL	Fortsetzung	NONE	YES
HW02	dcda95c81a5460feb191	sol	OL	Fortsetzung	NONE	YES
HW02	dcda95c81a5460feb191	tol	OL	Fortsetzung	NONE	YES
HW03	b921a237be883a820352	chey	Y	Diesposten	NONE	YES
HW03	b921a237be883a820352	chy	Y	Diesposten	NONE	YES
HW03	b921a237be883a820352	dy	Y	Diesposten	NONE	YES
HW03	b921a237be883a820352	shy	Y	Diesposten	NONE	YES
HW03	b921a237be883a820352	sy	Y	Diesposten	NONE	YES
HW03	b921a237be883a820352	y	Y	Diesposten	NONE	YES
HW04	6f7ff8287eddf4da9fdb	chdy	CHD+Y	Umsetzen	NONE	YES
HW04	6f7ff8287eddf4da9fdb	chedy	CHD+Y	Umsetzen	NONE	YES
HW05	276a7c2d74d1143446f4	choky	OK+Y	Einsetzen	NONE	YES
HW05	276a7c2d74d1143446f4	oky	OK+Y	Einsetzen	NONE	YES
HW05	276a7c2d74d1143446f4	qoky	OK+Y	Einsetzen	NONE	YES
HW06	dd0ecaf5e27d81befffc	al	AL	Stelle	NONE	YES
HW06	dd0ecaf5e27d81befffc	chal	AL	Stelle	NONE	YES
HW06	dd0ecaf5e27d81befffc	cheal	AL	Stelle	NONE	YES
HW06	dd0ecaf5e27d81befffc	dal	AL	Stelle	NONE	YES
HW06	dd0ecaf5e27d81befffc	sal	AL	Stelle	NONE	YES
HW06	dd0ecaf5e27d81befffc	tal	AL	Stelle	NONE	YES
HW07	b5fcea1eaed06b2f2291	okaiin	OK+AIIN	Sollstellung	NONE	YES
HW07	b5fcea1eaed06b2f2291	qokaiin	OK+AIIN	Sollstellung	NONE	YES
HW08	7a4bb8136330ee4e6e56	chor	OR	Ansatz	NONE	YES
HW08	7a4bb8136330ee4e6e56	or	OR	Ansatz	NONE	YES
HW08	7a4bb8136330ee4e6e56	shor	OR	Ansatz	NONE	YES
HW08	7a4bb8136330ee4e6e56	sor	OR	Ansatz	NONE	YES
HW09	e0b630cb1b5df5e7105b	checthy	CTH+Y	Bereit	NONE	YES
HW09	e0b630cb1b5df5e7105b	cthy	CTH+Y	Bereit	NONE	YES
HW09	e0b630cb1b5df5e7105b	shcthy	CTH+Y	Bereit	NONE	YES
HW10	308e8ea2d5d190c498e8	okal	OK+AL	Zieleinsatz	NONE	YES
HW10	308e8ea2d5d190c498e8	qokal	OK+AL	Zieleinsatz	NONE	YES
HW11	4d4559019a961b834aa1	char	AR	Quelle	NONE	YES
HW11	4d4559019a961b834aa1	dar	AR	Quelle	NONE	YES
HW11	4d4559019a961b834aa1	sar	AR	Quelle	NONE	YES
HW12	b5df9126607030b95175	cheey	WHOLE_KLARAUSZUG	Klarauszug	NONE	YES
HW12	b5df9126607030b95175	shey	WHOLE_KLARAUSZUG	Klarauszug	NONE	YES
HW13	1b1ffdd869fb1429ad03	oldy	OL+DY	Fortschluss	NONE	YES
HW14	2c1a5fd92b9e3c762242	cheeky	CHK+EE+Y	Langwärme	NONE	YES
HW15	80ebbbbf238eee9f0aef	chety	WHOLE_ZERKLEINERN	Zerkleinern	NONE	YES
HW15	80ebbbbf238eee9f0aef	chty	WHOLE_ZERKLEINERN	Zerkleinern	NONE	YES
HW16	dec401773c1f0347793d	cholor	OL+OR	Fortsetzungsansatz	NONE	YES
HW16	dec401773c1f0347793d	olor	OL+OR	Fortsetzungsansatz	NONE	YES
HW17	faf321940aed922846a9	otchey	OT+Y	Folgeposten	NONE	YES
