candidate_library,selector_cost_bits,discovery_folios,held_folios,arrays_per_folio,cells_per_array,discovery_cells,held_cells,total_cells,medium_stable_detection_rate,null_any_pass_rate,medium_reversing_any_pass_rate,adequate
1,0.0,4,2,1,6,24,12,36,0.3125,0.11328125,0.1328125,False
1,0.0,4,2,1,12,48,24,72,0.44140625,0.11328125,0.09765625,False
1,0.0,4,2,2,6,48,24,72,0.40625,0.1796875,0.09765625,False
1,0.0,4,2,2,12,96,48,144,0.5390625,0.140625,0.05078125,False
1,0.0,4,4,1,6,24,24,48,0.38671875,0.11328125,0.12109375,False
1,0.0,4,4,1,12,48,48,96,0.56640625,0.1328125,0.09765625,False
1,0.0,4,4,2,6,48,48,96,0.58203125,0.1796875,0.08984375,False
1,0.0,4,4,2,12,96,96,192,0.70703125,0.15625,0.0625,False
1,0.0,4,8,1,6,24,48,72,0.18359375,0.0703125,0.02734375,False
1,0.0,4,8,1,12,48,96,144,0.39453125,0.0625,0.0234375,False
1,0.0,4,8,2,6,48,96,144,0.40234375,0.0703125,0.0234375,False
1,0.0,4,8,2,12,96,192,288,0.54296875,0.05859375,0.015625,False
1,0.0,8,2,1,6,48,12,60,0.36328125,0.1328125,0.12890625,False
1,0.0,8,2,1,12,96,24,120,0.4609375,0.15234375,0.1171875,False
1,0.0,8,2,2,6,96,24,120,0.46875,0.1328125,0.140625,False
1,0.0,8,2,2,12,192,48,240,0.59765625,0.1484375,0.1171875,False
1,0.0,8,4,1,6,48,24,72,0.46484375,0.12890625,0.15625,False
1,0.0,8,4,1,12,96,48,144,0.5703125,0.13671875,0.078125,False
1,0.0,8,4,2,6,96,48,144,0.54296875,0.16796875,0.10546875,False
1,0.0,8,4,2,12,192,96,288,0.6875,0.19140625,0.09765625,False
1,0.0,8,8,1,6,48,48,96,0.265625,0.05859375,0.0546875,False
1,0.0,8,8,1,12,96,96,192,0.53125,0.0390625,0.01953125,False
1,0.0,8,8,2,6,96,96,192,0.51171875,0.0546875,0.03515625,False
1,0.0,8,8,2,12,192,192,384,0.67578125,0.0625,0.01171875,False
1,0.0,12,2,1,6,72,12,84,0.32421875,0.1328125,0.1484375,False
1,0.0,12,2,1,12,144,24,168,0.45703125,0.15625,0.09765625,False
1,0.0,12,2,2,6,144,24,168,0.50390625,0.16015625,0.109375,False
1,0.0,12,2,2,12,288,48,336,0.62109375,0.19140625,0.140625,False
1,0.0,12,4,1,6,72,24,96,0.3984375,0.1640625,0.12890625,False
1,0.0,12,4,1,12,144,48,192,0.578125,0.15625,0.13671875,False
1,0.0,12,4,2,6,144,48,192,0.59375,0.1640625,0.09765625,False
1,0.0,12,4,2,12,288,96,384,0.76953125,0.171875,0.10546875,False
1,0.0,12,8,1,6,72,48,120,0.26171875,0.03515625,0.03125,False
1,0.0,12,8,1,12,144,96,240,0.50390625,0.06640625,0.0234375,False
1,0.0,12,8,2,6,144,96,240,0.54296875,0.04296875,0.03125,False
1,0.0,12,8,2,12,288,192,480,0.7109375,0.08984375,0.046875,False
3,1.584962500721156,4,2,1,6,24,12,36,0.12109375,0.0546875,0.0390625,False
3,1.584962500721156,4,2,1,12,48,24,72,0.23046875,0.05859375,0.03125,False
3,1.584962500721156,4,2,2,6,48,24,72,0.2421875,0.02734375,0.05859375,False
3,1.584962500721156,4,2,2,12,96,48,144,0.46875,0.05859375,0.03125,False
3,1.584962500721156,4,4,1,6,24,24,48,0.17578125,0.0546875,0.05859375,False
3,1.584962500721156,4,4,1,12,48,48,96,0.3125,0.02734375,0.02734375,False
3,1.584962500721156,4,4,2,6,48,48,96,0.328125,0.03515625,0.03515625,False
3,1.584962500721156,4,4,2,12,96,96,192,0.5703125,0.046875,0.015625,False
3,1.584962500721156,4,8,1,6,24,48,72,0.13671875,0.00390625,0.0234375,False
3,1.584962500721156,4,8,1,12,48,96,144,0.30078125,0.0078125,0.0,False
3,1.584962500721156,4,8,2,6,48,96,144,0.3203125,0.0078125,0.0078125,False
3,1.584962500721156,4,8,2,12,96,192,288,0.57421875,0.00390625,0.00390625,False
3,1.584962500721156,8,2,1,6,48,12,60,0.1796875,0.0390625,0.03515625,False
3,1.584962500721156,8,2,1,12,96,24,120,0.33203125,0.03515625,0.046875,False
3,1.584962500721156,8,2,2,6,96,24,120,0.36328125,0.03125,0.01953125,False
3,1.584962500721156,8,2,2,12,192,48,240,0.57421875,0.03125,0.01171875,False
3,1.584962500721156,8,4,1,6,48,24,72,0.2265625,0.0390625,0.05078125,False
3,1.584962500721156,8,4,1,12,96,48,144,0.53515625,0.05859375,0.03125,False
3,1.584962500721156,8,4,2,6,96,48,144,0.46484375,0.05859375,0.03515625,False
3,1.584962500721156,8,4,2,12,192,96,288,0.69140625,0.03125,0.0234375,False
3,1.584962500721156,8,8,1,6,48,48,96,0.2578125,0.02734375,0.015625,False
3,1.584962500721156,8,8,1,12,96,96,192,0.390625,0.0078125,0.01953125,False
3,1.584962500721156,8,8,2,6,96,96,192,0.40625,0.01171875,0.015625,False
3,1.584962500721156,8,8,2,12,192,192,384,0.67578125,0.0078125,0.0234375,False
3,1.584962500721156,12,2,1,6,72,12,84,0.17578125,0.0078125,0.0234375,False
3,1.584962500721156,12,2,1,12,144,24,168,0.3359375,0.03125,0.03125,False
3,1.584962500721156,12,2,2,6,144,24,168,0.421875,0.01953125,0.015625,False
3,1.584962500721156,12,2,2,12,288,48,336,0.5,0.01171875,0.0078125,False
3,1.584962500721156,12,4,1,6,72,24,96,0.3203125,0.03515625,0.01953125,False
3,1.584962500721156,12,4,1,12,144,48,192,0.5703125,0.0390625,0.02734375,False
3,1.584962500721156,12,4,2,6,144,48,192,0.5703125,0.02734375,0.0546875,False
3,1.584962500721156,12,4,2,12,288,96,384,0.7578125,0.0390625,0.02734375,False
3,1.584962500721156,12,8,1,6,72,48,120,0.26953125,0.0390625,0.01171875,False
3,1.584962500721156,12,8,1,12,144,96,240,0.5234375,0.01171875,0.02734375,False
3,1.584962500721156,12,8,2,6,144,96,240,0.4609375,0.03125,0.015625,False
3,1.584962500721156,12,8,2,12,288,192,480,0.6953125,0.0234375,0.03125,False
9,3.169925001442312,4,2,1,6,24,12,36,0.01171875,0.0,0.01171875,False
9,3.169925001442312,4,2,1,12,48,24,72,0.1328125,0.0234375,0.00390625,False
9,3.169925001442312,4,2,2,6,48,24,72,0.10546875,0.01171875,0.0,False
9,3.169925001442312,4,2,2,12,96,48,144,0.32421875,0.01953125,0.00390625,False
9,3.169925001442312,4,4,1,6,24,24,48,0.07421875,0.01953125,0.01953125,False
9,3.169925001442312,4,4,1,12,48,48,96,0.18359375,0.01953125,0.02734375,False
9,3.169925001442312,4,4,2,6,48,48,96,0.20703125,0.01171875,0.015625,False
9,3.169925001442312,4,4,2,12,96,96,192,0.53125,0.0078125,0.0,False
9,3.169925001442312,4,8,1,6,24,48,72,0.05078125,0.0,0.0078125,False
9,3.169925001442312,4,8,1,12,48,96,144,0.15625,0.0078125,0.00390625,False
9,3.169925001442312,4,8,2,6,48,96,144,0.15625,0.0,0.00390625,False
9,3.169925001442312,4,8,2,12,96,192,288,0.5078125,0.00390625,0.0,False
9,3.169925001442312,8,2,1,6,48,12,60,0.0625,0.0078125,0.0,False
9,3.169925001442312,8,2,1,12,96,24,120,0.11328125,0.00390625,0.00390625,False
9,3.169925001442312,8,2,2,6,96,24,120,0.16796875,0.0,0.0078125,False
9,3.169925001442312,8,2,2,12,192,48,240,0.41015625,0.00390625,0.00390625,False
9,3.169925001442312,8,4,1,6,48,24,72,0.109375,0.0,0.0078125,False
9,3.169925001442312,8,4,1,12,96,48,144,0.2890625,0.01171875,0.0078125,False
9,3.169925001442312,8,4,2,6,96,48,144,0.328125,0.0078125,0.0078125,False
9,3.169925001442312,8,4,2,12,192,96,288,0.65625,0.01171875,0.00390625,False
9,3.169925001442312,8,8,1,6,48,48,96,0.13671875,0.00390625,0.0,False
9,3.169925001442312,8,8,1,12,96,96,192,0.296875,0.0078125,0.00390625,False
9,3.169925001442312,8,8,2,6,96,96,192,0.34765625,0.0078125,0.01953125,False
9,3.169925001442312,8,8,2,12,192,192,384,0.65625,0.00390625,0.015625,False
9,3.169925001442312,12,2,1,6,72,12,84,0.0546875,0.0078125,0.0078125,False
9,3.169925001442312,12,2,1,12,144,24,168,0.1796875,0.0,0.00390625,False
9,3.169925001442312,12,2,2,6,144,24,168,0.1328125,0.0,0.0,False
9,3.169925001442312,12,2,2,12,288,48,336,0.35546875,0.0,0.0,False
9,3.169925001442312,12,4,1,6,72,24,96,0.09765625,0.01171875,0.0,False
9,3.169925001442312,12,4,1,12,144,48,192,0.33203125,0.00390625,0.0078125,False
9,3.169925001442312,12,4,2,6,144,48,192,0.37109375,0.015625,0.01171875,False
9,3.169925001442312,12,4,2,12,288,96,384,0.62890625,0.00390625,0.00390625,False
9,3.169925001442312,12,8,1,6,72,48,120,0.23828125,0.00390625,0.0078125,False
9,3.169925001442312,12,8,1,12,144,96,240,0.41015625,0.0078125,0.0,False
9,3.169925001442312,12,8,2,6,144,96,240,0.4296875,0.00390625,0.0,False
9,3.169925001442312,12,8,2,12,288,192,480,0.71484375,0.00390625,0.0078125,False
27,4.754887502163468,4,2,1,6,24,12,36,0.0,0.0,0.00390625,False
27,4.754887502163468,4,2,1,12,48,24,72,0.03515625,0.00390625,0.00390625,False
27,4.754887502163468,4,2,2,6,48,24,72,0.0234375,0.0,0.00390625,False
27,4.754887502163468,4,2,2,12,96,48,144,0.1875,0.0,0.0078125,False
27,4.754887502163468,4,4,1,6,24,24,48,0.0078125,0.0,0.0078125,False
27,4.754887502163468,4,4,1,12,48,48,96,0.0859375,0.0,0.0078125,False
27,4.754887502163468,4,4,2,6,48,48,96,0.09765625,0.0,0.0,False
27,4.754887502163468,4,4,2,12,96,96,192,0.2890625,0.01171875,0.0,False
27,4.754887502163468,4,8,1,6,24,48,72,0.046875,0.0,0.0,False
27,4.754887502163468,4,8,1,12,48,96,144,0.109375,0.0,0.00390625,False
27,4.754887502163468,4,8,2,6,48,96,144,0.125,0.0,0.00390625,False
27,4.754887502163468,4,8,2,12,96,192,288,0.3125,0.0,0.0,False
27,4.754887502163468,8,2,1,6,48,12,60,0.00390625,0.0,0.0,False
27,4.754887502163468,8,2,1,12,96,24,120,0.04296875,0.0,0.0,False
27,4.754887502163468,8,2,2,6,96,24,120,0.04296875,0.0,0.0,False
27,4.754887502163468,8,2,2,12,192,48,240,0.234375,0.0,0.0,False
27,4.754887502163468,8,4,1,6,48,24,72,0.04296875,0.0,0.0,False
27,4.754887502163468,8,4,1,12,96,48,144,0.16015625,0.00390625,0.00390625,False
27,4.754887502163468,8,4,2,6,96,48,144,0.16796875,0.0078125,0.00390625,False
27,4.754887502163468,8,4,2,12,192,96,288,0.51953125,0.0,0.0,False
27,4.754887502163468,8,8,1,6,48,48,96,0.0390625,0.0,0.0,False
27,4.754887502163468,8,8,1,12,96,96,192,0.2578125,0.00390625,0.0,False
27,4.754887502163468,8,8,2,6,96,96,192,0.296875,0.0,0.0,False
27,4.754887502163468,8,8,2,12,192,192,384,0.6171875,0.0,0.00390625,False
27,4.754887502163468,12,2,1,6,72,12,84,0.01171875,0.0,0.0,False
27,4.754887502163468,12,2,1,12,144,24,168,0.04296875,0.0,0.0,False
27,4.754887502163468,12,2,2,6,144,24,168,0.05859375,0.0,0.0,False
27,4.754887502163468,12,2,2,12,288,48,336,0.234375,0.0,0.0,False
27,4.754887502163468,12,4,1,6,72,24,96,0.03515625,0.0,0.0,False
27,4.754887502163468,12,4,1,12,144,48,192,0.24609375,0.00390625,0.0,False
27,4.754887502163468,12,4,2,6,144,48,192,0.18359375,0.00390625,0.0,False
27,4.754887502163468,12,4,2,12,288,96,384,0.51171875,0.0,0.0,False
27,4.754887502163468,12,8,1,6,72,48,120,0.13671875,0.0078125,0.00390625,False
27,4.754887502163468,12,8,1,12,144,96,240,0.36328125,0.0,0.01171875,False
27,4.754887502163468,12,8,2,6,144,96,240,0.3515625,0.00390625,0.00390625,False
27,4.754887502163468,12,8,2,12,288,192,480,0.6484375,0.0,0.00390625,False
81,6.339850002884624,4,2,1,6,24,12,36,0.0,0.0,0.0,False
81,6.339850002884624,4,2,1,12,48,24,72,0.015625,0.00390625,0.0,False
81,6.339850002884624,4,2,2,6,48,24,72,0.00390625,0.0,0.0,False
81,6.339850002884624,4,2,2,12,96,48,144,0.07421875,0.0,0.0,False
81,6.339850002884624,4,4,1,6,24,24,48,0.0234375,0.0,0.0,False
81,6.339850002884624,4,4,1,12,48,48,96,0.03515625,0.0,0.0,False
81,6.339850002884624,4,4,2,6,48,48,96,0.0078125,0.00390625,0.0,False
81,6.339850002884624,4,4,2,12,96,96,192,0.2109375,0.0,0.00390625,False
81,6.339850002884624,4,8,1,6,24,48,72,0.00390625,0.0,0.0,False
81,6.339850002884624,4,8,1,12,48,96,144,0.0546875,0.0,0.0,False
81,6.339850002884624,4,8,2,6,48,96,144,0.05859375,0.0,0.0,False
81,6.339850002884624,4,8,2,12,96,192,288,0.265625,0.0,0.0,False
81,6.339850002884624,8,2,1,6,48,12,60,0.0,0.0,0.0,False
81,6.339850002884624,8,2,1,12,96,24,120,0.01171875,0.0,0.0,False
81,6.339850002884624,8,2,2,6,96,24,120,0.00390625,0.0,0.0,False
81,6.339850002884624,8,2,2,12,192,48,240,0.08984375,0.0,0.0,False
81,6.339850002884624,8,4,1,6,48,24,72,0.0078125,0.0,0.0,False
81,6.339850002884624,8,4,1,12,96,48,144,0.06640625,0.0,0.00390625,False
81,6.339850002884624,8,4,2,6,96,48,144,0.078125,0.0,0.00390625,False
81,6.339850002884624,8,4,2,12,192,96,288,0.34375,0.00390625,0.0,False
81,6.339850002884624,8,8,1,6,48,48,96,0.015625,0.0,0.00390625,False
81,6.339850002884624,8,8,1,12,96,96,192,0.1953125,0.00390625,0.0,False
81,6.339850002884624,8,8,2,6,96,96,192,0.2421875,0.0,0.0,False
81,6.339850002884624,8,8,2,12,192,192,384,0.5390625,0.0078125,0.0,False
81,6.339850002884624,12,2,1,6,72,12,84,0.0,0.0,0.0,False
81,6.339850002884624,12,2,1,12,144,24,168,0.01953125,0.0,0.0,False
81,6.339850002884624,12,2,2,6,144,24,168,0.00390625,0.0,0.0,False
81,6.339850002884624,12,2,2,12,288,48,336,0.12109375,0.0,0.0,False
81,6.339850002884624,12,4,1,6,72,24,96,0.01171875,0.0,0.0,False
81,6.339850002884624,12,4,1,12,144,48,192,0.1015625,0.0,0.0,False
81,6.339850002884624,12,4,2,6,144,48,192,0.1171875,0.0,0.00390625,False
81,6.339850002884624,12,4,2,12,288,96,384,0.390625,0.0,0.0,False
81,6.339850002884624,12,8,1,6,72,48,120,0.02734375,0.0,0.0,False
81,6.339850002884624,12,8,1,12,144,96,240,0.25390625,0.0,0.00390625,False
81,6.339850002884624,12,8,2,6,144,96,240,0.265625,0.0,0.0,False
81,6.339850002884624,12,8,2,12,288,192,480,0.62890625,0.0,0.0,False
