family	permutation	mapping	held_section_or_formal_objective	held_frame_objective	likelihood_signature	delta_from_original
operation	original	qot+Cy=REIBEN;t+Cedy=KOCHEN_ERWAERMEN;qo+aN=TROCKNEN;y+CEy=EINWEICHEN	15.340396000	0	cc43614e9283cda882a8274d5c9acba298f102d0aef8667b389caef9c0c21da6	0.000000000
operation	cyclic	qot+Cy=KOCHEN_ERWAERMEN;t+Cedy=TROCKNEN;qo+aN=EINWEICHEN;y+CEy=REIBEN	15.340396000	0	cc43614e9283cda882a8274d5c9acba298f102d0aef8667b389caef9c0c21da6	0.000000000
operation	reversed	qot+Cy=EINWEICHEN;t+Cedy=TROCKNEN;qo+aN=KOCHEN_ERWAERMEN;y+CEy=REIBEN	15.340396000	0	cc43614e9283cda882a8274d5c9acba298f102d0aef8667b389caef9c0c21da6	0.000000000
plant_part	original	Cor=WURZEL;Ty=BLATT;T+ol=BLUETE;ot+Col=SAMEN	8.778882000	12	877a2957f36b1a21f77f5a7a3ae022187b2c7db5017eefb83230b2d30eed5237	0.000000000
plant_part	cyclic	Cor=BLATT;Ty=BLUETE;T+ol=SAMEN;ot+Col=WURZEL	8.778882000	12	877a2957f36b1a21f77f5a7a3ae022187b2c7db5017eefb83230b2d30eed5237	0.000000000
plant_part	reversed	Cor=SAMEN;Ty=BLUETE;T+ol=BLATT;ot+Col=WURZEL	8.778882000	12	877a2957f36b1a21f77f5a7a3ae022187b2c7db5017eefb83230b2d30eed5237	0.000000000
liquid_material	original	qokaI=WASSER;qol=WEIN;ol+Cedy=OEL;Se+Ky=SALZ	2.019445000	22	8f12a0ce4794dd1aae6b1d1c33a487ba47098c3b8aad0734668af3c92ac0dd1a	0.000000000
liquid_material	cyclic	qokaI=WEIN;qol=OEL;ol+Cedy=SALZ;Se+Ky=WASSER	2.019445000	22	8f12a0ce4794dd1aae6b1d1c33a487ba47098c3b8aad0734668af3c92ac0dd1a	0.000000000
liquid_material	reversed	qokaI=SALZ;qol=OEL;ol+Cedy=WEIN;Se+Ky=WASSER	2.019445000	22	8f12a0ce4794dd1aae6b1d1c33a487ba47098c3b8aad0734668af3c92ac0dd1a	0.000000000
record_entity	original	s+ol=GEFAESS;ok+eol=BAD;qok+eol=KRANKHEIT;Ce+Ty=FRAU;K+ey=HEILUNG	6.326449000	2	66b7dabe0bf6ff4068bdaab620e71d05b2357087eec0919f7df5ef3f3d57bf2b	0.000000000
record_entity	cyclic	s+ol=BAD;ok+eol=KRANKHEIT;qok+eol=FRAU;Ce+Ty=HEILUNG;K+ey=GEFAESS	6.326449000	2	66b7dabe0bf6ff4068bdaab620e71d05b2357087eec0919f7df5ef3f3d57bf2b	0.000000000
record_entity	reversed	s+ol=HEILUNG;ok+eol=FRAU;qok+eol=KRANKHEIT;Ce+Ty=BAD;K+ey=GEFAESS	6.326449000	2	66b7dabe0bf6ff4068bdaab620e71d05b2357087eec0919f7df5ef3f3d57bf2b	0.000000000
