paragraph_id	page	physical_folio	locus	section	eva_clean	unit_carriers	candidate_annotation
f111v:p1	f111v	f111	f111v.1	S	koshey qokal chckheal opcheodair alkain sheokain cheok okeal shedy ralchy	k+o+Sey | qokal | C+K+e+al | op+Ce+od+air | al+k+aI | Se+ok+aI | Ce+ok | ok+e+al+Sedy | r+al+Cy	k+o+Sey | qokal | C+K+e+al | op+Ce+od+air | al+k+aI | Se+ok+aI | Ce+ok | ok+e+al+Sedy | r+al+Cy
f111v:p1	f111v	f111	f111v.2	S	sheekeey cheol keedy qokair shecthy qokeol okechedy qokedy qopchedy qokedam chy	S+E+k+Ey | Ceol | k+Edy | qok+air | Se+Ty | qok+eol | ok+e+Cedy | qokedy | qo+p+Cedy | qok+e+d+am+Cy	S+E+k+Ey | Ceol | k+Edy | qok+air | Se+Ty | [KRANKHEIT?] | ok+e+Cedy | qokedy | qo+p+Cedy | qok+e+d+am+Cy
f111v:p1	f111v	f111	f111v.3	S	dain chedy shedal otedy oteey chedy qokeey dain chcthar otar qotain otaim	daI | Cedy | Se+dal | ot+edy | ot+Ey | Cedy | qokEy | daI | C+T+ar | ot+ar | qot+aI | ot+ai+m	daI | Cedy | Se+dal | ot+edy | ot+Ey | Cedy | qokEy | daI | C+T+ar | ot+ar | qot+aI | ot+ai+m
f111v:p1	f111v	f111	f111v.4	S	daiin chey chokedair air alo lshedy qotedy qokedar oteedy okedy chedy lkam	daN | Cey | C+ok+e+d+air | air | al+ol+Sedy | qot+edy | qok+e+dar | ot+Edy | ok+edy | Cedy | lk+am	daN | Cey | C+ok+e+d+air | air | al+ol+Sedy | qot+edy | qok+e+dar | ot+Edy | ok+edy | Cedy | lk+am
f111v:p1	f111v	f111	f111v.5	S	qokeed o aiin otedy qokedy chedy qokeey qokeedy qokeol shedy qotedal lol	qok+E+d | o | aN | ot+edy | qokedy | Cedy | qokEy | qokEdy | qok+eol | Sedy | qot+e+dal | l+ol	qok+E+d | o | aN | ot+edy | qokedy | Cedy | qokEy | qokEdy | [KRANKHEIT?] | Sedy | qot+e+dal | l+ol
f111v:p1	f111v	f111	f111v.6	S	okeeo okchor oteedy cheal qokeey lkeey chol l kaiin oteedaiin as alkeedym	ok+E+o | ok+Cor | ot+Edy | Ce+al | qokEy | lk+Ey | Col | l | k+aN | ot+E+daN | a+s+al+k+Edy+m	ok+E+o | ok+Cor | ot+Edy | Ce+al | qokEy | lk+Ey | Col | l | k+aN | ot+E+daN | a+s+al+k+Edy+m
f111v:p1	f111v	f111	f111v.7	S	qokeechey qokaiin oteaiin fcheeo l kain okeey l lcheedy otal kain chedain al	qok+E+Cey | qokaN | ot+e+aN | f+CE+olk+aI | ok+Ey | l+l+C+Edy | otal | k+aI | Ce+daI+al	qok+E+Cey | qokaN | ot+e+aN | f+CE+olk+aI | ok+Ey | l+l+C+Edy | otal | k+aI | Ce+daI+al
f111v:p1	f111v	f111	f111v.8	S	sho otchey cheol kechy chcthey okain ol l keey qokain checkhy chedar am	So | ot+Cey | Ce+olk+e+Cy | C+T+ey | ok+aI | ol | lk+Ey | qokaI | Ce+Ky | Ce+dar+am	So | ot+Cey | Ce+olk+e+Cy | C+T+ey | ok+aI | ol | lk+Ey | [WASSER?] | Ce+Ky | Ce+dar+am
f111v:p1	f111v	f111	f111v.9	S	lshey shedal okear l kedy cheolkeey lkey okeey qokeey qokey qokain am	l+Sey | Se+dal | ok+e+ar | lk+edy | Ce+olk+Ey | lk+ey | ok+Ey | qokEy | qok+ey | qokaI | am	l+Sey | Se+dal | ok+e+ar | lk+edy | Ce+olk+Ey | lk+ey | ok+Ey | qokEy | qok+ey | [WASSER?] | am
f111v:p1	f111v	f111	f111v.10	S	soiin shed qoksheo lor cheo lol aiin shey qokain chear qoteol shcthy ldy	s+o+N | Se+d | qok+Se+o | l+or | Ce+o | l+ol+aN | Sey | qokaI | Ce+ar | qot+eol | S+Ty | l+dy	s+o+N | Se+d | qok+Se+o | l+or | Ce+o | l+ol+aN | Sey | [WASSER?] | Ce+ar | qot+eol | S+Ty | l+dy
f111v:p1	f111v	f111	f111v.11	S	y lcheey shear aiin sheear otain otedy qokain chedkain shedaitain shalg	y+l+CEy | Se+ar | aN | S+E+ar | ot+aI | ot+edy | qokaI | Ce+d+k+aI | Se+d+ai+t+aI | S+al+g	y+l+CEy | Se+ar | aN | S+E+ar | ot+aI | ot+edy | [WASSER?] | Ce+d+k+aI | Se+d+ai+t+aI | S+al+g
