family	carrier_a	carrier_b	train_shared_frames	train_weight	held_reused_exact_frames	held_reused_weight	held_examples
operation	qo+aN	qot+Cy	0	0.000000000	0	0.000000000	<NA>
operation	qo+aN	t+Cedy	0	0.000000000	0	0.000000000	<NA>
operation	qo+aN	y+CEy	0	0.000000000	0	0.000000000	<NA>
operation	qot+Cy	t+Cedy	4	2.772588722	0	0.000000000	<NA>
operation	qot+Cy	y+CEy	0	0.000000000	0	0.000000000	<NA>
operation	t+Cedy	y+CEy	0	0.000000000	0	0.000000000	<NA>
plant_part	Cor	T+ol	13	13.040719388	3	2.484906650	left:Cor;left:daN;right:daN
plant_part	Cor	Ty	25	22.939523993	2	1.386294361	left:daN;right:Col
plant_part	Cor	ot+Col	9	7.336936914	0	0.000000000	<NA>
plant_part	T+ol	Ty	15	13.510723018	1	0.693147181	left:daN
plant_part	T+ol	ot+Col	3	3.178053830	0	0.000000000	<NA>
plant_part	Ty	ot+Col	5	4.158883083	0	0.000000000	<NA>
liquid_material	Se+Ky	ol+Cedy	2	1.386294361	0	0.000000000	<NA>
liquid_material	Se+Ky	qokaI	13	9.010913347	3	2.079441542	right:qokaI;left:qokaI;left:ok+aI
liquid_material	Se+Ky	qol	5	3.465735903	0	0.000000000	<NA>
liquid_material	ol+Cedy	qokaI	12	9.128696383	0	0.000000000	<NA>
liquid_material	ol+Cedy	qol	5	3.465735903	0	0.000000000	<NA>
liquid_material	qokaI	qol	33	32.327731571	8	7.272398393	left:S+Ey;left:Cey;left:qok+ey
record_entity	Ce+Ty	K+ey	0	0.000000000	0	0.000000000	<NA>
record_entity	Ce+Ty	ok+eol	2	1.386294361	0	0.000000000	<NA>
record_entity	Ce+Ty	qok+eol	0	0.000000000	0	0.000000000	<NA>
record_entity	Ce+Ty	s+ol	0	0.000000000	0	0.000000000	<NA>
record_entity	K+ey	ok+eol	4	2.772588722	0	0.000000000	<NA>
record_entity	K+ey	qok+eol	2	1.791759469	0	0.000000000	<NA>
record_entity	K+ey	s+ol	0	0.000000000	0	0.000000000	<NA>
record_entity	ok+eol	qok+eol	5	6.068425588	1	2.397895273	internal:0/2:*+eol
record_entity	ok+eol	s+ol	2	1.386294361	0	0.000000000	<NA>
record_entity	qok+eol	s+ol	0	0.000000000	0	0.000000000	<NA>
