page	physical_folio	canvas_id	canvas_width	canvas_height	review_image_url	review_image_sha256	mapping_basis
f101v	f101	1006250	2400	3362	https://collections.library.yale.edu/iiif/2/1006250/full/2400,/0/default.jpg	c30d5994900a5bb99044e44526b524bb53480863f30f19d5a228217f1c66aa51	CACHED_PUBLIC_PAGE_SECTION_DIRECT_SCAN_LINK
f116v	f116	1006277	2400	3303	https://collections.library.yale.edu/iiif/2/1006277/full/2400,/0/default.jpg	178cdf8028c9ddfb0cf7edc2c311f45b27343616a1136f82af4305b259e7dd2c	CACHED_PUBLIC_PAGE_SECTION_DIRECT_SCAN_LINK
f11v	f11	1006097	2400	3207	https://collections.library.yale.edu/iiif/2/1006097/full/2400,/0/default.jpg	5477a40cb190f9e13dd79af924707fb8fd5b3de8f8e136db853461404caeb8c5	CACHED_PUBLIC_PAGE_SECTION_DIRECT_SCAN_LINK
f17r	f17	1006106	2400	3391	https://collections.library.yale.edu/iiif/2/1006106/full/2400,/0/default.jpg	24460ab51735f4333870c36f879b4fa9b83ef70a526cc79e315fe52ee52e45ed	CACHED_PUBLIC_PAGE_SECTION_DIRECT_SCAN_LINK
f2r	f2	1006078	2400	3362	https://collections.library.yale.edu/iiif/2/1006078/full/2400,/0/default.jpg	a206287e26c330df7a0957aaff29d0747de8d00c82d09ada63459c070c54cd30	CACHED_PUBLIC_PAGE_SECTION_DIRECT_SCAN_LINK
f41v	f41	1006155	2400	3139	https://collections.library.yale.edu/iiif/2/1006155/full/2400,/0/default.jpg	6916f18a23731c0aa8bcbb845f9d97334c6c4767911449878b0cbcb3fce42972	CACHED_PUBLIC_PAGE_SECTION_DIRECT_SCAN_LINK
f49v	f49	1006171	2400	3082	https://collections.library.yale.edu/iiif/2/1006171/full/2400,/0/default.jpg	ca3ae1f6bffbdd14e2b69d6ae7746b940150fe1fd3dfc61d235c8e2d12e62d38	CACHED_PUBLIC_PAGE_SECTION_DIRECT_SCAN_LINK
f66r	f66	1006192	2400	3185	https://collections.library.yale.edu/iiif/2/1006192/full/2400,/0/default.jpg	2fff3766b56fd2d98831aa95b11299bda533db204b00ec00a8e70d83a8d958e4	CACHED_PUBLIC_PAGE_SECTION_DIRECT_SCAN_LINK
f68v1	f68	1006197	2400	1134	https://collections.library.yale.edu/iiif/2/1006197/full/2400,/0/default.jpg	9fea77ccfddf1bf1a7b6551b431eaa6a517dc3eaa7710253773d63f6f4214d93	CACHED_PUBLIC_PAGE_SECTION_DIRECT_SCAN_LINK
f68v3	f68	1006197	2400	1134	https://collections.library.yale.edu/iiif/2/1006197/full/2400,/0/default.jpg	9fea77ccfddf1bf1a7b6551b431eaa6a517dc3eaa7710253773d63f6f4214d93	CACHED_PUBLIC_PAGE_SECTION_DIRECT_SCAN_LINK
f70r2	f70	1006199	2400	1047	https://collections.library.yale.edu/iiif/2/1006199/full/2400,/0/default.jpg	59a31a6e95e06d9683d03ed3208999dacce3275ba9864fb7f261b62888eb4986	CACHED_PUBLIC_PAGE_SECTION_DIRECT_SCAN_LINK
f86v4	f86	1006229	2400	1204	https://collections.library.yale.edu/iiif/2/1006229/full/2400,/0/default.jpg	bc5dd39cfda017e3e3b2e2c46be244003e2f9464ef5c75fbecdb8fcd81511f35	CACHED_PUBLIC_PAGE_SECTION_DIRECT_SCAN_LINK
