state_id	state_name_de	slot_code	board_address	card_types	events	master_cards	pair_cards	surface_palettes	atomic_values_de
M1_RAW_PART	Rohteil	S1_BEZUG_FOLGE	M1_RAW_PART__S1_BEZUG_FOLGE	12	16	3	0	choy || cho|sho || dchey || dchol|schol || kchoar || kchol || otar || qolky || sh || shoyty || teol || tshol	Zutatposten || Zutat || Wurzelteil || Vorfortsetzung || Quellenzutatbindung || Bindefortsetzung || Folgequelle || Weiterweg || Pflanzenteil || Zutatfolgeteil || Kurzfortgang || Blütenkraut
M1_RAW_PART	Rohteil	S2_MATERIAL_MASS	M1_RAW_PART__S2_MATERIAL_MASS	3	4	0	0	chokcheo || dl || ytey	Auszugzugabe || Zusatz || Kurzteil
M1_RAW_PART	Rohteil	S3_PROZESS_TRANSFER	M1_RAW_PART__S3_PROZESS_TRANSFER	9	11	3	2	cfhy || cphy || dchdy || lchedal || lshedy || lsho || ly || okchedy|qokchedy || shfydaiin	Auswringen || Nachseihen || Transfer || Zielabführung || Waschgang || Waschgang || Auffanggefäß || Rücktransfer || Standzeit
M1_RAW_PART	Rohteil	S4_DAUER_ZUSTAND	M1_RAW_PART__S4_DAUER_ZUSTAND	2	3	0	1	dsheol || okey|qokey	Kurzhalt || Kurzkontakt
M1_RAW_PART	Rohteil	S5_ZIEL_ANWENDUNG	M1_RAW_PART__S5_ZIEL_ANWENDUNG	7	11	0	2	chodaly || chokchy|okchy|qokchy || kchal || qokchdy || qokokchy || ral || schoal	Zutatstelle || Einsetzen || Zielbindung || Neueinsatz || Wiedereinsatz || Zielmarke || Zieleingabe
M1_RAW_PART	Rohteil	S6_BEREIT_ABSCHLUSS	M1_RAW_PART__S6_BEREIT_ABSCHLUSS	3	3	1	0	cheeckhody || kchey || kchy	Auftragsschluss || Kurzbindeposten || Bindeposten
M2_PREPARATION	Ansatz	S1_BEZUG_FOLGE	M2_PREPARATION__S1_BEZUG_FOLGE	11	23	0	1	char|dar|sar || chochor || cholor|olor || chor|or|shor|sor || oltchy || os || otchor|qotchor || otol || otytchol || oykchor || ycheor	Quelle || Zutatenansatz || Fortsetzungsansatz || Ansatz || Fortsetzungszubereitung || Gefäß || Folgeansatz || Folgefortsetzung || Folgeteilfortsetzung || Gefäßansatz || Auszugsansatz
M2_PREPARATION	Ansatz	S2_MATERIAL_MASS	M2_PREPARATION__S2_MATERIAL_MASS	1	2	0	0	chety|chty	Zerkleinern
M2_PREPARATION	Ansatz	S3_PROZESS_TRANSFER	M2_PREPARATION__S3_PROZESS_TRANSFER	10	11	0	2	chair || chdal || dairydy || kair || lol || otchdy || qockhey || sheckhal || shedal || solkeey	Wasserzulauf || Zieltransfer || Laufschluss || Beckenlauf || Weiterabzug || Nachtransfer || Kurzdurchgang || Zielkurzpassage || Zielabsetzung || Langsammlung
M2_PREPARATION	Ansatz	S4_DAUER_ZUSTAND	M2_PREPARATION__S4_DAUER_ZUSTAND	2	2	1	1	chkeedy || qekey	Langwärmen || Kurzbearbeitung
