residual_id	page	locus	token_ordinal	surface	residual_gloss_de	residual_class	gdt732_rewrite_allowed	line_changed_by_gdt732	current_v99_position_id	current_v99_reading_id	current_v99_context_realization_de	next_route_reason_de
G732-X0001	f100r	f100r.12	8	sheey	feucht am Ende des Grades	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0002	f100r	f100r.14	9	otal	Rohstoffklasse I im Ansatz, kalt am Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0003	f100r	f100r.22	7	shey	feucht in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	0	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0004	f100r	f100r.23	10	keey	heiß am Ende des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	0	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0005	f100r	f100r.24	6	sheey	feucht am Ende des Grades	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0006	f100r	f100r.25	9	cheockhy	trocken angesetztes Arzneikompositum am Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0007	f100v	f100v.15	2	cheey	trocken am Ende des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	0	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0008	f100v	f100v.15	8	cheey	trocken am Ende des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	0	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0009	f100v	f100v.16	3	chey	trocken in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	0	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0010	f100v	f100v.19	3	chockhy	Arzneikompositum im Trockenansatz am Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0011	f102r1	f102r1.11	4	sheey	feucht am Ende des Grades	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0012	f102r1	f102r1.14	5	shey	feucht in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	0	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0013	f102r1	f102r1.15	5	sheey	feucht am Ende des Grades	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0014	f102r1	f102r1.17	5	chockhy	Arzneikompositum im Trockenansatz am Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0015	f102v1	f102v1.10	5	sheey	feucht am Ende des Grades	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0016	f102v1	f102v1.10	8	shey	feucht in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0017	f102v1	f102v1.11	6	chey	trocken in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	0	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0018	f102v1	f102v1.13	9	cheey	trocken am Ende des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	0	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0019	f102v1	f102v1.20	2	shey	feucht in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0020	f102v1	f102v1.20	8	okeey	heißer Ansatz am Ende des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0021	f102v1	f102v1.7	5	shey	feucht in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0022	f102v1	f102v1.8	3	chey	trocken in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0023	f102v2	f102v2.18	5	shy	feucht am Anfang des Grades	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0024	f102v2	f102v2.21	11	chey	trocken in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	0	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0025	f102v2	f102v2.21	12	keey	heiß am Ende des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	0	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0026	f102v2	f102v2.22	8	sheey	feucht am Ende des Grades	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0027	f102v2	f102v2.23	3	shey	feucht in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0028	f102v2	f102v2.30	7	sheey	feucht am Ende des Grades	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0029	f102v2	f102v2.31	2	ckhy	Arzneikompositum am Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0030	f102v2	f102v2.32	8	oky	heißer Ansatz am Anfang des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	0	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0031	f102v2	f102v2.36	2	cheey	trocken am Ende des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0032	f102v2	f102v2.36	3	okeey	heißer Ansatz am Ende des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0033	f102v2	f102v2.36	8	okeey	heißer Ansatz am Ende des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0034	f102v2	f102v2.37	3	chey	trocken in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0035	f102v2	f102v2.38	2	cheey	trocken am Ende des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0036	f103r	f103r.1	2	shdy	feucht am Anfang des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0037	f103r	f103r.1	8	shedy	feucht in der Mitte des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0038	f103r	f103r.1	11	okal	Rohstoffklasse I im Ansatz, heiß am Gradanfang	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0039	f103r	f103r.10	8	shedy	feucht in der Mitte des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0040	f103r	f103r.10	10	shedy	feucht in der Mitte des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
