audit_id	surface	reading_id	current_layer	dispatch_scope	occurrence_count	old_working_meaning_de	new_spoken_render_de	formal_stage_sequence	source_grade_phrases	workflow_closure	modality_class	modality_count	renderer_mode	policy_rule_ids	working_model_score_0_100_not_probability	working_model_level	positive_evidence_de	counterevidence_de	semantic_scope	global_export_scope	historical_confirmation	component_relation_credit	source_gdts	source_row_sha256
G732-R001	alchey	alchey#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	4	Rohstoff I, trocken in der Gradmitte	Rohstoff I, bis zur Mittelstufe getrocknet	MIDDLE	in der Gradmitte	OPEN	TROCKEN	1	SINGLE_DIRECT	P03	56	W2_PROVISIONAL_WORKING	V48-Quelle GDT661:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT661:EXACT_WHOLE	21ffaa239668729dc1d422d0ca8cacf6e61cbcac4c25ba3df5a6172348036be6
G732-R002	chakal	chakal#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	1	Rohstoff I, trocken-heiß am Gradanfang	Rohstoff I, trocken-heiß, Anfangsstufe	BEGIN	am Gradanfang	OPEN	TROCKEN>HEISS	2	MIXED_NEUTRAL_STAGE	P05	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	V48-Quelle GDT661:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT661:EXACT_WHOLE	1f39b28b0f7af927983d63df4a4db51a0efe57c1520b7ce5374a4c15518ac174
G732-R003	chckhedy	chckhedy#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	9	Arzneikompositum: trocken, Gradmitte, abgeschlossen	Arzneikompositum: bis zur Mittelstufe getrocknet, abgeschlossen	MIDDLE	Gradmitte	CLOSED	TROCKEN	1	SINGLE_DIRECT	P03	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT651:REVISED_FOUR_SHELL_CKH_GRID mit Staerke EXACT_WHOLE_FAMILY_REVISION und Scope KNOWN_EXACT_WHOLE; 9 exakte ZL3b-Vorkommen auf 9 Seiten und 9 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT651:REVISED_FOUR_SHELL_CKH_GRID	9ca0159961eed156f4cd758375c558e17996828c387de1873377646160eeafa7
G732-R004	chckheey	chckheey#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	1	Arzneikompositum: trocken, Gradende	Arzneikompositum: vollständig getrocknet	END	Gradende	OPEN	TROCKEN	1	SINGLE_DIRECT	P03	41	W2_PROVISIONAL_WORKING	V48-Quelle GDT651:REVISED_FOUR_SHELL_CKH_GRID mit Staerke EXACT_WHOLE_FAMILY_REVISION und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT651:REVISED_FOUR_SHELL_CKH_GRID	e68e5b99add9b7265379e1152527134c18b5789ad9e5c9ca96cc1e7fb075b72e
G732-R005	chckhey	chckhey#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	29	Arzneikompositum: trocken, Gradmitte	Arzneikompositum: bis zur Mittelstufe getrocknet	MIDDLE	Gradmitte	OPEN	TROCKEN	1	SINGLE_DIRECT	P03	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT651:REVISED_FOUR_SHELL_CKH_GRID mit Staerke EXACT_WHOLE_FAMILY_REVISION und Scope KNOWN_EXACT_WHOLE; 29 exakte ZL3b-Vorkommen auf 26 Seiten und 29 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT651:REVISED_FOUR_SHELL_CKH_GRID	fe7ff7342a4999d44d88996ccecff18401aa573a5ad5034856eb4e8d429ffa1c
G732-R006	chdal	chdal#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	19	trockener abgewogener Rohstoffposten I am Gradanfang	leicht getrockneter abgewogener Rohstoffposten I	BEGIN	am Gradanfang	OPEN	TROCKEN	1	SINGLE_DIRECT	P03	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 19 exakte ZL3b-Vorkommen auf 15 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT655:NEW_EXACT_WHOLE|GDT730	cf38f80f50a7991ebbc43e4626135a0c1c526d9c0a9e729502e699be39d96c15
G732-R007	chdaly	chdaly#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	3	trockener abgewogener Rohstoffposten I am Gradanfang, Grundform	leicht getrockneter abgewogener Rohstoffposten I, Grundform	BEGIN	am Gradanfang	OPEN	TROCKEN	1	SINGLE_DIRECT	P03	56	W2_PROVISIONAL_WORKING	V48-Quelle GDT655:REVISE_DAL_MODEL mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT655:REVISE_DAL_MODEL|GDT730	34bbe79a7992ae61f4c2bc3cd3aab55b88e658ce7aee0d2364ab1aa20a127e34
G732-R008	cheal	cheal#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	26	Rohstoffklasse I, trocken in der Gradmitte	Rohstoffklasse I, bis zur Mittelstufe getrocknet	MIDDLE	in der Gradmitte	OPEN	TROCKEN	1	SINGLE_DIRECT	P03	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT656:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_AL_QUALITY_POSITION_SHELL und Scope KNOWN_EXACT_WHOLE; 26 exakte ZL3b-Vorkommen auf 13 Seiten und 26 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT656:NEW_EXACT_WHOLE	ab8441f7d9660a4a6b5a714e4eb48e39a96aae4213387d39e65020ed87fc07f0
G732-R009	checkhdy	checkhdy#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	1	trockenes Arzneikompositum am Gradanfang, abgeschlossen	leicht getrocknetes Arzneikompositum, abgeschlossen	BEGIN	am Gradanfang	CLOSED	TROCKEN	1	SINGLE_DIRECT	P03	41	W2_PROVISIONAL_WORKING	V48-Quelle GDT651:PROVISIONAL_LOW_N_CKH_FAMILY mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT651:PROVISIONAL_LOW_N_CKH_FAMILY	7b6eae7c55498cd4e207d8cb53eec7ceb80a2d06fc2027623e4c0af336ecf09d
G732-R010	checkhey	checkhey#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	10	trockenes Arzneikompositum in der Gradmitte	bis zur Mittelstufe getrocknetes Arzneikompositum	MIDDLE	in der Gradmitte	OPEN	TROCKEN	1	SINGLE_DIRECT	P03	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT651:STRONG_LEARNED_CKH_FAMILY mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 10 exakte ZL3b-Vorkommen auf 9 Seiten und 10 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT651:STRONG_LEARNED_CKH_FAMILY	71ce197307cb1bab371ce6ccdf29a8cf75c0625d8421cd4e453533c212c64b6a
