rank	score	strict_eligible	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	unknown_ordinal	unknown_surface	previous	following	proposed_default_de	proposal_basis	proposal_strength	proposed_complete_translation_de
1	6309300	1	f47v	f47v.4	H	A	1	7	6	1	0	0	1	0.857143	7	7	1	1	qotol sheey kol sho keechy qoty cthy	kaltes Material | feucht, Bindungsstufe II | heiß; nominal heißes Gut/Material | feuchter Ansatz | [keechy:?] | kalt, Grundform | CTH-Drogenmaterial	V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:HOT_OL_FORM | V13:TARGET_SURFACE_DEFAULT | OPEN | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	5	keechy	5	keechy	sho	qoty	heiß gebundene Trockenform II	MANUAL_COMPOSITION:k hot + ee form II + ch-y dry base	MEDIUM	kaltes Material; feucht, Bindungsstufe II; heiß; nominal heißes Gut/Material; feuchter Ansatz; heiß gebundene Trockenform II; kalt, Grundform; CTH-Drogenmaterial
2	5309400	1	f29r	f29r.6	H	A	1	6	5	5	0	0	1	0.833333	6	6	1	1	chokshy shocthy shor shor daiin qokaiiin	[chokshy:?] | feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung | Blüten-/Fruchtstand; reproduktiver Teil | Blüten-/Fruchtstand; reproduktiver Teil | Menge/Portion III | heiß im qo-Rahmen, Grad IV	OPEN | V13:MOIST_CTH_PREPARATION | V13:PART_OR_FORM | V13:PART_OR_FORM | V13:CONTEXTUAL_VALUE_SERIES | V13:QUALITY_DEGREE_SERIES	UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED	1	chokshy	1	chokshy	<BOS>	shocthy	trocken angesetzte heiß-feuchte Grundform	MANUAL_COMPOSITION:ch dry + o frame + k/sh quality pair + y base	MEDIUM	trocken angesetzte heiß-feuchte Grundform; feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung; Blüten-/Fruchtstand; reproduktiver Teil; Blüten-/Fruchtstand; reproduktiver Teil; Menge/Portion III; heiß im qo-Rahmen, Grad IV
3	5309400	1	f37r	f37r.6	H	A	1	6	5	3	0	0	1	0.833333	6	6	1	1	shor shol qokchy qotomody dchol daiin	Blüten-/Fruchtstand; reproduktiver Teil | feucht; nominal feuchtes Gut/Material | heiß-trocken | [qotomody:?] | Maß trockenen Materials | Qualitätsgrad III	V13:PART_OR_FORM | V13:MOIST_OL_FORM | V13:TARGET_SURFACE_DEFAULT | OPEN | GDT639:ROUND_02 | V13:CONTEXTUAL_VALUE_SERIES	KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	4	qotomody	4	qotomody	qokchy	dchol	kalt, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	Blüten-/Fruchtstand; reproduktiver Teil; feucht; nominal feuchtes Gut/Material; heiß-trocken; kalt, fertig aufbereitete Form; Maß trockenen Materials; Qualitätsgrad III
4	5299400	0	f15r	f15r.3	H	A	1	6	5	2	0	1	1	0.833333	4	4	1	0	qokaiin qotchy tydy daiin chol cthy	heiß, Grad III | kalt-trocken | [tydy:?] | Grad-/Maßwert III | trocken; nominal trockenes Gut/Material | CTH-Drogenmaterial	V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | OPEN | V13:CONTEXTUAL_VALUE_SERIES | V13:DRY_OL_FORM | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	3	tydy	3	tydy	qotchy	daiin	kalt, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	heiß, Grad III; kalt-trocken; kalt, fertig aufbereitete Form; Grad-/Maßwert III; trocken; nominal trockenes Gut/Material; CTH-Drogenmaterial
5	5299400	0	f78r	f78r.38	B	B	2	6	5	0	1	1	1	0.833333	5	6	1	0	sar aiin oteedy ol aiin chedy	Samenfraktion I | Menge III | [oteedy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Menge III | getrockneter Zustand	V13:SCOPED_RESIDUAL_HEAD_FORM | V13:TARGET_SURFACE_DEFAULT | OPEN | V13:QUALITY_STATE_MATERIAL_CARRIER | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT	READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	3	oteedy	3	oteedy	aiin	ol	kalt, Zubereitung/Ansatz, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	Samenfraktion I; Menge III; kalt, Zubereitung/Ansatz, fertig aufbereitete Form; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Menge III; getrockneter Zustand
6	5299400	0	f81r	f81r.10	B	B	2	6	5	3	0	1	1	0.833333	5	5	1	0	chol dain otedy cheey qotain ly	trocken; nominal trockenes Gut/Material | Qualitätsgrad II | gekühlter Ansatz | [cheey:?] | kalt im qo-Rahmen, Grad II | rohes Drogenholz	V13:DRY_OL_FORM | V13:CONTEXTUAL_VALUE_SERIES | V13:TARGET_SURFACE_DEFAULT | OPEN | V13:QUALITY_DEGREE_SERIES | V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	4	cheey	4	cheey	otedy	qotain	trocken, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	trocken; nominal trockenes Gut/Material; Qualitätsgrad II; gekühlter Ansatz; trocken, Grundform; kalt im qo-Rahmen, Grad II; rohes Drogenholz
7	5209400	1	f4r	f4r.4	H	A	1	6	5	1	0	0	1	0.833333	6	6	1	1	qotchol chy yty daiin okaiin cthy	Material: kalt und trocken | trocken, Grundform | [yty:?] | Grad-/Maßwert III | heiß, Grad III, im Ansatzrahmen | CTH-Drogenmaterial	GDT638:ROUND_05 | V13:TARGET_SURFACE_DEFAULT | OPEN | V13:CONTEXTUAL_VALUE_SERIES | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	3	yty	3	yty	chy	daiin	Grundform	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Material: kalt und trocken; trocken, Grundform; Grundform; Grad-/Maßwert III; heiß, Grad III, im Ansatzrahmen; CTH-Drogenmaterial
8	5199400	0	f75v	f75v.65	B	B	2	6	5	3	0	1	1	0.833333	4	4	1	0	qokal dain dain o qoky daiin	heiße Substanz | Grad-/Maßwert II | Grad-/Maßwert II | [o:?] | heiße Grundform | Grad-/Maßwert III	V13:TARGET_SURFACE_DEFAULT | V13:CONTEXTUAL_VALUE_SERIES | V13:CONTEXTUAL_VALUE_SERIES | OPEN | GDT638:ROUND_13 | V13:CONTEXTUAL_VALUE_SERIES	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED	4	o	4	o	dain	qoky	Zubereitung/Ansatz	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	heiße Substanz; Grad-/Maßwert II; Grad-/Maßwert II; Zubereitung/Ansatz; heiße Grundform; Grad-/Maßwert III
9	5099400	0	f49r	f49r.10	H	A	1	6	5	1	0	2	1	0.833333	4	5	1	0	sho r choiin shor shor shy	feuchter Ansatz | [r:?] | trockene Zubereitungsform III | Blüten-/Fruchtstand; reproduktiver Teil | Blüten-/Fruchtstand; reproduktiver Teil | feucht, Grundform	V13:TARGET_SURFACE_DEFAULT | OPEN | GDT638:ROUND_02 | V13:PART_OR_FORM | V13:PART_OR_FORM | GDT639:ROUND_08	KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	2	r	2	r	sho	choiin	r: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	feuchter Ansatz; r: ungeklärt; trockene Zubereitungsform III; Blüten-/Fruchtstand; reproduktiver Teil; Blüten-/Fruchtstand; reproduktiver Teil; feucht, Grundform
10	5099400	0	f8v	f8v.8	H	A	1	6	5	4	0	1	1	0.833333	4	5	1	0	okcholksh chol chol chol cthaiin dain	[okcholksh:?] | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | Blatt-/Krautgut, Menge/Klasse III | Grad-/Maßwert II	OPEN | V13:DRY_OL_FORM | V13:DRY_OL_FORM | V13:DRY_OL_FORM | V13:PART_VALUE_SERIES | V13:CONTEXTUAL_VALUE_SERIES	UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE	1	okcholksh	1	okcholksh	<BOS>	chol	okcholksh: ungeklärt	OPAQUE_REMAINDER_NO_FORCED_COMPOSITION	OPEN	okcholksh: ungeklärt; trocken; nominal trockenes Gut/Material; trocken; nominal trockenes Gut/Material; trocken; nominal trockenes Gut/Material; Blatt-/Krautgut, Menge/Klasse III; Grad-/Maßwert II
