event_id	register	record_unit_id	page	locus	field_id	statement_id	surface	joint_tuple_id	owner_zone	component_parse	small_value_de	lexicon_class	statement_position	previous_value_de	next_value_de	selection_layer	selection_reason	predicted_joint_tuple_id	exact_card_recovered	wet_context_value_de	common_root_revision	previous_atomic_value_de	common_action_revision	owner_code	owner_class	concrete_owner_de	owner_reset	active_before_de	reference_tokens_resolved	referent_resolved_value_de	state_transition	active_after_de	unresolved_invisible_target	short_active_before_de	compressed_event_de	short_active_after_de	action_phase	phase_reason	closes_step	phase_path
E001	HERBAL	H1	f10r	f10r.2	F001	H1-S001	dchey	65f320e75510b2f38182	F10R_PICTURED_PLANT	CH+E+Y	dies kurz entnehmen	PRODUCTIVE_COMPOSITION	1	STATEMENT_START	Ansatz bereit	UNIQUE_VALUE	only card with value	65f320e75510b2f38182	YES	dies kurz abziehen	NO	dies kurz abziehen	YES	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	H_BROAD_TOOTHED	breitblättrige gezähnte Blütenpflanze	YES	Material dieser Pflanze	1	Material dieser Pflanze kurz abziehen	FRACTION_CREATED	entnommene Fraktion aus Material dieser Pflanze	NO	Pflanzenmaterial	Pflanzenmaterial kurz abziehen	Pflanzenanteil	COLLECT	fraction/result wording	NO	COLLECT
E002	HERBAL	H1	f10r	f10r.2	F001	H1-S001	cthoor	dedc383b600397a301ee	F10R_PICTURED_PLANT	CTH+O+OR	Ansatz bereit	PRODUCTIVE_COMPOSITION	2	dies kurz abziehen	von dort	UNIQUE_VALUE	only card with value	dedc383b600397a301ee	YES	Ansatz bereit	NO	Ansatz bereit	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	H_BROAD_TOOTHED	breitblättrige gezähnte Blütenpflanze	NO	entnommene Fraktion aus Material dieser Pflanze	0	Ansatz bereit	BATCH_ACTIVATED	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	NO	Pflanzenanteil	Ansatz bereit	laufender Pflanzenansatz	CHECK	readiness or status wording/component	NO	CHECK
E003	HERBAL	H1	f10r	f10r.2	F001	H1-S001	char	4d4559019a961b834aa1	F10R_PICTURED_PLANT	AR	von dort	PRODUCTIVE_COMPOSITION	3	Ansatz bereit	dies fuellen	UNIQUE_VALUE	only card with value	4d4559019a961b834aa1	YES	von dort	NO	von dort	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	H_BROAD_TOOTHED	breitblättrige gezähnte Blütenpflanze	NO	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	1	von laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	ACTIVE_CARRIED	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	NO	laufender Pflanzenansatz	aus dem laufenden Pflanzenansatz	laufender Pflanzenansatz	MOVE	source/path/target wording/component	NO	MOVE
E004	HERBAL	H1	f10r	f10r.2	F001	H1-S001	chty	80ebbbbf238eee9f0aef	F10R_PICTURED_PLANT	T+Y	dies eintragen	PRODUCTIVE_COMPOSITION	4	von dort	Gefäß	UNIQUE_VALUE	only card with value	80ebbbbf238eee9f0aef	YES	dies fuellen	YES	dies eintragen	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	H_BROAD_TOOTHED	breitblättrige gezähnte Blütenpflanze	NO	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	1	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze fuellen	ACTIVE_CARRIED	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	NO	laufender Pflanzenansatz	den laufenden Pflanzenansatz füllen	laufender Pflanzenansatz	MOVE	source/path/target wording/component	NO	MOVE
E005	HERBAL	H1	f10r	f10r.2	F001	H1-S001	os	df1098831679a8ad1b39	F10R_PICTURED_PLANT	OS	Fach	MEMORIZED_WHOLE_CARD	5	dies fuellen	Wasser abziehen	UNIQUE_VALUE	only card with value	df1098831679a8ad1b39	YES	Gefäß	YES	Fach	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	H_BROAD_TOOTHED	breitblättrige gezähnte Blütenpflanze	NO	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	0	Gefäß	TARGET_ONLY	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	NO	laufender Pflanzenansatz	Gefäß	laufender Pflanzenansatz	CHECK	readiness or status wording/component	NO	CHECK
E006	HERBAL	H1	f10r	f10r.2	F001	H1-S001	chair	12efe866f335461823a6	F10R_PICTURED_PLANT	CH+AIR	Lauf entnehmen	PRODUCTIVE_COMPOSITION	6	Gefäß	danach dies fuellen und weiter abziehen	UNIQUE_VALUE	only card with value	12efe866f335461823a6	YES	Wasser abziehen	YES	Lauf abziehen	YES	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	H_BROAD_TOOTHED	breitblättrige gezähnte Blütenpflanze	NO	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	0	Wasser abziehen	FLOW_ACTIVATED	Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	NO	laufender Pflanzenansatz	Wasser abziehen	Arbeitsflüssigkeit	COLLECT	fraction/result wording	NO	COLLECT
E007	HERBAL	H1	f10r	f10r.2	F001	H1-S001	otytchol	62ff059766b21c7de083	F10R_PICTURED_PLANT	OT+Y+T+CH+OL	danach dies eintragen und weiter entnehmen	PRODUCTIVE_COMPOSITION	7	Wasser abziehen	verwende dies	UNIQUE_VALUE	only card with value	62ff059766b21c7de083	YES	danach dies fuellen und weiter abziehen	YES	danach dies eintragen und weiter abziehen	YES	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	H_BROAD_TOOTHED	breitblättrige gezähnte Blütenpflanze	NO	Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	1	danach Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze fuellen und weiter abziehen	FRACTION_CREATED	entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	NO	Arbeitsflüssigkeit	danach Arbeitsflüssigkeit füllen und weiter abziehen	abgezogene Flüssigkeitsfraktion	COLLECT	fraction/result wording	NO	COLLECT
E008	HERBAL	H1	f10r	f10r.2	F001	H1-S001	oky	276a7c2d74d1143446f4	F10R_PICTURED_PLANT	OK+Y	verwende dies	PRODUCTIVE_COMPOSITION	8	danach dies fuellen und weiter abziehen	Mass	UNIQUE_VALUE	only card with value	276a7c2d74d1143446f4	YES	verwende dies	NO	verwende dies	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	H_BROAD_TOOTHED	breitblättrige gezähnte Blütenpflanze	NO	entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	1	verwende entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	ACTIVE_CARRIED	entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	NO	abgezogene Flüssigkeitsfraktion	verwende abgezogene Flüssigkeitsfraktion	abgezogene Flüssigkeitsfraktion	APPLY	application wording	NO	APPLY
E009	HERBAL	H1	f10r	f10r.2	F001	H1-S001	daiin	2f1c5e56e8f0ff459065	F10R_PICTURED_PLANT	AIIN	Mass	PRODUCTIVE_COMPOSITION	9	verwende dies	dies kurz fuellen	UNIQUE_VALUE	only card with value	2f1c5e56e8f0ff459065	YES	Mass	NO	Mass	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	H_BROAD_TOOTHED	breitblättrige gezähnte Blütenpflanze	NO	entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	0	Mass	ACTIVE_CARRIED	entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	NO	abgezogene Flüssigkeitsfraktion	Maß	abgezogene Flüssigkeitsfraktion	MEASURE	quantity or grade wording/component	NO	MEASURE
E010	HERBAL	H1	f10r	f10r.2	F001	H1-S001	etyd	a6939862e33ece5a0483	F10R_PICTURED_PLANT	E+T+Y	dies kurz eintragen	PRODUCTIVE_COMPOSITION	10	Mass	STATEMENT_END	RECORD_RENDERER	H1/B1 atom order	a6939862e33ece5a0483	YES	dies kurz fuellen	YES	dies kurz eintragen	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	H_BROAD_TOOTHED	breitblättrige gezähnte Blütenpflanze	NO	entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	1	entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze kurz fuellen	ACTIVE_CARRIED	entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	NO	abgezogene Flüssigkeitsfraktion	abgezogene Flüssigkeitsfraktion kurz füllen	abgezogene Flüssigkeitsfraktion	HOLD	duration/state-change wording/component	NO	HOLD
