event_id	record_unit_id	page	joint_tuple_id	surface	atomic_value_de	material_state_marker	state_name_de	information_channel
E001	H1	f10r	65f320e75510b2f38182	dchey	Wurzelteil	M1_RAW_PART	Rohteil	CARD_EXPLICIT_STATE_MARKER
E002	H1	f10r	dedc383b600397a301ee	cthoor	Bereitansatz	M2_PREPARATION	Ansatz	CARD_EXPLICIT_STATE_MARKER
E003	H1	f10r	4d4559019a961b834aa1	char	Quelle	NONE	KEIN_STOFFZUSTANDSMARKER	OTHER_OPERATION_CONTROL_OR_TECHNICAL_CARD
E004	H1	f10r	80ebbbbf238eee9f0aef	chty	Zerkleinern	NONE	KEIN_STOFFZUSTANDSMARKER	OTHER_OPERATION_CONTROL_OR_TECHNICAL_CARD
E005	H1	f10r	df1098831679a8ad1b39	os	Gefäß	NONE	KEIN_STOFFZUSTANDSMARKER	OTHER_OPERATION_CONTROL_OR_TECHNICAL_CARD
E006	H1	f10r	12efe866f335461823a6	chair	Wasserzulauf	NONE	KEIN_STOFFZUSTANDSMARKER	OTHER_OPERATION_CONTROL_OR_TECHNICAL_CARD
E007	H1	f10r	62ff059766b21c7de083	otytchol	Folgeteilfortsetzung	NONE	KEIN_STOFFZUSTANDSMARKER	OTHER_OPERATION_CONTROL_OR_TECHNICAL_CARD
E008	H1	f10r	276a7c2d74d1143446f4	oky	Einsetzen	NONE	KEIN_STOFFZUSTANDSMARKER	OTHER_OPERATION_CONTROL_OR_TECHNICAL_CARD
E009	H1	f10r	2f1c5e56e8f0ff459065	daiin	Sollmaß	M4_MEASURED_PORTION	Bemessene Portion	CARD_EXPLICIT_STATE_MARKER
E010	H1	f10r	a6939862e33ece5a0483	etyd	Kurzrest	NONE	KEIN_STOFFZUSTANDSMARKER	OTHER_OPERATION_CONTROL_OR_TECHNICAL_CARD
E011	H1	f10r	9ad66e67803a12e745de	qokchy	Einsetzen	NONE	KEIN_STOFFZUSTANDSMARKER	OTHER_OPERATION_CONTROL_OR_TECHNICAL_CARD
E012	H1	f10r	e8a6105b5c3a6220b440	qotchol	Folgefortsetzung	NONE	KEIN_STOFFZUSTANDSMARKER	OTHER_OPERATION_CONTROL_OR_TECHNICAL_CARD
E013	H1	f10r	dcda95c81a5460feb191	chol	Fortsetzung	NONE	KEIN_STOFFZUSTANDSMARKER	OTHER_OPERATION_CONTROL_OR_TECHNICAL_CARD
E014	H1	f10r	e0b630cb1b5df5e7105b	cthy	Bereit	NONE	KEIN_STOFFZUSTANDSMARKER	OTHER_OPERATION_CONTROL_OR_TECHNICAL_CARD
E015	H2	f10r	7249edc4df3419c26999	ycheor	Auszugsansatz	M2_PREPARATION	Ansatz	CARD_EXPLICIT_STATE_MARKER
E016	H2	f10r	e0b630cb1b5df5e7105b	cthy	Bereit	NONE	KEIN_STOFFZUSTANDSMARKER	OTHER_OPERATION_CONTROL_OR_TECHNICAL_CARD
E017	H2	f10r	7a4bb8136330ee4e6e56	chor	Ansatz	M2_PREPARATION	Ansatz	CARD_EXPLICIT_STATE_MARKER
E018	H2	f10r	f3c23f42baf625639e1e	cthaiin	Bereitsollmaß	M4_MEASURED_PORTION	Bemessene Portion	CARD_EXPLICIT_STATE_MARKER
E019	H2	f10r	af816c04e65874a0f2fa	qoctholy	Folgefortsetzungsposten	NONE	KEIN_STOFFZUSTANDSMARKER	OTHER_OPERATION_CONTROL_OR_TECHNICAL_CARD
E020	H2	f10r	b921a237be883a820352	dy	Diesposten	NONE	KEIN_STOFFZUSTANDSMARKER	OTHER_OPERATION_CONTROL_OR_TECHNICAL_CARD
E021	H2	f10r	b921a237be883a820352	chy	Diesposten	NONE	KEIN_STOFFZUSTANDSMARKER	OTHER_OPERATION_CONTROL_OR_TECHNICAL_CARD
E022	H2	f10r	2f1c5e56e8f0ff459065	taiin	Sollmaß	M4_MEASURED_PORTION	Bemessene Portion	CARD_EXPLICIT_STATE_MARKER
E023	H2	f10r	b921a237be883a820352	shy	Diesposten	NONE	KEIN_STOFFZUSTANDSMARKER	OTHER_OPERATION_CONTROL_OR_TECHNICAL_CARD
E024	H2	f10r	10488b911aae52b3b334	qotchor	Folgeansatz	M2_PREPARATION	Ansatz	CARD_EXPLICIT_STATE_MARKER
E025	H2	f10r	7a4bb8136330ee4e6e56	chor	Ansatz	M2_PREPARATION	Ansatz	CARD_EXPLICIT_STATE_MARKER
