joint_tuple_id	surface_family	occurrences	closed_parse	atomic_default_de	primary_macro	primary_macro_name_de	all_macros	closes_local_step	dossier_count	dossiers	case_phases	portable_status
2f1c5e56e8f0ff459065	aiin|chaiin|daiin|saiin|taiin	20	AIIN_TARGET_MEASURE	Sollmaß	M04	MENGE_STUFE	M04	NO	4	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D3_STORED_APPLICATION_THREE_WHEELS;D4_FRESH_PLANT_LEFT_WHEEL	HOW;WHAT	PORTABLE_CORE
b921a237be883a820352	chey|chy|dy|shy|sy|y	18	Y_CURRENT_ITEM_CARD	dieser Posten	M02	POSTEN_FORTFUEHREN	M02	NO	4	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D3_STORED_APPLICATION_THREE_WHEELS;D4_FRESH_PLANT_LEFT_WHEEL	HOW;WHAT	PORTABLE_CORE
bc4f1f5c006c74a4d26d	cheedy|shedy|tedy	12	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	M07	ARBEITSGANG_AUSFUEHREN	M07;M09	YES	4	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D3_STORED_APPLICATION_THREE_WHEELS;D4_FRESH_PLANT_LEFT_WHEEL	HOW	PORTABLE_CORE
dd0ecaf5e27d81befffc	al|chal|cheal|dal|sal|tal	10	AL_TO	dorthin	M05	QUELLE_ZIEL_WERKZEUG	M05	NO	4	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D3_STORED_APPLICATION_THREE_WHEELS;D4_FRESH_PLANT_LEFT_WHEEL	HOW;WHAT	PORTABLE_CORE
276a7c2d74d1143446f4	choky|oky|qoky	10	OK_SET+Y_OPEN	Posten ansetzen	M07	ARBEITSGANG_AUSFUEHREN	M07	NO	4	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D3_STORED_APPLICATION_THREE_WHEELS;D4_FRESH_PLANT_LEFT_WHEEL	HOW;WHAT	PORTABLE_CORE
b5fcea1eaed06b2f2291	okaiin|qokaiin	9	OK_SET+AIIN_TARGET_MEASURE	auf Sollmaß einstellen	M04	MENGE_STUFE	M04;M07	NO	4	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D3_STORED_APPLICATION_THREE_WHEELS;D4_FRESH_PLANT_LEFT_WHEEL	HOW;WHAT	PORTABLE_CORE
1645e612504fcef59ced	okain|qokain	7	OK+AIN_PORTION	eine Portion zugeben	M04	MENGE_STUFE	M04;M07	NO	4	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D3_STORED_APPLICATION_THREE_WHEELS;D4_FRESH_PLANT_LEFT_WHEEL	HOW	PORTABLE_CORE
0275fbf14e07935b0a45	okeey|qokeey	7	OK_SET+GRADE_2+Y_OPEN	länger ansetzen	M07	ARBEITSGANG_AUSFUEHREN	M07	NO	4	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D3_STORED_APPLICATION_THREE_WHEELS;D4_FRESH_PLANT_LEFT_WHEEL	HOW	PORTABLE_CORE
308e8ea2d5d190c498e8	okal|qokal	6	OK_SET+AL_TO	dort ansetzen	M07	ARBEITSGANG_AUSFUEHREN	M05;M07	NO	4	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D3_STORED_APPLICATION_THREE_WHEELS;D4_FRESH_PLANT_LEFT_WHEEL	HOW;WHAT	PORTABLE_CORE
dcda95c81a5460feb191	cheol|chol|ol|qol|sol|tol	19	OL_CONTINUE	fortsetzen	M02	POSTEN_FORTFUEHREN	M02	NO	3	D1_ROOT_BATH_RIGHT_WHEEL;D3_STORED_APPLICATION_THREE_WHEELS;D4_FRESH_PLANT_LEFT_WHEEL	HOW;WHAT	PORTABLE_CORE
