from_macro	from_name_de	to_macro	to_name_de	statement_internal_count
M07	ARBEITSGANG_AUSFUEHREN	M09	SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	50
M06	FUEHREN_UEBERTRAGEN	M09	SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	31
M02	POSTEN_FORTFUEHREN	M04	MENGE_STUFE	14
M02	POSTEN_FORTFUEHREN	M07	ARBEITSGANG_AUSFUEHREN	14
M04	MENGE_STUFE	M07	ARBEITSGANG_AUSFUEHREN	13
M04	MENGE_STUFE	M06	FUEHREN_UEBERTRAGEN	12
M06	FUEHREN_UEBERTRAGEN	M07	ARBEITSGANG_AUSFUEHREN	12
M07	ARBEITSGANG_AUSFUEHREN	M06	FUEHREN_UEBERTRAGEN	11
M04	MENGE_STUFE	M02	POSTEN_FORTFUEHREN	9
M05	QUELLE_ZIEL_WERKZEUG	M02	POSTEN_FORTFUEHREN	8
M06	FUEHREN_UEBERTRAGEN	M04	MENGE_STUFE	8
M04	MENGE_STUFE	M05	QUELLE_ZIEL_WERKZEUG	7
M04	MENGE_STUFE	M08	ZUSTAND_PRUEFEN	7
M07	ARBEITSGANG_AUSFUEHREN	M04	MENGE_STUFE	7
M02	POSTEN_FORTFUEHREN	M06	FUEHREN_UEBERTRAGEN	6
M02	POSTEN_FORTFUEHREN	M09	SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	6
M03	ANSATZ_PRODUKT	M02	POSTEN_FORTFUEHREN	6
M03	ANSATZ_PRODUKT	M07	ARBEITSGANG_AUSFUEHREN	6
M07	ARBEITSGANG_AUSFUEHREN	M02	POSTEN_FORTFUEHREN	6
M07	ARBEITSGANG_AUSFUEHREN	M08	ZUSTAND_PRUEFEN	6
M08	ZUSTAND_PRUEFEN	M07	ARBEITSGANG_AUSFUEHREN	6
M01	MATERIAL_WAEHLEN	M07	ARBEITSGANG_AUSFUEHREN	5
M05	QUELLE_ZIEL_WERKZEUG	M06	FUEHREN_UEBERTRAGEN	5
M06	FUEHREN_UEBERTRAGEN	M02	POSTEN_FORTFUEHREN	5
M02	POSTEN_FORTFUEHREN	M05	QUELLE_ZIEL_WERKZEUG	4
M08	ZUSTAND_PRUEFEN	M05	QUELLE_ZIEL_WERKZEUG	4
M06	FUEHREN_UEBERTRAGEN	M05	QUELLE_ZIEL_WERKZEUG	3
M07	ARBEITSGANG_AUSFUEHREN	M03	ANSATZ_PRODUKT	3
M07	ARBEITSGANG_AUSFUEHREN	M05	QUELLE_ZIEL_WERKZEUG	3
M08	ZUSTAND_PRUEFEN	M02	POSTEN_FORTFUEHREN	3
M08	ZUSTAND_PRUEFEN	M03	ANSATZ_PRODUKT	3
M08	ZUSTAND_PRUEFEN	M04	MENGE_STUFE	3
M02	POSTEN_FORTFUEHREN	M03	ANSATZ_PRODUKT	2
M05	QUELLE_ZIEL_WERKZEUG	M04	MENGE_STUFE	2
M05	QUELLE_ZIEL_WERKZEUG	M07	ARBEITSGANG_AUSFUEHREN	2
M05	QUELLE_ZIEL_WERKZEUG	M08	ZUSTAND_PRUEFEN	2
M06	FUEHREN_UEBERTRAGEN	M08	ZUSTAND_PRUEFEN	2
M01	MATERIAL_WAEHLEN	M04	MENGE_STUFE	1
M01	MATERIAL_WAEHLEN	M08	ZUSTAND_PRUEFEN	1
M02	POSTEN_FORTFUEHREN	M01	MATERIAL_WAEHLEN	1
M02	POSTEN_FORTFUEHREN	M08	ZUSTAND_PRUEFEN	1
M03	ANSATZ_PRODUKT	M01	MATERIAL_WAEHLEN	1
M03	ANSATZ_PRODUKT	M04	MENGE_STUFE	1
M03	ANSATZ_PRODUKT	M05	QUELLE_ZIEL_WERKZEUG	1
M03	ANSATZ_PRODUKT	M08	ZUSTAND_PRUEFEN	1
M03	ANSATZ_PRODUKT	M09	SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	1
M04	MENGE_STUFE	M01	MATERIAL_WAEHLEN	1
M04	MENGE_STUFE	M03	ANSATZ_PRODUKT	1
M05	QUELLE_ZIEL_WERKZEUG	M03	ANSATZ_PRODUKT	1
M05	QUELLE_ZIEL_WERKZEUG	M09	SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	1
M06	FUEHREN_UEBERTRAGEN	M01	MATERIAL_WAEHLEN	1
M06	FUEHREN_UEBERTRAGEN	M03	ANSATZ_PRODUKT	1
M07	ARBEITSGANG_AUSFUEHREN	M01	MATERIAL_WAEHLEN	1
M08	ZUSTAND_PRUEFEN	M06	FUEHREN_UEBERTRAGEN	1
