event_id	page	record	statement_id	owner_de	card_no	surface	component_recipe	state_roots	grade	endpoint	reading_de	endpoint_rule	form_owner_boundary_status
E001	f10r	H1	H1-S001	abgebildete breit gezähnte radialblütige Pflanze	PROC001	dchey	CH+E+Y	E+Y	E	Y	ENTNEHMEN · KURZ · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E004	f10r	H1	H1-S001	abgebildete breit gezähnte radialblütige Pflanze	PROC004	chty	T+Y	Y	NONE	Y	ANWENDEN · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E007	f10r	H1	H1-S001	abgebildete breit gezähnte radialblütige Pflanze	PROC007	otytchol	OT+Y+T+CH+OL	Y	NONE	Y	DANACH · DIES · ANWENDEN · ENTNEHMEN · WEITER	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E008	f10r	H1	H1-S001	abgebildete breit gezähnte radialblütige Pflanze	PROC008	oky	OK+Y	Y	NONE	Y	ANSETZEN · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E010	f10r	H1	H1-S001	abgebildete breit gezähnte radialblütige Pflanze	PROC010	etyd	E+T+Y	E+Y	E	Y	KURZ · ANWENDEN · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E011	f10r	H1	H1-S002	abgebildete breit gezähnte radialblütige Pflanze	PROC011	qokchy	OK+Y	Y	NONE	Y	ANSETZEN · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E014	f10r	H1	H1-S002	abgebildete breit gezähnte radialblütige Pflanze	PROC014	cthy	CTH+Y	Y	NONE	Y	BEREITEN · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E015	f10r	H2	H2-S001	abgebildete breit gezähnte radialblütige Pflanze	PROC015	ycheor	Y+CH+E+OR	E+Y	E	Y	DIES · ENTNEHMEN · KURZ · ANSATZ	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E016	f10r	H2	H2-S001	abgebildete breit gezähnte radialblütige Pflanze	PROC014	cthy	CTH+Y	Y	NONE	Y	BEREITEN · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E019	f10r	H2	H2-S001	abgebildete breit gezähnte radialblütige Pflanze	PROC018	qoctholy	O+CTH+OL+Y	Y	NONE	Y	ARBEITSGANG · BEREITEN · WEITER · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E020	f10r	H2	H2-S001	abgebildete breit gezähnte radialblütige Pflanze	PROC019	dy	Y	Y	NONE	Y	DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E021	f10r	H2	H2-S001	abgebildete breit gezähnte radialblütige Pflanze	PROC019	chy	Y	Y	NONE	Y	DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E023	f10r	H2	H2-S001	abgebildete breit gezähnte radialblütige Pflanze	PROC019	shy	Y	Y	NONE	Y	DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E032	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC023	oykchor	O+Y+K+OR	Y	NONE	Y	ARBEITSGANG · DIES · ZUGEBEN · ANSATZ	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E035	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC019	chy	Y	Y	NONE	Y	DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E037	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC019	dy	Y	Y	NONE	Y	DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E041	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC028	cfhy	CFH+Y	Y	NONE	Y	AUSWRINGEN · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E042	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC029	shfydaiin	SH+Y+AIIN	Y	NONE	Y	HALTEN · DIES · SOLLMASS	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E043	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC030	cphy	P+Y	Y	NONE	Y	EINFUELLEN · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E044	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC031	shey	SH+EE+Y	EE+Y	EE	Y	HALTEN · LANG · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E045	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC032	tchody	T+CH+O+DY	DY	NONE	DY	ANWENDEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	CLOSE_LICENSED	UNCHANGED
E046	f11r	H3	H3-S002	abgebildete dicht blau blühende Kronenpflanze	PROC033	shoyty	SH+O+Y+T+Y	Y	NONE	Y	HALTEN · ARBEITSGANG · DIES · ANWENDEN · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E048	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC019	chy	Y	Y	NONE	Y	DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E049	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC035	kchy	K+Y	Y	NONE	Y	ZUGEBEN · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E050	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC019	dy	Y	Y	NONE	Y	DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E052	f11r	H3	H3-S004	abgebildete dicht blau blühende Kronenpflanze	PROC036	qotchy	OT+Y	Y	NONE	Y	DANACH · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E054	f11r	H3	H3-S004	abgebildete dicht blau blühende Kronenpflanze	PROC014	cthy	CTH+Y	Y	NONE	Y	BEREITEN · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E055	f11r	H3	H3-S004	abgebildete dicht blau blühende Kronenpflanze	PROC019	dy	Y	Y	NONE	Y	DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E058	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC039	ykain	Y+K+AIN	Y	NONE	Y	DIES · ZUGEBEN · PORTION	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E059	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC040	ykan	Y+K+AN	Y	NONE	Y	DIES · ZUGEBEN · NACHGABE	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E060	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC041	ody	O+DY	DY	NONE	DY	ARBEITSGANG · SCHLUSS	CLOSE_LICENSED	UNCHANGED
E062	f55v	H4	H4-S002	abgebildete breitblättrige rispige Pflanze	PROC042	chedy	CHD+Y	Y	NONE	Y	UMSETZEN · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E064	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC044	ykaiin	Y+K+AIIN	Y	NONE	Y	DIES · ZUGEBEN · SOLLMASS	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E065	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC045	cheoar	CH+E+O+AR	E	E	NONE	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E066	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC046	cheeky	CHK+EE+Y	EE+Y	EE	Y	WAERMEN · LANG · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E067	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC047	oldy	OL+DY	DY	NONE	DY	WEITER · SCHLUSS	CLOSE_LICENSED	UNCHANGED
E070	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC049	oltchy	OL+T+Y	Y	NONE	Y	WEITER · ANWENDEN · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E072	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC019	y	Y	Y	NONE	Y	DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E076	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC053	chodaly	HO+AL+Y	Y	NONE	Y	ZUTAT · ZIELSTELLE · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E081	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC008	choky	OK+Y	Y	NONE	Y	ANSETZEN · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E084	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	PROC056	choy	HO+Y	Y	NONE	Y	ZUTAT · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E085	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	PROC008	choky	OK+Y	Y	NONE	Y	ANSETZEN · DIES	CURRENT_ITEM_REMAINS_AVAILABLE	UNCHANGED
E086	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	PROC057	cheeckhody	CH+EE+CKH+O+DY	EE+DY	EE	DY	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	CLOSE_LICENSED	UNCHANGED
