lexicon	shol	paragraph	grammar	chol	timing	mix	relation	events	final_edges	potential_transfers	row_status
C	Q	f6v|f6v.6-f6v.21	B	D	O	U	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	B	D	O	U	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	B	D	O	D	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	B	D	O	D	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	U	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	U	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	D	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	D	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	U	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	U	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	D	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	D	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	U	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	U	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	D	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	D	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	U	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	U	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	D	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	D	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	U	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	U	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	D	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	D	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	U	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	U	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	D	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	D	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	U	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	U	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	D	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	D	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	U	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	U	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	D	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	D	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	U	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	U	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	D	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	D	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	M	H	O	U	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	M	H	O	U	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	M	H	O	D	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	M	H	O	D	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	M	H	I	U	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	M	H	I	U	V	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	M	H	I	D	T	45	[]	0	recorded
C	Q	f6v|f6v.6-f6v.21	M	H	I	D	V	45	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	D	O	U	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	D	O	U	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	D	O	D	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	D	O	D	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	D	I	U	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	D	I	U	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	D	I	D	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	D	I	D	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	H	O	U	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	H	O	U	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	H	O	D	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	H	O	D	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	H	I	U	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	H	I	U	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	H	I	D	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	H	I	D	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	D	O	U	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	D	O	U	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	D	O	D	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	D	O	D	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	D	I	U	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	D	I	U	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	D	I	D	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	D	I	D	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	H	O	U	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	H	O	U	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	H	O	D	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	H	O	D	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	H	I	U	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	H	I	U	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	H	I	D	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	H	I	D	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	D	O	U	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	D	O	U	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	D	O	D	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	D	O	D	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	D	I	U	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	D	I	U	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	D	I	D	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	D	I	D	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	H	O	U	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	H	O	U	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	H	O	D	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	H	O	D	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	H	I	U	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	H	I	U	V	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	H	I	D	T	23	[]	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	H	I	D	V	23	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	B	D	O	U	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	B	D	O	U	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	B	D	O	D	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	B	D	O	D	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	B	D	I	U	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	B	D	I	U	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	B	D	I	D	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	B	D	I	D	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	B	H	O	U	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	B	H	O	U	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	B	H	O	D	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	B	H	O	D	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	B	H	I	U	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	B	H	I	U	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	B	H	I	D	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	B	H	I	D	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	J	D	O	U	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	J	D	O	U	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	J	D	O	D	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	J	D	O	D	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	J	D	I	U	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	J	D	I	U	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	J	D	I	D	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	J	D	I	D	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	J	H	O	U	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	J	H	O	U	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	J	H	O	D	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	J	H	O	D	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	J	H	I	U	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	J	H	I	U	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	J	H	I	D	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	J	H	I	D	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	M	D	O	U	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	M	D	O	U	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	M	D	O	D	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	M	D	O	D	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	M	D	I	U	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	M	D	I	U	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	M	D	I	D	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	M	D	I	D	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	M	H	O	U	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	M	H	O	U	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	M	H	O	D	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	M	H	O	D	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	M	H	I	U	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	M	H	I	U	V	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	M	H	I	D	T	66	[]	0	recorded
C	Q	f17v|f17v.1-f17v.23	M	H	I	D	V	66	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	B	D	O	U	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	B	D	O	U	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	B	D	O	D	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	B	D	O	D	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	B	D	I	U	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	B	D	I	U	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	B	D	I	D	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	B	D	I	D	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	B	H	O	U	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	B	H	O	U	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	B	H	O	D	T	16	[]	0	recorded
