case	engine	word	value	old_occurrences	new_occurrences	new_word
FULL01	primary	[a:y]lo[s:r]am	THUS	0	1	True
FULL01	primary	[sh:{c's}]ear	THEN	0	1	True
FULL01	primary	ald	THEN	0	1	True
FULL01	primary	alol	THEN	0	2	True
FULL01	primary	ar	THEN	0	4	True
FULL01	primary	ariin	EXAMPLE	0	1	True
FULL01	primary	chckhdy	WOULD_BE	1	0	False
FULL01	primary	chckhy	THERE	0	2	True
FULL01	primary	checthy	ALL	1	0	False
FULL01	primary	ched	WITHOUT_AGENT	1	0	False
FULL01	primary	chedain	NEXT	1	0	False
FULL01	primary	chedy	G	3	1	False
FULL01	primary	cheeety	RETURN_EXCLUDING	1	0	False
FULL01	primary	cheeor	G	0	1	True
FULL01	primary	chefchdy	FAR_BANK	0	1	True
FULL01	primary	chety	UNHARMED	1	0	False
FULL01	primary	chkaiin	LEAVE	0	1	True
FULL01	primary	chky	M	0	1	True
FULL01	primary	chody	RETURN	0	1	True
FULL01	primary	daiiin	C	0	1	True
FULL01	primary	daiin	C	0	1	True
FULL01	primary	dair	FERRY	0	1	True
FULL01	primary	dal	BESIDES	1	0	False
FULL01	primary	dar	M	0	1	True
FULL01	primary	dariin	UNSAFE	0	1	True
FULL01	primary	darin	ATTENDED_BY	0	1	True
FULL01	primary	dy	THEN	0	1	True
FULL01	primary	ka[r:s]	M	0	1	True
FULL01	primary	kaiin	LEAVE	0	2	True
FULL01	primary	kar	THEN	0	4	True
FULL01	primary	kchdy	FERRY	0	1	True
FULL01	primary	kchedy	FIRST_CARGO	0	2	True
FULL01	primary	keodaiin	FERRY	0	1	True
FULL01	primary	laiin	GOAL	0	1	True
FULL01	primary	lchedy	G	1	0	False
FULL01	primary	ldy	ALONE	1	0	False
FULL01	primary	lkedy	PAIRED_WITH	1	0	False
FULL01	primary	o	G	0	1	True
FULL01	primary	ockhey	FORBIDDEN	1	0	False
FULL01	primary	ockhody	RETURN_EXCLUDING	0	1	True
FULL01	primary	odam	THERE	0	1	True
FULL01	primary	okain	LEAVE	0	1	True
FULL01	primary	okal	THEN	0	1	True
FULL01	primary	okam	THEN	0	1	True
FULL01	primary	okar	THEN	0	2	True
FULL01	primary	okchedy	G	0	1	True
FULL01	primary	okeody	WITH_TRIP	0	1	True
FULL01	primary	oky	FERRY	0	1	True
FULL01	primary	ol	RETURN_EXCLUDING	0	1	True
FULL01	primary	olfchedy	COLOC	0	1	True
FULL01	primary	olk[ee:a]dy	FERRY	0	1	True
FULL01	primary	olkair	CARGOS	0	1	True
FULL01	primary	ols	C	0	1	True
FULL01	primary	olsaly	ATTENDED_BY	1	0	False
FULL01	primary	opalke	UNHARMED	0	1	True
FULL01	primary	opchey	HOME	0	1	True
FULL01	primary	opshedy	HOME	1	0	False
