date	experiment	status	live_scope	forbidden_inference	primary_report
2026-08-05	runtime_environment	READY	./vpy is canonical; Torch and CuPy GPU work	old split environments are legacy	results/runtime_environment_audit_report.md
2026-08-05	vision_pipeline	RESTRICTED	image retrieval and broad visible controls only	no CLIP/SigLIP prompt-to-word semantics	results/vision_pipeline_audit_report.md
2026-08-05	context_hygiene	PASS	active state capped at 20 KB/260 lines; ledger artifact links validated	legacy prose archives must not receive routine result duplication	results/context_hygiene_audit.json
2026-08-05	f68_custom_ocr	FAILED_CLOSED	manual ZL/IT/RF transcription only	no OCR-derived f68 label mapping	results/f68_expanded_line_ocr_gate.json
2026-08-05	q_prefix_selector	NOT_CONFIRMED	q remains a formal selector-associated state	no q=selected/dependent lexeme or qX=X collapse	q_prefix_selector_holdout/results/q_prefix_selector_report.md
2026-08-05	zodiac_a_semantic_crossover	NOT_CONFIRMED	od/ot remain structural A-phase carriers	no semantic phrase or dry/moist/fire/water gloss	results/zodiac_a_semantic_polarity_crossover_report.md
2026-08-05	alfonso_degree_fate	FAILED_CLOSED	exact 30-by-eight historical layout comparison only	no fate-topic root gloss	results/alfonso_degree_fate_bridge_report.md
2026-08-05	alfonso_degree_visual	FAILED_CLOSED	shared degree count remains historical evidence	no per-sign rotations or visual topic gloss	results/alfonso_degree_visual_order_report.md
2026-08-05	plant_humoral_expansion	FAILED_CLOSED	frozen botanical candidates remain metadata	no herbal hot/cold/dry/moist words	results/plant_humoral_switch_expansion_holdout_report.md
2026-08-05	oresme_source_preparation	FROZEN_UNSCORED	50 rubrics and 15 in-scope visual pages ready	f23r/f68v3 cannot confirm source identity	results/external_oresme_sphere_inventory_report.md
2026-08-05	oresme_source_family_registration_v1	SUPERSEDED_UNSCORED	v2 must use three equal-size foil comparisons plus stronger unit/reliability/weight rules	15-vs-45 maximum has no symmetric sign-flip null; never run v1	results/oresme_source_family_test_registered.json
2026-08-05	oresme_discovery_pair_retrieval	NONROBUST_DIAGNOSTIC	1/9 aligned model-view combinations retrieves the selected pair first	circular discovery pair is not confirmation or a semantic label	results/oresme_discovery_pair_retrieval_audit_report.md
2026-08-05	oresme_de_caelo_source_scan	FROZEN_UNSCORED	298 cached thumbnails/contact sheets cover the actual f23r-f171v De caelo work	f23r remains discovery-only; no image match or word meaning inferred	results/external_oresme_de_caelo_thumbnail_scan_frozen.json
2026-08-05	translation_export_v049	CURRENT_STRUCTURAL_EXPORT	38988 token-aligned structural/local annotations	no plaintext or publishable lexicon	results/complete_first_translation_v049_report.md
2026-08-05	f68v3_spatial_registration	PASS	old XML boxes map to Yale with the 13 central words held out; held ink score is 2.30x naive normalization	registered position does not assign a word meaning	results/f68v3_spatial_registration_audit.json
2026-08-05	f68v3_radial_text_atlas	CONFIRMED_GEOMETRY_SEMANTICS_PROVISIONAL	eight phrases run inward on a 45-degree grid with alternating four near/four far endpoints	no wind direction sphere continent or ok-prefix gloss	results/f68v3_radial_text_atlas_report.md
2026-08-05	oresme_de_caelo_visual_inventory	FROZEN_UNSCORED	27 pages and 34 deliberate objects; f23r discovery-only and 26 held candidates	no source identity or Voynich meaning from source-only inventory	results/external_oresme_de_caelo_visual_inventory_frozen_report.md
2026-08-05	oresme_foil_packs	FROZEN_UNSCORED	three matched 15-full-page controls selected after 106-page source-only audit	no annotation resemblance score or source-family claim yet	results/external_oresme_foil_packs_report.md
2026-08-05	f68v3_endpoint_morphology_control	NOT_CONFIRMED_LAYOUT_CONFOUNDED	unstratified exact-pair p=.02165 is superseded by f69v outer/inner-matched p=.06122	no ok/okeody/saiir outer inner far near direction or tube-length gloss	results/f68v3_endpoint_morphology_control_report.md
2026-08-05	oresme_source_family_registration_v2	FROZEN_UNSCORED	three equal 15-page foil tests; opaque 60-page full-page packet; weighted family/reliability/diversity/LOO gates; self-tests pass	no unblinding adjudication held read source-family claim or word meaning before two coders pass	results/oresme_source_family_test_registered.json
2026-08-05	f69v_28_label_pair_atlas	CONFIRMED_GEOMETRY_SEMANTICS_UNKNOWN	all 28 loci form fourteen odd-outer/following-even-inner placements; all 14 survive independent centers and ellipse fit	no alternating okeody/saiir words; no calendar lunar pair opposition or word meaning	results/f69v_28_label_pair_atlas_report.md
2026-08-05	f69v_staggered_label_text_structure	NO_CORRECTED_PAIRING_SIGNAL	1M GPU bijections: best following-inner ROOT raw p=.0193 but global p=.2238; outer/inner feature scan corrected p=1.0	no fourteen semantic records outer/inner meanings or reuse of okeody/saiir as anchors	results/f69v_staggered_label_text_structure_report.md
2026-08-05	f69v_root_pair_transfer_f67r2	FAILED_CLOSED	fixed following-inner ROOT prediction reverses on twelve geometry-owned f67r2 pairs; all readings z<-1.3, conjunction p=.908	no reusable f69v paired-root rule or fourteen-record promotion	results/f69v_root_pair_transfer_f67r2_report.md
2026-08-05	f67r2_complementary_root_holdout_f75v	FAILED_CLOSED	post-hoc root-avoidance prediction reverses on exact 10! f75v holdout; all readings z>2, lower-tail p=.975	no universal paired-field root avoidance; do not rescue the f69/f67 result	results/f67r2_complementary_root_holdout_f75v_report.md
2026-08-05	oresme_source_family_v2	FAILED_CLOSED	two opaque coders pass reliability; Oresme loses held equal-size comparisons to Sphaera on 7/7 sides and Theorica on 6/7, beating only computus/zodiac	no Oresme-specific source, chapter alignment, direct copying, language, or lexeme	results/oresme_source_family_feature_test_v2_report.md
2026-08-05	currier_role_transducer	INVALIDATED_CLOSED	post-run audit found a root/page null-unit mismatch, unmatched control preprocessing, negative held folds, and a baseline unable to separate stable root propensity from transformation	no Currier A/B transducer, POS equivalence, language identity, or lexeme; only descriptive shared formal-role tendencies	results/currier_role_transducer_audit_report.md
2026-08-05	manual_label_joint_semantic_channel	FAILED_CLOSED	449 locally contrasted labels on 32 page holdouts give global +.0219, joint p=.3726, 13/32 positive pages, no maxT tag, and negative K/matched-V sensitivity	no morphology-to-curator-tag channel and no FLOW STAR MALE or other tag gloss	results/manual_label_joint_semantic_channel_report.md
2026-08-05	contrastive_minimal_pair_semantic_bridge	FAILED_INSUFFICIENT_SUPPORT	10 strict raw cross-page pairs reduce to one anchored non-empty substitution; the fixed fallback has two, and no substitution repeats across disjoint page pairs	no contrastive semantic key; no attribute search or alternate-reading evidence was run	results/contrastive_minimal_pair_semantic_bridge_report.md
2026-08-05	astrolabium_planum_degree_inventory	FROZEN_UNSCORED	360/360 degree records from BSB scans 94-189 have border-anchored full/tight/icon crops, 96 hOCR pages, hashes, and Public Domain rights	no Voynich catalogue match fate meaning or word translation; this later witness is not independent of the failed Alfonso tradition	results/external_astrolabium_planum_degrees_frozen_report.md
2026-08-05	astrolabium_degree_tradition_registration	INVALIDATED_UNSCORED_V2	preserved only as an audit trail; its runner must not be used	no 30-cycle, held-null, source correspondence, fate gloss, or lexeme from this registration	results/astrolabium_degree_tradition_registration_audit_report.md
2026-08-05	astrolabium_degree_tradition_registration_audit	BLOCKED_BEFORE_SCORE	Pisces is 29 ring figures plus a central label; other signs have heterogeneous rings/pages; exact manifests/provenance/statistic were not bound	no artificial transcript-order dihedral test or exact-3600 claim; validate encoder meaning and freeze physical geometry first	results/astrolabium_degree_tradition_registration_audit_report.md
