event_id	record_unit_id	page	locus	field_id	statement_id	surface	joint_tuple_id	component_parse	small_value_de	picture_owner	statement_fluent_reading_de
E001	H1	f10r	f10r.2	F001	H1-S001	dchey	65f320e75510b2f38182	CH+E+Y	dies kurz abziehen	F10R_PICTURED_PLANT	Von der abgebildeten Pflanze kurz abziehen; der Ansatz ist bereit. Dasselbe in das Gefäß füllen. Wasser abziehen, danach diesen Posten füllen und weiter abziehen. Dies nach Maß verwenden und kurz füllen.
E002	H1	f10r	f10r.2	F001	H1-S001	cthoor	dedc383b600397a301ee	CTH+O+OR	Ansatz bereit	F10R_PICTURED_PLANT	Von der abgebildeten Pflanze kurz abziehen; der Ansatz ist bereit. Dasselbe in das Gefäß füllen. Wasser abziehen, danach diesen Posten füllen und weiter abziehen. Dies nach Maß verwenden und kurz füllen.
E003	H1	f10r	f10r.2	F001	H1-S001	char	4d4559019a961b834aa1	TRANSFERRED_EXACT_CARD	dasselbe	F10R_PICTURED_PLANT	Von der abgebildeten Pflanze kurz abziehen; der Ansatz ist bereit. Dasselbe in das Gefäß füllen. Wasser abziehen, danach diesen Posten füllen und weiter abziehen. Dies nach Maß verwenden und kurz füllen.
E004	H1	f10r	f10r.2	F001	H1-S001	chty	80ebbbbf238eee9f0aef	TRANSFERRED_EXACT_CARD	dies fuellen	F10R_PICTURED_PLANT	Von der abgebildeten Pflanze kurz abziehen; der Ansatz ist bereit. Dasselbe in das Gefäß füllen. Wasser abziehen, danach diesen Posten füllen und weiter abziehen. Dies nach Maß verwenden und kurz füllen.
E005	H1	f10r	f10r.2	F001	H1-S001	os	df1098831679a8ad1b39	OS	Gefäß	F10R_PICTURED_PLANT	Von der abgebildeten Pflanze kurz abziehen; der Ansatz ist bereit. Dasselbe in das Gefäß füllen. Wasser abziehen, danach diesen Posten füllen und weiter abziehen. Dies nach Maß verwenden und kurz füllen.
E006	H1	f10r	f10r.2	F001	H1-S001	chair	12efe866f335461823a6	CH+AIR	Wasser abziehen	F10R_PICTURED_PLANT	Von der abgebildeten Pflanze kurz abziehen; der Ansatz ist bereit. Dasselbe in das Gefäß füllen. Wasser abziehen, danach diesen Posten füllen und weiter abziehen. Dies nach Maß verwenden und kurz füllen.
E007	H1	f10r	f10r.2	F001	H1-S001	otytchol	62ff059766b21c7de083	OT+Y+T+CH+OL	danach dies fuellen und weiter abziehen	F10R_PICTURED_PLANT	Von der abgebildeten Pflanze kurz abziehen; der Ansatz ist bereit. Dasselbe in das Gefäß füllen. Wasser abziehen, danach diesen Posten füllen und weiter abziehen. Dies nach Maß verwenden und kurz füllen.
E008	H1	f10r	f10r.2	F001	H1-S001	oky	276a7c2d74d1143446f4	TRANSFERRED_EXACT_CARD	verwende dies	F10R_PICTURED_PLANT	Von der abgebildeten Pflanze kurz abziehen; der Ansatz ist bereit. Dasselbe in das Gefäß füllen. Wasser abziehen, danach diesen Posten füllen und weiter abziehen. Dies nach Maß verwenden und kurz füllen.
E009	H1	f10r	f10r.2	F001	H1-S001	daiin	2f1c5e56e8f0ff459065	TRANSFERRED_EXACT_CARD	Mass	F10R_PICTURED_PLANT	Von der abgebildeten Pflanze kurz abziehen; der Ansatz ist bereit. Dasselbe in das Gefäß füllen. Wasser abziehen, danach diesen Posten füllen und weiter abziehen. Dies nach Maß verwenden und kurz füllen.
E010	H1	f10r	f10r.2	F001	H1-S001	etyd	a6939862e33ece5a0483	E+T+Y	dies kurz fuellen	F10R_PICTURED_PLANT	Von der abgebildeten Pflanze kurz abziehen; der Ansatz ist bereit. Dasselbe in das Gefäß füllen. Wasser abziehen, danach diesen Posten füllen und weiter abziehen. Dies nach Maß verwenden und kurz füllen.
E011	H1	f10r	f10r.5	F002	H1-S002	qokchy	9ad66e67803a12e745de	OK+Y	dies ansetzen	F10R_PICTURED_PLANT	Diesen Posten ansetzen, danach weiter abziehen und fortfahren, bis er bereit ist.
E012	H1	f10r	f10r.5	F002	H1-S002	qotchol	e8a6105b5c3a6220b440	OT+CH+OL	danach weiter abziehen	F10R_PICTURED_PLANT	Diesen Posten ansetzen, danach weiter abziehen und fortfahren, bis er bereit ist.
E013	H1	f10r	f10r.5	F002	H1-S002	chol	dcda95c81a5460feb191	TRANSFERRED_EXACT_CARD	fortsetzen	F10R_PICTURED_PLANT	Diesen Posten ansetzen, danach weiter abziehen und fortfahren, bis er bereit ist.
E014	H1	f10r	f10r.5	F002	H1-S002	cthy	e0b630cb1b5df5e7105b	TRANSFERRED_EXACT_CARD	bereit	F10R_PICTURED_PLANT	Diesen Posten ansetzen, danach weiter abziehen und fortfahren, bis er bereit ist.
E015	H2	f10r	f10r.6	F003	H2-S001	ycheor	7249edc4df3419c26999	Y+CH+E+OR	diesen Ansatz kurz abziehen	F10R_PICTURED_PLANT	Diesen Ansatz kurz abziehen; der Ansatz ist bereit. Ihn auf Maß bereitstellen und als bereiten Posten weiterführen; dieser Posten bleibt am Maß.
E016	H2	f10r	f10r.6	F003	H2-S001	cthy	e0b630cb1b5df5e7105b	TRANSFERRED_EXACT_CARD	bereit	F10R_PICTURED_PLANT	Diesen Ansatz kurz abziehen; der Ansatz ist bereit. Ihn auf Maß bereitstellen und als bereiten Posten weiterführen; dieser Posten bleibt am Maß.
E017	H2	f10r	f10r.6	F003	H2-S001	chor	7a4bb8136330ee4e6e56	TRANSFERRED_EXACT_CARD	Ansatz	F10R_PICTURED_PLANT	Diesen Ansatz kurz abziehen; der Ansatz ist bereit. Ihn auf Maß bereitstellen und als bereiten Posten weiterführen; dieser Posten bleibt am Maß.
E018	H2	f10r	f10r.6	F003	H2-S001	cthaiin	f3c23f42baf625639e1e	CTH+AIIN	auf Maß bereitstellen	F10R_PICTURED_PLANT	Diesen Ansatz kurz abziehen; der Ansatz ist bereit. Ihn auf Maß bereitstellen und als bereiten Posten weiterführen; dieser Posten bleibt am Maß.
E019	H2	f10r	f10r.6	F003	H2-S001	qoctholy	af816c04e65874a0f2fa	O+CTH+OL+Y	dies bereit weiterführen	F10R_PICTURED_PLANT	Diesen Ansatz kurz abziehen; der Ansatz ist bereit. Ihn auf Maß bereitstellen und als bereiten Posten weiterführen; dieser Posten bleibt am Maß.
E020	H2	f10r	f10r.6	F003	H2-S001	dy	b921a237be883a820352	TRANSFERRED_EXACT_CARD	dies	F10R_PICTURED_PLANT	Diesen Ansatz kurz abziehen; der Ansatz ist bereit. Ihn auf Maß bereitstellen und als bereiten Posten weiterführen; dieser Posten bleibt am Maß.
E021	H2	f10r	f10r.6	F003	H2-S001	chy	b921a237be883a820352	TRANSFERRED_EXACT_CARD	dies	F10R_PICTURED_PLANT	Diesen Ansatz kurz abziehen; der Ansatz ist bereit. Ihn auf Maß bereitstellen und als bereiten Posten weiterführen; dieser Posten bleibt am Maß.
E022	H2	f10r	f10r.6	F003	H2-S001	taiin	2f1c5e56e8f0ff459065	TRANSFERRED_EXACT_CARD	Mass	F10R_PICTURED_PLANT	Diesen Ansatz kurz abziehen; der Ansatz ist bereit. Ihn auf Maß bereitstellen und als bereiten Posten weiterführen; dieser Posten bleibt am Maß.
E023	H2	f10r	f10r.6	F003	H2-S001	shy	b921a237be883a820352	TRANSFERRED_EXACT_CARD	dies	F10R_PICTURED_PLANT	Diesen Ansatz kurz abziehen; der Ansatz ist bereit. Ihn auf Maß bereitstellen und als bereiten Posten weiterführen; dieser Posten bleibt am Maß.
E024	H2	f10r	f10r.8	F004	H2-S002	qotchor	10488b911aae52b3b334	OT+CH+OR	danach Ansatz abziehen	F10R_PICTURED_PLANT	Danach vom Ansatz abziehen und damit fortfahren. Den weiteren Ansatz nach Maß ebenso fortführen.
E025	H2	f10r	f10r.8	F004	H2-S002	chor	7a4bb8136330ee4e6e56	TRANSFERRED_EXACT_CARD	Ansatz	F10R_PICTURED_PLANT	Danach vom Ansatz abziehen und damit fortfahren. Den weiteren Ansatz nach Maß ebenso fortführen.
E026	H2	f10r	f10r.8	F004	H2-S002	otol	497cbd9c7401810ff56b	OT+OL	danach fortsetzen	F10R_PICTURED_PLANT	Danach vom Ansatz abziehen und damit fortfahren. Den weiteren Ansatz nach Maß ebenso fortführen.
E027	H2	f10r	f10r.8	F004	H2-S002	chol	dcda95c81a5460feb191	TRANSFERRED_EXACT_CARD	fortsetzen	F10R_PICTURED_PLANT	Danach vom Ansatz abziehen und damit fortfahren. Den weiteren Ansatz nach Maß ebenso fortführen.
E028	H2	f10r	f10r.8	F004	H2-S002	cholor	dec401773c1f0347793d	TRANSFERRED_EXACT_CARD	weiterer Ansatz	F10R_PICTURED_PLANT	Danach vom Ansatz abziehen und damit fortfahren. Den weiteren Ansatz nach Maß ebenso fortführen.
E029	H2	f10r	f10r.8	F004	H2-S002	chol	dcda95c81a5460feb191	TRANSFERRED_EXACT_CARD	fortsetzen	F10R_PICTURED_PLANT	Danach vom Ansatz abziehen und damit fortfahren. Den weiteren Ansatz nach Maß ebenso fortführen.
E030	H2	f10r	f10r.8	F004	H2-S002	daiin	2f1c5e56e8f0ff459065	TRANSFERRED_EXACT_CARD	Mass	F10R_PICTURED_PLANT	Danach vom Ansatz abziehen und damit fortfahren. Den weiteren Ansatz nach Maß ebenso fortführen.
