domain	unit_id	page	locus_or_statement	group_or_event_id	card_type_id	surface	component_parse	quantity_root	quantity_kind	context_value_de
PROSE	H1	f10r	H1-S001	E009	2f1c5e56e8f0ff459065	daiin	AIIN	AIIN	SOLLMASS	Sollmaß
PROSE	H2	f10r	H2-S001	E018	f3c23f42baf625639e1e	cthaiin	CTH+AIIN	AIIN	SOLLMASS	auf Sollmaß bereitstellen
PROSE	H2	f10r	H2-S001	E022	2f1c5e56e8f0ff459065	taiin	AIIN	AIIN	SOLLMASS	Sollmaß
PROSE	H2	f10r	H2-S002	E030	2f1c5e56e8f0ff459065	daiin	AIIN	AIIN	SOLLMASS	Sollmaß
PROSE	H2	f10r	H2-S003	E036	409de02322e7b2ca0c62	kaiiin	K+IIN	IIN	SOLLSTUFE	bis zur Sollstufe zuführen
PROSE	H2	f10r	H2-S003	E038	834825c61d048a6b5628	chodaiin	CH+O+AIIN	AIIN	SOLLMASS	auf Sollmaß abziehen
PROSE	H3	f11r	H3-S001	E042	a8af08e69edab8e54f15	shfydaiin	SH+Y+AIIN	AIIN	SOLLMASS	Pflanzenmaterial bis zum Sollmaß halten
PROSE	H3	f11r	H3-S003	E051	2f1c5e56e8f0ff459065	daiin	AIIN	AIIN	SOLLMASS	Sollmaß
PROSE	H4	f55v	H4-S001	E056	b5fcea1eaed06b2f2291	qokaiin	OK+AIIN	AIIN	SOLLMASS	Sollmaß setzen
PROSE	H4	f55v	H4-S001	E057	2f1c5e56e8f0ff459065	chaiin	AIIN	AIIN	SOLLMASS	Sollmaß
PROSE	H4	f55v	H4-S001	E058	403c1592f918c8f23b88	ykain	Y+K+AIN	AIN	PORTION	eine Stoffportion davon zuführen
PROSE	H4	f55v	H4-S001	E059	d929a14ec45749b2e805	ykan	Y+K+AIN	AIN	PORTION	eine Stoffportion davon zuführen
PROSE	H4	f55v	H4-S002	E061	2f1c5e56e8f0ff459065	daiin	AIIN	AIIN	SOLLMASS	Sollmaß
PROSE	H4	f55v	H4-S003	E064	f7dc90b2c31fd341f0a4	ykaiin	Y+K+AIIN	AIIN	SOLLMASS	zweite Teilportion vom Pflanzenmaterial auf Sollmaß zuführen
PROSE	H4	f55v	H4-S004	E068	2f1c5e56e8f0ff459065	aiin	AIIN	AIIN	SOLLMASS	Sollmaß
PROSE	H4	f55v	H4-S004	E073	6afeb5c9ab9f6cbdea0d	orain	OR+AIN	AIN	PORTION	Stoffportion des Ansatzes
PROSE	H5	f56r	H5-S001	E077	2f1c5e56e8f0ff459065	daiin	AIIN	AIIN	SOLLMASS	Sollmaß
PROSE	H5	f56r	H5-S005	E097	61a075bc54793c1c781f	sotodan	OT+O+AIN	AIN	PORTION	danach eine Stoffportion
PROSE	H5	f56r	H5-S006	E100	2f1c5e56e8f0ff459065	daiin	AIIN	AIIN	SOLLMASS	Sollmaß
PROSE	B1	f81v	B1-S002	E102	b5fcea1eaed06b2f2291	okaiin	OK+AIIN	AIIN	SOLLMASS	Sollmaß setzen
PROSE	B1	f81v	B1-S002	E107	9da1b6ac2c929daea697	kain	K+AIN	AIN	PORTION	eine Stoffportion
PROSE	B1	f81v	B1-S002	E108	94df4847b7b16c98394a	olkain	OL+K+AIN	AIN	PORTION	weitere Stoffportion
