event_id	page	record	statement_id	locus	silent_owner	card_no	surface	component_recipe	atomic_reading_de	statement_fluent_de	surface_owner_boundary_unchanged
E001	f10r	H1	H1-S001	f10r.2	abgebildete breit gezähnte radialblütige Pflanze	PROC001	dchey	CH+E+Y	ENTNEHMEN · KURZ · DIES	Von der abgebildeten Pflanze einen kleinen Arbeitsposten entnehmen. Den Ansatz fuer den Arbeitsgang bereiten, die Quelle bestimmen und ihn auf den aktuellen Posten anwenden. Das vorgesehene Fach benutzen, Wasser entnehmen, den Posten danach weiter anwenden und fortfuehren; ihn nach Mass ansetzen und kurz anwenden.	YES
E002	f10r	H1	H1-S001	f10r.2	abgebildete breit gezähnte radialblütige Pflanze	PROC002	cthoor	CTH+O+OR	BEREITEN · ARBEITSGANG · ANSATZ	Von der abgebildeten Pflanze einen kleinen Arbeitsposten entnehmen. Den Ansatz fuer den Arbeitsgang bereiten, die Quelle bestimmen und ihn auf den aktuellen Posten anwenden. Das vorgesehene Fach benutzen, Wasser entnehmen, den Posten danach weiter anwenden und fortfuehren; ihn nach Mass ansetzen und kurz anwenden.	YES
E003	f10r	H1	H1-S001	f10r.2	abgebildete breit gezähnte radialblütige Pflanze	PROC003	char	AR	QUELLE	Von der abgebildeten Pflanze einen kleinen Arbeitsposten entnehmen. Den Ansatz fuer den Arbeitsgang bereiten, die Quelle bestimmen und ihn auf den aktuellen Posten anwenden. Das vorgesehene Fach benutzen, Wasser entnehmen, den Posten danach weiter anwenden und fortfuehren; ihn nach Mass ansetzen und kurz anwenden.	YES
E004	f10r	H1	H1-S001	f10r.2	abgebildete breit gezähnte radialblütige Pflanze	PROC004	chty	T+Y	ANWENDEN · DIES	Von der abgebildeten Pflanze einen kleinen Arbeitsposten entnehmen. Den Ansatz fuer den Arbeitsgang bereiten, die Quelle bestimmen und ihn auf den aktuellen Posten anwenden. Das vorgesehene Fach benutzen, Wasser entnehmen, den Posten danach weiter anwenden und fortfuehren; ihn nach Mass ansetzen und kurz anwenden.	YES
E005	f10r	H1	H1-S001	f10r.2	abgebildete breit gezähnte radialblütige Pflanze	PROC005	os	OS	FACH	Von der abgebildeten Pflanze einen kleinen Arbeitsposten entnehmen. Den Ansatz fuer den Arbeitsgang bereiten, die Quelle bestimmen und ihn auf den aktuellen Posten anwenden. Das vorgesehene Fach benutzen, Wasser entnehmen, den Posten danach weiter anwenden und fortfuehren; ihn nach Mass ansetzen und kurz anwenden.	YES
E006	f10r	H1	H1-S001	f10r.2	abgebildete breit gezähnte radialblütige Pflanze	PROC006	chair	CH+AIR	ENTNEHMEN · WASSER	Von der abgebildeten Pflanze einen kleinen Arbeitsposten entnehmen. Den Ansatz fuer den Arbeitsgang bereiten, die Quelle bestimmen und ihn auf den aktuellen Posten anwenden. Das vorgesehene Fach benutzen, Wasser entnehmen, den Posten danach weiter anwenden und fortfuehren; ihn nach Mass ansetzen und kurz anwenden.	YES
E007	f10r	H1	H1-S001	f10r.2	abgebildete breit gezähnte radialblütige Pflanze	PROC007	otytchol	OT+Y+T+CH+OL	DANACH · DIES · ANWENDEN · ENTNEHMEN · FORTSETZEN	Von der abgebildeten Pflanze einen kleinen Arbeitsposten entnehmen. Den Ansatz fuer den Arbeitsgang bereiten, die Quelle bestimmen und ihn auf den aktuellen Posten anwenden. Das vorgesehene Fach benutzen, Wasser entnehmen, den Posten danach weiter anwenden und fortfuehren; ihn nach Mass ansetzen und kurz anwenden.	YES
E008	f10r	H1	H1-S001	f10r.2	abgebildete breit gezähnte radialblütige Pflanze	PROC008	oky	OK+Y	ANSETZEN · DIES	Von der abgebildeten Pflanze einen kleinen Arbeitsposten entnehmen. Den Ansatz fuer den Arbeitsgang bereiten, die Quelle bestimmen und ihn auf den aktuellen Posten anwenden. Das vorgesehene Fach benutzen, Wasser entnehmen, den Posten danach weiter anwenden und fortfuehren; ihn nach Mass ansetzen und kurz anwenden.	YES
E009	f10r	H1	H1-S001	f10r.2	abgebildete breit gezähnte radialblütige Pflanze	PROC009	daiin	AIIN	MASS	Von der abgebildeten Pflanze einen kleinen Arbeitsposten entnehmen. Den Ansatz fuer den Arbeitsgang bereiten, die Quelle bestimmen und ihn auf den aktuellen Posten anwenden. Das vorgesehene Fach benutzen, Wasser entnehmen, den Posten danach weiter anwenden und fortfuehren; ihn nach Mass ansetzen und kurz anwenden.	YES
E010	f10r	H1	H1-S001	f10r.2	abgebildete breit gezähnte radialblütige Pflanze	PROC010	etyd	E+T+Y	KURZ · ANWENDEN · DIES	Von der abgebildeten Pflanze einen kleinen Arbeitsposten entnehmen. Den Ansatz fuer den Arbeitsgang bereiten, die Quelle bestimmen und ihn auf den aktuellen Posten anwenden. Das vorgesehene Fach benutzen, Wasser entnehmen, den Posten danach weiter anwenden und fortfuehren; ihn nach Mass ansetzen und kurz anwenden.	YES
E011	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	PROC011	qokchy	OK+Y	ANSETZEN · DIES	Den aktuellen Posten ansetzen; danach etwas davon entnehmen und die Arbeit fortfuehren. Weiterarbeiten und den Posten bereiten.	YES
E012	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	PROC012	qotchol	OT+CH+OL	DANACH · ENTNEHMEN · FORTSETZEN	Den aktuellen Posten ansetzen; danach etwas davon entnehmen und die Arbeit fortfuehren. Weiterarbeiten und den Posten bereiten.	YES
E013	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	PROC013	chol	OL	FORTSETZEN	Den aktuellen Posten ansetzen; danach etwas davon entnehmen und die Arbeit fortfuehren. Weiterarbeiten und den Posten bereiten.	YES
E014	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	PROC014	cthy	CTH+Y	BEREITEN · DIES	Den aktuellen Posten ansetzen; danach etwas davon entnehmen und die Arbeit fortfuehren. Weiterarbeiten und den Posten bereiten.	YES
E015	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	PROC015	ycheor	Y+CH+E+OR	DIES · ENTNEHMEN · KURZ · ANSATZ	Vom aktuellen Ansatz kurz entnehmen, den Posten bereiten und den Ansatz nach Mass fuer den naechsten Arbeitsgang fortfuehren; die folgenden Verweise halten denselben Posten aktiv.	YES
E016	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	PROC014	cthy	CTH+Y	BEREITEN · DIES	Vom aktuellen Ansatz kurz entnehmen, den Posten bereiten und den Ansatz nach Mass fuer den naechsten Arbeitsgang fortfuehren; die folgenden Verweise halten denselben Posten aktiv.	YES
E017	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	PROC016	chor	OR	ANSATZ	Vom aktuellen Ansatz kurz entnehmen, den Posten bereiten und den Ansatz nach Mass fuer den naechsten Arbeitsgang fortfuehren; die folgenden Verweise halten denselben Posten aktiv.	YES
E018	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	PROC017	cthaiin	CTH+AIIN	BEREITEN · MASS	Vom aktuellen Ansatz kurz entnehmen, den Posten bereiten und den Ansatz nach Mass fuer den naechsten Arbeitsgang fortfuehren; die folgenden Verweise halten denselben Posten aktiv.	YES
E019	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	PROC018	qoctholy	O+CTH+OL+Y	ARBEITSGANG · BEREITEN · FORTSETZEN · DIES	Vom aktuellen Ansatz kurz entnehmen, den Posten bereiten und den Ansatz nach Mass fuer den naechsten Arbeitsgang fortfuehren; die folgenden Verweise halten denselben Posten aktiv.	YES
E020	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	PROC019	dy	Y	DIES	Vom aktuellen Ansatz kurz entnehmen, den Posten bereiten und den Ansatz nach Mass fuer den naechsten Arbeitsgang fortfuehren; die folgenden Verweise halten denselben Posten aktiv.	YES
E021	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	PROC019	chy	Y	DIES	Vom aktuellen Ansatz kurz entnehmen, den Posten bereiten und den Ansatz nach Mass fuer den naechsten Arbeitsgang fortfuehren; die folgenden Verweise halten denselben Posten aktiv.	YES
E022	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	PROC009	taiin	AIIN	MASS	Vom aktuellen Ansatz kurz entnehmen, den Posten bereiten und den Ansatz nach Mass fuer den naechsten Arbeitsgang fortfuehren; die folgenden Verweise halten denselben Posten aktiv.	YES
E023	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	PROC019	shy	Y	DIES	Vom aktuellen Ansatz kurz entnehmen, den Posten bereiten und den Ansatz nach Mass fuer den naechsten Arbeitsgang fortfuehren; die folgenden Verweise halten denselben Posten aktiv.	YES
E024	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC020	qotchor	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	Danach etwas vom Ansatz entnehmen. Denselben Ansatz durch die Folge weiterfuehren, das Mass beachten und aus der angegebenen Quelle nehmen.	YES
E025	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC016	chor	OR	ANSATZ	Danach etwas vom Ansatz entnehmen. Denselben Ansatz durch die Folge weiterfuehren, das Mass beachten und aus der angegebenen Quelle nehmen.	YES
E026	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC021	otol	OT+OL	DANACH · FORTSETZEN	Danach etwas vom Ansatz entnehmen. Denselben Ansatz durch die Folge weiterfuehren, das Mass beachten und aus der angegebenen Quelle nehmen.	YES
E027	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC013	chol	OL	FORTSETZEN	Danach etwas vom Ansatz entnehmen. Denselben Ansatz durch die Folge weiterfuehren, das Mass beachten und aus der angegebenen Quelle nehmen.	YES
E028	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC022	cholor	OL+OR	FORTSETZEN · ANSATZ	Danach etwas vom Ansatz entnehmen. Denselben Ansatz durch die Folge weiterfuehren, das Mass beachten und aus der angegebenen Quelle nehmen.	YES
E029	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC013	chol	OL	FORTSETZEN	Danach etwas vom Ansatz entnehmen. Denselben Ansatz durch die Folge weiterfuehren, das Mass beachten und aus der angegebenen Quelle nehmen.	YES
E030	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC009	daiin	AIIN	MASS	Danach etwas vom Ansatz entnehmen. Denselben Ansatz durch die Folge weiterfuehren, das Mass beachten und aus der angegebenen Quelle nehmen.	YES
E031	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC003	dar	AR	QUELLE	Danach etwas vom Ansatz entnehmen. Denselben Ansatz durch die Folge weiterfuehren, das Mass beachten und aus der angegebenen Quelle nehmen.	YES
E032	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC023	oykchor	O+Y+K+OR	ARBEITSGANG · DIES · ZUGEBEN · ANSATZ	Im Arbeitsgang dem aktuellen Ansatz zugeben; denselben Ansatz aktiv halten, bis zur genannten Stufe weiter zugeben und zuletzt nach Mass aus dem Arbeitsgang entnehmen.	YES
E033	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC016	shor	OR	ANSATZ	Im Arbeitsgang dem aktuellen Ansatz zugeben; denselben Ansatz aktiv halten, bis zur genannten Stufe weiter zugeben und zuletzt nach Mass aus dem Arbeitsgang entnehmen.	YES
E034	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC016	chor	OR	ANSATZ	Im Arbeitsgang dem aktuellen Ansatz zugeben; denselben Ansatz aktiv halten, bis zur genannten Stufe weiter zugeben und zuletzt nach Mass aus dem Arbeitsgang entnehmen.	YES
E035	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC019	chy	Y	DIES	Im Arbeitsgang dem aktuellen Ansatz zugeben; denselben Ansatz aktiv halten, bis zur genannten Stufe weiter zugeben und zuletzt nach Mass aus dem Arbeitsgang entnehmen.	YES
E036	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC024	kaiiin	K+IIN	ZUGEBEN · STUFE	Im Arbeitsgang dem aktuellen Ansatz zugeben; denselben Ansatz aktiv halten, bis zur genannten Stufe weiter zugeben und zuletzt nach Mass aus dem Arbeitsgang entnehmen.	YES
E037	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC019	dy	Y	DIES	Im Arbeitsgang dem aktuellen Ansatz zugeben; denselben Ansatz aktiv halten, bis zur genannten Stufe weiter zugeben und zuletzt nach Mass aus dem Arbeitsgang entnehmen.	YES
E038	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC025	chodaiin	CH+O+AIIN	ENTNEHMEN · ARBEITSGANG · MASS	Im Arbeitsgang dem aktuellen Ansatz zugeben; denselben Ansatz aktiv halten, bis zur genannten Stufe weiter zugeben und zuletzt nach Mass aus dem Arbeitsgang entnehmen.	YES
E039	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC026	tshol	T+SH+OL	ANWENDEN · HALTEN · FORTSETZEN	Die Pflanzenzubereitung weiter anwenden und am Ziel halten. Den aktuellen Posten auswringen, bis zum Mass halten, in den Empfaenger fuellen und lange halten; anschliessend anwenden, entnehmen und den Arbeitsgang schliessen.	YES
E040	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC027	schoal	SH+O+AL	HALTEN · ARBEITSGANG · ZIEL	Die Pflanzenzubereitung weiter anwenden und am Ziel halten. Den aktuellen Posten auswringen, bis zum Mass halten, in den Empfaenger fuellen und lange halten; anschliessend anwenden, entnehmen und den Arbeitsgang schliessen.	YES
E041	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC028	cfhy	CFH+Y	AUSWRINGEN · DIES	Die Pflanzenzubereitung weiter anwenden und am Ziel halten. Den aktuellen Posten auswringen, bis zum Mass halten, in den Empfaenger fuellen und lange halten; anschliessend anwenden, entnehmen und den Arbeitsgang schliessen.	YES
E042	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC029	shfydaiin	SH+Y+AIIN	HALTEN · DIES · MASS	Die Pflanzenzubereitung weiter anwenden und am Ziel halten. Den aktuellen Posten auswringen, bis zum Mass halten, in den Empfaenger fuellen und lange halten; anschliessend anwenden, entnehmen und den Arbeitsgang schliessen.	YES
E043	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC030	cphy	P+Y	EINFUELLEN · DIES	Die Pflanzenzubereitung weiter anwenden und am Ziel halten. Den aktuellen Posten auswringen, bis zum Mass halten, in den Empfaenger fuellen und lange halten; anschliessend anwenden, entnehmen und den Arbeitsgang schliessen.	YES
E044	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC031	shey	SH+EE+Y	HALTEN · LANG · DIES	Die Pflanzenzubereitung weiter anwenden und am Ziel halten. Den aktuellen Posten auswringen, bis zum Mass halten, in den Empfaenger fuellen und lange halten; anschliessend anwenden, entnehmen und den Arbeitsgang schliessen.	YES
E045	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC032	tchody	T+CH+O+DY	ANWENDEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	Die Pflanzenzubereitung weiter anwenden und am Ziel halten. Den aktuellen Posten auswringen, bis zum Mass halten, in den Empfaenger fuellen und lange halten; anschliessend anwenden, entnehmen und den Arbeitsgang schliessen.	YES
E046	f11r	H3	H3-S002	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC033	shoyty	SH+O+Y+T+Y	HALTEN · ARBEITSGANG · DIES · ANWENDEN · DIES	Den aktuellen Posten im Arbeitsgang halten und anwenden.	YES
E047	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	PROC034	dchol	RESUME_CARD	WIEDERAUFNEHMEN	Den vorigen Schritt wiederaufnehmen; diesen Posten weiterfuehren, ihm etwas zugeben und ihn bis zum Mass halten.	YES
E048	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	PROC019	chy	Y	DIES	Den vorigen Schritt wiederaufnehmen; diesen Posten weiterfuehren, ihm etwas zugeben und ihn bis zum Mass halten.	YES
E049	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	PROC035	kchy	K+Y	ZUGEBEN · DIES	Den vorigen Schritt wiederaufnehmen; diesen Posten weiterfuehren, ihm etwas zugeben und ihn bis zum Mass halten.	YES
E050	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	PROC019	dy	Y	DIES	Den vorigen Schritt wiederaufnehmen; diesen Posten weiterfuehren, ihm etwas zugeben und ihn bis zum Mass halten.	YES
E051	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	PROC009	daiin	AIIN	MASS	Den vorigen Schritt wiederaufnehmen; diesen Posten weiterfuehren, ihm etwas zugeben und ihn bis zum Mass halten.	YES
E052	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	PROC036	qotchy	OT+Y	DANACH · DIES	Danach diesen Posten weiter ansetzen, bereiten und aktiv halten.	YES
E053	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	PROC037	okchol	OK+OL	ANSETZEN · FORTSETZEN	Danach diesen Posten weiter ansetzen, bereiten und aktiv halten.	YES
E054	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	PROC014	cthy	CTH+Y	BEREITEN · DIES	Danach diesen Posten weiter ansetzen, bereiten und aktiv halten.	YES
