card_id	rendering_class	surface	reader_merge_surface	occurrences	working_render_de	selection_rule	semantic_effect
G665-C001	CHCTHEDY_ACTION	chcthedy	NONE	6	Krautdroge bis zur mittleren Stufe trocknen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C002	CHDALDY_ACTION	chdaldy	NONE	1	abgemessenen Rohstoff I trocknen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C003	CHEALY_ACTION	chealy	NONE	3	Rohstoff I bis zur mittleren Trockenstufe bringen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C004	CHEDCHY_ACTION	chedchy	NONE	1	zweistufig trocknen: bis zur Mitte, dann leicht nachtrocknen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C005	CHEEETY_ACTION	cheeety	NONE	1	bis zur letzten Trockenstufe bringen und dann leicht abkühlen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C006	CHEEKCHY_ACTION	cheekchy	NONE	1	vollständig trocknen, dann leicht erhitzen und nachtrocknen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C007	CHKALYKEDY_ACTION	chkalykedy	NONE	1	Rohdroge I unter Wärme vortrocknen; danach bis zur mittleren Heizstufe bringen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C008	CHKEEDY_ACTION	chkeedy	NONE	1	trocknen, dann vollständig erhitzen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C009	CHOCHY_ACTION	chochy	NONE	5	Trockenansatz nochmals leicht trocknen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C010	CHOLODY_ACTION	cholody	NONE	4	Trockenstoff als Ansatz fertigstellen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C011	CHSDY_ACTION	chsdy	NONE	2	Saatgut trocknen und fertigstellen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C012	CHSEY_ACTION	chsey	NONE	4	Saatgut bis zur mittleren Stufe trocknen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C013	CHSHOL_ACTION	chshol	NONE	1	getrocknete Droge einweichen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C014	CHTCHEY_ACTION	chtchey	NONE	1	Droge kalt bis zur Mittelstufe nachtrocknen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C015	CKHOLDY_ACTION	ckholdy	NONE	1	Arzneikompositum fertigstellen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C016	CTHDY_ACTION	cthdy	NONE	7	Krautdroge fertig aufbereiten	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C017	CTHEOD_ACTION	ctheod	NONE	2	Krautansatz auf der mittleren Stufe abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C018	DALSHEDY_ACTION	dalshedy	NONE	3	abgemessenen Rohstoff I bis zur Mittelstufe einweichen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C019	DARCHD_ACTION	darchd	NONE	1	miss die erste Fraktion ab, trockne sie und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C020	DEEEDY_ACTION	deeedy	NONE	2	messe die Enddosis ab und schließe nach langer Stufe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C021	DOM_ACTION	dom	NONE	4	miss eine Handvoll Ansatz ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C022	DOM_READER_MERGE_LEFT_NOVEL	dom	ckhydom	1	miss eine Handvoll Arzneikompositum am Gradanfang für den Ansatz ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C023	DOR_ACTION	dor	NONE	60	miss eine Portion Droge ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C024	DSHEDY_ACTION	dshedy	NONE	29	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C025	DYKALY_ACTION	dykaly	NONE	1	danach Rohstoff I leicht erhitzen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C026	ENTRY_WHOLE	oykchor	NONE	1	nimm hiervon eine Portion heiß-trockenen Ansatzes	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C027	ENTRY_WHOLE	ytchos	NONE	1	nimm hiervon eine Charge kalt getrockneten Ansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C028	KALCHDY_ACTION	kalchdy	NONE	2	Rohdroge I erhitzen, trocknen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C029	KEECHY_ACTION	keechy	NONE	2	vollständig erhitzen und anschließend leicht antrocknen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C030	KEECHY_READER_MERGE_LEFT_NOVEL	keechy	cholkeechy	1	erhitze Trockengut vollständig und trockne es leicht nach	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C031	KEEM_ACTION	keem	NONE	1	erhitze eine Handvoll Droge vollständig	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C032	KEODAR_ACTION	keodar	NONE	1	miss die erste Fraktion des auf Mittelstufe erhitzten Ansatzes ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C033	KESEY_READER_MERGE_LEFT_NOVEL	kesey	chokesey	1	erhitze in Trockenansatz das Saatgut bis zur mittleren Stufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C034	LABEL_SIGLUM	chos	NONE	1	[eine Charge Trockenansatz-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C035	LABEL_SIGLUM	okaly	NONE	1	[Rohstoff-I-Ansatz leicht erhitzen und abschließen-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C036	LABEL_SIGLUM	okol	NONE	3	[heißer Ansatzstoff-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C037	LABEL_SIGLUM	okoldy	NONE	1	[erhitzten Ansatzstoff fertigstellen-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C038	LABEL_SIGLUM	okos	NONE	1	[eine Charge Heißansatz-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C039	LABEL_SIGLUM	olkal	NONE	1	[Holzdrogenansatz aus Rohstoff I leicht erhitzt-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C040	LABEL_SIGLUM	olol	NONE	1	[Holzdrogen-Grundansatz-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C041	LABEL_SIGLUM	opchy	NONE	1	[Trockenpulverpräparat in Grundstufe-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C042	LABEL_SIGLUM	otolaiin	NONE	1	[drei Teile Kaltansatz-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
