decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G665-D001	chory	PLANT_PART	PRODUCTIVE_COMPOUND	Pflanzenteil in Grundform	CHOR_PLANT_PART+Y_START_OR_CLOSE	abgeschlossener Blüten- oder Fruchtteil	11	11	11	10	11	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D002	tchoky	ACTION	LEARNED_ACTION_WHOLE	kühle den Trockenansatz und erwärme ihn anschließend leicht	T_COLD+CH_DRY+O_PREP+K_HOT+Y_START_OR_CLOSE	kalt-heißer Trockenansatz in Grundform	2	2	2	2	2	TCHOKY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D003	leeesain	WOOD	PRODUCTIVE_COMPOUND	Holzdroge mit Saatgut auf Langstufe, Charge II	L_WOOD+EEE_LONG_OR_FINAL+S_SEED+AIN_II	allgemeine Holzdrogen-Species der zweiten Charge	1	1	1	0	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V42_REPLACEABLE
G665-D004	shdpchy	ACTION	LEARNED_ACTION_WHOLE	feuchte eine Dosis Pulver an und trockne sie leicht an	SH_MOIST+D_MEASURE+P_POWDER+CH_DRY+Y_START_OR_CLOSE	leicht getrocknete Pulverpaste	1	1	1	1	1	SHDPCHY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D005	oshey	MOIST_PREP	PRODUCTIVE_COMPOUND	Ansatz bis zur mittleren Stufe eingeweicht	O_PREP+SH_MOIST+E_MIDDLE+Y_START_OR_CLOSE	weiche den Ansatz bis zur mittleren Stufe ein	4	4	4	4	4	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D006	keechy	ACTION	CONTEXT_SCOPED_SHORT_FORM	vollständig erhitzen und anschließend leicht antrocknen	K_HOT+EE_END+CH_DRY+Y_START_OR_CLOSE	heiß getrocknetes Gut in Grundform	3	3	3	2	2	KEECHY_ACTION|KEECHY_READER_MERGE_LEFT_NOVEL	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V42_REPLACEABLE
G665-D007	opchy	POWDER	PRODUCTIVE_COMPOUND	Trockenpulverpräparat in Grundstufe	O_PREP+P_POWDER+CH_DRY+Y_START_OR_CLOSE	leicht getrocknetes Pulver im Ansatz	14	14	12	12	12	EXACT_WHOLE|LABEL_SIGLUM	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D008	chry	ROOT	PRODUCTIVE_COMPOUND	leicht getrocknete Wurzeldroge	CH_DRY+R_ROOT+Y_START_OR_CLOSE	getrocknete Rohwurzel	1	1	1	1	1	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D009	lcheod	ACTION	LEARNED_ACTION_WHOLE	trockne den Holzdrogenansatz bis zur mittleren Stufe und schließe ihn ab	L_WOOD+CH_DRY+E_MIDDLE+O_PREP+D_TERM_CLOSE	getrockneten Holzdrogenansatz nach mittlerer Stufe abziehen	2	2	2	2	2	LCHEOD_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D010	cheodaiin	MEASURE	PRODUCTIVE_COMPOUND	drei Dosen Trockenansatz auf mittlerer Trockenstufe	CH_DRY+E_MIDDLE+O_PREP+D_MEASURE+AIIN_III	Trockenansatz der dritten Formklasse	12	12	12	6	7	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D011	lcheedy	ACTION	LEARNED_ACTION_WHOLE	Holzdroge vollständig trocknen und abschließen	L_WOOD+CH_DRY+EE_END+DY_FINISHED	vollständig getrocknete Holzdroge	9	8	7	6	8	LCHEEDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D012	chearaiin	FRACTION	PRODUCTIVE_COMPOUND	drei Teile der ersten Trockenfraktion	CH_DRY+E_MIDDLE+AR_FRACTION_I+AIIN_III	erste Trockenfraktion in Sortierklasse III	1	1	1	1	1	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D013	chdaldy	ACTION	LEARNED_ACTION_WHOLE	abgemessenen Rohstoff I trocknen und abschließen	CH_DRY+D_MEASURE+AL_RAW_I+DY_FINISHED	fertig getrocknete Rohstoffmenge I	1	1	1	0	0	CHDALDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D014	loraiir	WOOD	PRODUCTIVE_COMPOUND	Holzdrogenportion der dritten Fraktion	L_WOOD+OR_PORTION+AIIR_FRACTION_III	Holzdrogenportion der Sortierklasse III	1	1	1	0	1	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D015	otalal	PREPARATION	PRODUCTIVE_COMPOUND	setze einen kalten Ansatz aus zwei Posten Rohdroge I an	O_PREP+T_COLD+AL_RAW_I+AL_RAW_I	kalter Ansatz aus Rohstoffklasse I in Form I	2	2	2	1	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D016	lkey	WOOD	PRODUCTIVE_COMPOUND	Holzdroge bis zur mittleren Heizstufe	L_WOOD+K_HOT+E_MIDDLE+Y_START_OR_CLOSE	leicht erhitzte Holzdroge	7	7	7	7	7	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D017	lcheor	WOOD	PRODUCTIVE_COMPOUND	eine Portion bis zur Mittelstufe getrocknete Holzdroge	L_WOOD+CH_DRY+E_MIDDLE+OR_PORTION	eine Portion getrockneter Holzansatz	2	2	2	2	2	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D018	pcheedy	ACTION	LEARNED_ACTION_WHOLE	Pulver vollständig trocknen und abschließen	P_POWDER+CH_DRY+EE_END+DY_FINISHED	vollständig getrocknetes Pulver	1	1	1	1	1	PCHEEDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D019	okaram	MEASURE	PRODUCTIVE_COMPOUND	ein Maß der ersten erhitzten Ansatzfraktion	O_PREP+K_HOT+AR_FRACTION_I+AM_UNIT_I	ein Maß heißen Ansatzes aus Fraktion I	1	1	1	1	1	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D020	teedu	COLD	LEARNED_WHOLE	Kühlendstufe abschließen	LEARNED_TEEDU_WHOLE	zweiter Kaltabzug	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V42_REPLACEABLE
G665-D021	arain	FRACTION	PRODUCTIVE_COMPOUND	erste Drogenfraktion in Menge II	AR_FRACTION_I+AIN_II	zwei Teile der ersten Drogenfraktion	4	4	4	0	1	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D022	yty	ACTION	LEARNED_ACTION_WHOLE	kühle hiervon leicht ab	Y_REFERENCE+T_COLD+Y_START_OR_CLOSE	diese Droge in kalter Grundstufe	18	17	15	16	16	YTY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D023	oykchor	ENTRY	LEARNED_WHOLE	nimm hiervon eine Portion heiß-trockenen Ansatzes	LEARNED_OYKCHOR_WHOLE	heiß-trockene Portion dieser Droge im Ansatz	1	1	1	1	1	ENTRY_WHOLE	LOW_EXPLORATORY	ACCEPT_V42_REPLACEABLE
G665-D024	chckhan	DRY	PRODUCTIVE_COMPOUND	trockenes Arzneikompositum auf Stufe I	CH_DRY+CKH_COMPOSITE+AN_I	trockenes Arzneikompositum aus Rohstoff I	1	1	1	1	1	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D025	shed	ACTION	LEARNED_ACTION_WHOLE	Einweichen bis zur mittleren Stufe abschließen	SH_MOIST+E_MIDDLE+D_TERM_CLOSE	angefeuchtete Droge auf Mittelstufe	18	18	16	14	14	SHED_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D026	ycheey	ACTION	LEARNED_ACTION_WHOLE	trockne hiervon bis zur Endstufe	Y_REFERENCE+CH_DRY+EE_END+Y_START_OR_CLOSE	diese Droge vollständig getrocknet	18	18	16	17	17	YCHEEY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D027	soiry	SEED	LEARNED_WHOLE	Saatgutansatz in zweiter Fraktion und Grundform	LEARNED_SOIRY_WHOLE	Samenportion in Grundform	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V42_REPLACEABLE
G665-D028	chealy	ACTION	LEARNED_ACTION_WHOLE	Rohstoff I bis zur mittleren Trockenstufe bringen	CH_DRY+E_MIDDLE+AL_RAW_I+Y_START_OR_CLOSE	Rohstoff I trocken in der Gradmitte	3	3	3	3	3	CHEALY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D029	oteeyoram	MEASURE	PRODUCTIVE_COMPOUND	ein Maß vollständig gekühlten Ansatzes	O_PREP+T_COLD+EE_END+Y_START_OR_CLOSE+OR_PORTION+AM_UNIT_I	ein Maß gekühlter Wurzelzubereitung	1	1	1	0	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D030	qokeeor	ACTION	LEARNED_ACTION_WHOLE	erhitze eine Portion vollständig	QO_COMMAND+K_HOT+EE_END+OR_PORTION	nimm eine vollständig erhitzte Drogenportion	8	8	8	7	7	QOKEEOR_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D031	ykeey	ACTION	LEARNED_ACTION_WHOLE	erhitze hiervon bis zur Endstufe und schließe ab	Y_REFERENCE+K_HOT+EE_END+Y_START_OR_CLOSE	vollständig erhitzter Bezugsposten	49	47	40	41	41	YKEEY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D032	lsheedy	ACTION	LEARNED_ACTION_WHOLE	Holzdroge vollständig einweichen und abschließen	L_WOOD+SH_MOIST+EE_END+DY_FINISHED	vollständig eingeweichte Holzdroge	7	7	6	4	4	LSHEEDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D033	checkhol	DRY	PRODUCTIVE_COMPOUND	getrockneter Arzneikompositum-Grundstoff	CH_DRY+E_MIDDLE+CKH_COMPOSITE+OL_MATERIAL	trockenes Arzneikompositum im Ansatz	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D034	lkchedy	ACTION	LEARNED_ACTION_WHOLE	Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen	L_WOOD+K_HOT+CH_DRY+E_MIDDLE+DY_FINISHED	heiß getrocknete Holzdroge	15	15	9	11	11	LKCHEDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D035	oleed	ACTION	LEARNED_ACTION_WHOLE	Holzdrogenansatz auf der Endstufe abschließen	O_PREP+L_WOOD+EE_END+D_TERM_CLOSE	Holzdrogenansatz vollständig abziehen	1	1	1	0	0	OLEED_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D036	sfm	SEED	LEARNED_WHOLE	eine Handvoll Saatgut und Blüten	LEARNED_SFM_WHOLE	eine Handvoll Saatgut	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V42_REPLACEABLE
G665-D037	rain	ROOT	PRODUCTIVE_COMPOUND	Wurzeldroge in Charge II	R_ROOT+AIN_II	zwei Teile Wurzeldroge	21	21	14	14	16	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D038	okos	HOT_PREP	PRODUCTIVE_COMPOUND	eine Charge Heißansatz	O_PREP+K_HOT+O_PREP+S_TERM_SPECIES	Saatgut im heißen Ansatz	3	3	3	2	3	EXACT_WHOLE|LABEL_SIGLUM	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D039	olol	WOOD	PRODUCTIVE_COMPOUND	Holzdrogen-Grundansatz	O_PREP+L_WOOD+OL_MATERIAL	Holzdrogenauszug	14	14	13	14	14	EXACT_WHOLE|LABEL_SIGLUM	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D040	shotchy	MOIST_PREP	PRODUCTIVE_COMPOUND	Feuchtansatz aus kalt getrockneter Droge in Grundform	SH_MOIST+O_PREP+T_COLD+CH_DRY+Y_START_OR_CLOSE	angefeuchtete kalt-trockene Droge	2	2	2	1	1	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D041	qokeees	ACTION	LEARNED_ACTION_WHOLE	erhitze die Charge bis zur letzten Stufe	QO_COMMAND+K_HOT+EEE_LONG_OR_FINAL+S_TERM_SPECIES	Saatgut sehr lange erhitzen	3	3	3	3	3	QOKEEES_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D042	dor	ACTION	LEARNED_ACTION_WHOLE	miss eine Portion Droge ab	D_MEASURE+OR_PORTION	abgemessene Drogenportion	60	60	44	48	48	DOR_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D043	chtol	COLD	PRODUCTIVE_COMPOUND	getrocknetes und abgekühltes Drogenmaterial	CH_DRY+T_COLD+OL_MATERIAL	kalt-trockenes Drogenmaterial	4	4	4	4	4	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D044	dom	ACTION	CONTEXT_SCOPED_SHORT_FORM	miss eine Handvoll Ansatz ab	LEARNED_DOM_WHOLE	eine Dosis Ansatz	5	5	5	4	4	DOM_ACTION|DOM_READER_MERGE_LEFT_NOVEL	LOW_EXPLORATORY	ACCEPT_V42_REPLACEABLE
G665-D045	chos	DRY	PRODUCTIVE_COMPOUND	eine Charge Trockenansatz	CH_DRY+O_PREP+S_TERM_SPECIES	trocken angesetztes Saatgut	30	30	22	27	27	EXACT_WHOLE|LABEL_SIGLUM	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D046	tshoiin	MOIST_PREP	PRODUCTIVE_COMPOUND	kalter Feuchtansatz in Form III	T_COLD+SH_MOIST+O_PREP+IIN_FORM_III	drei Teile kalt eingeweichter Ansatz	1	1	1	1	1	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D047	cholo	DRY	LEARNED_WHOLE	Trockenstoff in Ansatzform	LEARNED_CHOLO_WHOLE	Trockenrückstand	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D048	chtchey	ACTION	LEARNED_ACTION_WHOLE	Droge kalt bis zur Mittelstufe nachtrocknen	CH_DRY+T_COLD+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	zweistufig getrocknete und abgekühlte Droge	1	1	1	1	1	CHTCHEY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D049	keem	ACTION	LEARNED_ACTION_WHOLE	erhitze eine Handvoll Droge vollständig	LEARNED_KEEM_WHOLE	vollständig erhitzte Drogenmenge ohne festen Maßwert	1	1	1	0	0	KEEM_ACTION	LOW_EXPLORATORY	ACCEPT_V42_REPLACEABLE
G665-D050	sheeo	MOIST_PREP	PRODUCTIVE_COMPOUND	vollständig eingeweichter Ansatz	SH_MOIST+EE_END+O_PREP	zweiter Einweichansatz	8	8	8	5	5	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D051	okaly	ACTION	LEARNED_ACTION_WHOLE	Rohstoff-I-Ansatz leicht erhitzen und abschließen	O_PREP+K_HOT+AL_RAW_I+Y_START_OR_CLOSE	heißer Rohstoff-I-Ansatz in Grundform	16	16	12	14	14	LABEL_SIGLUM|OKALY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D052	chcthedy	ACTION	LEARNED_ACTION_WHOLE	Krautdroge bis zur mittleren Stufe trocknen und abschließen	CH_DRY+CTH_HERB+E_MIDDLE+DY_FINISHED	fertig getrocknete Krautdroge	6	6	6	5	5	CHCTHEDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D053	olchdaiin	WOOD	PRODUCTIVE_COMPOUND	Holzdrogenansatz aus drei Dosen Trockendroge	O_PREP+L_WOOD+CH_DRY+D_MEASURE+AIIN_III	drei Teile abgemessene getrocknete Holzdroge	2	2	1	2	2	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D054	chochy	ACTION	LEARNED_ACTION_WHOLE	Trockenansatz nochmals leicht trocknen	CH_DRY+O_PREP+CH_DRY+Y_START_OR_CLOSE	nachgetrockneter Trockenansatz	5	5	5	4	4	CHOCHY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D055	qotcheeaiin	ACTION	LEARNED_ACTION_WHOLE	nimm drei Teile vollständig kalt getrocknete Droge	QO_COMMAND+T_COLD+CH_DRY+EE_END+AIIN_III	drei Teile Droge kalt und trocken auf Endstufe	1	1	1	1	1	QOTCHEEAIIN_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
