occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	reader_merge_direction	reader_merge_surface	reader_merge_readers	reader_merge_known_surface	raw_line_set_candidates	reader_merge_decision	all_present_exact	zl3b_line	it2a_line	rf1b_line	claim_boundary
G665-T0001	f100r	f100r.26	4	cholody	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	y aiin chekeey chol cholody chos olchor qoteol okeeol cheols al	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G665-T0002	f100r	f100r.26	5	chos	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	y aiin chekeey chol cholody chos olchor qoteol okeeol cheols al	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G665-T0003	f100r	f100r.26	8	okeeol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	y aiin chekeey chol cholody chos olchor qoteol okeeol cheols al	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G665-T0004	f100v	f100v.13	1	chos	BOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	chos ctharal	chos cthoral	chos cth ral	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G665-T0005	f100v	f100v.16	6	sheeo	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	ykeeol chol che eeoseeos sheeo okeol ches okeor okeol dy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G665-T0006	f100v	f100v.17	4	okol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	chockhey sholkcheol qokeol okol chol chotor chso solcthy	chockhey cholkcheol qokeol okol chol chotor chso solcthy	chocthey sholkcheol qokeol okol chol chotor chso solcthy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G665-T0007	f100v	f100v.22	3	chory	EOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	daiin cheky chory	daiin cheky chory	daiin cheky chory	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G665-T0008	f102r1	f102r1.11	2	qockhy	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G665-T0009	f102r1	f102r1.14	7	okol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	doeey keeol qokeo daor shey qoteol okol chos s or oeeaiin	doeey keeol qokeo daor shey qoteol okol chos sor oeeaiin	doeey keeol qokeo d or shey qoteol okol chos s or oeeaiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G665-T0010	f102r1	f102r1.14	8	chos	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	doeey keeol qokeo daor shey qoteol okol chos s or oeeaiin	doeey keeol qokeo daor shey qoteol okol chos sor oeeaiin	doeey keeol qokeo d or shey qoteol okol chos s or oeeaiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G665-T0011	f102r1	f102r1.15	7	dor	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	or chol daiin dykeor sheey qokeody dor os ykeeykam	or chol daiin dykeor sheey qokeody dor os ykeey kam	or chol aiin dykeos eey qokeo y dor s ykeeykam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G665-T0012	f102r1	f102r1.16	4	ykeey	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ddor chordam soraiin ykeey dy okeol doeoear s aral dor	ddor chordom soraiin ykeey dy okeol doeoeas saral dor	ddor chordam soraiin yeydy okeol oeoear s aral do	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G665-T0013	f102r1	f102r1.16	10	dor	EOS	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ddor chordam soraiin ykeey dy okeol doeoear s aral dor	ddor chordom soraiin ykeey dy okeol doeoeas saral dor	ddor chordam soraiin yeydy okeol oeoear s aral do	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
