occurrence_id	page	locus	token_index	ordinal	line_length	surface	token_kind	position	section	language	hand	family	card_type	scope_mode	rendering_class	left_surface	right_surface	reader_merge_direction	reader_merge_surface	reader_merge_readers	reader_merge_known_surface	raw_line_set_candidates	reader_merge_decision	working_gloss_de	working_render_de	composition	strongest_rival_de	reader_exact	split_normalized	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line	v41_gloss_de	v42_gloss_de	v41_scope_state	v42_scope_state	v42_working_translation_de	exact_surface_dispatch	context_or_reader_dispatch	substring_dispatch
G665-T0001	f100r	f100r.26	4	4	10	cholody	P	MEDIAL	P	A	1	ACTION	LEARNED_ACTION_WHOLE	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	CHOLODY_ACTION	chol	chos	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Trockenstoff als Ansatz fertigstellen	Trockenstoff als Ansatz fertigstellen	CH_DRY+OL_MATERIAL+O_PREP+DY_FINISHED	fertig aufbereiteter Trockenrückstand	1	1	1	0	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	y aiin chekeey chol cholody chos olchor qoteol okeeol cheols al	[cholody:?]	Trockenstoff als Ansatz fertigstellen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[yaiin:?]; [chekeey:?]; Trockengut; Trockenstoff als Ansatz fertigstellen; eine Charge Trockenansatz; [olchor:?]; [qokeol:?]; vollständig erhitzter Ansatzstoff; [cheols:?]; Rohstoff I	1	0	0
G665-T0002	f100r	f100r.26	5	5	10	chos	P	MEDIAL	P	A	1	DRY	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	cholody	olchor	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	eine Charge Trockenansatz	eine Charge Trockenansatz	CH_DRY+O_PREP+S_TERM_SPECIES	trocken angesetztes Saatgut	1	1	1	0	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	y aiin chekeey chol cholody chos olchor qoteol okeeol cheols al	[chos:?]	eine Charge Trockenansatz	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[yaiin:?]; [chekeey:?]; Trockengut; Trockenstoff als Ansatz fertigstellen; eine Charge Trockenansatz; [olchor:?]; [qokeol:?]; vollständig erhitzter Ansatzstoff; [cheols:?]; Rohstoff I	1	0	0
G665-T0003	f100r	f100r.26	8	8	10	okeeol	P	MEDIAL	P	A	1	HOT_PREP	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	qokeol	cheols	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	vollständig erhitzter Ansatzstoff	vollständig erhitzter Ansatzstoff	O_PREP+K_HOT+EE_END+OL_MATERIAL	vollständig erhitzter Grundansatz	1	1	1	0	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	y aiin chekeey chol cholody chos olchor qoteol okeeol cheols al	[okeeol:?]	vollständig erhitzter Ansatzstoff	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[yaiin:?]; [chekeey:?]; Trockengut; Trockenstoff als Ansatz fertigstellen; eine Charge Trockenansatz; [olchor:?]; [qokeol:?]; vollständig erhitzter Ansatzstoff; [cheols:?]; Rohstoff I	1	0	0
G665-T0004	f100v	f100v.13	1	1	2	chos	L	BOS	P	A	1	DRY	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	LABEL_SIGLUM	<BOS>	ctharal	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	[eine Charge Trockenansatz-Zeichen]	[eine Charge Trockenansatz-Zeichen]	CH_DRY+O_PREP+S_TERM_SPECIES	trocken angesetztes Saatgut	1	1	1	0	chos ctharal	chos cthoral	chos cth ral	[chos:?]	[eine Charge Trockenansatz-Zeichen]	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[eine Charge Trockenansatz-Zeichen]; [ctharal:?]	1	0	0
G665-T0005	f100v	f100v.16	6	6	11	sheeo	P	MEDIAL	P	A	1	MOIST_PREP	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	s	okeol	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	vollständig eingeweichter Ansatz	vollständig eingeweichter Ansatz	SH_MOIST+EE_END+O_PREP	zweiter Einweichansatz	1	1	1	0	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	ykeeol chol che eeoseeos sheeo okeol ches okeor okeol dy	[sheeo:?]	vollständig eingeweichter Ansatz	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[ykeeol:?]; Trockengut; bis zur mittleren Trockenstufe; [eeoseeo:?]; Samen-/Saatgutposten; vollständig eingeweichter Ansatz; Grundansatz bis zur mittleren Heizstufe erwärmt; trockenes Drogenmaterial, Mittelstufe; [okeor:?]; Grundansatz bis zur mittleren Heizstufe erwärmt.	1	0	0
G665-T0006	f100v	f100v.17	4	4	8	okol	P	MEDIAL	P	A	1	HOT_PREP	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	qokeol	chol	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	heißer Ansatzstoff	heißer Ansatzstoff	O_PREP+K_HOT+OL_MATERIAL	heißer Grundauszug	1	1	1	0	chockhey sholkcheol qokeol okol chol chotor chso solcthy	chockhey cholkcheol qokeol okol chol chotor chso solcthy	chocthey sholkcheol qokeol okol chol chotor chso solcthy	[okol:?]	heißer Ansatzstoff	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Arzneikompositum im Trockenansatz in der Gradmitte; [sholkcheol:?]; [qokeol:?]; heißer Ansatzstoff; Trockengut; [chotor:?]; [chso:?]; [solcthy:?]	1	0	0
G665-T0007	f100v	f100v.22	3	3	3	chory	P	EOS	P	A	1	PLANT_PART	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	cheky	<EOS>	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Pflanzenteil in Grundform	Pflanzenteil in Grundform	CHOR_PLANT_PART+Y_START_OR_CLOSE	abgeschlossener Blüten- oder Fruchtteil	1	1	1	1	daiin cheky chory	daiin cheky chory	daiin cheky chory	[chory:?]	Pflanzenteil in Grundform	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	drei Maße; bis zur mittleren Trockenstufe, dann leicht erhitzen; Pflanzenteil in Grundform	1	0	0
G665-T0008	f102r1	f102r1.11	2	2	8	qockhy	P	MEDIAL	P	A	1	ACTION	LEARNED_ACTION_WHOLE	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	QOCKHY_ACTION	dcheo	sol	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	bereite einen Arzneikompositum-Ansatz in Grundstufe	bereite einen Arzneikompositum-Ansatz in Grundstufe	QO_COMMAND+O_PREP+CKH_COMPOSITE+Y_START_OR_CLOSE	nimm einen Arzneikompositum-Ansatz	1	1	1	1	dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	[qockhy:?]	bereite einen Arzneikompositum-Ansatz in Grundstufe	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[dcheo:?]; bereite einen Arzneikompositum-Ansatz in Grundstufe; Samenmaterial/Saatgut; vollständig eingeweicht; [okeody:?]; [qokeodol:?]; Arzneikompositum im Feuchtansatz in der Gradmitte; [oleeol:?]	1	0	0
G665-T0009	f102r1	f102r1.14	7	7	11	okol	P	MEDIAL	P	A	1	HOT_PREP	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	qoteol	chos	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	heißer Ansatzstoff	heißer Ansatzstoff	O_PREP+K_HOT+OL_MATERIAL	heißer Grundauszug	1	1	1	0	doeey keeol qokeo daor shey qoteol okol chos s or oeeaiin	doeey keeol qokeo daor shey qoteol okol chos sor oeeaiin	doeey keeol qokeo d or shey qoteol okol chos s or oeeaiin	[okol:?]	heißer Ansatzstoff	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[doeey:?]; stark erhitzter Drogenstoff; bereite einen heißen Auszug; [daor:?]; bis zur mittleren Einweichstufe; [qoteol:?]; heißer Ansatzstoff; eine Charge Trockenansatz; Samen-/Saatgutposten; Drogenportion; [oeeaiin:?]	1	0	0
G665-T0010	f102r1	f102r1.14	8	8	11	chos	P	MEDIAL	P	A	1	DRY	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	okol	s	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	eine Charge Trockenansatz	eine Charge Trockenansatz	CH_DRY+O_PREP+S_TERM_SPECIES	trocken angesetztes Saatgut	1	1	1	0	doeey keeol qokeo daor shey qoteol okol chos s or oeeaiin	doeey keeol qokeo daor shey qoteol okol chos sor oeeaiin	doeey keeol qokeo d or shey qoteol okol chos s or oeeaiin	[chos:?]	eine Charge Trockenansatz	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[doeey:?]; stark erhitzter Drogenstoff; bereite einen heißen Auszug; [daor:?]; bis zur mittleren Einweichstufe; [qoteol:?]; heißer Ansatzstoff; eine Charge Trockenansatz; Samen-/Saatgutposten; Drogenportion; [oeeaiin:?]	1	0	0
