rank	score	strict_eligible	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	unknown_ordinal	unknown_surface	previous	following	proposed_default_de	proposal_basis	proposal_strength	proposed_complete_translation_de
1	14998400	0	f76r	f76r.33	T	B	2	16	15	0	0	5	1	0.937500	11	11	1	0	qokedy lkey kal shedy qopchey qo l pchedy okchy chckhy shey lol r ol sheey dar	heiß in der Mitte des Grades, abgeschlossen | Holzdroge bis zur mittleren Heizstufe | Rohstoffklasse I, heiß am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | [qopchey:?] | nehmen | Drogenstoff zugeben | getrocknetes Pulver | heiß-trockener Ansatz am Anfang des Grades | Arzneikompositum: trocken, Gradanfang | feucht in der Mitte des Grades | Holzstoff | Wurzel | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades | abgemessene Fraktion I	GDT647:FAMILY_MIGRATION | GDT665:EXACT_WHOLE:lkey | GDT656:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | OPEN | GDT662:EXACT_WHOLE:qo | GDT663:L_READER_MERGE_LEFT:qol | V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT651:REVISED_FOUR_SHELL_CKH_GRID | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | GDT661:R_BODY | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | GDT649:STRONG_FAMILY_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	5	qopchey	5	qopchey	shedy	qo	[qopchey:?]	NEWLY_EXPOSED_BY_GDT665_NO_NEW_CARD	OPEN	bis zur mittleren Heizstufe gebracht; Holzdroge bis zur mittleren Heizstufe; Rohstoff I, heiß am Gradanfang; bis zur mittleren Einweichstufe gebracht; [qopchey:?]; Drogenstoff zugeben; getrocknetes Pulver; heiß-trockener Ansatz am Anfang des Grades; Arzneikompositum: trocken, Gradanfang; bis zur mittleren Einweichstufe; Holzstoff; Wurzel; Grundansatz; vollständig eingeweicht; abgemessene Fraktion I
2	13998500	0	f76r	f76r.9	T	B	2	15	14	2	0	5	1	0.933333	10	10	1	0	shed al shckhy r ain chcphedy ain olkeey lkar ain otchy lkain chedy dar daly	Einweichen bis zur mittleren Stufe abschließen | Rohstoffklasse I | Arzneikompositum: feucht, Gradanfang | Wurzel | Menge-/Klassenwert II | [chcphedy:?] | Menge-/Klassenwert II | Holzdrogenansatz vollständig erhitzt | heiße Holzfraktion I | Menge-/Klassenwert II | kalt-trockener Ansatz am Anfang des Grades | Holzdroge, heiß auf Stufe II | trocken in der Mitte des Grades, abgeschlossen | abgemessene Fraktion I | abgemessene Rohstoffmenge I, Grundform	GDT665:EXACT_WHOLE:shed | GDT655:NEW_EXACT_WHOLE | GDT651:STRONG_LEARNED_CKH_FAMILY | GDT661:R_BEFORE_VALUE | V13:VALUE_MINIM_SERIES | OPEN | V13:VALUE_MINIM_SERIES | GDT664:EXACT_WHOLE:olkeey | GDT648:STRICT_WHOLE_COMPLETION | V13:VALUE_MINIM_SERIES | GDT647:FAMILY_MIGRATION | GDT663:EXACT_WHOLE:lkain | GDT647:FAMILY_MIGRATION | GDT649:STRONG_FAMILY_DEFAULT | GDT655:NEW_EXACT_WHOLE	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	6	chcphedy	6	chcphedy	ain	ain	[chcphedy:?]	NEWLY_EXPOSED_BY_GDT665_NO_NEW_CARD	OPEN	Einweichen bis zur mittleren Stufe abschließen; Rohstoff I; Arzneikompositum: feucht, Gradanfang; Wurzel; zwei Teile; [chcphedy:?]; zwei Teile; Holzdrogenansatz vollständig erhitzt; heiße Holzfraktion I; zwei Teile; kalt-trockener Ansatz am Anfang des Grades; Holzdroge, heiß auf Stufe II; bis zur mittleren Trockenstufe gebracht; abgemessene Fraktion I; abgemessene Rohstoffmenge I, Grundform
3	12998600	0	f43r	f43r.12	H	B	2	14	13	1	0	5	1	0.928571	9	9	1	0	dor shol qokol shedy qotedy qokeedy qokody okeedy otedy shedy oty yty dy saiin	miss eine Portion Droge ab | feucht; nominal feuchtes Gut/Material | erhitzen | feucht in der Mitte des Grades, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [qokody:?] | heißer Ansatz am Ende des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz am Anfang des Grades | kühle hiervon leicht ab | Qualitäts-/Wertfeld geschlossen | Samen/Saatgut, Typ/Charge III	GDT665:EXACT_WHOLE:dor | V13:MOIST_OL_FORM | GDT662:EXACT_WHOLE:qokol | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT665:EXACT_WHOLE:yty | GDT660:DY_MEDIAL | V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	7	qokody	7	qokody	qokeedy	okeedy	[qokody:?]	NEWLY_EXPOSED_BY_GDT665_NO_NEW_CARD	OPEN	miss eine Portion Droge ab; Feuchtgut; erhitze Folgendes: bis zur mittleren Einweichstufe gebracht; bis zur mittleren Kühlstufe gebracht; bis zur Heizendstufe gebracht; [qokody:?]; Ansatz auf Heizendstufe abgeschlossen; Ansatz auf mittlerer Kühlstufe abgeschlossen; bis zur mittleren Einweichstufe gebracht; kalter Ansatz am Anfang des Grades; kühle hiervon leicht ab; Samen/Saatgut, Typ/Charge III
4	11998700	0	f33v	f33v.5	H	B	2	13	12	0	0	4	1	0.923077	9	9	1	0	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	kalt und trocken am Anfang des Grades, abgeschlossen | Trockenansatz, abgeschlossen | heiß, Grad III, im Ansatzrahmen | Arzneikompositum: trocken, Gradanfang | miss eine Portion Droge ab | [arl:?] | CTH-Drogenmaterial | Qualitäts-/Wertfeld geschlossen | kalt am Anfang des Grades | Qualitäts-/Wertfeld geschlossen | nimm hiervon die erste erhitzte Drogenfraktion | bis zur mittleren Trockenstufe, dann leicht erhitzen | Qualitäts-/Wertfeld geschlossen	GDT647:FAMILY_MIGRATION | GDT663:EXACT_WHOLE:chody | V13:TARGET_SURFACE_DEFAULT | GDT651:REVISED_FOUR_SHELL_CKH_GRID | GDT665:EXACT_WHOLE:dor | OPEN | V13:TARGET_SURFACE_DEFAULT | GDT660:DY_MEDIAL | GDT647:FAMILY_MIGRATION | GDT660:DY_MEDIAL | GDT664:EXACT_WHOLE:ykar | GDT664:EXACT_WHOLE:cheky | GDT660:DY_EOS	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	6	arl	6	arl	dor	cthy	[arl:?]	NEWLY_EXPOSED_BY_GDT665_NO_NEW_CARD	OPEN	kalt und angetrocknet; Trockenansatz, abgeschlossen; Ansatz auf Heizstufe III; Arzneikompositum: trocken, Gradanfang; miss eine Portion Droge ab; [arl:?]; Krautdroge; leicht gekühlt; nimm hiervon die erste erhitzte Drogenfraktion; bis zur mittleren Trockenstufe, dann leicht erhitzen.
5	11998700	0	f75v	f75v.40	B	B	2	13	12	0	2	2	1	0.923077	10	10	1	0	dlshedy qokain dal qol qol ol sheedy cheey dol ol sheey qokain olol	[dlshedy:?] | heiß, Grad II | abgemessene Rohstoffmenge I | Drogenstoff zugeben | Drogenstoff zugeben | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades, abgeschlossen | trocken am Ende des Grades | Materialmaß | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades | heiß, Grad II | Holzdrogen-Grundansatz	OPEN | V13:TARGET_SURFACE_DEFAULT | GDT655:NEW_EXACT_WHOLE | GDT662:EXACT_WHOLE:qol | GDT662:EXACT_WHOLE:qol | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT638:ROUND_11 | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT665:EXACT_WHOLE:olol	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	1	dlshedy	1	dlshedy	<BOS>	qokain	[dlshedy:?]	NEWLY_EXPOSED_BY_GDT665_NO_NEW_CARD	OPEN	[dlshedy:?]; heiß, Grad II; abgemessene Rohstoffmenge I; gib Vorstehendes hinzu; gib Folgendes hinzu: Grundansatz; vollständig eingeweicht; vollständig getrocknet; Materialmaß; Grundansatz; vollständig eingeweicht; heiß, Grad II; Holzdrogen-Grundansatz
6	11998700	0	f76r	f76r.28	T	B	2	13	12	0	1	2	1	0.923077	11	11	1	0	soin sheey chear ol aiin chodaiin qokaiin chey qokalchey dal chdy dal ytal	Saatgutzubereitung in Form II | feucht am Ende des Grades | trockene Fraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Menge III | Trockenansatz, Dosis III | heiß, Grad III | trocken in der Mitte des Grades | [qokalchey:?] | abgemessene Rohstoffmenge I | trocken am Anfang des Grades, abgeschlossen | abgemessene Rohstoffmenge I | Eintrag/Bezug: kalter Rohstoff I am Gradanfang	GDT665:EXACT_WHOLE:soin | GDT647:FAMILY_MIGRATION | GDT639:ROUND_05 | V13:QUALITY_STATE_MATERIAL_CARRIER | V13:TARGET_SURFACE_DEFAULT | GDT664:EXACT_WHOLE:chodaiin | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | OPEN | GDT655:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | GDT655:NEW_EXACT_WHOLE | GDT661:EXACT_WHOLE:ytal	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	9	qokalchey	9	qokalchey	chey	dal	[qokalchey:?]	NEWLY_EXPOSED_BY_GDT665_NO_NEW_CARD	OPEN	Saatgutzubereitung in Form II; vollständig eingeweicht; trockene Fraktion I; Grundansatz; drei Teile; Trockenansatz, Dosis III; heiß, Grad III; bis zur mittleren Trockenstufe; [qokalchey:?]; abgemessene Rohstoffmenge I; angetrocknet; abgemessene Rohstoffmenge I; Eintrag/Bezug: kalter Rohstoff I am Gradanfang
7	11998700	0	f76r	f76r.45	T	B	2	13	12	1	0	6	1	0.923077	6	6	1	0	y shedy qo or okain shey qokaiin okeedy qochy as oin sheey chckhy	Eintrag: | feucht in der Mitte des Grades, abgeschlossen | nehmen | Drogenportion | heiß im Zubereitungsrahmen, Grad II | feucht in der Mitte des Grades | heiß, Grad III | heißer Ansatz am Ende des Grades, abgeschlossen | [qochy:?] | ein gleicher Teil der Arzneispecies | bereite einen zweiten Ansatz | feucht am Ende des Grades | Arzneikompositum: trocken, Gradanfang	GDT659:Y_BOS_ENTRY | GDT647:FAMILY_MIGRATION | GDT662:EXACT_WHOLE:qo | GDT654:REVISE_AMBIGUOUS_TO_EXACT | V13:QUALITY_DEGREE_SERIES | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | OPEN | GDT665:EXACT_WHOLE:as | GDT664:EXACT_WHOLE:oin | GDT647:FAMILY_MIGRATION | GDT651:REVISED_FOUR_SHELL_CKH_GRID	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	9	qochy	9	qochy	okeedy	as	[qochy:?]	NEWLY_EXPOSED_BY_GDT665_NO_NEW_CARD	OPEN	Eintrag: bis zur mittleren Einweichstufe gebracht; nimm Folgendes: Drogenportion; heiß im Zubereitungsrahmen, Grad II; bis zur mittleren Einweichstufe; heiß, Grad III; Ansatz auf Heizendstufe abgeschlossen; [qochy:?]; ein gleicher Teil der Arzneispecies; bereite einen zweiten Ansatz; vollständig eingeweicht; Arzneikompositum: trocken, Gradanfang
8	11008800	1	f103v	f103v.24	S	B	3	12	11	5	0	0	1	0.916667	12	12	1	1	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain	erhitze hiervon bis zur Endstufe und schließe ab | Drogenholz, trocken gebunden, Form I | heiß am Ende des Grades | Wurzelportion | Menge III | [olan:?] | kalt im Zubereitungsrahmen, Grad I | kalt im Zubereitungsrahmen, Grad II | kalt im Zubereitungsrahmen, Grad II | Drogenfraktion I | ; hierzu: | heiß, Grad II	GDT665:EXACT_WHOLE:ykeey | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | V13:TARGET_SURFACE_DEFAULT | OPEN | V13:QUALITY_DEGREE_SERIES | V13:QUALITY_DEGREE_SERIES | V13:QUALITY_DEGREE_SERIES | GDT654:NEW_EXACT_WHOLE | GDT659:Y_MEDIAL_BIDIRECTIONAL_HINGE | V13:QUALITY_DEGREE_SERIES	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED	6	olan	6	olan	aiin	otan	[olan:?]	NEWLY_EXPOSED_BY_GDT665_NO_NEW_CARD	OPEN	erhitze hiervon bis zur Endstufe und schließe ab; Drogenholz, trocken gebunden, Form I; bis zur Heizendstufe; Wurzelportion; drei Teile; [olan:?]; kalt im Zubereitungsrahmen, Grad I; kalt im Zubereitungsrahmen, Grad II; kalt im Zubereitungsrahmen, Grad II; Drogenfraktion I; hierzu: heiß, Grad II
9	10998800	0	f115r	f115r.38	S	B	@	12	11	1	0	2	1	0.916667	10	10	1	0	dor cheol chot qotchy qokchy sol raiin shey kchedy daiin shedy qoty	miss eine Portion Droge ab | trockener Drogenstoff | [chot:?] | kalt und trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | Samenmaterial/Saatgut | Wurzel, Typ/Charge III | feucht in der Mitte des Grades | heiß und trocken in der Mitte des Grades, abgeschlossen | Grad-/Maßwert III | feucht in der Mitte des Grades, abgeschlossen | kalt am Anfang des Grades	GDT665:EXACT_WHOLE:dor | GDT642:ROUND_01 | OPEN | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	3	chot	3	chot	cheol	qotchy	[chot:?]	NEWLY_EXPOSED_BY_GDT665_NO_NEW_CARD	OPEN	miss eine Portion Droge ab; trockener Drogenstoff; [chot:?]; kalt und angetrocknet; heiß und angetrocknet; Samenmaterial/Saatgut; Wurzel, Typ/Charge III; bis zur mittleren Einweichstufe; heiß und bis zur mittleren Trockenstufe gebracht; drei Maße; bis zur mittleren Einweichstufe gebracht; leicht gekühlt
10	10998800	0	f115v	f115v.15	S	B	3	12	11	2	0	2	1	0.916667	10	10	1	0	saiin chol qotain qokain chl lr chdain qoteey rcheey r ar rodam	Samen/Saatgut, Typ/Charge III | trocken; nominal trockenes Gut/Material | kalt im qo-Rahmen, Grad II | heiß, Grad II | trocknen | Wurzelholz | Trockendroge in Dosis II | kalt am Ende des Grades | Wurzel/Wurzeldroge, trocken gebunden, Form II | Wurzel | Drogenfraktion I | [rodam:?]	V13:SCOPED_CONCRETE_HEAD_FORM | V13:DRY_OL_FORM | V13:QUALITY_DEGREE_SERIES | V13:TARGET_SURFACE_DEFAULT | GDT662:EXACT_WHOLE:chl | GDT664:EXACT_WHOLE:lr | GDT665:EXACT_WHOLE:chdain | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT661:R_BODY | GDT654:NEW_EXACT_WHOLE | OPEN	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE	12	rodam	12	rodam	ar	<EOS>	[rodam:?]	NEWLY_EXPOSED_BY_GDT665_NO_NEW_CARD	OPEN	Samen/Saatgut, Typ/Charge III; Trockengut; kalt im qo-Rahmen, Grad II; heiß, Grad II; trockne Folgendes: Wurzelholz; Trockendroge in Dosis II; bis zur Kühlendstufe; Wurzel/Wurzeldroge, trocken gebunden, Form II; Wurzel; Drogenfraktion I; [rodam:?]
