factorized_id	statement_id	event_id	physical_page	register	prose_block_id	owner_id	card_ordinal_in_statement	surface	visible_recipe	focus_atom_ordinal	focus_occurrence_ordinal	focus_core	focus_value_de	focus_family	selector_rule	attachment_geometry	selected_action_event_id	selected_action_card_ordinal	selected_action_atom_ordinal	target_card_offset	action_core	action_value_de	head_kind	r_topology	duplicate_mode	duplicate_role	paired_focus_atom_ordinal	lookahead_cards	owner_boundary_crossed	statement_boundary_crossed	selector_supported_outside_page	selector_supported_outside_register	head_supported_outside_page	head_supported_outside_register	event_admission_color	factorized_result
G515-A00001	G515-S001	G515-E0001	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	1	kodalchy	K+O+D_ADDR+AL+CH+Y	4	1	AL	ZIELORT	RELATION	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	G515-E0001	1	1	0	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00002	G515-S001	G515-E0001	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	1	kodalchy	K+O+D_ADDR+AL+CH+Y	6	1	Y	POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0001	1	5	0	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00003	G515-S002	G515-E0003	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	1	sheol	SH+E+OL	2	1	E	GRAD I	GRADE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0003	1	1	0	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00004	G515-S002	G515-E0005	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	3	sheey	SH+EE+Y	2	1	EE	GRAD II	GRADE	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0005	3	1	0	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00005	G515-S002	G515-E0005	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	3	sheey	SH+EE+Y	3	1	Y	POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0005	3	1	0	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00006	G515-S002	G515-E0006	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	4	qotey	OT+E+Y	2	1	E	GRAD I	GRADE	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G515-E0005	3	1	-1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00007	G515-S002	G515-E0006	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	4	qotey	OT+E+Y	3	1	Y	POSTEN	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G515-E0005	3	1	-1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00008	G515-S002	G515-E0008	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	6	chor	CH+OR	2	1	OR	EINHEIT	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0008	6	1	0	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00009	G515-S002	G515-E0009	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	7	ytoy	Y+T+O+Y	1	1	Y	POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	G515-E0009	7	2	0	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00010	G515-S002	G515-E0009	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	7	ytoy	Y+T+O+Y	4	2	Y	POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0009	7	2	0	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00011	G515-S002	G515-E0010	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	8	dchor	D_ADDR+CH+OR	3	1	OR	EINHEIT	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0010	8	2	0	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00012	G515-S002	G515-E0014	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	12	shtchy	SH+T+CH+Y	4	1	Y	POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0014	12	3	0	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00013	G515-S002	G515-E0015	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	13	chaiin	CH+AIIN	2	1	AIIN	WERT	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0015	13	1	0	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00014	G515-S002	G515-E0017	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	15	choraiin	CH+OR+AIIN	2	1	OR	EINHEIT	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0017	15	1	0	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00015	G515-S002	G515-E0017	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	15	choraiin	CH+OR+AIIN	3	1	AIIN	WERT	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0017	15	1	0	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00016	G515-S002	G515-E0021	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	19	chy	Y	1	1	Y	POSTEN	ARGUMENT	INHERITED_ACTION_STACK	INHERITED_ACTION	G515-E0019	17	2	-2	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00017	G515-S002	G515-E0022	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	20	chaiin	CH+AIIN	2	1	AIIN	WERT	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0022	20	1	0	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00018	G515-S002	G515-E0023	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	21	qotaiin	OT+AIIN	2	1	AIIN	WERT	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G515-E0022	20	1	-1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00019	G515-S002	G515-E0024	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	22	daiin	AIIN	1	1	AIIN	WERT	ARGUMENT	INHERITED_ACTION_STACK	INHERITED_ACTION	G515-E0022	20	1	-2	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00020	G515-S002	G515-E0025	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	23	shain	SH+AIN	2	1	AIN	ANTEIL	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0025	23	1	0	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00021	G515-S002	G515-E0027	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	25	chy	Y	1	1	Y	POSTEN	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G515-E0026	24	2	-1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00022	G515-S002	G515-E0028	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	26	yty	Y+T+Y	1	1	Y	POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	G515-E0028	26	2	0	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00023	G515-S002	G515-E0028	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	26	yty	Y+T+Y	3	2	Y	POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0028	26	2	0	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00024	G515-S002	G515-E0029	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	27	daiin	AIIN	1	1	AIIN	WERT	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G515-E0028	26	2	-1	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00025	G515-S002	G515-E0030	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	28	okaiin	OK+AIIN	2	1	AIIN	WERT	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0030	28	1	0	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00026	G515-S002	G515-E0031	f4r	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	29	cthy	CH+T+Y	3	1	Y	POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0031	29	2	0	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00027	G515-S003	G515-E0032	f4r	HERBAL	F4R_PROSE_02	F4R_WHOLE_PLANT	1	pydaiin	P+Y+D_ADDR+AIIN	2	1	Y	POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0032	1	1	0	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00028	G515-S003	G515-E0032	f4r	HERBAL	F4R_PROSE_02	F4R_WHOLE_PLANT	1	pydaiin	P+Y+D_ADDR+AIIN	4	1	AIIN	WERT	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0032	1	1	0	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00029	G515-S003	G515-E0033	f4r	HERBAL	F4R_PROSE_02	F4R_WHOLE_PLANT	2	qotchy	OT+Y	2	1	Y	POSTEN	ARGUMENT	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	G515-E0032	1	1	-1	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00030	G515-S003	G515-E0034	f4r	HERBAL	F4R_PROSE_02	F4R_WHOLE_PLANT	3	dy	Y	1	1	Y	POSTEN	ARGUMENT	INHERITED_ACTION_STACK	INHERITED_ACTION	G515-E0032	1	1	-2	P	EINSETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00031	G515-S003	G515-E0035	f4r	HERBAL	F4R_PROSE_02	F4R_WHOLE_PLANT	4	tydy	T+Y+DY	2	1	Y	POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0035	4	1	0	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00032	G515-S004	G515-E0036	f4r	HERBAL	F4R_PROSE_02	F4R_WHOLE_PLANT	1	chor	CH+OR	2	1	OR	EINHEIT	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0036	1	1	0	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00033	G515-S004	G515-E0037	f4r	HERBAL	F4R_PROSE_02	F4R_WHOLE_PLANT	2	shytchy	SH+Y+T+CH+Y	2	1	Y	POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0037	2	1	0	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
G515-A00034	G515-S004	G515-E0037	f4r	HERBAL	F4R_PROSE_02	F4R_WHOLE_PLANT	2	shytchy	SH+Y+T+CH+Y	5	2	Y	POSTEN	ARGUMENT	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	G515-E0037	2	4	0	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	0	NO	NO	YES	YES	YES	YES	GREEN	PASS_FIXED_FACTORS
