joint_tuple_id	surface_family	occurrence_count	event_ids	statement_ids	records	pages	slot_memberships	dominant_slots	semantic_segmentation	concrete_reading_de	middle_lexicon_status	frequency_tier	apprentice_rule_de
2f1c5e56e8f0ff459065	aiin|chaiin|daiin|saiin|taiin	20	E009|E022|E030|E051|E057|E061|E068|E077|E100|E116|E118|E207|E217|E233|E274|E299|E332|E338|E369|E377	H1-S001|H2-S001|H2-S002|H3-S003|H4-S001|H4-S002|H4-S004|H5-S001|H5-S006|B1-S002|B2-S012|B2-S016|B3-S003|B3-S021|B3-S030|B4-S008|B4-S011|B5-S003|B6-S001	H1|H2|H3|H4|H5|B1|B2|B3|B4|B5|B6	f10r|f11r|f55v|f56r|f81v|f82r|f83r	QUANTITY:20	QUANTITY	AIIN_TARGET_MEASURE	Sollmaß	PRODUCTIVE_BASE	CORE_16	Grundbauteil direkt lesen und in den passenden Slot setzen.
dcda95c81a5460feb191	cheol|chol|ol|qol|sol|tol	19	E013|E027|E029|E106|E110|E114|E121|E124|E133|E135|E148|E154|E295|E324|E343|E366|E370|E376|E378	H1-S002|H2-S002|B1-S002|B1-S003|B1-S004|B1-S008|B1-S014|B1-S016|B3-S029|B4-S003|B4-S011|B5-S003|B6-S001	H1|H2|B1|B3|B4|B5|B6	f10r|f81v|f83r	ORDER:19|OPERATION:19	ORDER|OPERATION	OL_CONTINUE	fortsetzen	PRODUCTIVE_BASE	CORE_16	Grundbauteil direkt lesen und in den passenden Slot setzen.
b921a237be883a820352	chey|chy|dy|shy|sy|y	18	E020|E021|E023|E035|E037|E048|E050|E055|E072|E132|E170|E208|E232|E234|E273|E277|E349|E380	H2-S001|H2-S003|H3-S003|H3-S004|H4-S004|B1-S008|B2-S003|B2-S012|B3-S003|B3-S021|B4-S014|B6-S001	H2|H3|H4|B1|B2|B3|B4|B6	f10r|f11r|f55v|f81v|f82r|f83r	OWNER_ITEM:18	OWNER_ITEM	Y_CURRENT_ITEM_CARD	dieser Posten	PRODUCTIVE_BASE	CORE_16	Grundbauteil direkt lesen und in den passenden Slot setzen.
6f7ff8287eddf4da9fdb	chdy|chedy	11	E062|E123|E145|E244|E252|E287|E304|E319|E328|E342|E372	H4-S002|B1-S004|B1-S014|B3-S007|B3-S011|B3-S026|B3-S032|B4-S003|B4-S005|B4-S011|B5-S003	H4|B1|B3|B4|B5	f55v|f81v|f83r	OWNER_ITEM:11|OPERATION:11	OWNER_ITEM|OPERATION	CHD~CHED_TRANSFER+Y_ITEM	umsetzen	PRODUCTIVE_COMPOSITION	CORE_16	Die bereits lizenzierten Bauteile der exakten Karte zusammensetzen.
276a7c2d74d1143446f4	choky|oky|qoky	10	E008|E081|E085|E140|E188|E195|E247|E251|E298|E323	H1-S001|H5-S001|H5-S002|B1-S011|B2-S006|B2-S010|B3-S009|B3-S011|B3-S030|B4-S003	H1|H5|B1|B2|B3|B4	f10r|f56r|f81v|f82r|f83r	OWNER_ITEM:10|OPERATION:10	OWNER_ITEM|OPERATION	OK_SET+Y_OPEN	Posten ansetzen	PRODUCTIVE_COMPOSITION	CORE_16	Die bereits lizenzierten Bauteile der exakten Karte zusammensetzen.
dd0ecaf5e27d81befffc	al|chal|cheal|dal|sal|tal	10	E082|E109|E156|E166|E214|E268|E272|E278|E359|E365	H5-S001|B1-S002|B1-S017|B1-S021|B2-S016|B3-S020|B3-S021|B4-S016|B5-S003	H5|B1|B2|B3|B4|B5	f56r|f81v|f82r|f83r	TARGET:10	TARGET	AL_TO	dorthin	PRODUCTIVE_BASE	CORE_16	Grundbauteil direkt lesen und in den passenden Slot setzen.
b5fcea1eaed06b2f2291	okaiin|qokaiin	9	E056|E102|E180|E181|E219|E236|E243|E256|E270	H4-S001|B1-S002|B2-S005|B2-S016|B3-S004|B3-S007|B3-S013|B3-S021	H4|B1|B2|B3	f55v|f81v|f82r|f83r	QUANTITY:9|OPERATION:9	QUANTITY|OPERATION	OK_SET+AIIN_TARGET_MEASURE	auf Sollmaß einstellen	PRODUCTIVE_COMPOSITION	CORE_16	Die bereits lizenzierten Bauteile der exakten Karte zusammensetzen.
0275fbf14e07935b0a45	okeey|qokeey	7	E153|E175|E194|E205|E293|E317|E322	B1-S016|B2-S004|B2-S010|B2-S012|B3-S028|B4-S002|B4-S003	B1|B2|B3|B4	f81v|f82r|f83r	OWNER_ITEM:7|OPERATION:7|STATE_GRADE:7	OWNER_ITEM|OPERATION|STATE_GRADE	OK_SET+GRADE_2+Y_OPEN	länger ansetzen	PRODUCTIVE_COMPOSITION	CORE_16	Die bereits lizenzierten Bauteile der exakten Karte zusammensetzen.
1645e612504fcef59ced	okain|qokain	7	E127|E169|E198|E200|E288|E341|E352	B1-S006|B2-S003|B2-S011|B3-S026|B4-S011|B4-S015	B1|B2|B3|B4	f81v|f82r|f83r	QUANTITY:7|OPERATION:7	QUANTITY|OPERATION	OK+AIN_PORTION	eine Portion zugeben	PRODUCTIVE_COMPOSITION	CORE_16	Die bereits lizenzierten Bauteile der exakten Karte zusammensetzen.
7a4bb8136330ee4e6e56	chor|or|shor|sor	7	E017|E025|E033|E034|E071|E254|E348	H2-S001|H2-S002|H2-S003|H4-S004|B3-S012|B4-S014	H2|H4|B3|B4	f10r|f55v|f83r	PREPARATION:7	PREPARATION	OR_BATCH	Ansatz	PRODUCTIVE_BASE	CORE_16	Grundbauteil direkt lesen und in den passenden Slot setzen.
e0b630cb1b5df5e7105b	checthy|cthy|shcthy	7	E014|E016|E054|E271|E279|E289|E310	H1-S002|H2-S001|H3-S004|B3-S021|B3-S026|B3-S034	H1|H2|H3|B3	f10r|f11r|f83r	STATE_GRADE:7	STATE_GRADE	CTH_READY+Y_CURRENT	bereit	PRODUCTIVE_COMPOSITION	CORE_16	Die bereits lizenzierten Bauteile der exakten Karte zusammensetzen.
308e8ea2d5d190c498e8	okal|qokal	6	E069|E104|E152|E172|E186|E241	H4-S004|B1-S002|B1-S016|B2-S004|B2-S006|B3-S006	H4|B1|B2|B3	f55v|f81v|f82r|f83r	TARGET:6|OPERATION:6	TARGET|OPERATION	OK_SET+AL_TO	dort ansetzen	PRODUCTIVE_COMPOSITION	CORE_16	Die bereits lizenzierten Bauteile der exakten Karte zusammensetzen.
4d4559019a961b834aa1	char|dar|sar	5	E003|E031|E105|E199|E238	H1-S001|H2-S002|B1-S002|B2-S011|B3-S004	H1|H2|B1|B2|B3	f10r|f81v|f82r|f83r	SOURCE:5	SOURCE	AR_FROM	daraus	PRODUCTIVE_BASE	CORE_16	Grundbauteil direkt lesen und in den passenden Slot setzen.
2cc054357a929df85f64	cho|sho	4	E075|E078|E088|E094	H5-S001|H5-S003|H5-S005	H5	f56r	OWNER_ITEM:4	OWNER_ITEM	HO_INGREDIENT	Zutat	PRODUCTIVE_BASE	CORE_16	Grundbauteil direkt lesen und in den passenden Slot setzen.
2cc8bb3c2af19607888f	chckhy|shckhy	4	E119|E128|E139|E179	B1-S002|B1-S006|B1-S011|B2-S005	B1|B2	f81v|f82r	OWNER_ITEM:4|OPERATION:4|FLOW_TRANSFER:4	OWNER_ITEM|OPERATION|FLOW_TRANSFER	CKH_THROUGH+Y_ITEM	durchleiten	PRODUCTIVE_COMPOSITION	CORE_16	Die bereits lizenzierten Bauteile der exakten Karte zusammensetzen.
b5df9126607030b95175	cheey|shey	4	E044|E197|E203|E353	H3-S001|B2-S010|B2-S012|B4-S015	H3|B2|B4	f11r|f82r|f83r	PREPARATION:4|STATE_GRADE:4	PREPARATION|STATE_GRADE	SHEY_CLEAR_LIQUID_WHOLE	Klarflüssigkeit	MEMORIZED_RECURRENT_CARD	CORE_16	Die ganze exakte Karte als wiederkehrendes Fachwort lernen.
54d0e228ca346110af05	otaiin|sotaiin	3	E190|E306|E312	B2-S008|B3-S032|B3-S034	B2|B3	f82r|f83r	QUANTITY:3|ORDER:3	QUANTITY|ORDER	OT_FOLLOW+AIIN_MEASURE	Folgemaß	PRODUCTIVE_COMPOSITION	SECONDARY_RECURRENT	Die bereits lizenzierten Bauteile der exakten Karte zusammensetzen.
90bcf0a9ec0ef56399e6	otal|qotal	3	E230|E237|E320	B3-S002|B3-S004|B4-S003	B3|B4	f83r	TARGET:3	TARGET	OT_NEXT+AL_TO	danach dorthin	PRODUCTIVE_COMPOSITION	SECONDARY_RECURRENT	Die bereits lizenzierten Bauteile der exakten Karte zusammensetzen.
