held_collection	query_record	model	candidate_count	first_correct_rank	top1_correct	top5_correct	reciprocal_rank_100	top_candidate_record	top_candidate_transition_jaccard	title_or_concept_exported
b4	b4.1	SIZE_ONLY	852	5	0	1	0.200000000	bs1.208	0.602941176	NO
b4	b4.1	UNORDERED_GRAPH	852	1	1	1	1.000000000	w1.1	0.892857143	NO
b4	b4.1	ORDERED_FIELD_GRAPH	852	1	1	1	1.000000000	w1.1	0.892857143	NO
b4	b4.1	ORDERED_REPEAT_GRAPH	852	1	1	1	1.000000000	w1.1	0.892857143	NO
b4	b4.1	GLOBAL_OPAQUE_ID_CEILING	852	1	1	1	1.000000000	w1.1	0.892857143	NO
b4	b4.2	SIZE_ONLY	852	11	0	0	0.090909091	bs1.116	0.354838710	NO
b4	b4.2	UNORDERED_GRAPH	852	1	1	1	1.000000000	w1.2	0.954545455	NO
b4	b4.2	ORDERED_FIELD_GRAPH	852	1	1	1	1.000000000	w1.2	0.954545455	NO
b4	b4.2	ORDERED_REPEAT_GRAPH	852	4	0	1	0.250000000	gr1.146	0.583333333	NO
b4	b4.2	GLOBAL_OPAQUE_ID_CEILING	852	1	1	1	1.000000000	w1.2	0.954545455	NO
b4	b4.3	SIZE_ONLY	852	33	0	0	0.030303030	w1.79	0.435897436	NO
b4	b4.3	UNORDERED_GRAPH	852	1	1	1	1.000000000	w1.3	0.964285714	NO
b4	b4.3	ORDERED_FIELD_GRAPH	852	16	0	0	0.062500000	bs1.191.sub.3	0.588235294	NO
b4	b4.3	ORDERED_REPEAT_GRAPH	852	1	1	1	1.000000000	w1.3	0.964285714	NO
b4	b4.3	GLOBAL_OPAQUE_ID_CEILING	852	1	1	1	1.000000000	w1.3	0.964285714	NO
b4	b4.9	SIZE_ONLY	852	12	0	0	0.083333333	bs1.38	0.610169492	NO
b4	b4.9	UNORDERED_GRAPH	852	1	1	1	1.000000000	w1.9	0.957446809	NO
b4	b4.9	ORDERED_FIELD_GRAPH	852	3	0	1	0.333333333	bs1.38	0.610169492	NO
b4	b4.9	ORDERED_REPEAT_GRAPH	852	1	1	1	1.000000000	w1.9	0.957446809	NO
b4	b4.9	GLOBAL_OPAQUE_ID_CEILING	852	1	1	1	1.000000000	w1.9	0.957446809	NO
b4	b4.10	SIZE_ONLY	852	4	0	1	0.250000000	bs1.135	0.272727273	NO
b4	b4.10	UNORDERED_GRAPH	852	5	0	1	0.200000000	gr1.78	0.600000000	NO
b4	b4.10	ORDERED_FIELD_GRAPH	852	1	1	1	1.000000000	w1.10	1.000000000	NO
b4	b4.10	ORDERED_REPEAT_GRAPH	852	2	0	1	0.500000000	w1.26	0.400000000	NO
b4	b4.10	GLOBAL_OPAQUE_ID_CEILING	852	1	1	1	1.000000000	w1.10	1.000000000	NO
b4	b4.11	SIZE_ONLY	852	36	0	0	0.027777778	bs1.102	0.133333333	NO
b4	b4.11	UNORDERED_GRAPH	852	2	0	1	0.500000000	gr1.211	0.736842105	NO
b4	b4.11	ORDERED_FIELD_GRAPH	852	2	0	1	0.500000000	gr1.211	0.736842105	NO
b4	b4.11	ORDERED_REPEAT_GRAPH	852	3	0	1	0.333333333	gr1.146	0.700000000	NO
b4	b4.11	GLOBAL_OPAQUE_ID_CEILING	852	1	1	1	1.000000000	w1.11	0.833333333	NO
b4	b4.12	SIZE_ONLY	852	1	1	1	1.000000000	w1.12	0.942028986	NO
b4	b4.12	UNORDERED_GRAPH	852	1	1	1	1.000000000	w1.12	0.942028986	NO
b4	b4.12	ORDERED_FIELD_GRAPH	852	1	1	1	1.000000000	w1.12	0.942028986	NO
b4	b4.12	ORDERED_REPEAT_GRAPH	852	1	1	1	1.000000000	w1.12	0.942028986	NO
b4	b4.12	GLOBAL_OPAQUE_ID_CEILING	852	1	1	1	1.000000000	w1.12	0.942028986	NO
b4	b4.13	SIZE_ONLY	852	41	0	0	0.024390244	br1.20	0.481481481	NO
b4	b4.13	UNORDERED_GRAPH	852	2	0	1	0.500000000	bs1.230	0.444444444	NO
b4	b4.13	ORDERED_FIELD_GRAPH	852	11	0	0	0.090909091	gr1.109	0.562500000	NO
b4	b4.13	ORDERED_REPEAT_GRAPH	852	3	0	1	0.333333333	w1.33	0.695652174	NO
