span_id	page	physical_folio	locus	section	language	hand	register_id	ol_ordinal	field_start_ordinal	field_end_ordinal	line_token_count	span_line_position	branch	written_span_eva	right_field_eva	registered_fused_form	opaque_head_surface	body_surface	head_id	registry_source	record_role	semantic_family	old_gdt776_default_de	old_gdt776_contextual	new_gdt777_default_de	fallback_replacement	contextual_sharpening	consumed_token_count	consumed_token_ids	confidence	positive_evidence	counterevidence	alternate_1_de	alternate_2_de	selection_rule	exactness_rule	written_line_eva	default_is_translation	confirmed_lexeme	confirmed_plaintext	component_export_credit
G777-S001	f103v	f103	f103v.9	S	B	3	S|B|3	10	11	11	11	FINAL	REGISTERED_COMPLETE_WHOLE	ol lkar	lkar	lkar	l	kar	H4	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	HEATED_PART	Ansatz-/Zubereitungsposten	0	Binnenfeld: heißer Anteil I	1	0	1	f103v.9@11	C1	GDT737 registriert die vollständige H4-Ganzform und den body als erhitzte Teil-/Fraktionsstufe I	Teil gegen Fraktion sowie Zustand gegen Prozess bleiben offen	heiße Fraktion I	Wärmestufe I	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_TOKEN_READER_EXACT	pchal shal shorchdy okeor okaiin shedy pchedy qotchedy qotar ol lkar	0	0	0	0
G777-S002	f105r	f105	f105r.15	S	B	3	S|B|3	2	3	4	12	MIDDLE	REGISTERED_SPLIT_FIELD	ol r aiin	r aiin	raiin	r	aiin	H3	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	VALUE_III	Spätbezug: folgendes Wertfeld	1	Bezugsfeld: Wert III	0	1	2	f105r.15@3|f105r.15@4	C1	GDT736 registriert die vollständige H3-Ganzform mit Ordinalstufe III und später Bezugsrolle	Wert gegen Ordinalstufe und Bezug gegen Abschluss bleiben offen	Ordinalstufe III	interner Abschluss III	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_AND_SUCCESSOR_READER_EXACT	lksheey ol r aiin okeedy olkeeody lkaiin okeeol oteeol shod daiin aral	0	0	0	0
G777-S003	f106r	f106	f106r.28	S	B	3	S|B|3	2	3	3	12	MIDDLE	REGISTERED_COMPLETE_WHOLE	ol lcho	lcho	lcho	l	cho	H4	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	DRY_PREPARATION	Ansatz-/Zubereitungsposten	0	Binnenfeld: Trockenansatz	1	0	1	f106r.28@3	C1	GDT737 registriert die vollständige H4-Ganzform und den body als trockenen Ansatz oder Zubereitung	Ansatz gegen Zustand bleibt offen	trockene Zubereitung	Trockenheitszustand	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_TOKEN_READER_EXACT	okaiin ol lcho rcheo raiin qokaiin chey chokaiin chear ar ol raralchl	0	0	0	0
G777-S004	f107r	f107	f107r.19	S	B	3	S|B|3	2	3	3	12	MIDDLE	REGISTERED_COMPLETE_WHOLE	ol rar	rar	rar	r	ar	H3	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	PART_VALUE_I	Ansatz-/Zubereitungsposten	0	Bezugsfeld: Anteil I	1	0	1	f107r.19@3	C1	GDT736 registriert die vollständige H3-Ganzform mit Teil-/Fraktionsstufe I und später Bezugsrolle	Teil gegen Wertdimension bleibt offen	Fraktionsstufe I	Abschlusswert I	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_TOKEN_READER_EXACT	oaiin ol rar sheey ylar aiin cholal dy cheeody okeeey cheodaiin aldy	0	0	0	0
G777-S005	f108r	f108	f108r.25	S	B	3	S|B|3	12	13	13	14	MIDDLE	REGISTERED_COMPLETE_WHOLE	ol rain	rain	rain	r	ain	H3	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	VALUE_II	Ansatz-/Zubereitungsposten	0	Bezugsfeld: Wert II	1	0	1	f108r.25@13	C1	GDT737 registriert die vollständige H3-Ganzform und den body als Ordinal-/Wertstufe II	Wert gegen Ordinalstufe und Bezug gegen Abschluss bleiben offen	Ordinalstufe II	interner Abschluss II	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_TOKEN_READER_EXACT	y cheeor aiin okeey cheol chedy opchsd opchedy alkedy al lkeam ol rain al	0	0	0	0
G777-S006	f108v	f108	f108v.24	S	B	3	S|B|3	4	5	6	12	MIDDLE	REGISTERED_SPLIT_FIELD	ol r ain	r ain	rain	r	ain	H3	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	VALUE_II	Spätbezug: folgendes Wertfeld	1	Bezugsfeld: Wert II	0	1	2	f108v.24@5|f108v.24@6	C1	GDT737 registriert die vollständige H3-Ganzform und den body als Ordinal-/Wertstufe II	Wert gegen Ordinalstufe und Bezug gegen Abschluss bleiben offen	Ordinalstufe II	interner Abschluss II	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_AND_SUCCESSOR_READER_EXACT	daiin chekeek checkhy ol r ain odar sheey daiin tchar okeedaiin oram	0	0	0	0
G777-S007	f108v	f108	f108v.25	S	B	3	S|B|3	5	6	6	13	MIDDLE	REGISTERED_COMPLETE_WHOLE	ol lchey	lchey	lchey	l	chey	H4	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	DRY_FORM_I	und	1	Binnenfeld: trockene Form I	0	1	1	f108v.25@6	C2	GDT736 registriert die vollständige H4-Ganzform mit trockener Form I	Formindex gegen Gradindex bleibt offen	Trockenheitsgrad I	Binnenzustand I	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_TOKEN_READER_EXACT	sheeol okeey kaiin okaiin ol lchey ctheo r aiin cheey qokeey qokeeaiin al	0	0	0	0
G777-S008	f116r	f116	f116r.32	S	B	3	S|B|3	7	8	8	12	MIDDLE	REGISTERED_COMPLETE_WHOLE	ol lchedy	lchedy	lchedy	l	chedy	H4	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	DRY_RESULT_I	und	1	Binnenfeld: Trockenresultat I	0	1	1	f116r.32@8	C2	GDT736 registriert die vollständige H4-Ganzform mit getrocknetem Ergebnis Form I	Ergebnis gegen Zustand und Indexdimension bleiben offen	getrocknete Form I	Endstufe I	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_TOKEN_READER_EXACT	olkeey rain shey qor aiin shey ol lchedy rshey qokeedy chtain oly	0	0	0	0
G777-S009	f116r	f116	f116r.44	S	B	3	S|B|3	5	6	6	11	MIDDLE	REGISTERED_COMPLETE_WHOLE	ol lcheor	lcheor	lcheor	l	cheor	H4	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	DRY_PART	Ansatz-/Zubereitungsposten	0	Binnenfeld: Trockenportion	1	0	1	f116r.44@6	C1	GDT737 registriert die vollständige H4-Ganzform und den body als trockenen Teil-/Portionsträger	Teil gegen Portion bleibt offen	trockener Teil	Trockenheits-Portion	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_TOKEN_READER_EXACT	s okeedy qokain shckhy ol lcheor chky raiin chey qol okam	0	0	0	0
G777-S010	f116r	f116	f116r.6	S	B	3	S|B|3	2	3	3	9	MIDDLE	REGISTERED_COMPLETE_WHOLE	ol lchedy	lchedy	lchedy	l	chedy	H4	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	DRY_RESULT_I	Ansatz-/Zubereitungsposten	0	Binnenfeld: Trockenresultat I	1	0	1	f116r.6@3	C2	GDT736 registriert die vollständige H4-Ganzform mit getrocknetem Ergebnis Form I	Ergebnis gegen Zustand und Indexdimension bleiben offen	getrocknete Form I	Endstufe I	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_TOKEN_READER_EXACT	sain ol lchedy chedy otey chedy lain otedy oteey	0	0	0	0
G777-S011	f24r	f24	f24r.13	H	A	1	H|A|1	2	3	4	7	MIDDLE	REGISTERED_SPLIT_FIELD	ol s chey	s chey	schey	s	chey	H2	GDT736_TRAINING	LINE_ITEM_OR_SUBENTRY_MARKER	DRY_FORM_I	Unterposten: folgendes Feld	1	Unterposten: trockene Form I	0	1	2	f24r.13@3|f24r.13@4	C1	GDT736 registriert die vollständige H2-Ganzform mit trockener Form I; die Splitregel bindet s und chey nur gemeinsam	Fusion und Trennung sind hier nicht als Lesergrenze belegt	Trockenheitsgrad I	trockene Form I ohne Unterpostenrolle	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_AND_SUCCESSOR_READER_EXACT	oees ol s chey chcth s ar	0	0	0	0
