decision_id	reading_id	surface	expected_old_meaning_de	new_meaning_de	dispatch_class	head_role	index_value	practical_rationale_de	strongest_rival_de	source_evidence	open_slot_de	component_export_credit	historical_confirmation	observed_occurrence_count	observed_page_count	observed_locus_count	working_model_score_0_100_not_probability	working_model_level	semantic_scope	unconditional_global_export_allowed	source_gdts_before	changed_fields	score_level_evidence_scope_export_unchanged	base_row_sha256	new_row_sha256	positive_evidence_sha256	counterevidence_sha256
G729-D001	arain#GLOBAL	arain	erste Drogenfraktion in Menge II	zwei Teile des Drogenanteils I	INDEXED_SHARE_AMOUNT	AR_INDEXED_SHARE_WITH_LOCAL_AMOUNT	II über Anteil I	Die Ganzform erhält beide sichtbaren Ebenen: AR bezeichnet Anteil I und AIN liefert innerhalb dieses Anteils die Zweiteilung.	Drogenanteil I, Wertstufe II	GDT665:ACCEPTED_WHOLE_SURFACE_DEFAULTS:arain|GDT724:AR_INDEXED_SHARE	genaue Teilungs- oder Maßeinheit; Stoffidentität des Anteils	0	H0_NONE	4	4	4	66	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	GDT665:EXACT_WHOLE	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	daafdf6f3aa77d06e1f7db96aa95d131994c2d7dc91969f0f3055b25a3cb36b1	98175b54da8dd520a6c5da8d2d9114adf1087638a6b3438bf25925bc873c932e	76c0f075d73645c082f7c852f9944d8910acb6f2fea1eb3e15b8140de08399fc	3a9a3e5f8f86a6dd3f185beedeb8b59140a313a56c274473dfb444df749c991b
G729-D002	chorain#GLOBAL	chorain	Blüten-/Pflanzenteil, Menge/Klasse II	Blütenteil, Wertstufe II	OPEN_VALUE	CHOR_PLANT_PART_VALUE	II	Der sichtbare CHOR-Teilkopf bleibt konkret; GDT627 lässt die Sachachse Menge, Stärke, Größe, Reife oder Klasse offen.	Blütenteil: zwei Portionen	GDT627:HEAD_ROLE_ATLAS:chora|GDT627:REPORT:ATTACHMENT_IN_PLANT_PART_LISTS	genaue Pflanzenidentität und Sachachse der Wertstufe	0	H0_NONE	2	2	2	53	W2_PROVISIONAL_WORKING	KNOWN_CONTEXT_LICENSED	0	V13:PART_VALUE_SERIES	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	534e450a388c759fb9d5dde08d512032e8118360b66931a75fee2368232da012	1af857bb1d488733e7cc41d562653b39c53179df7014a225a7370d83a14d1db5	932b64220fa0b762c73d3dfc5613d51894c188f139a1fcf5f77922c4d656ce48	adcef7c61b75f0c96b7c1ce358b0ff2887326dc5f4d411b82938f5ea072b8b17
G729-D003	choraiin#GLOBAL	choraiin	Blüten-/Pflanzenteil, Menge/Klasse III	Blütenteil, Wertstufe III	OPEN_VALUE	CHOR_PLANT_PART_VALUE	III	Der sichtbare CHOR-Teilkopf bleibt konkret; GDT627 lässt die Sachachse Menge, Stärke, Größe, Reife oder Klasse offen.	Blütenteil: drei Portionen	GDT627:HEAD_ROLE_ATLAS:chora|GDT627:REPORT:ATTACHMENT_IN_PLANT_PART_LISTS	genaue Pflanzenidentität und Sachachse der Wertstufe	0	H0_NONE	3	3	3	58	W2_PROVISIONAL_WORKING	KNOWN_CONTEXT_LICENSED	0	V13:PART_VALUE_SERIES	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	249815d73703329163bd0e859769ced66dded0c1cad953458459d9e291b224dc	1d59ff71f3048cea4bc0d51bfaa2636c06844c797eb06518cc5d86298d90803b	b740004d3a6b7a306e854727642aaf41577575e45682f6101c6596401257d09f	adcef7c61b75f0c96b7c1ce358b0ff2887326dc5f4d411b82938f5ea072b8b17
G729-D004	cthan#GLOBAL	cthan	Blatt-/Krautgut, Menge/Klasse I	Blattgut, Wertstufe I	OPEN_VALUE	CTH_PLANT_PART_VALUE	I	Der sichtbare CTH-Teilkopf erlaubt Blattgut als praktischen Default; ohne lokalen Mengen- oder Qualitätskopf bleibt die Achse offen.	Blattgut: eine Portion	GDT627:HEAD_ROLE_ATLAS:ctha|GDT627:REPORT:ATTACHMENT_IN_PLANT_PART_LISTS	Blatt gegenüber allgemeinem Krautgut und Sachachse der Wertstufe	0	H0_NONE	2	2	2	53	W2_PROVISIONAL_WORKING	KNOWN_CONTEXT_LICENSED	0	V13:PART_VALUE_SERIES	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	7b8c8aab566dd64042e6691af58fc013c316685a9497e4b9de7270d300289555	a3afce3400021f2f6076ecd0c590c650bcf76ec8df7c0213fec6a3f5e84d8a2f	932b64220fa0b762c73d3dfc5613d51894c188f139a1fcf5f77922c4d656ce48	adcef7c61b75f0c96b7c1ce358b0ff2887326dc5f4d411b82938f5ea072b8b17
G729-D005	cthain#GLOBAL	cthain	Blatt-/Krautgut, Menge/Klasse II	Blattgut, Wertstufe II	OPEN_VALUE	CTH_PLANT_PART_VALUE	II	Der sichtbare CTH-Teilkopf erlaubt Blattgut als praktischen Default; ohne lokalen Mengen- oder Qualitätskopf bleibt die Achse offen.	Blattgut: zwei Portionen	GDT627:HEAD_ROLE_ATLAS:ctha|GDT627:REPORT:ATTACHMENT_IN_PLANT_PART_LISTS	Blatt gegenüber allgemeinem Krautgut und Sachachse der Wertstufe	0	H0_NONE	4	3	3	58	W2_PROVISIONAL_WORKING	KNOWN_CONTEXT_LICENSED	0	V13:PART_VALUE_SERIES	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	8c5e1dcf154ee2e864d98e4dbe123a4c0af2432415889b704108d9c5102cda6d	7ae9f9b36ba876d1412bfea7b8238d672d2f9e68dab30c379db637a4830af0bc	33de0062768768800f7cbe1453f05b26eb4975071ac666f0aa380b01193c6344	adcef7c61b75f0c96b7c1ce358b0ff2887326dc5f4d411b82938f5ea072b8b17
G729-D006	cthaiin#GLOBAL	cthaiin	Blatt-/Krautgut, Menge/Klasse III	Blattgut, Wertstufe III	OPEN_VALUE	CTH_PLANT_PART_VALUE	III	Der sichtbare CTH-Teilkopf erlaubt Blattgut als praktischen Default; ohne lokalen Mengen- oder Qualitätskopf bleibt die Achse offen.	Blattgut: drei Portionen	GDT627:HEAD_ROLE_ATLAS:ctha|GDT627:REPORT:ATTACHMENT_IN_PLANT_PART_LISTS	Blatt gegenüber allgemeinem Krautgut und Sachachse der Wertstufe	0	H0_NONE	11	10	11	59	W2_PROVISIONAL_WORKING	KNOWN_CONTEXT_LICENSED	0	V13:PART_VALUE_SERIES	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	c69d0552bb62db2616e452d980e57e9787b2c7301d4359770f3a678b88510e68	74a54cafcd55d47684753d229e542311591003f24fba6d33876974ee978f036b	922371fc6e8167d35c9c09e158ba8edf521f28326916eedefc7e800411dcdb5d	adcef7c61b75f0c96b7c1ce358b0ff2887326dc5f4d411b82938f5ea072b8b17
G729-D007	dan#GLOBAL	dan	Grad-/Maßwert I	Wertstufe I	OPEN_VALUE	NAKED_D_VALUE	I	Die nackte D-Reihe trägt den Index, aber kein sichtbarer äußerer Kopf entscheidet global zwischen Grad, Menge und Klasse.	ein Maß oder Qualitätsgrad I	GDT686:REPORT:HEAD_DEPENDENT_AXIS	lokale Achse und absolute Einheit	0	H0_NONE	17	13	16	55	W2_PROVISIONAL_WORKING	KNOWN_CONTEXT_LICENSED	0	V13:CONTEXTUAL_VALUE_SERIES	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	9ce8657397d43796cc69f50c3deb6b4de52dffdc948ccc32a8f115b4af4ebe11	421253195cf6c172beacb816fc8907688cc016abf04a1901faffc096be30e708	4b94e85e9305f98690dede293ff5ae661bf6f7f400111e362ab582ecc3842376	adcef7c61b75f0c96b7c1ce358b0ff2887326dc5f4d411b82938f5ea072b8b17
G729-D008	daiiin#GLOBAL	daiiin	Grad-/Maßwert IV	Wertstufe IV	OPEN_VALUE	NAKED_D_VALUE	IV	Die nackte D-Reihe trägt den Index, aber kein sichtbarer äußerer Kopf entscheidet global zwischen Grad, Menge und Klasse.	vier Portionen oder Qualitätsgrad IV	GDT686:REPORT:HEAD_DEPENDENT_AXIS	lokale Achse und absolute Einheit	0	H0_NONE	17	17	17	55	W2_PROVISIONAL_WORKING	KNOWN_CONTEXT_LICENSED	0	V13:CONTEXTUAL_VALUE_SERIES	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	8b1ee5552df9cd8b63f0bf1e9cff26817f2c6a6168d786302090fe5c961d74a4	011882ef2464a10eb220460792359088e659079b470ee421b70457d27f1d2f61	e30522b6e7cd53d9cad1b2b8e7f563f18784265658fe0d1ea3b30290e032b72f	adcef7c61b75f0c96b7c1ce358b0ff2887326dc5f4d411b82938f5ea072b8b17
G729-D009	olain#GLOBAL	olain	Drogenstoff, Menge II	zwei Portionen Drogenstoff	CARDINAL_AMOUNT	OL_MATERIAL_AMOUNT	II	Der gelernte OL-Ganzformkopf bezeichnet Drogenstoff und die eigene praktische Quelllinie realisiert AIN bereits als zwei Teile.	Drogenstoff, Qualitätsstufe II oder Zwei-Maß-Zeichen	GDT663:FAMILY_COMPOSITION_ATLAS:olain|GDT665:INHERITED_OL_RENDER_REVISIONS	genaue Stoffidentität und absolute Einheit	0	H0_NONE	11	9	11	76	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	GDT663:EXACT_WHOLE	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	2144f4713b7785311dcbf1424b631970ee0f03feb15166bd5ec71f23622935ec	74ae741532d3f34f5d1743e3fd09d33b48a9179bdf4456749b8ae1567d74a76b	321c3effd66c4a19c1e6d1fb2680600578058fe33dbcb8b92b08889e938e4b7c	3a9a3e5f8f86a6dd3f185beedeb8b59140a313a56c274473dfb444df749c991b
G729-D010	olaiin#GLOBAL	olaiin	Drogenstoff, Menge III	drei Portionen Drogenstoff	CARDINAL_AMOUNT	OL_MATERIAL_AMOUNT	III	Der gelernte OL-Ganzformkopf bezeichnet Drogenstoff und die eigene praktische Quelllinie realisiert AIIN bereits als drei Teile.	Drogenstoff, Qualitätsstufe III oder Drei-Maß-Zeichen	GDT663:FAMILY_COMPOSITION_ATLAS:olaiin|GDT665:INHERITED_OL_RENDER_REVISIONS	genaue Stoffidentität und absolute Einheit	0	H0_NONE	39	31	39	76	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	1	GDT663:EXACT_WHOLE	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	1	8e7c13497af787aca6974b964abbf38856b03fa39908d89f0de5424a1415d3cc	cf30d9e7756c16818966592d1550f3dc61f3108f7e0403890e24afe3f57e812d	692ef73db76832c20aff82dd2fa308398449e2e8a9b408564f48a622794a2ee3	3a9a3e5f8f86a6dd3f185beedeb8b59140a313a56c274473dfb444df749c991b
