candidate	edition	locus	source_id	index	raw	gloss	role	origin	left_separator	right_separator
R_C_REL	ZL3b	f80r.14	ZL3b|f80r.14|G001	1	solkain	Inhalt	CONTENT_MATERIAL	GDT939_UNCHANGED_HYPOTHESIS	LINE_START	DEFINITE_SPACE
R_C_REL	ZL3b	f80r.14	ZL3b|f80r.14|G002	2	shl	dessen	POSSESSIVE_RELATIVE	NEW_GDT943_HYPOTHESIS	DEFINITE_SPACE	DEFINITE_SPACE
R_C_REL	ZL3b	f80r.14	ZL3b|f80r.14|G003	3	lky	Abfluss	EVENT_NOUN	NEW_GDT943_HYPOTHESIS	DEFINITE_SPACE	DEFINITE_SPACE
R_C_REL	ZL3b	f80r.14	ZL3b|f80r.14|G004	4	chcthy	langsam	RATE	GDT939_UNCHANGED_HYPOTHESIS	DEFINITE_SPACE	DEFINITE_SPACE
R_C_REL	ZL3b	f80r.14	ZL3b|f80r.14|G005	5	qokain	ist	COPULA	GDT939_UNCHANGED_HYPOTHESIS	DEFINITE_SPACE	DEFINITE_SPACE
R_C_REL	ZL3b	f80r.14	ZL3b|f80r.14|G006	6	qotchy	gelangt	MOTION	NEW_GDT943_HYPOTHESIS	DEFINITE_SPACE	DEFINITE_SPACE
R_C_REL	ZL3b	f80r.14	ZL3b|f80r.14|G007	7	qotal	nach außen	OUTWARD_PATH	NEW_GDT943_HYPOTHESIS	DEFINITE_SPACE	DEFINITE_SPACE
R_C_REL	ZL3b	f80r.14	ZL3b|f80r.14|G008	8	dy	dabei	SIMULTANEITY	NEW_GDT943_HYPOTHESIS	DEFINITE_SPACE	DEFINITE_SPACE
R_C_REL	ZL3b	f80r.14	ZL3b|f80r.14|G009	9	chckhy	langsam	RATE	GDT939_UNCHANGED_HYPOTHESIS	DEFINITE_SPACE	DEFINITE_SPACE
R_C_REL	ZL3b	f80r.14	ZL3b|f80r.14|G010	10	lchey	bis	GOAL_LIMIT	NEW_GDT943_HYPOTHESIS	DEFINITE_SPACE	DEFINITE_SPACE
