edition	page	locus	source_group_id	source_group_index	ivtff_group_raw	left_separator	right_separator	physical_leaf	REL_gloss	TEMP_gloss	REL_role	TEMP_role	scope
ZL3b	f103r	f103r.1	ZL3b|f103r.1|G007	7	qotal	DEFINITE_SPACE	DEFINITE_SPACE	103	nach außen	nach außen	OUTWARD_PATH	OUTWARD_PATH	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f103r	f103r.21	ZL3b|f103r.21|G004	4	otal	DEFINITE_SPACE	DEFINITE_SPACE	103	Kammer	Kammer	VESSEL	VESSEL	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f103r	f103r.22	ZL3b|f103r.22|G007	7	qotar	DEFINITE_SPACE	DEFINITE_SPACE	103	zur unteren	zur unteren	LOWER_GOAL	LOWER_GOAL	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f103r	f103r.39	ZL3b|f103r.39|G004	4	qotal	DEFINITE_SPACE	DEFINITE_SPACE	103	nach außen	nach außen	OUTWARD_PATH	OUTWARD_PATH	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f103r	f103r.43	ZL3b|f103r.43|G005	5	qotal	DEFINITE_SPACE	DEFINITE_SPACE	103	nach außen	nach außen	OUTWARD_PATH	OUTWARD_PATH	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f103r	f103r.47	ZL3b|f103r.47|G004	4	lchey	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	103	bis	bis	GOAL_LIMIT	GOAL_LIMIT	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f103r	f103r.8	ZL3b|f103r.8|G008	8	qotar	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	103	zur unteren	zur unteren	LOWER_GOAL	LOWER_GOAL	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f103v	f103v.1	ZL3b|f103v.1|G005	5	dy	DEFINITE_SPACE	DEFINITE_SPACE	103	dabei	dabei	SIMULTANEITY	SIMULTANEITY	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f103v	f103v.17	ZL3b|f103v.17|G010	10	otal	DEFINITE_SPACE	DEFINITE_SPACE	103	Kammer	Kammer	VESSEL	VESSEL	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f103v	f103v.20	ZL3b|f103v.20|G008	8	qotal	DEFINITE_SPACE	DEFINITE_SPACE	103	nach außen	nach außen	OUTWARD_PATH	OUTWARD_PATH	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f103v	f103v.23	ZL3b|f103v.23|G008	8	otal	DEFINITE_SPACE	DEFINITE_SPACE	103	Kammer	Kammer	VESSEL	VESSEL	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f103v	f103v.24	ZL3b|f103v.24|G002	2	lchey	DEFINITE_SPACE	DEFINITE_SPACE	103	bis	bis	GOAL_LIMIT	GOAL_LIMIT	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f103v	f103v.25	ZL3b|f103v.25|G006	6	otal	DEFINITE_SPACE	DEFINITE_SPACE	103	Kammer	Kammer	VESSEL	VESSEL	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f103v	f103v.27	ZL3b|f103v.27|G009	9	qotar	DEFINITE_SPACE	DEFINITE_SPACE	103	zur unteren	zur unteren	LOWER_GOAL	LOWER_GOAL	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f103v	f103v.9	ZL3b|f103v.9|G009	9	qotar	DEFINITE_SPACE	DEFINITE_SPACE	103	zur unteren	zur unteren	LOWER_GOAL	LOWER_GOAL	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f105r	f105r.12	ZL3b|f105r.12|G003	3	dy	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	105	dabei	dabei	SIMULTANEITY	SIMULTANEITY	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f105r	f105r.36	ZL3b|f105r.36|G007	7	qotar	DEFINITE_SPACE	DEFINITE_SPACE	105	zur unteren	zur unteren	LOWER_GOAL	LOWER_GOAL	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f105v	f105v.12	ZL3b|f105v.12|G010	10	otal	DEFINITE_SPACE	DEFINITE_SPACE	105	Kammer	Kammer	VESSEL	VESSEL	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f105v	f105v.26	ZL3b|f105v.26|G005	5	otal	DEFINITE_SPACE	DEFINITE_SPACE	105	Kammer	Kammer	VESSEL	VESSEL	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f105v	f105v.36	ZL3b|f105v.36|G008	8	dy	UNCERTAIN_SMALL_SPACE	UNCERTAIN_SMALL_SPACE	105	dabei	dabei	SIMULTANEITY	SIMULTANEITY	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f107r	f107r.19	ZL3b|f107r.19|G008	8	dy	DEFINITE_SPACE	DEFINITE_SPACE	107	dabei	dabei	SIMULTANEITY	SIMULTANEITY	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f107r	f107r.21	ZL3b|f107r.21|G005	5	qotal	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	107	nach außen	nach außen	OUTWARD_PATH	OUTWARD_PATH	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f107r	f107r.34	ZL3b|f107r.34|G005	5	qotal	DEFINITE_SPACE	DEFINITE_SPACE	107	nach außen	nach außen	OUTWARD_PATH	OUTWARD_PATH	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
ZL3b	f107r	f107r.35	ZL3b|f107r.35|G002	2	shl	DEFINITE_SPACE	DEFINITE_SPACE	107	dessen	während	POSSESSIVE_RELATIVE	TEMPORAL_SUBORDINATOR	ALL_FOUR_BASE_MODELS;HYPOTHESIS_ONLY
