candidate	edition	page	physical_leaf	locus	source_id	previous_id	previous_raw	body_ids	body_raw	body_roles	inner_definite	body_bound	status	asserted_owner_id	partition
R_C_REL	ZL3b	f76v	76	f76v.20	ZL3b|f76v.20|G010	ZL3b|f76v.20|G009	qokeedy	ZL3b|f76v.20|G011	loiii@175;	UNREAD	False	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
R_C_TEMP	ZL3b	f76v	76	f76v.20	ZL3b|f76v.20|G010	ZL3b|f76v.20|G009	qokeedy	ZL3b|f76v.20|G011	loiii@175;	UNREAD	False	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
R_W_REL	ZL3b	f76v	76	f76v.20	ZL3b|f76v.20|G010	ZL3b|f76v.20|G009	qokeedy	ZL3b|f76v.20|G011	loiii@175;	UNREAD	False	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
R_W_TEMP	ZL3b	f76v	76	f76v.20	ZL3b|f76v.20|G010	ZL3b|f76v.20|G009	qokeedy	ZL3b|f76v.20|G011	loiii@175;	UNREAD	False	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
T_C_REL	ZL3b	f76v	76	f76v.20	ZL3b|f76v.20|G010	ZL3b|f76v.20|G009	qokeedy	ZL3b|f76v.20|G011	loiii@175;	UNREAD	False	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
T_C_TEMP	ZL3b	f76v	76	f76v.20	ZL3b|f76v.20|G010	ZL3b|f76v.20|G009	qokeedy	ZL3b|f76v.20|G011	loiii@175;	UNREAD	False	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
T_W_REL	ZL3b	f76v	76	f76v.20	ZL3b|f76v.20|G010	ZL3b|f76v.20|G009	qokeedy	ZL3b|f76v.20|G011	loiii@175;	UNREAD	False	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
T_W_TEMP	ZL3b	f76v	76	f76v.20	ZL3b|f76v.20|G010	ZL3b|f76v.20|G009	qokeedy	ZL3b|f76v.20|G011	loiii@175;	UNREAD	False	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
R_C_REL	ZL3b	f80r	80	f80r.14	ZL3b|f80r.14|G002	ZL3b|f80r.14|G001	solkain	ZL3b|f80r.14|G003|ZL3b|f80r.14|G004|ZL3b|f80r.14|G005	lky chcthy qokain	EVENT_NOUN|RATE|COPULA	True	True	LOCAL_OWNER_BOUND	ZL3b|f80r.14|G001	DESIGN_LOCUS
R_C_TEMP	ZL3b	f80r	80	f80r.14	ZL3b|f80r.14|G002	ZL3b|f80r.14|G001	solkain	ZL3b|f80r.14|G003|ZL3b|f80r.14|G004|ZL3b|f80r.14|G005	lky chcthy qokain	EVENT_NOUN|RATE|COPULA	True	True	LOCAL_TIME_BOUND_OWNER_OPEN		DESIGN_LOCUS
R_W_REL	ZL3b	f80r	80	f80r.14	ZL3b|f80r.14|G002	ZL3b|f80r.14|G001	solkain	ZL3b|f80r.14|G003|ZL3b|f80r.14|G004|ZL3b|f80r.14|G005	lky chcthy qokain	EVENT_NOUN|RATE|COPULA	True	True	LOCAL_OWNER_BOUND	ZL3b|f80r.14|G001	DESIGN_LOCUS
R_W_TEMP	ZL3b	f80r	80	f80r.14	ZL3b|f80r.14|G002	ZL3b|f80r.14|G001	solkain	ZL3b|f80r.14|G003|ZL3b|f80r.14|G004|ZL3b|f80r.14|G005	lky chcthy qokain	EVENT_NOUN|RATE|COPULA	True	True	LOCAL_TIME_BOUND_OWNER_OPEN		DESIGN_LOCUS
T_C_REL	ZL3b	f80r	80	f80r.14	ZL3b|f80r.14|G002	ZL3b|f80r.14|G001	solkain	ZL3b|f80r.14|G003|ZL3b|f80r.14|G004|ZL3b|f80r.14|G005	lky chcthy qokain	EVENT_NOUN|RATE|COPULA	True	True	LOCAL_OWNER_BOUND	ZL3b|f80r.14|G001	DESIGN_LOCUS
T_C_TEMP	ZL3b	f80r	80	f80r.14	ZL3b|f80r.14|G002	ZL3b|f80r.14|G001	solkain	ZL3b|f80r.14|G003|ZL3b|f80r.14|G004|ZL3b|f80r.14|G005	lky chcthy qokain	EVENT_NOUN|RATE|COPULA	True	True	LOCAL_TIME_BOUND_OWNER_OPEN		DESIGN_LOCUS
T_W_REL	ZL3b	f80r	80	f80r.14	ZL3b|f80r.14|G002	ZL3b|f80r.14|G001	solkain	ZL3b|f80r.14|G003|ZL3b|f80r.14|G004|ZL3b|f80r.14|G005	lky chcthy qokain	EVENT_NOUN|RATE|COPULA	True	True	LOCAL_OWNER_BOUND	ZL3b|f80r.14|G001	DESIGN_LOCUS
T_W_TEMP	ZL3b	f80r	80	f80r.14	ZL3b|f80r.14|G002	ZL3b|f80r.14|G001	solkain	ZL3b|f80r.14|G003|ZL3b|f80r.14|G004|ZL3b|f80r.14|G005	lky chcthy qokain	EVENT_NOUN|RATE|COPULA	True	True	LOCAL_TIME_BOUND_OWNER_OPEN		DESIGN_LOCUS
R_C_REL	ZL3b	f107r	107	f107r.35	ZL3b|f107r.35|G002	ZL3b|f107r.35|G001	daiin	ZL3b|f107r.35|G003|ZL3b|f107r.35|G004|ZL3b|f107r.35|G005	lkeeol lchedy qokor	UNREAD|GOAL_ANAPHOR|UNREAD	True	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
R_C_TEMP	ZL3b	f107r	107	f107r.35	ZL3b|f107r.35|G002	ZL3b|f107r.35|G001	daiin	ZL3b|f107r.35|G003|ZL3b|f107r.35|G004|ZL3b|f107r.35|G005	lkeeol lchedy qokor	UNREAD|GOAL_ANAPHOR|UNREAD	True	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
R_W_REL	ZL3b	f107r	107	f107r.35	ZL3b|f107r.35|G002	ZL3b|f107r.35|G001	daiin	ZL3b|f107r.35|G003|ZL3b|f107r.35|G004|ZL3b|f107r.35|G005	lkeeol lchedy qokor	UNREAD|GOAL_ANAPHOR|UNREAD	True	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
R_W_TEMP	ZL3b	f107r	107	f107r.35	ZL3b|f107r.35|G002	ZL3b|f107r.35|G001	daiin	ZL3b|f107r.35|G003|ZL3b|f107r.35|G004|ZL3b|f107r.35|G005	lkeeol lchedy qokor	UNREAD|GOAL_ANAPHOR|UNREAD	True	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
T_C_REL	ZL3b	f107r	107	f107r.35	ZL3b|f107r.35|G002	ZL3b|f107r.35|G001	daiin	ZL3b|f107r.35|G003|ZL3b|f107r.35|G004|ZL3b|f107r.35|G005	lkeeol lchedy qokor	UNREAD|RELATIVE_LATER|UNREAD	True	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
T_C_TEMP	ZL3b	f107r	107	f107r.35	ZL3b|f107r.35|G002	ZL3b|f107r.35|G001	daiin	ZL3b|f107r.35|G003|ZL3b|f107r.35|G004|ZL3b|f107r.35|G005	lkeeol lchedy qokor	UNREAD|RELATIVE_LATER|UNREAD	True	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
T_W_REL	ZL3b	f107r	107	f107r.35	ZL3b|f107r.35|G002	ZL3b|f107r.35|G001	daiin	ZL3b|f107r.35|G003|ZL3b|f107r.35|G004|ZL3b|f107r.35|G005	lkeeol lchedy qokor	UNREAD|RELATIVE_LATER|UNREAD	True	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
T_W_TEMP	ZL3b	f107r	107	f107r.35	ZL3b|f107r.35|G002	ZL3b|f107r.35|G001	daiin	ZL3b|f107r.35|G003|ZL3b|f107r.35|G004|ZL3b|f107r.35|G005	lkeeol lchedy qokor	UNREAD|RELATIVE_LATER|UNREAD	True	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
R_C_REL	IT2a	f76v	76	f76v.20	IT2a|f76v.20|G010	IT2a|f76v.20|G009	qokeedy	IT2a|f76v.20|G011	loiiim	UNREAD	False	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
R_C_TEMP	IT2a	f76v	76	f76v.20	IT2a|f76v.20|G010	IT2a|f76v.20|G009	qokeedy	IT2a|f76v.20|G011	loiiim	UNREAD	False	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
R_W_REL	IT2a	f76v	76	f76v.20	IT2a|f76v.20|G010	IT2a|f76v.20|G009	qokeedy	IT2a|f76v.20|G011	loiiim	UNREAD	False	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
R_W_TEMP	IT2a	f76v	76	f76v.20	IT2a|f76v.20|G010	IT2a|f76v.20|G009	qokeedy	IT2a|f76v.20|G011	loiiim	UNREAD	False	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
T_C_REL	IT2a	f76v	76	f76v.20	IT2a|f76v.20|G010	IT2a|f76v.20|G009	qokeedy	IT2a|f76v.20|G011	loiiim	UNREAD	False	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
T_C_TEMP	IT2a	f76v	76	f76v.20	IT2a|f76v.20|G010	IT2a|f76v.20|G009	qokeedy	IT2a|f76v.20|G011	loiiim	UNREAD	False	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
T_W_REL	IT2a	f76v	76	f76v.20	IT2a|f76v.20|G010	IT2a|f76v.20|G009	qokeedy	IT2a|f76v.20|G011	loiiim	UNREAD	False	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
T_W_TEMP	IT2a	f76v	76	f76v.20	IT2a|f76v.20|G010	IT2a|f76v.20|G009	qokeedy	IT2a|f76v.20|G011	loiiim	UNREAD	False	False	NO_FIXED_CONSTRUCTION		OTHER_EXPOSED_LEAF
R_C_REL	IT2a	f80r	80	f80r.14	IT2a|f80r.14|G002	IT2a|f80r.14|G001	solkain	IT2a|f80r.14|G003|IT2a|f80r.14|G004|IT2a|f80r.14|G005	lky chcthy qokain	EVENT_NOUN|RATE|COPULA	True	True	LOCAL_OWNER_BOUND	IT2a|f80r.14|G001	DESIGN_LOCUS
