target_occurrence_id	page	physical_folio	locus	ordinal	transition_directions	transition_count	frame_detail	f14_medial_two_sided	amount_priority_overlap	process_right_priority_overlap	close_left_priority_overlap	close_right_nominal_veto_overlap	automatic_rule_id	automatic_default_de	hybrid_rule_id	hybrid_default_de	relation_is_translation	confirmed_lexeme	component_export_credit
G769-T0005	f102v1	f102	f102v1.13	2	COLD_TO_DRY	1	"{""direction_labels"":[""COLD_TO_DRY""],""transitions"":[{""direction"":""COLD_TO_DRY"",""left"":{""direction"":""LEFT"",""distance"":1,""features"":[""COLD"",""PREPARATION""],""gate_status"":""ELIGIBLE"",""ordinal"":1,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""toiin""},""right"":{""direction"":""RIGHT"",""distance"":3,""features"":[""DRY""],""gate_status"":""ELIGIBLE"",""ordinal"":5,""semantic_source"":""GDT762_STATE_PAIR_PRIOR"",""surface"":""cheol""}}]}"	1	0	0	0	0	G774-D06	und	G774-D06	und	0	0	0
G769-T0007	f102v2	f102	f102v2.22	10	DRY_TO_HOT	1	"{""direction_labels"":[""DRY_TO_HOT""],""transitions"":[{""direction"":""DRY_TO_HOT"",""left"":{""direction"":""LEFT"",""distance"":6,""features"":[""DRY""],""gate_status"":""ELIGIBLE"",""ordinal"":4,""semantic_source"":""GDT762_STATE_PAIR_PRIOR"",""surface"":""cheol""},""right"":{""direction"":""RIGHT"",""distance"":4,""features"":[""HOT"",""PASS"",""PREPARATION"",""PROCESS"",""STAGE"",""VALUE_AMOUNT""],""gate_status"":""ELIGIBLE"",""ordinal"":14,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""okeor""}}]}"	1	0	0	0	0	G774-D06	und	G774-D06	und	0	0	0
G769-T0013	f103r	f103	f103r.43	3	DRY_TO_MOIST	1	"{""direction_labels"":[""DRY_TO_MOIST""],""transitions"":[{""direction"":""DRY_TO_MOIST"",""left"":{""direction"":""LEFT"",""distance"":1,""features"":[""DRY"",""MATERIAL"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":2,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""cheal""},""right"":{""direction"":""RIGHT"",""distance"":3,""features"":[""MATERIAL"",""MOIST"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":6,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""sheal""}}]}"	1	0	0	0	0	G774-D06	und	G774-D06	und	0	0	0
G769-T0015	f103v	f103	f103v.4	6	HOT_TO_HOT	1	"{""direction_labels"":[""HOT_TO_HOT""],""transitions"":[{""direction"":""HOT_TO_HOT"",""left"":{""direction"":""LEFT"",""distance"":3,""features"":[""HOT"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":3,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""qokeey""},""right"":{""direction"":""RIGHT"",""distance"":2,""features"":[""CLOSE"",""HOT"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":8,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""ykeedy""}}]}"	1	0	0	0	0	G774-D06	und	G774-D06	und	0	0	0
G769-T0040	f104v	f104	f104v.33	8	HOT_TO_DRY	2	"{""direction_labels"":[""HOT_TO_DRY""],""transitions"":[{""direction"":""HOT_TO_DRY"",""left"":{""direction"":""LEFT"",""distance"":5,""features"":[""HOT"",""PASS"",""PROCESS"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":3,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""ykeey""},""right"":{""direction"":""RIGHT"",""distance"":3,""features"":[""DRY"",""MATERIAL"",""STAGE"",""VALUE_AMOUNT""],""gate_status"":""ELIGIBLE"",""ordinal"":11,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""chedain""}},{""direction"":""HOT_TO_DRY"",""left"":{""direction"":""LEFT"",""distance"":4,""features"":[""HOT"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":4,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""kaiin""},""right"":{""direction"":""RIGHT"",""distance"":3,""features"":[""DRY"",""MATERIAL"",""STAGE"",""VALUE_AMOUNT""],""gate_status"":""ELIGIBLE"",""ordinal"":11,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""chedain""}}]}"	1	0	0	0	0	G774-D06	und	G774-D06	und	0	0	0
G769-T0048	f105v	f105	f105v.4	6	DRY_TO_HOT	1	"{""direction_labels"":[""DRY_TO_HOT""],""transitions"":[{""direction"":""DRY_TO_HOT"",""left"":{""direction"":""LEFT"",""distance"":2,""features"":[""DRY"",""MATERIAL"",""VALUE_AMOUNT""],""gate_status"":""ELIGIBLE"",""ordinal"":4,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""chdor""},""right"":{""direction"":""RIGHT"",""distance"":1,""features"":[""HOT"",""MATERIAL""],""gate_status"":""ELIGIBLE"",""ordinal"":7,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""keeol""}}]}"	1	0	0	0	0	G774-D06	und	G774-D06	und	0	0	0
G769-T0084	f108v	f108	f108v.25	5	HOT_TO_HOT	2	"{""direction_labels"":[""HOT_TO_HOT""],""transitions"":[{""direction"":""HOT_TO_HOT"",""left"":{""direction"":""LEFT"",""distance"":2,""features"":[""HOT"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":3,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""kaiin""},""right"":{""direction"":""RIGHT"",""distance"":6,""features"":[""HOT"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":11,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""qokeey""}},{""direction"":""HOT_TO_HOT"",""left"":{""direction"":""LEFT"",""distance"":2,""features"":[""HOT"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":3,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""kaiin""},""right"":{""direction"":""RIGHT"",""distance"":7,""features"":[""HOT"",""PASS"",""PROCESS"",""STAGE"",""VALUE_AMOUNT""],""gate_status"":""ELIGIBLE"",""ordinal"":12,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""qokeeaiin""}}]}"	1	0	0	0	0	G774-D06	und	G774-D06	und	0	0	0
G769-T0150	f116r	f116	f116r.32	7	MOIST_TO_COLD|MOIST_TO_DRY	4	"{""direction_labels"":[""MOIST_TO_COLD"",""MOIST_TO_DRY""],""transitions"":[{""direction"":""MOIST_TO_DRY"",""left"":{""direction"":""LEFT"",""distance"":4,""features"":[""MOIST"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":3,""semantic_source"":""GDT762_STATE_PAIR_PRIOR"",""surface"":""shey""},""right"":{""direction"":""RIGHT"",""distance"":4,""features"":[""COLD"",""DRY"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":11,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""chtain""}},{""direction"":""MOIST_TO_COLD"",""left"":{""direction"":""LEFT"",""distance"":4,""features"":[""MOIST"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":3,""semantic_source"":""GDT762_STATE_PAIR_PRIOR"",""surface"":""shey""},""right"":{""direction"":""RIGHT"",""distance"":4,""features"":[""COLD"",""DRY"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":11,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""chtain""}},{""direction"":""MOIST_TO_DRY"",""left"":{""direction"":""LEFT"",""distance"":1,""features"":[""MOIST"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":6,""semantic_source"":""GDT762_STATE_PAIR_PRIOR"",""surface"":""shey""},""right"":{""direction"":""RIGHT"",""distance"":4,""features"":[""COLD"",""DRY"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":11,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""chtain""}},{""direction"":""MOIST_TO_COLD"",""left"":{""direction"":""LEFT"",""distance"":1,""features"":[""MOIST"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":6,""semantic_source"":""GDT762_STATE_PAIR_PRIOR"",""surface"":""shey""},""right"":{""direction"":""RIGHT"",""distance"":4,""features"":[""COLD"",""DRY"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":11,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""chtain""}}]}"	1	0	0	0	0	G774-D06	und	G774-D06	und	0	0	0
G769-T0198	f3r	f3	f3r.19	2	COLD_TO_DRY|DRY_TO_DRY	2	"{""direction_labels"":[""COLD_TO_DRY"",""DRY_TO_DRY""],""transitions"":[{""direction"":""DRY_TO_DRY"",""left"":{""direction"":""LEFT"",""distance"":1,""features"":[""COLD"",""DRY"",""MATERIAL"",""PREPARATION"",""VALUE_AMOUNT""],""gate_status"":""ELIGIBLE"",""ordinal"":1,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""otchor""},""right"":{""direction"":""RIGHT"",""distance"":1,""features"":[""DRY"",""MATERIAL"",""STATE_DRY_ANCHOR"",""VALUE_AMOUNT""],""gate_status"":""ELIGIBLE"",""ordinal"":3,""semantic_source"":""GDT762_STATE_PAIR_PRIOR"",""surface"":""cheor""}},{""direction"":""COLD_TO_DRY"",""left"":{""direction"":""LEFT"",""distance"":1,""features"":[""COLD"",""DRY"",""MATERIAL"",""PREPARATION"",""VALUE_AMOUNT""],""gate_status"":""ELIGIBLE"",""ordinal"":1,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""otchor""},""right"":{""direction"":""RIGHT"",""distance"":1,""features"":[""DRY"",""MATERIAL"",""STATE_DRY_ANCHOR"",""VALUE_AMOUNT""],""gate_status"":""ELIGIBLE"",""ordinal"":3,""semantic_source"":""GDT762_STATE_PAIR_PRIOR"",""surface"":""cheor""}}]}"	1	0	0	0	0	G774-D06	und	G774-D00	und	0	0	0
G769-T0209	f44r	f44	f44r.9	2	COLD_TO_COLD|COLD_TO_DRY|COLD_TO_HOT|DRY_TO_COLD|DRY_TO_DRY|DRY_TO_HOT	6	"{""direction_labels"":[""COLD_TO_COLD"",""COLD_TO_DRY"",""COLD_TO_HOT"",""DRY_TO_COLD"",""DRY_TO_DRY"",""DRY_TO_HOT""],""transitions"":[{""direction"":""DRY_TO_HOT"",""left"":{""direction"":""LEFT"",""distance"":1,""features"":[""COLD"",""DRY"",""MATERIAL"",""PREPARATION""],""gate_status"":""ELIGIBLE"",""ordinal"":1,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""otchol""},""right"":{""direction"":""RIGHT"",""distance"":2,""features"":[""HOT"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":4,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""qoky""}},{""direction"":""COLD_TO_HOT"",""left"":{""direction"":""LEFT"",""distance"":1,""features"":[""COLD"",""DRY"",""MATERIAL"",""PREPARATION""],""gate_status"":""ELIGIBLE"",""ordinal"":1,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""otchol""},""right"":{""direction"":""RIGHT"",""distance"":2,""features"":[""HOT"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":4,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""qoky""}},{""direction"":""DRY_TO_DRY"",""left"":{""direction"":""LEFT"",""distance"":1,""features"":[""COLD"",""DRY"",""MATERIAL"",""PREPARATION""],""gate_status"":""ELIGIBLE"",""ordinal"":1,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""otchol""},""right"":{""direction"":""RIGHT"",""distance"":3,""features"":[""COLD"",""DRY"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":5,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""qotchy""}},{""direction"":""DRY_TO_COLD"",""left"":{""direction"":""LEFT"",""distance"":1,""features"":[""COLD"",""DRY"",""MATERIAL"",""PREPARATION""],""gate_status"":""ELIGIBLE"",""ordinal"":1,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""otchol""},""right"":{""direction"":""RIGHT"",""distance"":3,""features"":[""COLD"",""DRY"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":5,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""qotchy""}},{""direction"":""COLD_TO_DRY"",""left"":{""direction"":""LEFT"",""distance"":1,""features"":[""COLD"",""DRY"",""MATERIAL"",""PREPARATION""],""gate_status"":""ELIGIBLE"",""ordinal"":1,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""otchol""},""right"":{""direction"":""RIGHT"",""distance"":3,""features"":[""COLD"",""DRY"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":5,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""qotchy""}},{""direction"":""COLD_TO_COLD"",""left"":{""direction"":""LEFT"",""distance"":1,""features"":[""COLD"",""DRY"",""MATERIAL"",""PREPARATION""],""gate_status"":""ELIGIBLE"",""ordinal"":1,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""otchol""},""right"":{""direction"":""RIGHT"",""distance"":3,""features"":[""COLD"",""DRY"",""STAGE""],""gate_status"":""ELIGIBLE"",""ordinal"":5,""semantic_source"":""GDT734_COMPLETE_WHOLE"",""surface"":""qotchy""}}]}"	1	0	0	0	0	G774-D06	und	G774-D06	und	0	0	0
