matrix_cell_id	frame_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_component_trace_de	state_requirement	availability_status	missing_owner_value_atoms	evidence_status	current_default_policy	current_default_phrase_de	editorial_change_type	generalized_inherited_noun_count	observed_event_count	observed_clause_form_count	selected_observed_phrase_carrier_count	selected_observed_phrase_de	observed_pages	observed_event_ids	all_observed_clause_forms_de	observed_inherited_argument_roots	all_component_value_cells_old	same_frame_register_observed_other_action_count	same_frame_register_observed_other_actions	same_action_frame_observed_other_register_count	same_action_frame_observed_other_registers	composition_support_class	working_root_meaning_changed	surface_prediction_made	occurrence_prediction_made	guard
G498-M004	G493-F01	@ACTION	OK	OK	CELESTIAL	SETZEN	POSITION SETZEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Setze das zuvor Genannte.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	3	SOURCE_SECTION_T|HERBAL|BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M005	G493-F01	@ACTION	OK	OK	PHARMA	SETZEN	ANSATZ ANSETZEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Setze das zuvor Genannte als Ansatz an.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	3	SOURCE_SECTION_T|HERBAL|BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M006	G493-F01	@ACTION	CH	CH	SOURCE_SECTION_T	NEHMEN	ENTNEHMEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Entnimm das zuvor Genannte.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	4	OK|SH|S|R	2	HERBAL|BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M009	G493-F01	@ACTION	CH	CH	CELESTIAL	NEHMEN	POSITION AUFNEHMEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Nimm das zuvor Genannte auf.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	2	HERBAL|BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M010	G493-F01	@ACTION	CH	CH	PHARMA	NEHMEN	DROGENPOSTEN NEHMEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Nimm das zuvor Genannte.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	2	HERBAL|BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M014	G493-F01	@ACTION	SH	SH	CELESTIAL	HALTEN	POSITION HALTEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Halte das zuvor Genannte.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	3	SOURCE_SECTION_T|HERBAL|BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M015	G493-F01	@ACTION	SH	SH	PHARMA	HALTEN	ANSATZ HALTEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Halte das zuvor Genannte.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	3	SOURCE_SECTION_T|HERBAL|BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M016	G493-F01	@ACTION	K	K	SOURCE_SECTION_T	GEBEN	ZUORDNEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Ordne das zuvor Genannte zu.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	4	OK|SH|S|R	1	HERBAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M018	G493-F01	@ACTION	K	K	BIOLOGICAL	GEBEN	POSTEN ZUFÜHREN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Führe das zuvor Genannte zu.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	6	OK|CH|SH|S|CHD|R	1	HERBAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M019	G493-F01	@ACTION	K	K	CELESTIAL	GEBEN	WERT ZUORDNEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Ordne das zuvor Genannte zu.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	1	HERBAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
