matrix_cell_id	frame_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_component_trace_de	state_requirement	availability_status	missing_owner_value_atoms	evidence_status	current_default_policy	current_default_phrase_de	editorial_change_type	generalized_inherited_noun_count	observed_event_count	observed_clause_form_count	selected_observed_phrase_carrier_count	selected_observed_phrase_de	observed_pages	observed_event_ids	all_observed_clause_forms_de	observed_inherited_argument_roots	all_component_value_cells_old	same_frame_register_observed_other_action_count	same_frame_register_observed_other_actions	same_action_frame_observed_other_register_count	same_action_frame_observed_other_registers	composition_support_class	working_root_meaning_changed	surface_prediction_made	occurrence_prediction_made	guard
G498-M001	G493-F01	@ACTION	OK	OK	SOURCE_SECTION_T	SETZEN	EINTRAGEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Trage die Eintragseinheit [wie zuvor] ein.	UNCHANGED_OBSERVED	0	2	2	1	Trage die Eintragseinheit [wie zuvor] ein.	f1r	G407-E0203|G407-E0211	Trage den laufenden Eintrag [wie zuvor] ein. || Trage die Eintragseinheit [wie zuvor] ein.	OR|Y	YES	3	SH|S|R	2	HERBAL|BIOLOGICAL	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M002	G493-F01	@ACTION	OK	OK	HERBAL	SETZEN	ARBEITSGANG ANSETZEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an.	UNCHANGED_OBSERVED	0	2	2	1	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an.	f24v|f56r	G407-E0671|G407-E0856	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an. || Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an.	AIIN|Y	YES	6	CH|SH|K|S|T|R	2	SOURCE_SECTION_T|BIOLOGICAL	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M003	G493-F01	@ACTION	OK	OK	BIOLOGICAL	SETZEN	STATIONSGANG ANSETZEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Setze den Stationsposten [wie zuvor] im Stationsgang an.	UNCHANGED_OBSERVED	0	1	1	1	Setze den Stationsposten [wie zuvor] im Stationsgang an.	f75r	G407-E1456	Setze den Stationsposten [wie zuvor] im Stationsgang an.	Y	YES	5	CH|SH|S|CHD|R	2	SOURCE_SECTION_T|HERBAL	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M004	G493-F01	@ACTION	OK	OK	CELESTIAL	SETZEN	POSITION SETZEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Setze das zuvor Genannte.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	3	SOURCE_SECTION_T|HERBAL|BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M005	G493-F01	@ACTION	OK	OK	PHARMA	SETZEN	ANSATZ ANSETZEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Setze das zuvor Genannte als Ansatz an.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	3	SOURCE_SECTION_T|HERBAL|BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M006	G493-F01	@ACTION	CH	CH	SOURCE_SECTION_T	NEHMEN	ENTNEHMEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Entnimm das zuvor Genannte.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	4	OK|SH|S|R	2	HERBAL|BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M007	G493-F01	@ACTION	CH	CH	HERBAL	NEHMEN	PFLANZENTEIL NEHMEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Nimm den Materialanteil [wie zuvor].	UNCHANGED_OBSERVED	0	1	1	1	Nimm den Materialanteil [wie zuvor].	f55v	G407-E0739	Nimm den Materialanteil [wie zuvor].	AIN	YES	6	OK|SH|K|S|T|R	1	BIOLOGICAL	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M008	G493-F01	@ACTION	CH	CH	BIOLOGICAL	NEHMEN	POSTEN ENTNEHMEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Entnimm den Stationswert [wie zuvor].	UNCHANGED_OBSERVED	0	1	1	1	Entnimm den Stationswert [wie zuvor].	f75r	G407-E1811	Entnimm den Stationswert [wie zuvor].	AIIN	YES	5	OK|SH|S|CHD|R	1	HERBAL	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M009	G493-F01	@ACTION	CH	CH	CELESTIAL	NEHMEN	POSITION AUFNEHMEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Nimm das zuvor Genannte auf.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	2	HERBAL|BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M010	G493-F01	@ACTION	CH	CH	PHARMA	NEHMEN	DROGENPOSTEN NEHMEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Nimm das zuvor Genannte.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	2	HERBAL|BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M011	G493-F01	@ACTION	SH	SH	SOURCE_SECTION_T	HALTEN	FESTHALTEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Halte den laufenden Eintrag [wie zuvor] fest.	UNCHANGED_OBSERVED	0	1	1	1	Halte den laufenden Eintrag [wie zuvor] fest.	f1r	G407-E0051	Halte den laufenden Eintrag [wie zuvor] fest.	Y	YES	3	OK|S|R	2	HERBAL|BIOLOGICAL	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
