joint_tuple_id	surface_examples	occurrences	pages	v59_mnemonic	v60_r4_selected_mnemonic	source_class	rival_1	rival_2	confidence	apprentice_rule	strongest_contradiction
2f1c5e56e8f0ff459065	aiin|chaiin|daiin|saiin|taiin	20	f10r|f11r|f55v|f56r|f81v|f82r|f83r	MASS?	MASS?	PARAMETER_NOUN	STANDARD?	ZAHL?	0.57	Occurs in twenty portable slots, commonly beside an active item or operation; measure is the narrowest reusable workshop reading.	No visible quantity values are independently grounded.
276a7c2d74d1143446f4	choky|oky|qoky	10	f10r|f56r|f81v|f82r|f83r	VERWENDEN?	ANWENDEN?	ACTION	VERWENDEN?	AUSFÜHREN?	0.55	Occurs across Herbal and Bio and can take a measure, target, channel, or prepared item; APPLY is more executable than the old broad USE.	The same card may instead be a generic execute/release control.
e0b630cb1b5df5e7105b	checthy|cthy|shcthy	7	f10r|f11r|f83r	BEREIT?	BEREIT?	STATE	FERTIG?	GEEIGNET?	0.49	Portable state-like card after preparations and before continuations; no occurrence identifies the particular state independently.	Its state value is inherited from local translations, not independently visible.
7a4bb8136330ee4e6e56	chor|or|shor|sor	7	f10r|f55v|f83r	BEREITUNG?	ANSATZ?	WORKING_MATERIAL_NOUN	BEREITUNG?	FLÜSSIGKEIT?	0.46	Seven Herbal occurrences occupy material-bearing continuations; the doubled occurrence warns that this may be a copied categorical card.	Two consecutive copies in f10r make an ordinary repeated noun awkward.
dd0ecaf5e27d81befffc	al|chal|cheal|dal|sal|tal	10	f56r|f81v|f82r|f83r	AN?	ZIEL?	RELATION_ARGUMENT	AN?	STELLE?	0.56	Ten occurrences can stand alone or precede a terminal transfer; TARGET is shorter and syntactically stable where AN required an omitted complement.	Some standalone cells may be categorical values rather than arguments.
b5df9126607030b95175	cheey|shey	4	f11r|f82r|f83r	KLAR?	KLAR?	STATE	ENDE?	PRÜFEN?	0.38	Four placements are not uniformly terminal, so the old phrase 'until liquid runs clear' is rejected; only a possible observable state survives.	Neither clarity nor liquid is independently visible in any of four events.
dec401773c1f0347793d	cholor|olor	2	f10r|f81v	ZUVOR?	VORIGES?	BACK_REFERENCE	DARAUS?	WIEDER?	0.36	Two cross-register occurrences plausibly reopen a previous item, but cannot identify whether the antecedent is material, operation, or slot.	Only two events support anaphora.
faf321940aed922846a9	otchey	2	f56r|f83r	TEIL?	ANTEIL?	SELECTION_NOUN	AUSWAHL?	DAVON?	0.39	Both occurrences open a field before further operations; a selected share is useful but rests on only two events.	Only two events and no independently visible partition.
0275fbf14e07935b0a45	okeey|qokeey	7	f81v|f82r|f83r	WARM?	TEMPERIEREN?	ACTION	WARM?	HALTEN?	0.52	Seven Bio occurrences recur before use, filtering, rinsing, or closure; an operation fits more contexts than treating the card as the adjective WARM.	No temperature is directly encoded by the drawings.
7db18b2f0fb7ed0fcfd3	qokedy	8	f81v|f83r	SPÜLEN?	SPÜLEN?	TERMINAL_ACTION	DURCHGANG?	SCHRITT_A?	0.43	All eight occurrences are close-bearing and several are singleton cells; RINSE is retained as the useful process hypothesis but closure confounding is explicit.	Every occurrence is exactly confounded with one close-bearing family.
de7321bface5628e35d6	lchedy	8	f82r|f83r	ABLASSEN?	ABLASSEN?	TERMINAL_ACTION	AUSLAUF?	SCHRITT_B?	0.47	Eight Bio occurrences often follow targets or process cells and are terminal; DRAIN remains the best concrete rival to a purely categorical close.	Every occurrence is exactly confounded with a different close-bearing family.
