station_id	selected_function_de	event_id	statement_id	field_id	field_position	visible_surface	master_card_id	portable_value_de	terminal_status	visible_owner	function_fit	station_realization_de
F83_STATION_1	SAMMEL- UND TEMPERIERSTELLE	E229	B3-S001	F071	1	olkeedy	MC045	lange sammeln; Schluss	TERMINAL	obere offene Fächer-Randstation	PRIMARY_FUNCTION	lange sammeln; Schluss — Sammel-/Temperierstelle
F83_STATION_1	SAMMEL- UND TEMPERIERSTELLE	E230	B3-S002	F072	1	qotal	MC093	danach dorthin	NONCLOSE	obere offene Fächer-Randstation	SUPPORTING_CONTROL_OR_TRANSFER	danach dorthin — Sammel-/Temperierstelle
F83_STATION_1	SAMMEL- UND TEMPERIERSTELLE	E231	B3-S002	F072	2	chkeedy	MC110	Langwärmen; Schluss	TERMINAL	obere offene Fächer-Randstation	PRIMARY_FUNCTION	Langwärmen; Schluss — Sammel-/Temperierstelle
F83_STATION_1	SAMMEL- UND TEMPERIERSTELLE	E232	B3-S003	F073	1	chey	MC123	dies	NONCLOSE	obere offene Fächer-Randstation	SUPPORTING_CONTROL_OR_TRANSFER	dies — Sammel-/Temperierstelle
F83_STATION_1	SAMMEL- UND TEMPERIERSTELLE	E233	B3-S003	F073	2	daiin	MC039	Sollwert	NONCLOSE	obere offene Fächer-Randstation	PRIMARY_FUNCTION	Sollwert — Sammel-/Temperierstelle
F83_STATION_1	SAMMEL- UND TEMPERIERSTELLE	E234	B3-S003	F073	3	chey	MC123	dies	NONCLOSE	obere offene Fächer-Randstation	SUPPORTING_CONTROL_OR_TRANSFER	dies — Sammel-/Temperierstelle
F83_STATION_1	SAMMEL- UND TEMPERIERSTELLE	E235	B3-S003	F073	4	lchedy	MC155	abführen; Schluss	TERMINAL	obere offene Fächer-Randstation	PRIMARY_FUNCTION	abführen; Schluss — Sammel-/Temperierstelle
F83_STATION_1	SAMMEL- UND TEMPERIERSTELLE	E236	B3-S004	F074	1	qokaiin	MC120	bemessen	NONCLOSE	obere offene Fächer-Randstation	PRIMARY_FUNCTION	bemessen — Sammel-/Temperierstelle
F83_STATION_1	SAMMEL- UND TEMPERIERSTELLE	E237	B3-S004	F074	2	qotal	MC093	danach dorthin	NONCLOSE	obere offene Fächer-Randstation	SUPPORTING_CONTROL_OR_TRANSFER	danach dorthin — Sammel-/Temperierstelle
F83_STATION_1	SAMMEL- UND TEMPERIERSTELLE	E238	B3-S004	F074	3	dar	MC055	davon	NONCLOSE	obere offene Fächer-Randstation	SUPPORTING_CONTROL_OR_TRANSFER	davon — Sammel-/Temperierstelle
F83_STATION_2	ÜBERGABE- UND HALTEGEFÄSS	E239	B3-S005	F075	1	schedy	MC025	überführen; Schluss	TERMINAL	mittlere runde Gefäß-Randstation	PRIMARY_FUNCTION	überführen; Schluss — Übergabe-/Haltegefäß
F83_STATION_2	ÜBERGABE- UND HALTEGEFÄSS	E240	B3-S006	F076	1	chedchy	MC064	Postentransfer	NONCLOSE	mittlere runde Gefäß-Randstation	PRIMARY_FUNCTION	Postentransfer — Übergabe-/Haltegefäß
F83_STATION_2	ÜBERGABE- UND HALTEGEFÄSS	E241	B3-S006	F076	2	qokal	MC040	dorthin einsetzen	NONCLOSE	mittlere runde Gefäß-Randstation	PRIMARY_FUNCTION	dorthin einsetzen — Übergabe-/Haltegefäß
F83_STATION_2	ÜBERGABE- UND HALTEGEFÄSS	E242	B3-S006	F076	3	olchedy	MC028	weiterführen; Schluss	TERMINAL	mittlere runde Gefäß-Randstation	SUPPORTING_CONTROL_OR_TRANSFER	weiterführen; Schluss — Übergabe-/Haltegefäß
F83_STATION_2	ÜBERGABE- UND HALTEGEFÄSS	E243	B3-S007	F077	1	qokaiin	MC120	bemessen	NONCLOSE	mittlere runde Gefäß-Randstation	SUPPORTING_CONTROL_OR_TRANSFER	bemessen — Übergabe-/Haltegefäß
F83_STATION_2	ÜBERGABE- UND HALTEGEFÄSS	E244	B3-S007	F077	2	chedy	MC074	überführen	NONCLOSE	mittlere runde Gefäß-Randstation	PRIMARY_FUNCTION	überführen — Übergabe-/Haltegefäß
F83_STATION_2	ÜBERGABE- UND HALTEGEFÄSS	E245	B3-S007	F077	3	qokeedy	MC082	lange einwirken; Schluss	TERMINAL	mittlere runde Gefäß-Randstation	PRIMARY_FUNCTION	lange einwirken; Schluss — Übergabe-/Haltegefäß
F83_STATION_2	ÜBERGABE- UND HALTEGEFÄSS	E246	B3-S008	F078	1	lchedy	MC155	abführen; Schluss	TERMINAL	mittlere runde Gefäß-Randstation	PRIMARY_FUNCTION	abführen; Schluss — Übergabe-/Haltegefäß
F83_STATION_2	ÜBERGABE- UND HALTEGEFÄSS	E247	B3-S009	F079	1	qoky	MC026	einsetzen	NONCLOSE	mittlere runde Gefäß-Randstation	PRIMARY_FUNCTION	einsetzen — Übergabe-/Haltegefäß
F83_STATION_3	PORTIONS- UND ABSETZGEFÄSS	E248	B3-S010	F080	1	pchedal	MC126	Zielzuführung	NONCLOSE	untere korbartige Gefäß-Randstation	PRIMARY_FUNCTION	Zielzuführung — Portions-/Absetzgefäß
F83_STATION_3	PORTIONS- UND ABSETZGEFÄSS	E249	B3-S010	F080	2	otedy	MC135	Kurzfolge; Schluss	TERMINAL	untere korbartige Gefäß-Randstation	SUPPORTING_CONTROL_OR_TRANSFER	Kurzfolge; Schluss — Portions-/Absetzgefäß
F83_STATION_3	PORTIONS- UND ABSETZGEFÄSS	E250	B3-S011	F081	1	shecthedchy	MC043	Vorbereitungstransfer	NONCLOSE	untere korbartige Gefäß-Randstation	SUPPORTING_CONTROL_OR_TRANSFER	Vorbereitungstransfer — Portions-/Absetzgefäß
F83_STATION_3	PORTIONS- UND ABSETZGEFÄSS	E251	B3-S011	F081	2	qoky	MC026	einsetzen	NONCLOSE	untere korbartige Gefäß-Randstation	SUPPORTING_CONTROL_OR_TRANSFER	einsetzen — Portions-/Absetzgefäß
F83_STATION_3	PORTIONS- UND ABSETZGEFÄSS	E252	B3-S011	F081	3	chedy	MC074	überführen	NONCLOSE	untere korbartige Gefäß-Randstation	SUPPORTING_CONTROL_OR_TRANSFER	überführen — Portions-/Absetzgefäß
F83_STATION_3	PORTIONS- UND ABSETZGEFÄSS	E253	B3-S011	F081	4	chary	MC009	Quellposten	NONCLOSE	untere korbartige Gefäß-Randstation	SUPPORTING_CONTROL_OR_TRANSFER	Quellposten — Portions-/Absetzgefäß
F83_STATION_3	PORTIONS- UND ABSETZGEFÄSS	E254	B3-S012	F082	1	sor	MC080	Ansatz	NONCLOSE	untere korbartige Gefäß-Randstation	SUPPORTING_CONTROL_OR_TRANSFER	Ansatz — Portions-/Absetzgefäß
F83_STATION_3	PORTIONS- UND ABSETZGEFÄSS	E255	B3-S012	F082	2	shedy	MC128	kurz absetzen; Schluss	TERMINAL	untere korbartige Gefäß-Randstation	PRIMARY_FUNCTION	kurz absetzen; Schluss — Portions-/Absetzgefäß
F83_STATION_3	PORTIONS- UND ABSETZGEFÄSS	E256	B3-S013	F083	1	qokaiin	MC120	bemessen	NONCLOSE	untere korbartige Gefäß-Randstation	PRIMARY_FUNCTION	bemessen — Portions-/Absetzgefäß
F83_STATION_3	PORTIONS- UND ABSETZGEFÄSS	E257	B3-S013	F083	2	chkain	MC105	Portion	NONCLOSE	untere korbartige Gefäß-Randstation	PRIMARY_FUNCTION	Portion — Portions-/Absetzgefäß
F83_STATION_3	PORTIONS- UND ABSETZGEFÄSS	E258	B3-S013	F083	3	shcthey	MC073	kurz vorbereiten	NONCLOSE	untere korbartige Gefäß-Randstation	SUPPORTING_CONTROL_OR_TRANSFER	kurz vorbereiten — Portions-/Absetzgefäß
F83_STATION_3	PORTIONS- UND ABSETZGEFÄSS	E259	B3-S013	F083	4	qokedy	MC083	kurz einwirken; Schluss	TERMINAL	untere korbartige Gefäß-Randstation	SUPPORTING_CONTROL_OR_TRANSFER	kurz einwirken; Schluss — Portions-/Absetzgefäß
F83_STATION_3	PORTIONS- UND ABSETZGEFÄSS	E260	B3-S014	F084	1	okair	MC081	Laufeinsatz	NONCLOSE	untere korbartige Gefäß-Randstation	PRIMARY_FUNCTION	Laufeinsatz — Portions-/Absetzgefäß
F83_STATION_3	PORTIONS- UND ABSETZGEFÄSS	E261	B3-S014	F084	2	sheedy	MC003	Langabsetzen; Schluss	TERMINAL	untere korbartige Gefäß-Randstation	PRIMARY_FUNCTION	Langabsetzen; Schluss — Portions-/Absetzgefäß
F83_STATION_3	PORTIONS- UND ABSETZGEFÄSS	E262	B3-S015	F085	1	lchedy	MC155	abführen; Schluss	TERMINAL	untere korbartige Gefäß-Randstation	PRIMARY_FUNCTION	abführen; Schluss — Portions-/Absetzgefäß
F83_STATION_3	PORTIONS- UND ABSETZGEFÄSS	E263	B3-S016	F086	1	lo	MC030	Abzug	NONCLOSE	untere korbartige Gefäß-Randstation	PRIMARY_FUNCTION	Abzug — Portions-/Absetzgefäß
