event_id	statement_id	record_unit_id	page	field_id	visible_owner	visible_surface	master_card_id	family_parse	family_literal_de	register_expansion_de	two_layer_reading_de	terminal_status	contains_revised_family
E001	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dchey	MC071	WHOLE_SIGN[dchey]	Wurzel	Wurzel	Wurzel => Wurzel	NONCLOSE	NO
E002	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthoor	MC158	OR+CTH	BEDINGUNGSANSATZ + BEREIT	den Ansatz bereitstellen	BEDINGUNGSANSATZ + BEREIT => den Ansatz bereitstellen	NONCLOSE	NO
E003	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	char	MC055	AR	VON_QUELLE	davon	VON_QUELLE => davon	NONCLOSE	NO
E004	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chty	MC086	TY	TEIL	Teil	TEIL => Teil	NONCLOSE	NO
E005	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	os	MC159	OS_RECEIVER	AUFNAHME	Aufnahmegefäß	AUFNAHME => Aufnahmegefäß	NONCLOSE	NO
E006	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chair	MC014	AIR+CH_POUR	LAUF_BAHN + ZUGIESSEN	laufendes Medium zugießen	LAUF_BAHN + ZUGIESSEN => laufendes Medium zugießen	NONCLOSE	NO
E007	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	otytchol	MC069	OT+YTY_PART	FOLGEPOSTEN + FOLGETEIL	Folgeteil	FOLGEPOSTEN + FOLGETEIL => Folgeteil	NONCLOSE	NO
E008	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	oky	MC026	OK+Y	EINSETZEN + DIES_AKTUELLER_POSTEN	einsetzen	EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen	NONCLOSE	NO
E009	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	daiin	MC039	AIIN	SOLLWERT	Sollmaß	SOLLWERT => Sollmaß	NONCLOSE	NO
E010	H1-S001	H1	f10r	F001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	etyd	MC108	WHOLE_SIGN[etyd]	kleiner Rest	kleiner Rest	kleiner Rest => kleiner Rest	NONCLOSE	NO
E011	H1-S002	H1	f10r	F002	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qokchy	MC103	OK+Y	EINSETZEN + DIES_AKTUELLER_POSTEN	den laufenden Posten einsetzen und weiterbearbeiten	EINSETZEN + DIES_AKTUELLER_POSTEN => den laufenden Posten einsetzen und weiterbearbeiten	NONCLOSE	NO
E012	H1-S002	H1	f10r	F002	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qotchol	MC163	OL+OT	WEITER_GLEICHER_LAUF + FOLGEPOSTEN	zum Folgegang wechseln	WEITER_GLEICHER_LAUF + FOLGEPOSTEN => zum Folgegang wechseln	NONCLOSE	NO
E013	H1-S002	H1	f10r	F002	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	OL	WEITER_GLEICHER_LAUF	weiter	WEITER_GLEICHER_LAUF => weiter	NONCLOSE	NO
