statement_id	page	record	owner_id	visible_owner_de	transition	event_count	event_ids	surface_sequence	primary_product_id	primary_product_de	interchangeable_product_ids	action_roles	operations_de	source_bound_instruction_de	therapeutic_reading_de	bathhouse_reading_de	selected_program_reading	selected_concrete_step_de	cross_station_transfer_claim
B1-S001	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	RECORD_INITIALIZE	1	E101	qokedy	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	LOAD_OR_APPLY	ansetzen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S002	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	19	E102|E103|E104|E105|E106|E107|E108|E109|E110|E111|E112|E113|E114|E115|E116|E117|E118|E119|E120	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	COOL|HOLD|FEED|TRANSFER|LOAD_OR_APPLY	ansetzen -> zufuehren -> ansetzen -> zufuehren -> zufuehren -> abkuehlen -> fuehren -> halten -> ansetzen -> umsetzen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S003	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	2	E121|E122	qol sshkchdy	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	HOLD|FEED|TRANSFER	halten + zufuehren + umsetzen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: halten + zugeben + überführen. Angaben: fort.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: halten + zugeben + überführen. Angaben: fort.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: halten + zugeben + überführen. Angaben: fort.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: halten + zugeben + überführen. Angaben: fort.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S004	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	3	E123|E124|E125	chedy ol shedy	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	SETTLE|TRANSFER	umsetzen -> absetzen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → absetzen lassen. Angaben: fort.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → absetzen lassen. Angaben: fort.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → absetzen lassen. Angaben: fort.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → absetzen lassen. Angaben: fort.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S005	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	1	E126	qolchedy	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	TRANSFER	umsetzen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führe zur nächsten Station.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führe zur nächsten Station.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führe zur nächsten Station.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führe zur nächsten Station.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S006	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	CURRENT_ITEM_CONTINUATION	4	E127|E128|E129|E130	qokain shckhy dl ral	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	COOL|TRANSFER|LOAD_OR_APPLY	ansetzen -> fuehren -> abkuehlen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S007	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	SAME_OWNER_UNSPECIFIED_STEP	1	E131	qokchdy	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	TRANSFER|LOAD_OR_APPLY	ansetzen + umsetzen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einsetzen + überführen.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einsetzen + überführen.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einsetzen + überführen.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einsetzen + überführen.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S008	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	5	E132|E133|E134|E135|E136	chey ol cheky ol shedy	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	WARM|SETTLE	waermen -> absetzen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S009	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	SAME_OWNER_UNSPECIFIED_STEP	1	E137	qokedy	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	LOAD_OR_APPLY	ansetzen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S010	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	SAME_OWNER_UNSPECIFIED_STEP	1	E138	qokedy	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	LOAD_OR_APPLY	ansetzen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
