codex_word_id	domain	selected_word_de	used_units	primary_anchor	working_status	meaning_scope_de
H_R01	HERBAL	Wasser	H1,H5	RECURRING_CARD_ANCHORED	KEEP_AS_RECURRING_TEXT_DEFAULT	gemeinsames Löse-/Waschmedium
H_R02	HERBAL	Auszugsflüssigkeit	H3,H4,H5	WORKSHOP_FUNCTION_CLASS	REVISED_TO_PREDICTABLE_FUNCTION_CLASS	CHEO/OR/AR beschreiben Auszug und Ansatz, aber keine bestimmte Flüssigkeit.
H_R03	HERBAL	Trägerstoff	H2,H3	WORKSHOP_FUNCTION_CLASS	REVISED_TO_PREDICTABLE_FUNCTION_CLASS	Ansetzen und äußerliche Verwendung bestimmen eine Trägerklasse, nicht Öl als Wort.
H_R04	HERBAL	Bindestoff	H4,H5	WORKSHOP_FUNCTION_CLASS	REVISED_TO_PREDICTABLE_FUNCTION_CLASS	Binden und Halten bestimmen die Funktion, nicht den Stoffnamen Honig.
H_R05	HERBAL	Restteil	H1	WORKSHOP_FUNCTION_CLASS	REVISED_TO_PREDICTABLE_FUNCTION_CLASS	TY/Teil und der kleine Restposten tragen Rest, nicht Sediment als Substanz.
H_R06	HERBAL	dosiertes Mittel	H1,H3,H5	WORKSHOP_FUNCTION_CLASS	REVISED_TO_PREDICTABLE_FUNCTION_CLASS	AIIN/AIN und Verwenden liefern Dosis plus Mittel, nicht die Einnahmeart.
H_R07	HERBAL	streichfähiges Mittel	H2	WORKSHOP_FUNCTION_CLASS	REVISED_TO_PREDICTABLE_FUNCTION_CLASS	Ansatz plus Auftragen liefert Konsistenz/Funktion, nicht die Gattung Salbe.
H_R08	HERBAL	äußerliche Anwendung	H3	WORKSHOP_FUNCTION_CLASS	REVISED_TO_PREDICTABLE_FUNCTION_CLASS	AL/DAN und Halten liefern äußere Anwendung, nicht zwingend Reiben.
H_R09	HERBAL	Waschung	H4,H5	RECURRING_CARD_ANCHORED	KEEP_AS_RECURRING_TEXT_DEFAULT	geklärter Auszug in H4
H_R10	HERBAL	gebundene Anwendung	H2,H4,H5	WORKSHOP_FUNCTION_CLASS	REVISED_TO_PREDICTABLE_FUNCTION_CLASS	Ziel plus Befestigen/Halten liefert gebundene Anwendung, nicht das Objektwort.
H_R11	HERBAL	Tuch	H2,H3,H4,H5	RECURRING_CARD_ANCHORED	KEEP_AS_RECURRING_TEXT_DEFAULT	Auswring-/Seihträger
B_B01	BATH_SERVICE	Badende	B1,B2,B3,B4	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	sichtbarer Mensch im Becken
B_B02	BATH_SERVICE	Becken	B1,B2,B3,B4	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	sichtbare lokale Bad-/Arbeitsmulde
B_B03	BATH_SERVICE	Badwasser	B1,B2,B3,B4,B5,B6	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	Flüssigkeit an Figurenstationen
B_B04	BATH_SERVICE	Kräuterzusatz	B1,B2	RECURRING_CARD_ANCHORED	KEEP_AS_RECURRING_TEXT_DEFAULT	Zusatz aus dem Pflanzenregister
B_B05	BATH_SERVICE	Badwärme	B1,B2,B3,B4,B5	RECURRING_CARD_ANCHORED	KEEP_AS_RECURRING_TEXT_DEFAULT	Temperatur an Figurenstationen
B_B06	BATH_SERVICE	Badezeit	B1,B2,B5	RECURRING_CARD_ANCHORED	KEEP_AS_RECURRING_TEXT_DEFAULT	Dauer an Figurenstationen
B_B07	BATH_SERVICE	Körperstelle	B1,B4	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	örtliches Ziel bei sichtbarer Figur
B_B08	BATH_SERVICE	Teilbad	B1,B2	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	lokale Immersion im Einzelbecken
B_B09	BATH_SERVICE	Tuch	B3,B4,B6	RECURRING_CARD_ANCHORED	KEEP_AS_RECURRING_TEXT_DEFAULT	Wasch-, Umschlag- oder Seihträger
B_B10	BATH_SERVICE	Umschlag	B4	RECURRING_CARD_ANCHORED	KEEP_AS_RECURRING_TEXT_DEFAULT	gehaltenes Tuch an B4
B_B11	BATH_SERVICE	Seihgang	B1,B2,B3,B4,B6	RECURRING_CARD_ANCHORED	KEEP_AS_RECURRING_TEXT_DEFAULT	Tuch-/Durchlassoperation
B_B12	BATH_SERVICE	Einlass	B2,B4,B6	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	sichtbare oder lokale Zufuhr
B_B13	BATH_SERVICE	Ablauf	B1,B2,B3,B4,B5	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	sichtbarer oder lokaler Abzug
B_B14	BATH_SERVICE	Wasserlauf	B2,B4,B6	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	lokale Verbindung ohne globalen Kreislauf
B_B15	BATH_SERVICE	Auffangbecken	B3,B4	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	örtlicher Empfänger
B_B16	BATH_SERVICE	Dienststation	B4,B5,B6	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	figurenlose B5/B6-Hilfsstation
B_B17	BATH_SERVICE	Arbeitsstelle	B4,B5,B6	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	örtliches Ziel ohne Figur
C_A01	CELESTIAL	Wahlrad	A1	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	lokales Rad auswählen
C_A02	CELESTIAL	Himmelssektor	A1	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	sichtbarer Radabschnitt
C_A03	CELESTIAL	Sternort	A1,A2	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	lokaler Sternbesitzer
C_A04	CELESTIAL	Bedingungsfeld	A1	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	örtliche Bedingungsadresse
C_A05	CELESTIAL	Ringrubrik	A1	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	Textlage am Ring
C_A06	CELESTIAL	Himmelszeichen	A1,A2	LOCAL_NOMENCLATOR_ONLY	KEEP_AS_LOCAL_LABEL_CLASS	opakes lokales Etikett
C_A07	CELESTIAL	Kalenderzeichen	A1,A3	LOCAL_NOMENCLATOR_ONLY	KEEP_AS_LOCAL_LABEL_CLASS	örtlicher Kalenderreadout
C_A08	CELESTIAL	Wahlzeichen	A1	LOCAL_NOMENCLATOR_ONLY	KEEP_AS_LOCAL_LABEL_CLASS	örtliches Ergebnis ohne Gunstwert
C_A09	CELESTIAL	Sterntafel	A2	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	mehrpaneelige Sternkarte
C_A10	CELESTIAL	28er Feld	A2,A3	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	ungeordnete lokale 28er Adresse
C_A11	CELESTIAL	Rosettenrad	A3	VISIBLE_OWNER_ANCHORED	KEEP_AS_VISIBLE_DEFAULT	eines von drei getrennten Rädern
C_A12	CELESTIAL	Wetterzeichen	A3	LOCAL_NOMENCLATOR_ONLY	KEEP_AS_LOCAL_LABEL_CLASS	mittlere Wellen-/Wolkenrosette
C_A13	CELESTIAL	Lichtzeichen	A3	LOCAL_NOMENCLATOR_ONLY	KEEP_AS_LOCAL_LABEL_CLASS	rechte Strahlenrosette
C_A14	CELESTIAL	Zeitzeichen	A3	LOCAL_NOMENCLATOR_ONLY	KEEP_AS_LOCAL_LABEL_CLASS	lokaler Zeitreadout
C_A15	CELESTIAL	Eigenschaftszeichen	A3	LOCAL_NOMENCLATOR_ONLY	KEEP_AS_LOCAL_LABEL_CLASS	lokaler Eigenschaftsreadout
C_A16	CELESTIAL	Ortsschlüssel	A1,A2,A3	LOCAL_NOMENCLATOR_ONLY	KEEP_AS_LOCAL_LABEL_CLASS	nur im aktiven Namensraum
