scope	model_stage	null_feature	null_weight	target_count	truth_generated_count	top1_exact_count	top2_exact_count	top3_exact_count	top5_exact_count	rank_sum	deepest_truth_rank
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	GDT527_BASE	BASE	0.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	TAIL_DNULL_LOG_W025	TAIL_DNULL_LOG	0.25	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	TAIL_DNULL_LOG_W050	TAIL_DNULL_LOG	0.5	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	TAIL_DNULL_LOG_W075	TAIL_DNULL_LOG	0.75	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	TAIL_DNULL_LOG_W090	TAIL_DNULL_LOG	0.9	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	TAIL_DNULL_LOG_W100	TAIL_DNULL_LOG	1.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	TAIL_DNULL_LOG_W105	TAIL_DNULL_LOG	1.05	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	TAIL_DNULL_LOG_W110	TAIL_DNULL_LOG	1.1	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	TAIL_DNULL_LOG_W115	TAIL_DNULL_LOG	1.15	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	TAIL_DNULL_LOG_W120	TAIL_DNULL_LOG	1.2	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	TAIL_DNULL_LOG_W125	TAIL_DNULL_LOG	1.25	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	TAIL_DNULL_BIN_W050	TAIL_DNULL_BINARY	0.5	1558	1441	1098	1328	1386	1418	2109	22
